seed,method,depth,mean_relative_residual,covariance_relative_residual
29,global-safe-HB,24,0.5797905325889587,0.6952157020568848
29,population-safe-HB,24,0.652302086353302,0.7970687747001648
29,spectrum-HB,24,2.744380235671997,5.9289751052856445
29,identity-CG,24,0.3342181444168091,0.015933118760585785
29,population-PCG,24,0.11314357817173004,0.013515124097466469
29,learned-Richardson,32,0.19332560896873474,0.052114225924015045
29,learned-HB,32,0.14903877675533295,0.1399841010570526
29,learned-Chebyshev,32,0.11999799311161041,0.026595478877425194
29,global-safe-HB,32,0.4883274435997009,0.5371406078338623
29,population-safe-HB,32,0.6124769449234009,0.6823268532752991
29,spectrum-HB,32,2.2442116737365723,4.862452507019043
29,identity-CG,32,0.2297360748052597,0.008844800293445587
29,population-PCG,32,0.038384564220905304,0.004983637016266584
29,learned-Richardson,48,0.1887282431125641,0.0484841912984848
29,learned-HB,48,0.06894809007644653,0.060922928154468536
29,learned-Chebyshev,48,0.06230738013982773,0.014106734655797482
29,global-safe-HB,48,0.3559015393257141,0.4061925411224365
29,population-safe-HB,48,0.5618371963500977,0.6553196907043457
29,spectrum-HB,48,1.3217071294784546,2.8776791095733643
29,identity-CG,48,0.04992324113845825,0.002155725844204426
29,population-PCG,48,4.6626133553218096e-05,3.512843977659941e-05
29,learned-Richardson,64,0.18486490845680237,0.04538518935441971
29,learned-HB,64,0.0340309739112854,0.02558968961238861
29,learned-Chebyshev,64,0.035177264362573624,0.008130178786814213
29,global-safe-HB,64,0.2721073627471924,0.3130933940410614
29,population-safe-HB,64,0.5160130262374878,0.5999807119369507
29,spectrum-HB,64,0.7290751934051514,1.5947319269180298
29,identity-CG,64,0.006012288853526115,0.0002471066836733371
29,population-PCG,64,1.048268677550368e-05,1.0497597031644545e-06
43,learned-Richardson,4,0.3158966302871704,0.178960382938385
43,learned-HB,4,0.6637529134750366,0.7100152969360352
43,learned-Chebyshev,4,0.6150174736976624,0.2196102738380432
43,global-safe-HB,4,0.7843807935714722,0.6984612941741943
43,population-safe-HB,4,0.730638861656189,0.8705754280090332
43,spectrum-HB,4,1.6494094133377075,3.3916752338409424
43,identity-CG,4,2.51788330078125,0.18567714095115662
43,population-PCG,4,1.1174938678741455,0.21860221028327942
43,learned-Richardson,8,0.22350817918777466,0.1031450480222702
43,learned-HB,8,0.5432577133178711,0.6106199026107788
43,learned-Chebyshev,8,0.44945192337036133,0.11547629535198212
43,global-safe-HB,8,0.826953649520874,1.0353057384490967
43,population-safe-HB,8,0.708125650882721,0.8922767639160156
43,spectrum-HB,8,2.176640033721924,4.67397928237915
43,identity-CG,8,1.1833503246307373,0.11287050694227219
43,population-PCG,8,0.6165018677711487,0.07780620455741882
43,learned-Richardson,16,0.16802644729614258,0.05963316559791565
43,learned-HB,16,0.3557503819465637,0.40682971477508545
43,learned-Chebyshev,16,0.2727922797203064,0.055704422295093536
43,global-safe-HB,16,0.6602383255958557,0.7657120227813721
43,population-safe-HB,16,0.6733689308166504,0.8522312641143799
43,spectrum-HB,16,2.2993133068084717,5.004133224487305
43,identity-CG,16,0.4352250099182129,0.0313291922211647
43,population-PCG,16,0.2324247658252716,0.027498221024870872
43,learned-Richardson,24,0.15289655327796936,0.04732615128159523
43,learned-HB,24,0.22980669140815735,0.2547709345817566
43,learned-Chebyshev,24,0.1762973666191101,0.035054393112659454
43,global-safe-HB,24,0.5718367099761963,0.6783076524734497
43,population-safe-HB,24,0.6319286227226257,0.7669810056686401
43,spectrum-HB,24,1.9053411483764648,4.162650108337402
43,identity-CG,24,0.43899065256118774,0.013984013348817825
43,population-PCG,24,0.09225264191627502,0.010850328952074051
43,learned-Richardson,32,0.14758001267910004,0.0430157408118248
43,learned-HB,32,0.15273067355155945,0.16538262367248535
43,learned-Chebyshev,32,0.11387378722429276,0.02383662573993206
43,global-safe-HB,32,0.5006424188613892,0.5709693431854248
43,population-safe-HB,32,0.6160315275192261,0.7105532288551331
43,spectrum-HB,32,1.432633638381958,3.1361212730407715
43,identity-CG,32,0.29314985871315,0.008755417540669441
43,population-PCG,32,0.023873932659626007,0.0035513632465153933
43,learned-Richardson,48,0.14371144771575928,0.03993186354637146
43,learned-HB,48,0.06943689286708832,0.07460972666740417
43,learned-Chebyshev,48,0.05788957327604294,0.012723489664494991
43,global-safe-HB,48,0.3570484519004822,0.384915292263031
43,population-safe-HB,48,0.5491003394126892,0.6606895923614502
43,spectrum-HB,48,0.7163861989974976,1.5729745626449585
43,identity-CG,48,0.05191798880696297,0.0024348250590264797
43,population-PCG,48,1.5534034901065752e-05,7.3597107075329404e-06
43,learned-Richardson,64,0.14161983132362366,0.038286738097667694
43,learned-HB,64,0.030470341444015503,0.031747136265039444
43,learned-Chebyshev,64,0.03217121213674545,0.0072345673106610775
43,global-safe-HB,64,0.27237051725387573,0.30194032192230225
43,population-safe-HB,64,0.4710708558559418,0.5773240923881531
43,spectrum-HB,64,0.3372322916984558,0.7424192428588867
43,identity-CG,64,0.006872200407087803,0.000270114338491112
43,population-PCG,64,8.94276763574453e-06,8.799219131105929e-07
