model,seed,scenario,category,task,depth,auc,average_precision,iou_top7,centroid_error,relative_residual
analytic-Chebyshev,17,six obstacles,OOD count,14,8,0.9847239608846314,0.8537578637053445,0.5925925925925926,0.015735246241092682,0.01327565684914589
analytic-Chebyshev,17,six obstacles,OOD count,15,8,0.9881781622277865,0.8255890515881716,0.6395348837209303,0.015379917807877064,0.0298747718334198
analytic-Chebyshev,17,six obstacles,OOD count,16,8,0.9795312792590352,0.7847236409604202,0.5263157894736842,0.058287981897592545,0.01651017554104328
analytic-Chebyshev,17,six obstacles,OOD count,17,8,0.9660055024991717,0.7435913130361591,0.46464646464646464,0.04815542697906494,0.013303598389029503
analytic-Chebyshev,17,six obstacles,OOD count,18,8,0.9817058906096476,0.7958752224352433,0.5444444444444444,0.08880700916051865,0.0009035960538312793
analytic-Chebyshev,17,six obstacles,OOD count,19,8,0.9773481992460095,0.7782006502907772,0.5054945054945055,0.004976808559149504,0.0027193338610231876
analytic-Chebyshev,17,six obstacles,OOD count,20,8,0.9805149617258178,0.819580286154343,0.5,0.027431903406977654,0.008930785581469536
analytic-Chebyshev,17,six obstacles,OOD count,21,8,0.9887809290382821,0.8408561083717868,0.6551724137931034,0.061045628041028976,0.0006319434614852071
analytic-Chebyshev,17,six obstacles,OOD count,22,8,0.9865703172154785,0.862002125918943,0.6341463414634146,0.07824134081602097,0.021397367119789124
analytic-Chebyshev,17,six obstacles,OOD count,23,8,0.9846474693190022,0.8221305485915523,0.5393258426966292,0.05783098191022873,0.02346312440931797
exact,17,six obstacles,OOD count,12,0,0.9798523576097105,0.8155370142224365,0.5824175824175825,0.11470424383878708,1.1809541319962591e-05
exact,17,six obstacles,OOD count,13,0,0.9736550572881099,0.7408424003956051,0.5,0.08368537575006485,1.1337362593621947e-05
exact,17,six obstacles,OOD count,14,0,0.9847239608846314,0.8537578637053445,0.5925925925925926,0.015735246241092682,1.1930198525078595e-05
exact,17,six obstacles,OOD count,15,0,0.9881781622277865,0.8255890515881716,0.6395348837209303,0.014619540423154831,1.3020181540923659e-05
exact,17,six obstacles,OOD count,16,0,0.9795168748109416,0.7844409473530145,0.5263157894736842,0.058287981897592545,1.0206708793703001e-05
exact,17,six obstacles,OOD count,17,0,0.9660343113953589,0.743663193306137,0.46464646464646464,0.04815542697906494,1.1295748663542327e-05
exact,17,six obstacles,OOD count,18,0,0.9817058906096476,0.795875222435243,0.5444444444444444,0.08880700916051865,1.0930094504146837e-05
exact,17,six obstacles,OOD count,19,0,0.9773481992460095,0.7782006502907772,0.5054945054945055,0.004976808559149504,1.122474259318551e-05
exact,17,six obstacles,OOD count,20,0,0.9804991459479978,0.8194284178206565,0.5,0.027431903406977654,1.0287807526765391e-05
exact,17,six obstacles,OOD count,21,0,0.988780929038282,0.8408561083717865,0.6551724137931034,0.061045628041028976,1.1494671525724698e-05
exact,17,six obstacles,OOD count,22,0,0.9865367849238817,0.8618641525428711,0.6341463414634146,0.07824134081602097,1.2528400475275703e-05
exact,17,six obstacles,OOD count,23,0,0.9846795540226198,0.8229858204344669,0.5393258426966292,0.05783098191022873,1.13444693852216e-05
identity,17,six obstacles,OOD count,24,8,0.9821944733495201,0.8364040234127506,0.5517241379310345,0.0010240927804261446,0.5148447155952454
identity,17,six obstacles,OOD count,25,8,0.9745661450924609,0.6995304974578458,0.47474747474747475,0.05454039201140404,0.3985286056995392
identity,17,six obstacles,OOD count,26,8,0.968257733915354,0.7273196237583183,0.45263157894736844,0.05461577698588371,0.707082986831665
identity,17,six obstacles,OOD count,27,8,0.9731085353003162,0.768845033898134,0.48484848484848486,0.08859474956989288,0.599750280380249
identity,17,six obstacles,OOD count,28,8,0.9782869122491764,0.7604871648987587,0.5106382978723404,0.04561132937669754,0.3724925220012665
identity,17,six obstacles,OOD count,29,8,0.9701227281872443,0.7419106597299204,0.44086021505376344,0.04295821115374565,1.4598828554153442
identity,17,six obstacles,OOD count,30,8,0.9710259103641458,0.7524758862334957,0.5,0.02652326226234436,0.5296834111213684
identity,17,six obstacles,OOD count,31,8,0.9777572162049385,0.7035941833352685,0.5,0.08701776713132858,0.42312076687812805
identity,17,six obstacles,OOD count,32,8,0.9727572883737268,0.7708898246122787,0.5154639175257731,0.041949562728405,0.4413537085056305
identity,17,six obstacles,OOD count,33,8,0.9752019669827889,0.7922121420106126,0.5978260869565217,0.05397903174161911,0.624325156211853
identity,17,six obstacles,OOD count,34,8,0.9777912943121384,0.7747565602020149,0.5617977528089888,0.0541536845266819,0.5239329934120178
identity,17,six obstacles,OOD count,35,8,0.9629968909615813,0.6835217560063285,0.4230769230769231,0.033826034516096115,0.48528558015823364
graph-small,17,six obstacles,OOD count,24,8,0.9819632327436698,0.8334405034272221,0.5697674418604651,0.0028324450831860304,0.5051950812339783
graph-small,17,six obstacles,OOD count,25,8,0.9747510668563301,0.7067945894797547,0.47474747474747475,0.05454039201140404,0.39826661348342896
graph-small,17,six obstacles,OOD count,26,8,0.9686689441386728,0.7296267700620743,0.4375,0.05174734443426132,0.7313117980957031
graph-small,17,six obstacles,OOD count,27,8,0.9732490340709519,0.7668133793930676,0.48484848484848486,0.08868412673473358,0.6044604182243347
graph-small,17,six obstacles,OOD count,28,8,0.9782270140760707,0.7588413842849422,0.5106382978723404,0.04561132937669754,0.37241244316101074
graph-small,17,six obstacles,OOD count,29,8,0.9711789953725438,0.7504633421106512,0.44086021505376344,0.04685033857822418,1.5172899961471558
graph-small,17,six obstacles,OOD count,30,8,0.9711134453781514,0.7526538753032055,0.5,0.02652326226234436,0.5296161770820618
graph-small,17,six obstacles,OOD count,31,8,0.9778116438977486,0.6981860144058737,0.5,0.08701776713132858,0.4222874641418457
graph-small,17,six obstacles,OOD count,32,8,0.9728134878819811,0.7708204087656818,0.5154639175257731,0.03825075924396515,0.44507014751434326
graph-small,17,six obstacles,OOD count,33,8,0.9756796628029505,0.7933313187222683,0.5978260869565217,0.05397903174161911,0.6358609199523926
graph-small,17,six obstacles,OOD count,34,8,0.9778536783168795,0.7754656722072865,0.5617977528089888,0.0541536845266819,0.539974570274353
graph-small,17,six obstacles,OOD count,35,8,0.9629552520541862,0.6830475807501541,0.4230769230769231,0.033826034516096115,0.48518040776252747
graph-foundation,17,six obstacles,OOD count,24,8,0.9820623358604628,0.8364036752750895,0.5517241379310345,0.003607533173635602,0.5031663775444031
graph-foundation,17,six obstacles,OOD count,25,8,0.9746799431009957,0.7043566858630532,0.47474747474747475,0.05454039201140404,0.39831364154815674
graph-foundation,17,six obstacles,OOD count,26,8,0.9685424179161131,0.7319368063102962,0.45263157894736844,0.056477777659893036,0.7538621425628662
graph-foundation,17,six obstacles,OOD count,27,8,0.9729961362838075,0.7635567739280723,0.48484848484848486,0.08868412673473358,0.6094592213630676
graph-foundation,17,six obstacles,OOD count,28,8,0.9782270140760707,0.75875297595871,0.5106382978723404,0.04561132937669754,0.3725866377353668
graph-foundation,17,six obstacles,OOD count,29,8,0.9704748172490107,0.7461210091964806,0.425531914893617,0.04715681076049805,1.4923781156539917
graph-foundation,17,six obstacles,OOD count,30,8,0.9712739262371616,0.7535207577537922,0.5157894736842106,0.02698425203561783,0.5278001427650452
graph-foundation,17,six obstacles,OOD count,31,8,0.9781200674903392,0.7074985120679363,0.5,0.08701776713132858,0.43393218517303467
graph-foundation,17,six obstacles,OOD count,32,8,0.9727713382507903,0.7711791239181117,0.5154639175257731,0.03825075924396515,0.4412907660007477
graph-foundation,17,six obstacles,OOD count,33,8,0.9754267650158062,0.7914483225183564,0.5978260869565217,0.05397903174161911,0.6326255798339844
graph-foundation,17,six obstacles,OOD count,34,8,0.9778536783168796,0.7746974935156372,0.5617977528089888,0.0541536845266819,0.5307610630989075
graph-foundation,17,six obstacles,OOD count,35,8,0.9629830113257829,0.6836918026330239,0.4230769230769231,0.033826034516096115,0.4854021966457367
A-equivariant,17,six obstacles,OOD count,24,8,0.9683365541846292,0.7213703854134011,0.45161290322580644,0.012815544381737709,0.39824268221855164
A-equivariant,17,six obstacles,OOD count,25,8,0.9753200568990044,0.7057635123602141,0.4897959183673469,0.06556497514247894,0.24182505905628204
A-equivariant,17,six obstacles,OOD count,26,8,0.9716581261466439,0.757530491891527,0.46808510638297873,0.040620263665914536,0.021016335114836693
A-equivariant,17,six obstacles,OOD count,27,8,0.9724481910783281,0.76786674459198,0.5154639175257731,0.08395169675350189,0.2539815604686737
A-equivariant,17,six obstacles,OOD count,28,8,0.9795896975142259,0.777462954058422,0.5106382978723404,0.04053288325667381,0.006791775580495596
A-equivariant,17,six obstacles,OOD count,29,8,0.9703742203742204,0.7493012022598342,0.44086021505376344,0.03789595887064934,0.012055300176143646
A-equivariant,17,six obstacles,OOD count,30,8,0.9736811391223156,0.7729400638890483,0.5157894736842106,0.011334286071360111,0.23934951424598694
A-equivariant,17,six obstacles,OOD count,31,8,0.980206462381393,0.719975092308984,0.5357142857142857,0.0896151140332222,0.0068211983889341354
A-equivariant,17,six obstacles,OOD count,32,8,0.9734738321039691,0.7779243665786689,0.53125,0.04773282632231712,0.03099380061030388
A-equivariant,17,six obstacles,OOD count,33,8,0.9754127151387425,0.7936147732601339,0.6153846153846154,0.05888776481151581,0.35767415165901184
A-equivariant,17,six obstacles,OOD count,34,8,0.9687456136246666,0.6937562893591119,0.4631578947368421,0.06399518996477127,0.3991735577583313
A-equivariant,17,six obstacles,OOD count,35,8,0.9659671330224294,0.7045478638874744,0.45098039215686275,0.04351096600294113,0.24748823046684265
analytic-Chebyshev,17,six obstacles,OOD count,24,8,0.9810217531341361,0.8324539901734057,0.5340909090909091,0.004576303996145725,0.010667585767805576
analytic-Chebyshev,17,six obstacles,OOD count,25,8,0.97574679943101,0.7075423252757773,0.47474747474747475,0.06529827415943146,0.0068180132657289505
analytic-Chebyshev,17,six obstacles,OOD count,26,8,0.9717372050357437,0.758214289501614,0.46808510638297873,0.040620263665914536,0.008102796040475368
analytic-Chebyshev,17,six obstacles,OOD count,27,8,0.9726308394801545,0.7603785447132712,0.48484848484848486,0.09892184287309647,0.0008105050073936582
analytic-Chebyshev,17,six obstacles,OOD count,28,8,0.9795896975142259,0.777462954058422,0.5106382978723404,0.04053288325667381,0.007217396050691605
analytic-Chebyshev,17,six obstacles,OOD count,29,8,0.9703742203742204,0.7489873712700615,0.44086021505376344,0.03789595887064934,0.004710691049695015
analytic-Chebyshev,17,six obstacles,OOD count,30,8,0.9728933239962652,0.7702388649495372,0.5319148936170213,0.019826950505375862,0.002499735914170742
analytic-Chebyshev,17,six obstacles,OOD count,31,8,0.980206462381393,0.7193418635439681,0.5357142857142857,0.0896151140332222,0.006933212745934725
analytic-Chebyshev,17,six obstacles,OOD count,32,8,0.9734597822269055,0.7783843009759301,0.53125,0.04773282632231712,0.006584237329661846
analytic-Chebyshev,17,six obstacles,OOD count,33,8,0.9754267650158062,0.7923561451231314,0.6153846153846154,0.06353650242090225,0.005703998729586601
analytic-Chebyshev,17,six obstacles,OOD count,34,8,0.9786022863737737,0.7855572002171094,0.5617977528089888,0.05629141628742218,0.005400530062615871
analytic-Chebyshev,17,six obstacles,OOD count,35,8,0.9674661336886521,0.7138793731432622,0.45098039215686275,0.04654888063669205,0.010779828764498234
exact,17,six obstacles,OOD count,24,0,0.9810217531341361,0.8324539901734057,0.5340909090909091,0.004576303996145725,1.184819484478794e-05
exact,17,six obstacles,OOD count,25,0,0.975732574679943,0.7074145314860117,0.47474747474747475,0.06529827415943146,1.1848263056890573e-05
exact,17,six obstacles,OOD count,26,0,0.9717372050357437,0.7581957990302154,0.46808510638297873,0.040620263665914536,1.169942788692424e-05
exact,17,six obstacles,OOD count,27,0,0.972616789603091,0.7603345511481509,0.48484848484848486,0.09892184287309647,1.0547819329076447e-05
exact,17,six obstacles,OOD count,28,0,0.9795896975142259,0.777462954058422,0.5106382978723404,0.04053288325667381,1.1055550203309394e-05
exact,17,six obstacles,OOD count,29,0,0.9703742203742204,0.7489873712700615,0.44086021505376344,0.03789595887064934,1.0767464118544012e-05
exact,17,six obstacles,OOD count,30,0,0.9728933239962652,0.7702388649495372,0.5319148936170213,0.019826950505375862,1.1067981176893227e-05
exact,17,six obstacles,OOD count,31,0,0.980206462381393,0.7193418635439681,0.5357142857142857,0.0896151140332222,1.2997347766940948e-05
exact,17,six obstacles,OOD count,32,0,0.973445732349842,0.7782927487495463,0.53125,0.04773282632231712,1.137794151873095e-05
exact,17,six obstacles,OOD count,33,0,0.9754127151387426,0.7922918413256627,0.6153846153846154,0.06353650242090225,1.0306241165380925e-05
exact,17,six obstacles,OOD count,34,0,0.9785866903725884,0.7854381028403977,0.5617977528089888,0.05629141628742218,1.0944452697003726e-05
exact,17,six obstacles,OOD count,35,0,0.9674522540528536,0.7136600748976482,0.45098039215686275,0.04654888063669205,1.1128517144243233e-05
identity,17,six obstacles,OOD count,36,8,0.9900585421574927,0.8332446541305784,0.6455696202531646,0.01898222044110298,1.5372077226638794
identity,17,six obstacles,OOD count,37,8,0.9753683937599932,0.7732850316379014,0.45,0.02523554302752018,0.44984665513038635
identity,17,six obstacles,OOD count,38,8,0.9849369988545247,0.8377637427141787,0.5180722891566265,0.019825519993901253,0.6375716924667358
identity,17,six obstacles,OOD count,39,8,0.979602510460251,0.7870449451087849,0.5384615384615384,0.05044548586010933,0.40477681159973145
identity,17,six obstacles,OOD count,40,8,0.9691819808098878,0.757990033975139,0.48514851485148514,0.012323429808020592,0.5372473001480103
identity,17,six obstacles,OOD count,41,8,0.9900697842303682,0.8372933303167136,0.6506024096385542,0.05803830549120903,1.1354731321334839
identity,17,six obstacles,OOD count,42,8,0.97812569398179,0.8114535386827109,0.5416666666666666,0.044120293110609055,0.38581109046936035
identity,17,six obstacles,OOD count,43,8,0.9791389890554817,0.7677874187484967,0.550561797752809,0.04064572975039482,0.4366550147533417
identity,17,six obstacles,OOD count,44,8,0.9741584201201331,0.7247766467846385,0.4948453608247423,0.08180663734674454,0.46296554803848267
identity,17,six obstacles,OOD count,45,8,0.9756464465766791,0.7501220811882602,0.4563106796116505,0.0756835788488388,0.4656868278980255
identity,17,six obstacles,OOD count,46,8,0.985667866865724,0.8296661973598369,0.5783132530120482,0.014769118279218674,0.7635341286659241
identity,17,six obstacles,OOD count,47,8,0.970077614379085,0.765970441993139,0.5157894736842106,0.10947105288505554,0.6569857597351074
graph-small,17,six obstacles,OOD count,36,8,0.9903084172199614,0.8339233372454213,0.625,0.027962949126958847,1.6792899370193481
graph-small,17,six obstacles,OOD count,37,8,0.9753683937599932,0.7720629503924267,0.45,0.02523554302752018,0.4493863582611084
graph-small,17,six obstacles,OOD count,38,8,0.9850897289041619,0.8368941353423097,0.5180722891566265,0.028890026733279228,0.6763997673988342
graph-small,17,six obstacles,OOD count,39,8,0.9796794240708836,0.7887203723358852,0.5384615384615384,0.05044548586010933,0.40540453791618347
graph-small,17,six obstacles,OOD count,40,8,0.96948013227083,0.763019065186138,0.5151515151515151,0.007184952963143587,0.5506347417831421
graph-small,17,six obstacles,OOD count,41,8,0.990294377155691,0.8394999765466136,0.6506024096385542,0.06183544546365738,1.1285254955291748
graph-small,17,six obstacles,OOD count,42,8,0.9781395736175883,0.8115932870263057,0.5416666666666666,0.05344192683696747,0.3855907917022705
graph-small,17,six obstacles,OOD count,43,8,0.9788384892769026,0.7627662950762778,0.550561797752809,0.04064572975039482,0.4370709955692291
graph-small,17,six obstacles,OOD count,44,8,0.9741008023277588,0.730021029278596,0.4948453608247423,0.08180663734674454,0.46865880489349365
graph-small,17,six obstacles,OOD count,45,8,0.975700655933214,0.7516947919181469,0.4563106796116505,0.0756835788488388,0.4670892655849457
