seed,step,loss,identification_loss,ranking_loss,relative_residual,gradient_norm,elapsed_seconds,wavenumber,noise,aperture_degrees,mean_count
17,1500,0.2977449297904968,0.27698928117752075,0.38364142179489136,0.034359268844127655,2.381197690963745,41.58564143400872,8.0,0.04048776846119943,360.0,2.5833334922790527
17,1600,0.21131271123886108,0.19100448489189148,0.3359556496143341,0.07733974605798721,1.7657785415649414,44.518866594007704,8.0,0.1818379757585101,240.0,2.8333334922790527
29,0,0.9826092720031738,0.9490933418273926,0.3153185248374939,0.4648287296295166,11.12580680847168,0.03624862100696191,8.0,0.1260125899655864,360.0,2.3333334922790527
29,100,0.4316675066947937,0.40961527824401855,0.33428993821144104,0.11670510470867157,22.720909118652344,2.9526629829779267,8.0,0.18395314487967923,240.0,2.6666667461395264
29,200,0.23502784967422485,0.21772634983062744,0.28400757908821106,0.0734327882528305,6.463283538818359,5.750536246981937,6.0,0.12071331084890641,240.0,1.8333333730697632
29,300,0.22687581181526184,0.20932278037071228,0.30230310559272766,0.05675248056650162,4.128041744232178,8.543578553013504,6.0,0.1320848566530043,240.0,2.5833334922790527
29,400,0.3905790150165558,0.3671867847442627,0.3483301103115082,0.1343705654144287,16.026247024536133,11.255348693986889,8.0,0.18617628098014105,360.0,2.5833334922790527
29,500,0.22374531626701355,0.20802897214889526,0.29914990067481995,0.015486652962863445,8.138689994812012,13.840239743993152,6.0,0.14753091159008094,240.0,2.3333334922790527
29,600,0.2275325059890747,0.21103623509407043,0.3236539363861084,0.006410104688256979,6.107397079467773,16.407993689994328,6.0,0.059834021201180976,360.0,2.3333334922790527
29,700,0.29264894127845764,0.2759413421154022,0.31555506587028503,0.019296739250421524,10.997568130493164,18.994627314968966,6.0,0.18573173297988718,360.0,2.5833334922790527
29,800,0.3015177547931671,0.2811327874660492,0.34500637650489807,0.07048575580120087,4.648395538330078,21.602113714965526,10.0,0.04699753179283641,240.0,2.5
29,900,0.23595722019672394,0.2181205451488495,0.3086497485637665,0.0512857548892498,3.8506581783294678,24.26789610396372,10.0,0.18931561794022564,360.0,2.0
29,1000,0.26408830285072327,0.24448704719543457,0.31985393166542053,0.07934395968914032,4.034237861633301,26.94010322698159,10.0,0.07492524013832136,360.0,2.6666667461395264
29,1100,0.2410355508327484,0.22143130004405975,0.3150283396244049,0.0837932750582695,3.3437447547912598,29.549651629000437,10.0,0.1041371972752841,360.0,2.5
29,1200,0.2422514110803604,0.22115713357925415,0.32425323128700256,0.10933941602706909,3.6341960430145264,32.18794480495853,8.0,0.15056097151587358,240.0,2.6666667461395264
29,1300,0.21876738965511322,0.19862604141235352,0.31625574827194214,0.0967334508895874,6.17487907409668,34.770812636998016,6.0,0.19557425812872575,360.0,2.6666667461395264
29,1400,0.2167164534330368,0.1996486485004425,0.32912105321884155,0.012645787559449673,4.21566915512085,37.50643701700028,8.0,0.13323764741968339,360.0,2.4166667461395264
29,1500,0.2275286614894867,0.2075921893119812,0.32898521423339844,0.07550940662622452,2.7760848999023438,40.43050825496903,8.0,0.14294873689044618,360.0,2.6666667461395264
29,1600,0.23619799315929413,0.21763181686401367,0.302965372800827,0.07761453092098236,3.8905282020568848,43.356021371961106,6.0,0.13953960747574148,360.0,2.4166667461395264
43,0,0.9787783026695251,0.9324549436569214,0.4045848846435547,0.7461848258972168,10.909224510192871,0.03375080099795014,8.0,0.028462981129600644,360.0,3.5
43,100,0.309967964887619,0.28593289852142334,0.41151952743530273,0.08085034787654877,12.037437438964844,2.7588229019893333,8.0,0.028814814106298523,360.0,2.4166667461395264
43,200,0.2127232402563095,0.19362947344779968,0.33785325288772583,0.046947360038757324,5.002612113952637,5.637112196011003,8.0,0.1696730537353725,360.0,2.9166667461395264
43,300,0.3178974688053131,0.2963539958000183,0.3810637891292572,0.062213510274887085,7.139463901519775,8.481256926024798,8.0,0.031958273640498205,240.0,2.5833334922790527
43,400,0.2767791450023651,0.25693976879119873,0.35961028933525085,0.03990888595581055,4.982332706451416,11.081165340030566,10.0,0.042915433872953566,360.0,2.5833334922790527
43,500,0.38762611150741577,0.36686939001083374,0.3314715623855591,0.09165976941585541,12.446234703063965,13.67913414502982,8.0,0.19291191694973275,360.0,2.5
43,600,0.22067046165466309,0.20401930809020996,0.3153088092803955,0.01883889175951481,3.159926652908325,16.39926011499483,8.0,0.09567121562724028,360.0,2.3333334922790527
43,700,0.3119417130947113,0.29211491346359253,0.3331456780433655,0.06893011182546616,4.761050701141357,19.032000662002247,10.0,0.08454739120100448,240.0,2.8333334922790527
43,800,0.25509631633758545,0.2358727902173996,0.3273797333240509,0.06297039985656738,4.95751428604126,21.864090037997812,8.0,0.1986355859094673,360.0,2.1666667461395264
43,900,0.301125168800354,0.28426218032836914,0.33400776982307434,0.0032774757128208876,4.615372180938721,24.615613549016416,6.0,0.047072703689106404,360.0,2.4166667461395264
43,1000,0.20855940878391266,0.19092470407485962,0.32175177335739136,0.036285433918237686,3.4579010009765625,27.236147749004886,6.0,0.17333455025141847,240.0,3.0
43,1100,0.2668401896953583,0.24741479754447937,0.322341650724411,0.07319614291191101,4.115446090698242,29.874883448996115,8.0,0.10582692423007785,360.0,2.5
43,1200,0.3429986238479614,0.3213263750076294,0.3675768971443176,0.07249944657087326,3.7640185356140137,32.50255810003728,10.0,0.03960144544524788,360.0,2.5
43,1300,0.21328788995742798,0.1936638355255127,0.32142943143844604,0.07785667479038239,2.205610513687134,35.41146683803527,10.0,0.12584983910095238,360.0,2.6666667461395264
43,1400,0.2275746613740921,0.20585259795188904,0.3250381350517273,0.12215933203697205,2.8105437755584717,38.110044139029924,10.0,0.1677558901454147,360.0,2.75
43,1500,0.22416700422763824,0.20734284818172455,0.3192460238933563,0.01805863156914711,2.336653232574463,40.75686649803538,6.0,0.07314160893748699,360.0,2.6666667461395264
43,1600,0.2253691703081131,0.20523981750011444,0.3346232771873474,0.07365074008703232,2.5990095138549805,43.56263698701514,10.0,0.14894674381363218,360.0,3.1666667461395264
