K,M,M_over_K,cond,depth,identity_mse_z_primal_vs_dual,identity_rel_z_primal_vs_dual,z_star_mse_true,cond_H_mean,dual_unprecond_mse,dual_diag_mse,dual_rowsum_abs_mse,dual_softmax_exp_mse,dual_signed_relu_mse,primal_scalar_opt_mse,primal_jacobi_mse
8,16,2.0,1000.0,8,2.779536041434827e-12,1.846681527695182e-06,0.10934890434145927,725.4137268066406,0.3646919056773186,0.2337454929947853,0.25443992763757706,360.2932891845703,0.25443992763757706,0.3627674952149391,0.2602473609149456
8,16,2.0,1000.0,16,2.8197972927988812e-12,1.863963206005792e-06,0.1048456933349371,728.1376495361328,0.29812291264533997,0.16863425448536873,0.18793747574090958,702.5611877441406,0.18793747946619987,0.2942870110273361,0.03633077349513769
8,16,2.0,1000.0,32,2.9751406416603232e-12,1.898043251458148e-06,0.10937831923365593,716.9806823730469,0.22720954194664955,0.11197387613356113,0.1277468390762806,1041.5576171875,0.1277468390762806,0.220434982329607,0.0033728962880559266
8,32,4.0,10.0,4,8.606062233294451e-13,9.702863223992608e-07,0.001522516191471368,19.661776065826416,0.20427105575799942,0.13474897295236588,0.17204435542225838,314.0724182128906,0.17204435542225838,0.14415482431650162,0.05135179404169321
8,32,4.0,10.0,8,8.680149291397446e-13,9.69899701885879e-07,0.0015195445157587528,19.612715244293213,0.15719663351774216,0.05332735367119312,0.07683489099144936,1066.5130004882812,0.0768348928540945,0.05752093717455864,0.008229960454627872
8,32,4.0,10.0,16,8.552401002019996e-13,9.647621936892392e-07,0.001500337733887136,19.726099967956543,0.12263836897909641,0.014183690771460533,0.023777364753186703,2715.9732666015625,0.023777364753186703,0.012255855603143573,0.0005233089832472615
8,32,4.0,10.0,32,8.730153915319921e-13,9.737696871070511e-07,0.0015453023661393672,19.7988543510437,0.1160447783768177,0.002087220607791096,0.0038333526463247836,5404.7147216796875,0.00383335305377841,0.0010706537577789277,1.0733204362622928e-05
8,32,4.0,100.0,4,1.389943471733976e-12,1.244886817630686e-06,0.006604238762520254,145.0925178527832,0.4404892474412918,0.3271803632378578,0.35759469121694565,474.2332305908203,0.35759469866752625,0.4286435693502426,0.13783251866698265
8,32,4.0,100.0,8,1.3965302980874228e-12,1.2484783553645684e-06,0.00638612313196063,143.67983627319336,0.33577947318553925,0.2222793512046337,0.2548699751496315,1307.8694763183594,0.2548699751496315,0.3127884417772293,0.025695381220430136
8,32,4.0,100.0,16,1.4298488066298576e-12,1.2462942038382607e-06,0.006510721752420068,143.5907974243164,0.24898981302976608,0.1352408081293106,0.16319169849157333,2971.4677124023438,0.16319170221686363,0.20761243626475334,0.0016337585402652621
8,32,4.0,100.0,32,1.4337718837707791e-12,1.2368062414225278e-06,0.0063289504032582045,146.81679916381836,0.17419985309243202,0.06681371480226517,0.0862310640513897,4939.205810546875,0.08623106591403484,0.11088227666914463,1.847630687734636e-05
8,32,4.0,1000.0,4,3.294697088936094e-12,1.934595587727017e-06,0.04504188057035208,842.8306732177734,0.5160765796899796,0.3784475177526474,0.4018545299768448,595.5740966796875,0.4018545299768448,0.514695554971695,0.4062725380063057
8,32,4.0,1000.0,8,3.2543822779847187e-12,1.9361357317393413e-06,0.044669508934020996,845.821533203125,0.43892501294612885,0.28972865641117096,0.3177184611558914,1567.8524475097656,0.3177184611558914,0.435923732817173,0.05514046549797058
8,32,4.0,1000.0,16,3.29615284719309e-12,1.9696435913374444e-06,0.04335715714842081,839.921875,0.36573901027441025,0.21936144679784775,0.24732213094830513,3008.0337524414062,0.24732212722301483,0.359811395406723,0.002321792650036514
8,32,4.0,1000.0,32,3.2146688197683126e-12,1.931347128447669e-06,0.043197374790906906,842.5136566162109,0.2906278893351555,0.14807087555527687,0.1729375161230564,4587.1641845703125,0.172937523573637,0.27926919609308243,1.0564262197476637e-05
8,64,8.0,10.0,4,2.8942271214187076e-12,1.8146204467939242e-06,0.0006342578853946179,13.83996844291687,0.18366219848394394,0.0991371963173151,0.14343952015042305,1286.6852722167969,0.14343951642513275,0.10451376251876354,0.011582346400246024
8,64,8.0,10.0,8,2.9736445510825105e-12,1.8133436014977633e-06,0.0006315677601378411,13.87062120437622,0.1369604468345642,0.03054893482476473,0.054173048585653305,4298.257568359375,0.054173052310943604,0.02997879544273019,0.0005983590381219983
8,64,8.0,10.0,16,2.889277359030551e-12,1.7843546800122567e-06,0.0006255024636629969,13.838784217834473,0.11946617811918259,0.004378977348096669,0.010677510872483253,10903.537353515625,0.010677511570975184,0.003216416167560965,3.6953152289243008e-06
8,64,8.0,10.0,32,2.930946989016664e-12,1.8096549752044666e-06,0.0006375449447659776,13.898373126983643,0.11792116798460484,0.00041008516564033926,0.0009228350390912965,22219.6708984375,0.0009228350972989574,8.724127837922424e-05,1.3120150105239148e-09
8,64,8.0,100.0,4,5.464846457303718e-12,2.4331446866199258e-06,0.002510344551410526,119.57003211975098,0.44439926743507385,0.3174510672688484,0.3541400507092476,2079.0372619628906,0.3541400507092476,0.4291185587644577,0.03769632615149021
8,64,8.0,100.0,8,5.449368820770184e-12,2.4684832169441506e-06,0.002524828480090946,119.22195625305176,0.3424060419201851,0.21220793947577477,0.2502086013555527,5644.7698974609375,0.2502086013555527,0.3134140223264694,0.0018713870958890766
8,64,8.0,100.0,16,5.586440706729923e-12,2.488191910288151e-06,0.0025056920712813735,118.60078430175781,0.2384415827691555,0.11507662013173103,0.14706898480653763,12259.630859375,0.14706898480653763,0.1889895275235176,9.983163863580558e-06
8,64,8.0,100.0,32,5.598734258323301e-12,2.5001316998896073e-06,0.002596577862277627,118.4491958618164,0.1635480299592018,0.05183106195181608,0.0731973759829998,19793.67333984375,0.0731973759829998,0.09118976816534996,3.0261765315842126e-09
8,64,8.0,1000.0,4,2.263586150116903e-11,4.958077056471666e-06,0.01761026494204998,917.0809631347656,0.5580873042345047,0.41289664804935455,0.4392893984913826,2483.9986572265625,0.4392893984913826,0.5564573854207993,0.12765991315245628
8,64,8.0,1000.0,8,2.431652622314484e-11,5.188256977817218e-06,0.017892335541546345,920.8292388916016,0.4781748950481415,0.322166383266449,0.3518591448664665,6642.6771240234375,0.3518591448664665,0.4747154489159584,0.005149379721842706
8,64,8.0,1000.0,16,2.2759797952548455e-11,4.97132475629769e-06,0.0179417934268713,914.4964447021484,0.400083027780056,0.2463485300540924,0.2783888280391693,12519.2705078125,0.2783888205885887,0.3933366611599922,2.336739362363005e-05
8,64,8.0,1000.0,32,2.173553437928577e-11,4.887572345069202e-06,0.017249112483114004,920.3554992675781,0.32262004166841507,0.1764017827808857,0.2071649581193924,18363.8271484375,0.2071649581193924,0.3100450932979584,7.218427910959946e-09
8,128,16.0,10.0,4,9.748511026197448e-12,3.2483666814187018e-06,0.00029173459915909916,11.741070032119751,0.17525511607527733,0.0835570152848959,0.13408318534493446,5353.5567626953125,0.13408318534493446,0.08694672584533691,0.00193569075781852
8,128,16.0,10.0,8,9.798734523433494e-12,3.2688242868061934e-06,0.00029065644775982946,11.733889818191528,0.1279660314321518,0.020800426602363586,0.04408956691622734,16726.789794921875,0.04408956412225962,0.01948229828849435,1.6582975376877584e-05
8,128,16.0,10.0,16,9.779104392579341e-12,3.2612675227028376e-06,0.00028979898343095556,11.694167613983154,0.12258091941475868,0.002056833211099729,0.006921604974195361,44825.935546875,0.006921605090610683,0.0013516000763047487,7.282234593120052e-09
8,128,16.0,10.0,32,1.0072048230169717e-11,3.351120199113211e-06,0.0002984969105455093,11.713339567184448,0.11898423917591572,0.00015632828217349015,0.0003703955953824334,90858.833984375,0.00037039563903817907,1.3647061450683395e-05,3.345542718319371e-14
8,128,16.0,100.0,4,1.5225680525393637e-11,4.107420636501047e-06,0.0010803633776959032,108.18419456481934,0.4379637986421585,0.3163672238588333,0.35545847564935684,7918.500732421875,0.35545846819877625,0.42218711227178574,0.00586027221288532
8,128,16.0,100.0,8,1.5501924830602087e-11,4.12443921504746e-06,0.0011367499828338623,109.24603652954102,0.3406125605106354,0.2067069262266159,0.24755333364009857,23060.1201171875,0.24755332991480827,0.3090837076306343,6.791801661165664e-05
8,128,16.0,100.0,16,1.5572691573761954e-11,4.144652621107525e-06,0.0011630325170699507,108.57178497314453,0.23713413625955582,0.11071775667369366,0.14522074535489082,48768.4208984375,0.14522075280547142,0.1847263053059578,2.710681479278776e-08
8,128,16.0,100.0,32,1.5152329477935433e-11,4.078533834217524e-06,0.001133620593464002,108.80703926086426,0.16957231983542442,0.044698222540318966,0.0682721845805645,84331.337890625,0.0682721883058548,0.08735711686313152,9.327451937451818e-14
8,128,16.0,1000.0,4,6.337854373261731e-11,8.321825362145319e-06,0.007534187636338174,956.8206329345703,0.5951584428548813,0.4505123347043991,0.4781857579946518,9774.984375,0.4781857579946518,0.5934795141220093,0.02629480930045247
8,128,16.0,1000.0,8,6.466173430030864e-11,8.26918585516978e-06,0.007682448020204902,956.3580627441406,0.5082605332136154,0.35036851465702057,0.38338005542755127,25891.9541015625,0.38338005542755127,0.5047112926840782,0.00028005873900838196
8,128,16.0,1000.0,16,6.242795343169849e-11,8.20686022962036e-06,0.007444718852639198,959.0715637207031,0.42564308643341064,0.2709241658449173,0.30680492520332336,48996.7880859375,0.30680492520332336,0.4189285710453987,1.2228015755511024e-07
8,128,16.0,1000.0,32,6.444483315048988e-11,8.294855661006295e-06,0.007558490498922765,954.0395812988281,0.3584446460008621,0.1944769285619259,0.2290770448744297,75925.650390625,0.22907704859972,0.3439052626490593,5.367354882757341e-14
8,256,32.0,10.0,4,3.245381047234375e-11,5.926149924562196e-06,0.00013582816973212175,10.823030471801758,0.16405485570430756,0.07646814733743668,0.12938407063484192,20809.28125,0.12938407249748707,0.07797406427562237,0.00023797722315066494
8,256,32.0,10.0,8,3.1854663871955236e-11,5.938312483522168e-06,0.00013984269389766268,10.767323017120361,0.127342464402318,0.01585367228835821,0.0382947213947773,65058.52734375,0.0382947213947773,0.014611256774514914,4.7368635591737984e-07
8,256,32.0,10.0,16,3.185958181300963e-11,5.952496735517343e-06,0.00013783207396045327,10.813617706298828,0.12336822785437107,0.0012252963206265122,0.005336524569429457,179463.359375,0.005336524569429457,0.0007830054382793605,8.76325477027623e-12
8,256,32.0,10.0,32,3.128777965877294e-11,5.8463941741138115e-06,0.00013783702161163092,10.817423105239868,0.11885995231568813,7.168762931542005e-05,0.00021161953554837964,363145.046875,0.0002116195682901889,3.988149956057896e-06,1.0889291669025991e-14
8,256,32.0,100.0,4,4.272672927269072e-11,6.824964884799556e-06,0.0005342913354979828,104.14369201660156,0.4475466310977936,0.320075623691082,0.3620810881257057,32219.71826171875,0.3620810806751251,0.4309922158718109,0.0008255656284745783
8,256,32.0,100.0,8,4.2674913082463295e-11,6.7570589408205706e-06,0.0005417357169790193,104.48123741149902,0.3352964222431183,0.20280518010258675,0.24554084986448288,91886.880859375,0.24554084986448288,0.30339648574590683,1.3717466060825245e-06
8,256,32.0,100.0,16,4.208703090896604e-11,6.835881549704936e-06,0.000540656823432073,104.07357215881348,0.23925624042749405,0.10599350929260254,0.1420181542634964,201985.84765625,0.1420181579887867,0.18271546065807343,2.7246871859426536e-11
8,256,32.0,100.0,32,4.424521860002528e-11,6.874359428366006e-06,0.0005253480339888483,104.17159461975098,0.17953138053417206,0.04368943627923727,0.06928176246583462,351854.5703125,0.06928176060318947,0.08884330280125141,1.4043997271405905e-14
8,256,32.0,1000.0,4,1.5350488935528261e-10,1.2929998092658934e-05,0.003555362345650792,977.9491271972656,0.6280107349157333,0.46845898032188416,0.49735917150974274,43343.3623046875,0.49735917150974274,0.626104474067688,0.004205480974633247
8,256,32.0,1000.0,8,1.551025453905286e-10,1.3053490647507715e-05,0.0034869892988353968,980.023681640625,0.5325583517551422,0.373061940073967,0.4069776087999344,105038.5859375,0.4069776087999344,0.5288952887058258,6.563021315741935e-06
8,256,32.0,1000.0,16,1.5370543032799944e-10,1.2742259059450589e-05,0.0034430097439326346,974.9588012695312,0.44977906346321106,0.2837662249803543,0.32103131711483,208543.6796875,0.32103131711483,0.4422020763158798,6.902558299243244e-11
8,256,32.0,1000.0,32,1.5602464806252492e-10,1.3098777571940445e-05,0.0033721887157298625,978.2695922851562,0.36494508385658264,0.20490926131606102,0.24192534759640694,296056.859375,0.24192534759640694,0.3509496971964836,2.282950262142455e-14
16,8,0.5,10.0,4,2.008242140291716e-11,6.048329282748455e-06,0.5032137036323547,280.07554626464844,0.08047961443662643,0.0742102824151516,0.08349497616291046,7.438213109970093,0.08349497616291046,0.10688811540603638,0.21462078765034676
16,8,0.5,10.0,8,2.032528832740521e-11,6.0399612493711174e-06,0.5145348533987999,280.1634292602539,0.03611140791326761,0.03427350893616676,0.04158083535730839,26.30165433883667,0.04158083628863096,0.07305658236145973,0.19691510498523712
16,8,0.5,10.0,16,2.0627368736703122e-11,6.052974072190409e-06,0.5009133294224739,279.0530319213867,0.012255958281457424,0.01249209325760603,0.01647618692368269,70.71336555480957,0.01647618762217462,0.05722960364073515,0.17086375132203102
16,8,0.5,10.0,32,2.0595407757700857e-11,6.078300316403329e-06,0.5149691551923752,282.27628326416016,0.002519642177503556,0.003256967815104872,0.004646512446925044,137.36993026733398,0.004646513378247619,0.041519454680383205,0.12281986325979233
16,8,0.5,100.0,4,1.3358413333830477e-11,4.825970222555043e-06,0.504865936934948,344.27698516845703,0.13260137289762497,0.11234588734805584,0.12028676457703114,9.25473141670227,0.12028676457703114,0.14453457295894623,0.6027751117944717
16,8,0.5,100.0,8,1.26423285902455e-11,4.773625164489204e-06,0.5077620446681976,348.38184356689453,0.08500692807137966,0.06769362278282642,0.07554306276142597,29.87002658843994,0.07554306462407112,0.1052620131522417,0.5345034599304199
16,8,0.5,100.0,16,1.3174972397778095e-11,4.8189685912802815e-06,0.5037178918719292,349.3236618041992,0.0432758554816246,0.03441085200756788,0.03977466281503439,73.19857978820801,0.03977466467767954,0.07328431122004986,0.4056338593363762
16,8,0.5,100.0,32,1.2700535935439294e-11,4.772949182552111e-06,0.5200021862983704,350.10621643066406,0.015566564165055752,0.013557363068684936,0.016574538312852383,129.25412368774414,0.016574540175497532,0.049139633774757385,0.2295592948794365
16,8,0.5,1000.0,4,6.822344880870468e-12,3.417516154513578e-06,0.5280342400074005,412.13671875,0.16939207911491394,0.13509637862443924,0.14214951917529106,11.482556581497192,0.14214952290058136,0.17385703697800636,0.976963222026825
16,8,0.5,1000.0,8,6.6788424834055005e-12,3.412818898596015e-06,0.5189067423343658,406.69789123535156,0.12188648991286755,0.09048672206699848,0.09794599562883377,34.044249534606934,0.09794599562883377,0.13061398640275002,0.7306764125823975
16,8,0.5,1000.0,16,6.576421373617747e-12,3.398730257231364e-06,0.5182738751173019,411.3035125732422,0.0781962126493454,0.05534983519464731,0.06114859785884619,72.12177848815918,0.06114859972149134,0.09210622683167458,0.41065001487731934
16,8,0.5,1000.0,32,6.3588780508522236e-12,3.3648785233708622e-06,0.520277813076973,407.74915313720703,0.04242717009037733,0.02705089095979929,0.03064134158194065,126.76490020751953,0.030641344375908375,0.062125212512910366,0.20706482231616974
16,16,1.0,10.0,4,1.1855451516329385e-11,3.282737964127591e-06,0.08819730952382088,376.70581817626953,0.24424513801932335,0.2446962669491768,0.27421385794878006,25.500048637390137,0.27421385794878006,0.24424512311816216,0.28669021278619766
16,16,1.0,10.0,8,1.2385758434499405e-11,3.3416071119063417e-06,0.08773643709719181,381.3061218261719,0.1767556071281433,0.16621289774775505,0.1916198767721653,93.54511070251465,0.1916198767721653,0.1767556108534336,0.20974422246217728
16,16,1.0,10.0,16,1.1908093651771812e-11,3.252886472182581e-06,0.0879291221499443,378.32743072509766,0.11535770446062088,0.09738359414041042,0.11769647151231766,263.2077865600586,0.11769647523760796,0.11535756103694439,0.13413355872035027
16,16,1.0,10.0,32,1.2154891459656425e-11,3.275196490903909e-06,0.08899793215095997,380.742431640625,0.07164004445075989,0.049553755670785904,0.06278876774013042,573.9569549560547,0.06278876960277557,0.07164034619927406,0.07617318816483021
16,16,1.0,100.0,4,6.823105557114684e-12,2.7484695692692185e-06,0.13766706362366676,551.2607574462891,0.3118709549307823,0.29102732241153717,0.31164395064115524,37.62587261199951,0.31164395809173584,0.3118710145354271,0.6526792347431183
16,16,1.0,100.0,8,6.970584049206807e-12,2.752604643774248e-06,0.1413891464471817,550.0154266357422,0.23067331314086914,0.21333983540534973,0.23393646627664566,112.45822143554688,0.23393646627664566,0.2306734099984169,0.47425319999456406
16,16,1.0,100.0,16,7.207134628678391e-12,2.7886869133908476e-06,0.1398504115641117,555.399169921875,0.1638433188199997,0.14229701831936836,0.15946950018405914,304.6084747314453,0.15946950018405914,0.16384370625019073,0.30439916253089905
16,16,1.0,100.0,32,7.0540935289201134e-12,2.7691438049259887e-06,0.1426086612045765,552.049072265625,0.10638639144599438,0.08449410833418369,0.09780507907271385,582.5810394287109,0.09780508652329445,0.10638674348592758,0.14379392191767693
16,16,1.0,1000.0,4,4.112093695066155e-12,2.368855518852797e-06,0.22883819416165352,704.4976043701172,0.30939845740795135,0.26937877386808395,0.2841702625155449,47.21480655670166,0.2841702550649643,0.30939847975969315,1.1491222381591797
16,16,1.0,1000.0,8,4.081479295162116e-12,2.3628700205335917e-06,0.23797519877552986,704.5634765625,0.24826780706644058,0.20811518281698227,0.22371841222047806,140.82069778442383,0.22371841222047806,0.2482680082321167,0.6938471496105194
16,16,1.0,1000.0,16,4.160413658547968e-12,2.3881350443843985e-06,0.23151840642094612,711.1038513183594,0.18582873791456223,0.14818758517503738,0.1632566712796688,324.27013397216797,0.1632566712796688,0.1858288086950779,0.30027638375759125
16,16,1.0,1000.0,32,3.973650835459308e-12,2.3401627800012648e-06,0.22871793434023857,700.0565338134766,0.12923862040042877,0.09473904222249985,0.10650481469929218,593.0054016113281,0.10650481842458248,0.12923896498978138,0.08857624232769012
16,32,2.0,10.0,4,9.412716916665231e-13,9.612392659619218e-07,0.004411742091178894,54.01749610900879,0.2238292396068573,0.2420872412621975,0.29955873638391495,91.66130256652832,0.29955873638391495,0.2101632058620453,0.1792595237493515
16,32,2.0,10.0,8,9.221174035933463e-13,9.632180280050306e-07,0.004577169311232865,53.49830722808838,0.1365036480128765,0.13172705471515656,0.17655814066529274,336.4163360595703,0.17655814066529274,0.11132955923676491,0.07701974734663963
16,32,2.0,10.0,16,9.513823919209824e-13,9.740112432155001e-07,0.004775804001837969,53.8368558883667,0.08414954878389835,0.0578658152371645,0.08688067458570004,1009.2631530761719,0.08688067644834518,0.046352297998964787,0.023515916895121336
16,32,2.0,10.0,32,9.58264446525997e-13,9.7765430950858e-07,0.004596167942509055,53.183067321777344,0.05686883628368378,0.01891156705096364,0.03329144697636366,2328.0191650390625,0.03329144697636366,0.01229604659602046,0.004036950529552996
16,32,2.0,100.0,4,2.086434866023501e-12,1.4636204923590412e-06,0.01810359861701727,262.2395782470703,0.397819921374321,0.38549724221229553,0.42325951904058456,143.90587615966797,0.42325953394174576,0.3950762674212456,0.3943365290760994
16,32,2.0,100.0,8,2.0982202520586357e-12,1.4710040261434187e-06,0.017879928462207317,259.6180763244629,0.2907048165798187,0.2792816311120987,0.31531913578510284,444.87244415283203,0.31531912833452225,0.2856118455529213,0.1792949102818966
16,32,2.0,100.0,16,2.042653101785169e-12,1.4532300269820553e-06,0.017890361603349447,260.9068603515625,0.20066268742084503,0.182400681078434,0.21495524793863297,1237.766357421875,0.21495525166392326,0.19039443507790565,0.05046259704977274
16,32,2.0,100.0,32,2.0584104624792043e-12,1.46230374298284e-06,0.017632335424423218,261.19469451904297,0.13188178464770317,0.10716567561030388,0.13288654386997223,2558.4436645507812,0.13288654759526253,0.1140825878828764,0.0072635451797395945
16,32,2.0,1000.0,4,3.735308882948235e-12,2.1387830884123105e-06,0.08170434832572937,877.8904876708984,0.41709480434656143,0.38064931333065033,0.40455272793769836,182.87771606445312,0.4045527055859566,0.4167466089129448,0.8614987283945084
16,32,2.0,1000.0,8,3.7466852537137996e-12,2.1404450762929628e-06,0.0863332711160183,872.1623687744141,0.33666517585515976,0.29583313316106796,0.32155998051166534,575.5779266357422,0.32155998051166534,0.3359103426337242,0.32554885745048523
16,32,2.0,1000.0,16,3.736278484951089e-12,2.1371217258092656e-06,0.08281627483665943,883.7590026855469,0.2633645236492157,0.2225496619939804,0.2480192929506302,1399.3218994140625,0.2480192743241787,0.2619149088859558,0.06339583918452263
16,32,2.0,1000.0,32,3.764446762123674e-12,2.158726942980138e-06,0.08383804373443127,886.9580841064453,0.18984518200159073,0.15493693202733994,0.17642737925052643,2537.869384765625,0.17642738297581673,0.18718792870640755,0.004686438420321792
16,64,4.0,10.0,4,1.731985242075032e-12,1.3547895036936097e-06,0.0013887711393181235,22.110342979431152,0.15876157954335213,0.16938112676143646,0.2503131330013275,357.28199005126953,0.2503131330013275,0.12903748080134392,0.059640887193381786
16,64,4.0,10.0,8,1.7779277941380733e-12,1.3610025177968055e-06,0.0013897812168579549,22.334306716918945,0.09143626317381859,0.07190127484500408,0.12606704235076904,1281.5000610351562,0.12606704235076904,0.0475561935454607,0.010995557997375727
16,64,4.0,10.0,16,1.7077032062745579e-12,1.3355913210943982e-06,0.0013775461120530963,22.268786907196045,0.06482462491840124,0.01941615901887417,0.04535417351871729,3888.2374877929688,0.045354172587394714,0.009324600687250495,0.000664927763864398
16,64,4.0,10.0,32,1.7473530760335476e-12,1.3564199434767943e-06,0.001396909065078944,22.126808643341064,0.05683464836329222,0.0024630784173496068,0.008797971531748772,9511.449462890625,0.008797971764579415,0.0005856794450664893,5.154092264092469e-06
16,64,4.0,100.0,4,4.212631870940953e-12,2.1063823965050688e-06,0.005183956469409168,156.00585174560547,0.3899751231074333,0.3803578317165375,0.43005772680044174,556.0363616943359,0.43005773425102234,0.38495825231075287,0.14295126870274544
16,64,4.0,100.0,8,4.227705533745019e-12,2.1045340758973907e-06,0.005167567054741085,155.7760353088379,0.2830156534910202,0.267719566822052,0.31656669080257416,1828.0411987304688,0.31656669080257416,0.2728479355573654,0.027575998101383448
16,64,4.0,100.0,16,4.287684140028003e-12,2.1005423036513093e-06,0.0051569429924711585,156.95144653320312,0.18873199447989464,0.16694632172584534,0.21108585596084595,5045.6925048828125,0.21108585596084595,0.1699848659336567,0.0016977992199826986
16,64,4.0,100.0,32,4.24586516119263e-12,2.112682864208182e-06,0.005125483148731291,155.77396392822266,0.1196791734546423,0.08851334638893604,0.12254839949309826,10590.9384765625,0.12254839763045311,0.08822963573038578,1.3617942158816732e-05
16,64,4.0,1000.0,4,1.5348590020475283e-11,4.150146310166747e-06,0.03126403037458658,945.9442596435547,0.48116426914930344,0.44105415791273117,0.4725167453289032,765.4844055175781,0.4725167527794838,0.4805653467774391,0.4379217177629471
