ensemble,sweep,width,rank,depth,samples,inverse_width,inverse_rank,gaussian_double_expansion,perturbative_parameter,entry_variance_mean,offdiagonal_variance_mean,selected_variance_01,mean_ntk_frobenius
gaussian,width,192,16,2,300,0.005208333333333333,0.0625,0.06770833333333333,0.5416666666666666,0.26274278510626603,0.20815355990723022,0.3556648191699345,13.7158190144372
stiefel,depth,96,16,2,300,0.010416666666666666,0.0625,0.07291666666666667,0.5833333333333334,0.32352434935408125,0.2585828829697264,0.42406904650377136,13.884107155314462
stiefel,depth,96,16,4,300,0.010416666666666666,0.0625,0.07291666666666667,4.666666666666667,3.5864117576143597,2.4603830825730797,4.623154190393441,24.46913584557316
stiefel,depth,96,16,6,300,0.010416666666666666,0.0625,0.07291666666666667,15.750000000000002,16.4024491245983,10.569758284276894,24.363108718749444,34.244868592713814
stiefel,depth,96,16,8,300,0.010416666666666666,0.0625,0.07291666666666667,37.333333333333336,28.95264631265753,17.654516235187366,31.93772817144487,42.50468837947446
stiefel,depth,96,16,12,300,0.010416666666666666,0.0625,0.07291666666666667,126.00000000000001,179.4609992844511,93.67074426077797,217.56103753163728,64.13073134190137
stiefel,depth,96,16,16,300,0.010416666666666666,0.0625,0.07291666666666667,298.6666666666667,517.085994158927,346.9984060116588,604.0133332961216,91.86305576734313
stiefel,rank,96,4,2,300,0.010416666666666666,0.25,0.2604166666666667,2.0833333333333335,1.0395837520582325,0.8501514738949912,1.4183332648423408,13.801785899935526
stiefel,rank,96,8,2,300,0.010416666666666666,0.125,0.13541666666666666,1.0833333333333333,0.4824415968384478,0.38257379265856867,0.6322643921454972,13.495928316748921
stiefel,rank,96,12,2,300,0.010416666666666666,0.08333333333333333,0.09375,0.75,0.37663790132081615,0.299493521305138,0.48729713736540164,13.690363460864754
stiefel,rank,96,16,2,300,0.010416666666666666,0.0625,0.07291666666666667,0.5833333333333334,0.2966270024654537,0.2324981851508094,0.37861946372655003,13.762115948197092
stiefel,rank,96,24,2,300,0.010416666666666666,0.041666666666666664,0.05208333333333333,0.41666666666666663,0.22137867634462585,0.1744837750757334,0.29595083234123687,13.837913933707114
stiefel,rank,96,32,2,300,0.010416666666666666,0.03125,0.041666666666666664,0.3333333333333333,0.19380097994881954,0.15362744748140575,0.2668084508451551,13.824739315963672
stiefel,rank,96,48,2,300,0.010416666666666666,0.020833333333333332,0.03125,0.25,0.15547886581420547,0.11889553999492215,0.2183244446505173,13.833913366239825
stiefel,rank,96,64,2,300,0.010416666666666666,0.015625,0.026041666666666664,0.20833333333333331,0.13557258527003727,0.10249782287178914,0.19459257581042425,13.833225833880201
stiefel,rank,96,96,2,300,0.010416666666666666,0.010416666666666666,0.020833333333333332,0.16666666666666666,0.10680480906819347,0.08015469692841587,0.1328141450330023,13.802287212629654
stiefel,width,48,16,2,300,0.020833333333333332,0.0625,0.08333333333333333,0.6666666666666666,0.36240879337872006,0.28453336820188224,0.4801893537166969,13.565042920333932
stiefel,width,64,16,2,300,0.015625,0.0625,0.078125,0.625,0.3029623706097664,0.23642692870606255,0.45286285892575334,13.6041119326187
stiefel,width,96,16,2,300,0.010416666666666666,0.0625,0.07291666666666667,0.5833333333333334,0.31774024045910937,0.25281943111588745,0.46040308575471084,13.746996635551138
stiefel,width,128,16,2,300,0.0078125,0.0625,0.0703125,0.5625,0.263838397655777,0.20969787359270325,0.3558778257605357,13.851898117323483
stiefel,width,192,16,2,300,0.005208333333333333,0.0625,0.06770833333333333,0.5416666666666666,0.2498125981866399,0.20622907189668815,0.323136163581691,13.673601447354498
