seed,step,loss,relative_residual,gradient_norm,alpha_scale,beta_scale,elapsed_seconds
29.0,450.0,0.19452214241027832,3.266490936279297,0.5666326880455017,0.92486172914505,1.0657020807266235,5.374607339967042
29.0,500.0,0.1982324719429016,2.8055496215820312,0.9562990665435791,0.8860646486282349,1.0943325757980347,5.995916795975063
29.0,550.0,0.2009882628917694,2.7532200813293457,2.1298091411590576,0.8799638748168945,1.0771117210388184,6.590233008959331
29.0,600.0,0.19796618819236755,3.547295570373535,1.915480375289917,0.9227412939071655,1.058152675628662,7.206278679950628
29.0,650.0,0.19142365455627441,3.371151924133301,1.6585191488265991,0.9284101724624634,1.0423227548599243,7.796599688997958
29.0,700.0,0.20039522647857666,3.98724627494812,2.0989325046539307,0.9400857090950012,1.0481319427490234,8.38429570000153
29.0,750.0,0.17256832122802734,2.2637887001037598,2.364741086959839,0.8846539855003357,1.0767037868499756,8.970631710952148
29.0,800.0,0.18488773703575134,3.005488872528076,7.024179458618164,0.9410535097122192,1.0084450244903564,9.568192576989532
29.0,850.0,0.1985810101032257,3.2685706615448,0.12333306670188904,0.9265767335891724,1.032197117805481,10.176919285964686
29.0,900.0,0.17727747559547424,2.7526326179504395,3.542617082595825,0.9295514225959778,1.0401309728622437,10.79232150700409
29.0,950.0,0.1992281675338745,3.6898632049560547,1.556972622871399,0.9190486669540405,1.0408964157104492,11.369551498966757
29.0,1000.0,0.20221558213233948,3.150191068649292,1.5688179731369019,0.9176438450813293,1.0090439319610596,11.942919737950433
29.0,1050.0,0.18400898575782776,2.993630886077881,0.20180100202560425,0.9242161512374878,1.0342023372650146,12.535571446001995
29.0,1100.0,0.1833990216255188,3.1879255771636963,1.9073247909545898,0.9416177272796631,0.9825901389122009,13.123388302978128
29.0,1150.0,0.19036313891410828,3.2243430614471436,0.7937462329864502,0.915173351764679,1.0382158756256104,13.710611027956475
29.0,1200.0,0.1977275311946869,3.4488747119903564,1.637505054473877,0.9379122257232666,1.0021483898162842,14.299560461950023
29.0,1250.0,0.1737511307001114,2.833914279937744,1.1121658086776733,0.921663761138916,1.01109778881073,14.880500942992512
29.0,1300.0,0.1847531497478485,3.070948362350464,2.669407844543457,0.9132742881774902,1.0286651849746704,15.472413740004413
29.0,1350.0,0.17812103033065796,2.855194568634033,0.5309241414070129,0.9176254868507385,1.028544306755066,16.053934780997224
29.0,1400.0,0.16019295156002045,2.3836286067962646,0.5906378626823425,0.9283545613288879,0.9889970421791077,16.63174614898162
29.0,1450.0,0.19972723722457886,3.5881223678588867,2.182016611099243,0.9155889749526978,1.0192906856536865,17.22191473696148
29.0,1500.0,0.17013053596019745,2.599221706390381,1.8364609479904175,0.9030122756958008,1.0335334539413452,17.833321124955546
43.0,0.0,0.809211015701294,1.621955394744873,0.1772637963294983,0.6990950703620911,0.7009061574935913,0.029401350999251008
43.0,50.0,0.4859327971935272,1.3597198724746704,1.2837032079696655,0.5698182582855225,1.248386263847351,0.6157810440054163
43.0,100.0,0.3181810975074768,4.112234592437744,0.19460429251194,0.8145069479942322,1.4575536251068115,1.195343461993616
43.0,150.0,0.2701076865196228,3.994684934616089,0.23346586525440216,0.8688263893127441,1.3435624837875366,1.7689404140110128
43.0,200.0,0.23758631944656372,3.535202741622925,0.13514089584350586,0.9210277199745178,1.2324044704437256,2.3555766189820133
43.0,250.0,0.22951504588127136,3.110664129257202,0.11768372356891632,0.8716427087783813,1.2135295867919922,2.9561700830236077
43.0,300.0,0.2207605540752411,3.0055932998657227,0.21458980441093445,0.8768714666366577,1.1843938827514648,3.543896963004954
43.0,350.0,0.2011812925338745,2.5343222618103027,0.48881977796554565,0.8799442052841187,1.1379371881484985,4.134582558006514
43.0,400.0,0.1962195634841919,2.6728768348693848,0.412043958902359,0.8599069118499756,1.1338820457458496,4.7227348139858805
43.0,450.0,0.2062438726425171,3.3508191108703613,0.14880430698394775,0.9239425659179688,1.1264750957489014,5.312634901027195
43.0,500.0,0.20079027116298676,2.988834857940674,1.31827712059021,0.9195092916488647,1.0945833921432495,5.896554976992775
43.0,550.0,0.20530705153942108,3.7197041511535645,0.6597881317138672,0.92060786485672,1.1102402210235596,6.475404470984358
43.0,600.0,0.21151728928089142,3.550593852996826,0.5540453791618347,0.8961436152458191,1.11143159866333,7.0514876450179145
43.0,650.0,0.2067333161830902,3.262556314468384,0.5584337711334229,0.9002132415771484,1.0927457809448242,7.643074687977787
43.0,700.0,0.1831221878528595,2.7428717613220215,0.9909451603889465,0.934196949005127,1.0901294946670532,8.242665513011161
43.0,750.0,0.16578815877437592,2.4816031455993652,1.8221849203109741,0.9398295879364014,1.0809547901153564,8.828013990016188
43.0,800.0,0.21165628731250763,4.107189655303955,0.9909051656723022,0.9216529726982117,1.0987675189971924,9.415970146015752
43.0,850.0,0.21192291378974915,4.102748870849609,0.7348471283912659,0.9372671842575073,1.0920298099517822,10.000725732010324
43.0,900.0,0.2236212193965912,4.142918109893799,0.980648934841156,0.9426003694534302,1.0569639205932617,10.589156828005798
43.0,950.0,0.18642282485961914,3.3089334964752197,3.1582493782043457,0.9499602317810059,1.0682713985443115,11.176940864999779
43.0,1000.0,0.18882453441619873,3.3928475379943848,1.068117380142212,0.9391639828681946,1.0577903985977173,11.755156130006071
43.0,1050.0,0.1726941168308258,3.0041463375091553,1.3923898935317993,0.9416118860244751,1.0762839317321777,12.329410987033043
43.0,1100.0,0.16920214891433716,2.5898940563201904,2.242626667022705,0.9269115924835205,1.0690248012542725,12.92014595598448
43.0,1150.0,0.20822134613990784,4.174567699432373,2.1327879428863525,0.9355953931808472,1.0729775428771973,13.516851358988788
43.0,1200.0,0.18246454000473022,2.85243558883667,2.211881637573242,0.918571949005127,1.072246789932251,14.101863295014482
43.0,1250.0,0.1845536231994629,3.306086540222168,1.8684947490692139,0.9207781553268433,1.0798454284667969,14.689582418999635
43.0,1300.0,0.19688650965690613,3.7438597679138184,5.65499210357666,0.9488963484764099,1.0607421398162842,15.277831778977998
43.0,1350.0,0.1853596568107605,3.077934503555298,2.4256792068481445,0.9210294485092163,1.07154381275177,15.864981057995465
43.0,1400.0,0.19316652417182922,3.412780523300171,3.0547597408294678,0.9254139065742493,1.0811710357666016,16.455407910980284
43.0,1450.0,0.19407522678375244,3.416465997695923,1.1187382936477661,0.9097604155540466,1.0974931716918945,17.03502774698427
43.0,1500.0,0.21238583326339722,4.0857648849487305,1.4072939157485962,0.9271602630615234,1.0797089338302612,17.610838591004722
