seed,trained_head,evaluation_cell,predicted_h_relative,realized_h_relative,mean_absolute_gap
1,identity,learned_global_heavy_ball,1.6314596035661771e+22,1.6314446009499185e+22,1.5043042101480653e+17
1,identity,learned_global_richardson,1.2021585852767027e+21,1.2021474230346575e+21,1.117111866884096e+16
1,identity,oracle_interval_heavy_ball,15.533825159072876,15.533361673355103,0.00046423741878243163
1,identity,oracle_interval_richardson,0.5814875513315201,0.5814789608120918,8.64058824845415e-06
1,initial,learned_global_heavy_ball,0.14733142964541912,0.14733143709599972,4.1137286643788684e-07
1,initial,learned_global_richardson,0.23433895781636238,0.23433907330036163,3.92256879422348e-07
1,initial,oracle_interval_heavy_ball,8.922107100486755,8.921858072280884,0.00025079737497435417
1,initial,oracle_interval_richardson,0.47833357006311417,0.4783283993601799,5.319145316207141e-06
1,pcg,learned_global_heavy_ball,0.11030938383191824,0.11030943877995014,2.9597799766634125e-07
1,pcg,learned_global_richardson,0.20750870555639267,0.2075088508427143,3.844261300400831e-07
1,pcg,oracle_interval_heavy_ball,3.9389888048171997,3.9388808012008667,0.00010911656863754615
1,pcg,oracle_interval_richardson,0.3217766620218754,0.32177330181002617,3.5292800077968423e-06
1,richardson,learned_global_heavy_ball,0.1403154581785202,0.14031548239290714,3.8662483348161913e-07
1,richardson,learned_global_richardson,0.21380418725311756,0.21380429714918137,3.6668393477157224e-07
1,richardson,oracle_interval_heavy_ball,8.567838191986084,8.567599654197693,0.0002402303525741445
1,richardson,oracle_interval_richardson,0.4669146202504635,0.4669094681739807,5.302429599396419e-06
2,heavy_ball,learned_global_heavy_ball,0.10145517997443676,0.10145523492246866,2.945446340163471e-07
2,heavy_ball,learned_global_richardson,0.19588111340999603,0.19588125310838223,3.808629571722122e-07
2,heavy_ball,oracle_interval_heavy_ball,3.6777934432029724,3.6776910424232483,0.00010360822489019483
2,heavy_ball,oracle_interval_richardson,0.29964998736977577,0.2996467165648937,3.4227444416501385e-06
2,identity,learned_global_heavy_ball,1.6334276906770869e+22,1.633414165804456e+22,1.3679578534064947e+17
2,identity,learned_global_richardson,1.262787151768085e+21,1.2627764821072491e+21,1.0804345507414016e+16
2,identity,oracle_interval_heavy_ball,15.622781157493591,15.622313857078552,0.0004688559129135683
2,identity,oracle_interval_richardson,0.5827886611223221,0.5827799811959267,8.730712693250098e-06
2,initial,learned_global_heavy_ball,0.14827147498726845,0.14827148616313934,3.9922429095895495e-07
2,initial,learned_global_richardson,0.23341958597302437,0.23341970331966877,3.8091798160166945e-07
2,initial,oracle_interval_heavy_ball,9.111241459846497,9.11098313331604,0.0002590486856206553
2,initial,oracle_interval_richardson,0.48664282262325287,0.4866374731063843,5.470781047733908e-06
2,pcg,learned_global_heavy_ball,0.10448593366891146,0.10448598023504019,2.917061010521138e-07
2,pcg,learned_global_richardson,0.19891920499503613,0.19891933538019657,3.772020136239007e-07
2,pcg,oracle_interval_heavy_ball,3.843685567378998,3.8435795605182648,0.00010718096018536016
2,pcg,oracle_interval_richardson,0.31077151373028755,0.3107682019472122,3.483023220951509e-06
2,richardson,learned_global_heavy_ball,0.14398366399109364,0.14398368634283543,3.8531698010046966e-07
2,richardson,learned_global_richardson,0.21768489852547646,0.2176850102841854,3.6924575397279114e-07
2,richardson,oracle_interval_heavy_ball,8.898304402828217,8.898056864738464,0.00024911814944061916
2,richardson,oracle_interval_richardson,0.4738244265317917,0.4738192595541477,5.32167518940696e-06
