seed,training_step,training_controller,loss,mean_h_relative,cvar_h_relative,solver_step,solver_momentum
2,200,heavy_ball,0.2458535134792328,0.20162610709667206,0.4422740340232849,0.34841203689575195,0.17545804381370544
2,200,pcg,0.013199538923799992,0.01012231782078743,0.03077220916748047,nan,nan
2,300,richardson,0.32544246315956116,0.26520347595214844,0.6023897528648376,0.34460747241973877,0.0
2,300,heavy_ball,0.27201545238494873,0.21959622204303741,0.5241921544075012,0.401513934135437,0.2348337173461914
2,300,pcg,0.02121584676206112,0.015168961137533188,0.06046885624527931,nan,nan
2,400,richardson,0.30446749925613403,0.24676384031772614,0.5770366191864014,0.36732929944992065,0.0
2,400,heavy_ball,0.17981505393981934,0.14060398936271667,0.3921106159687042,0.45609334111213684,0.3070400655269623
2,400,pcg,0.012575165368616581,0.009467247873544693,0.03107917495071888,nan,nan
2,500,richardson,0.3250625729560852,0.26035425066947937,0.6470831632614136,0.3859817385673523,0.0
2,500,heavy_ball,0.2239408642053604,0.17064139246940613,0.5329946875572205,0.5076244473457336,0.3806973695755005
2,500,pcg,0.01367858611047268,0.010260192677378654,0.03418393060564995,nan,nan
2,600,richardson,0.31842195987701416,0.2564130127429962,0.6200895309448242,0.40122199058532715,0.0
2,600,heavy_ball,0.18318572640419006,0.1395716816186905,0.43614041805267334,0.5490275621414185,0.43879592418670654
2,600,pcg,0.02075747214257717,0.01438543014228344,0.06372042000293732,nan,nan
2,700,richardson,0.28704461455345154,0.22966092824935913,0.5738369226455688,0.4138828217983246,0.0
2,700,heavy_ball,0.12878403067588806,0.10508985817432404,0.23694175481796265,0.57597416639328,0.4724143445491791
2,700,pcg,0.014539048075675964,0.011013230308890343,0.03525817394256592,nan,nan
2,800,richardson,0.2900838851928711,0.23679058253765106,0.5329331159591675,0.42451807856559753,0.0
2,800,heavy_ball,0.12551668286323547,0.10173234343528748,0.23784342408180237,0.5923094153404236,0.4853074848651886
2,800,pcg,0.010541426949203014,0.008187278173863888,0.023541489616036415,nan,nan
2,900,richardson,0.2593560218811035,0.2045479267835617,0.5480808019638062,0.43315890431404114,0.0
2,900,heavy_ball,0.11445315182209015,0.09277047216892242,0.21682679653167725,0.6009763479232788,0.48445895314216614
2,900,pcg,0.01116109173744917,0.008783250115811825,0.023778414353728294,nan,nan
2,1000,richardson,0.28484177589416504,0.23113197088241577,0.5370981097221375,0.4405464231967926,0.0
2,1000,heavy_ball,0.12248627841472626,0.09850668162107468,0.23979593813419342,0.6066702604293823,0.4787943661212921
2,1000,pcg,0.012448225170373917,0.009601620957255363,0.02846604213118553,nan,nan
