model,seed,step,loss,ranking_loss,relative_residual,coefficient_mean,gradient_norm,elapsed_seconds,wavenumber,noise,aperture_degrees,mean_count
small,17,1800,0.3432377576828003,0.33107078075408936,0.05096762627363205,0.004269218072295189,0.0021276806946843863,60.753783763968386,8.0,0.11186419880305198,360.0,2.75
small,17,1900,0.36743414402008057,0.3499720096588135,0.07340873777866364,0.004011115059256554,0.00019348121713846922,64.17500281700632,8.0,0.19420107635785527,240.0,2.9166667461395264
small,17,2000,0.29419422149658203,0.2904749810695648,0.015066440217196941,0.003539831144735217,0.0004672447685152292,67.42531829001382,8.0,0.13246754146710632,360.0,1.6666667461395264
small,17,2100,0.31475430727005005,0.30906227231025696,0.02320818603038788,0.004459330812096596,5.0547219871077687e-05,70.75382539600832,6.0,0.12682858582604106,360.0,2.6666667461395264
small,17,2200,0.3328721523284912,0.33212777972221375,0.0029898895882070065,0.005182962864637375,5.928144310018979e-05,74.0505001010024,6.0,0.054583548244023464,360.0,2.25
foundation,17,0,0.3088356554508209,0.30208420753479004,0.027619807049632072,0.02677140384912491,0.0003983655187766999,0.1315957049955614,6.0,0.12261567981145044,360.0,2.5
foundation,17,100,0.36399808526039124,0.3446485996246338,0.08138982951641083,0.03870391100645065,0.002046965528279543,3.786809728015214,10.0,0.1708459969714141,360.0,3.0833334922790527
foundation,17,200,0.31868958473205566,0.3107196092605591,0.032754991203546524,0.03899923339486122,0.0249362550675869,7.574069331982173,10.0,0.13036893143703043,360.0,2.5
foundation,17,300,0.3603947162628174,0.3588946461677551,0.006028500851243734,0.07724057137966156,0.005447971634566784,11.330350742966402,8.0,0.04788389669533224,360.0,2.25
foundation,17,400,0.3409433960914612,0.33781537413597107,0.012735996395349503,0.02231491729617119,0.001958501059561968,15.0724318230059,10.0,0.04661020837439203,240.0,2.0833334922790527
foundation,17,500,0.3402255177497864,0.32238543033599854,0.07580524682998657,0.03103991597890854,0.004630847368389368,18.784510063997004,8.0,0.1951364424953677,360.0,2.1666667461395264
foundation,17,600,0.31248772144317627,0.3106389045715332,0.007456612773239613,0.02904464863240719,0.00023748681996949017,22.654530278989114,6.0,0.07113491439902082,360.0,2.4166667461395264
foundation,17,700,0.35412105917930603,0.3399813175201416,0.058847226202487946,0.03064422868192196,0.0007032009307295084,26.518248006002977,8.0,0.16969031792201517,240.0,2.6666667461395264
foundation,17,800,0.34762659668922424,0.33724164962768555,0.04282977432012558,0.0309445783495903,0.0003259548975620419,30.224158322962467,8.0,0.15442861028033425,240.0,2.8333334922790527
foundation,17,900,0.33648473024368286,0.323009729385376,0.05704052373766899,0.029580548405647278,0.0041064112447202206,34.187839935999364,10.0,0.15575846919008485,240.0,2.3333334922790527
foundation,17,1000,0.32767000794410706,0.31452876329421997,0.05488668009638786,0.03137272596359253,0.0023395665921270847,37.97791650000727,10.0,0.1520755479289385,360.0,2.25
foundation,17,1100,0.3748021125793457,0.36186856031417847,0.054464053362607956,0.0327586904168129,0.00013130308070685714,41.732315260975156,10.0,0.045281897881523765,360.0,2.75
foundation,17,1200,0.3165048062801361,0.3072609603404999,0.03779296204447746,0.03180857002735138,0.0019557494670152664,45.40143164998153,6.0,0.18847243595762153,360.0,2.5
foundation,17,1300,0.3434763550758362,0.3206075429916382,0.09785765409469604,0.03817572444677353,0.0021611691918224096,49.106135086971335,10.0,0.19936891650646543,360.0,2.25
foundation,17,1400,0.34327563643455505,0.3377319574356079,0.022544903680682182,0.04303818196058273,0.0024518787395209074,52.8914588179905,8.0,0.08458691850423951,360.0,3.0
foundation,17,1500,0.3913310766220093,0.3883821964263916,0.011931858956813812,0.050178490579128265,0.0001321884774370119,56.77290360501502,8.0,0.04048776846119943,360.0,2.5833334922790527
foundation,17,1600,0.3493451178073883,0.3359752595424652,0.056119486689567566,0.037454791367053986,0.0014594001695513725,60.431620406976435,8.0,0.1818379757585101,240.0,2.8333334922790527
foundation,17,1700,0.3316195607185364,0.3203052282333374,0.04883600026369095,0.047617219388484955,0.0006377274985425174,64.12645595398499,10.0,0.06664626937181646,360.0,2.5
foundation,17,1800,0.3429776728153229,0.3310542106628418,0.04992754012346268,0.07270323485136032,0.016843747347593307,67.83010736497818,8.0,0.11186419880305198,360.0,2.75
foundation,17,1900,0.36619338393211365,0.34997937083244324,0.06796403229236603,0.3783593773841858,0.007643592078238726,71.50239622796653,8.0,0.19420107635785527,240.0,2.9166667461395264
foundation,17,2000,0.2942276895046234,0.290456622838974,0.015277954749763012,9.831064744503237e-06,1.1065721082559321e-05,75.14983199298149,8.0,0.13246754146710632,360.0,1.6666667461395264
foundation,17,2100,0.31469205021858215,0.3090461492538452,0.023007361218333244,9.718749424791895e-06,8.383707381653949e-07,78.77917743398575,6.0,0.12682858582604106,360.0,2.6666667461395264
foundation,17,2200,0.33284321427345276,0.33212539553642273,0.0028829341754317284,1.0050838682218455e-05,3.2469681627844693e-06,82.46491702797357,6.0,0.054583548244023464,360.0,2.25
small,29,0,0.32628333568573,0.31756484508514404,0.03612660989165306,0.00268280110321939,1.1244308552704751e-05,0.03962133498862386,8.0,0.1260125899655864,360.0,2.3333334922790527
small,29,100,0.35297882556915283,0.3416231572628021,0.04712791368365288,0.0026954736094921827,3.109129465883598e-05,3.457781768986024,8.0,0.18395314487967923,240.0,2.6666667461395264
small,29,200,0.29769518971443176,0.2952471971511841,0.009892469272017479,0.002692194189876318,2.2289125354291173e-06,6.918407409975771,6.0,0.12071331084890641,240.0,1.8333333730697632
small,29,300,0.31075745820999146,0.30739614367485046,0.013564322143793106,0.0036113872192800045,0.00018994185666088015,10.355305627977941,6.0,0.1320848566530043,240.0,2.5833334922790527
small,29,400,0.35502421855926514,0.3393094539642334,0.06604357808828354,0.0034123784862458706,0.0006957001169212162,13.817421171988826,8.0,0.18617628098014105,360.0,2.5833334922790527
small,29,500,0.3127538859844208,0.307815283536911,0.020083660259842873,0.0042556170374155045,9.191155550070107e-05,17.122599168971647,6.0,0.14753091159008094,240.0,2.3333334922790527
small,29,600,0.32287779450416565,0.321883887052536,0.003998562693595886,0.017092710360884666,0.0009685984696261585,20.351971286989283,6.0,0.059834021201180976,360.0,2.3333334922790527
small,29,700,0.3218679130077362,0.3132227659225464,0.035298947244882584,0.07760946452617645,0.013317128643393517,23.661883909953758,6.0,0.18573173297988718,360.0,2.5833334922790527
small,29,800,0.3591264486312866,0.35226935148239136,0.028542406857013702,0.03062364086508751,0.00013123307144269347,26.90347652498167,10.0,0.04699753179283641,240.0,2.5
small,29,900,0.3267644941806793,0.30955544114112854,0.07355939596891403,0.09290589392185211,0.04426742345094681,30.138309418980498,10.0,0.18931561794022564,360.0,2.0
small,29,1000,0.3342098295688629,0.3221956491470337,0.051301248371601105,0.040970176458358765,0.010028406977653503,33.445004007953685,10.0,0.07492524013832136,360.0,2.6666667461395264
small,29,1100,0.32877078652381897,0.317399263381958,0.04856368899345398,0.037808433175086975,0.004290053620934486,36.749234744987916,10.0,0.1041371972752841,360.0,2.5
small,29,1200,0.34225600957870483,0.3334795832633972,0.03600850701332092,0.030383063480257988,0.0010034512961283326,39.96926192799583,8.0,0.15056097151587358,240.0,2.6666667461395264
small,29,1300,0.33729976415634155,0.3267732262611389,0.04318956285715103,0.02687290869653225,0.0073072402738034725,43.225634014990646,6.0,0.19557425812872575,360.0,2.6666667461395264
small,29,1400,0.34053492546081543,0.3292418122291565,0.046998530626297,0.04547547549009323,0.0005914517678320408,46.652151242946275,8.0,0.13323764741968339,360.0,2.4166667461395264
small,29,1500,0.343831866979599,0.3292021155357361,0.06149883195757866,0.05763061344623566,0.005068189464509487,50.09536905295681,8.0,0.14294873689044618,360.0,2.6666667461395264
small,29,1600,0.30733081698417664,0.3025258779525757,0.019485024735331535,0.0776752308011055,0.005336227361112833,53.547737457964104,6.0,0.13953960747574148,360.0,2.4166667461395264
small,29,1700,0.3326115012168884,0.32921451330184937,0.013770408928394318,0.0563502311706543,0.0013579365331679583,57.005161079985555,6.0,0.07371093900206939,360.0,2.75
small,29,1800,0.32313111424446106,0.31352707743644714,0.03943394124507904,0.03496907278895378,0.000758692214731127,60.559029411990196,6.0,0.17235706861443661,360.0,2.25
small,29,1900,0.3906882107257843,0.3901158273220062,0.0022979064378887415,0.026091039180755615,0.0021995282731950283,64.06065455195494,6.0,0.02939547356180499,360.0,2.75
small,29,2000,0.34174904227256775,0.3328374922275543,0.03652168810367584,0.019019069150090218,0.025583641603589058,67.53776066395221,8.0,0.1649255294683796,360.0,2.75
small,29,2100,0.33283188939094543,0.32082825899124146,0.04983796179294586,0.02624601125717163,0.0023252940736711025,71.01310271094553,6.0,0.18856824387439342,360.0,2.6666667461395264
small,29,2200,0.3161521553993225,0.3124963343143463,0.014960110187530518,0.02482222579419613,0.0009983588242903352,74.53957463195547,10.0,0.045127636275842195,360.0,1.9166667461395264
foundation,29,0,0.3263419270515442,0.3175255060195923,0.03655156120657921,0.02677140384912491,0.0001254336821148172,0.041235423006583005,8.0,0.1260125899655864,360.0,2.3333334922790527
foundation,29,100,0.35241517424583435,0.3415546119213104,0.045053631067276,0.0762869343161583,0.001392597914673388,3.8903229190036654,8.0,0.18395314487967923,240.0,2.6666667461395264
foundation,29,200,0.29748955368995667,0.2952362596988678,0.009097441099584103,0.06626714766025543,0.0016680964035913348,7.578868935001083,6.0,0.12071331084890641,240.0,1.8333333730697632
foundation,29,300,0.3105582296848297,0.3074118196964264,0.012690579518675804,0.03710820898413658,0.0009595149895176291,11.211429361021146,6.0,0.1320848566530043,240.0,2.5833334922790527
foundation,29,400,0.3548978567123413,0.339315265417099,0.0654110237956047,0.04911629855632782,0.001081744791008532,14.935341543983668,8.0,0.18617628098014105,360.0,2.5833334922790527
foundation,29,500,0.31093165278434753,0.30782824754714966,0.011992278508841991,3.573044776916504,0.00041181285632774234,18.654543516982812,6.0,0.14753091159008094,240.0,2.3333334922790527
foundation,29,600,0.3228914141654968,0.3218831419944763,0.0040564341470599174,0.031788021326065063,2.3980875994311646e-05,22.30316892103292,6.0,0.059834021201180976,360.0,2.3333334922790527
foundation,29,700,0.3216998875141144,0.3132212460041046,0.034592799842357635,0.06562072038650513,0.013280139304697514,25.99338084401097,6.0,0.18573173297988718,360.0,2.5833334922790527
foundation,29,800,0.3591926693916321,0.3522717356681824,0.02882593497633934,0.04539993405342102,0.0005846740095876157,29.64036361500621,10.0,0.04699753179283641,240.0,2.5
foundation,29,900,0.32665079832077026,0.309587687253952,0.07278858125209808,0.0845588892698288,0.058609213680028915,33.352148542006034,10.0,0.18931561794022564,360.0,2.0
foundation,29,1000,0.3366784453392029,0.32240575551986694,0.06203877180814743,2.8618524074554443,0.022077174857258797,37.079126911005005,10.0,0.07492524013832136,360.0,2.6666667461395264
foundation,29,1100,0.3288781940937042,0.3174137473106384,0.048860132694244385,0.0007612478802911937,0.00041767125367186964,40.78729873202974,10.0,0.1041371972752841,360.0,2.5
foundation,29,1200,0.34266307950019836,0.33344948291778564,0.037847355008125305,0.00033187781809829175,0.00022870903194416314,44.42745679599466,8.0,0.15056097151587358,240.0,2.6666667461395264
foundation,29,1300,0.33718636631965637,0.32674500346183777,0.04281948134303093,0.002334599383175373,0.008498327806591988,48.106183183030225,6.0,0.19557425812872575,360.0,2.6666667461395264
foundation,29,1400,0.341080904006958,0.32919788360595703,0.04959527775645256,0.0001906087127281353,0.00019695829541888088,51.79137204802828,8.0,0.13323764741968339,360.0,2.4166667461395264
foundation,29,1500,0.3444817066192627,0.32925331592559814,0.06412777304649353,0.00015711253217887133,0.0009723972179926932,55.525903236994054,8.0,0.14294873689044618,360.0,2.6666667461395264
foundation,29,1600,0.30789220333099365,0.3025274872779846,0.021816816180944443,0.00022535053722094744,0.00012152046838309616,59.176191482983995,6.0,0.13953960747574148,360.0,2.4166667461395264
foundation,29,1700,0.3328687250614166,0.3292410373687744,0.014724793843925,0.0002971682115457952,5.9627262089634314e-05,62.884322242985945,6.0,0.07371093900206939,360.0,2.75
foundation,29,1800,0.32290372252464294,0.31350934505462646,0.03851862996816635,0.00023532763589173555,5.8346864534541965e-05,66.64240289700683,6.0,0.17235706861443661,360.0,2.25
foundation,29,1900,0.39071568846702576,0.3901148736476898,0.0024124626070261,0.00020036687783431262,0.002054627286270261,70.4110222570016,6.0,0.02939547356180499,360.0,2.75
foundation,29,2000,0.34200525283813477,0.33290648460388184,0.03733265772461891,0.00017772514547687024,0.0003002231824211776,74.12515594402794,8.0,0.1649255294683796,360.0,2.75
foundation,29,2100,0.332513689994812,0.3208325505256653,0.04840857908129692,0.0003973793936893344,0.0006601499044336379,77.76878674101317,6.0,0.18856824387439342,360.0,2.6666667461395264
foundation,29,2200,0.3166855275630951,0.3125072419643402,0.017178310081362724,0.07358556240797043,0.06046126037836075,81.45025163399987,10.0,0.045127636275842195,360.0,1.9166667461395264
small,43,0,0.4330393075942993,0.4287106990814209,0.01760556548833847,0.00268280110321939,2.36113974096952e-05,0.04389283596538007,8.0,0.028462981129600644,360.0,3.5
small,43,100,0.4149024784564972,0.41173505783081055,0.012877090834081173,0.003673522500321269,1.3158155525161419e-05,3.4290376639692113,8.0,0.028814814106298523,360.0,2.4166667461395264
small,43,200,0.3511027693748474,0.3358731269836426,0.0637860894203186,0.0030930880457162857,0.00022313502267934382,6.712463225994725,8.0,0.1696730537353725,360.0,2.9166667461395264
small,43,300,0.3828621804714203,0.3816816210746765,0.0047493381425738335,0.00789138488471508,3.835022289422341e-05,9.977688299957663,8.0,0.031958273640498205,240.0,2.5833334922790527
small,43,400,0.37278828024864197,0.3623824119567871,0.04380909726023674,0.07870206981897354,0.0018393489299342036,13.194044858973939,10.0,0.042915433872953566,360.0,2.5833334922790527
small,43,500,0.34322112798690796,0.330571711063385,0.05246741697192192,1.0225727558135986,0.003303085220977664,16.443069090950303,8.0,0.19291191694973275,360.0,2.5
small,43,600,0.3231216073036194,0.3168965280056,0.025619089603424072,0.12100957334041595,0.014913403429090977,19.79188203596277,8.0,0.09567121562724028,360.0,2.3333334922790527
small,43,700,0.34189847111701965,0.3367197513580322,0.02102091535925865,0.04917606711387634,0.0020013686735183,23.275926553993486,10.0,0.08454739120100448,240.0,2.8333334922790527
small,43,800,0.3387053906917572,0.32362914085388184,0.06387677043676376,0.12151732295751572,0.01225794292986393,26.77554462495027,8.0,0.1986355859094673,360.0,2.1666667461395264
small,43,900,0.32633668184280396,0.3259207606315613,0.0016665265429764986,0.046240389347076416,0.0021685513202100992,30.255745972972363,6.0,0.047072703689106404,360.0,2.4166667461395264
small,43,1000,0.32731062173843384,0.319338858127594,0.03248129412531853,0.08130572736263275,0.000877640035469085,33.627789005986415,6.0,0.17333455025141847,240.0,3.0
small,43,1100,0.33269816637039185,0.3261681795120239,0.026638057082891464,0.4147509038448334,0.07240496575832367,36.86947416799376,8.0,0.10582692423007785,360.0,2.5
small,43,1200,0.37698039412498474,0.36878952383995056,0.03400064632296562,0.058866988867521286,0.006449276115745306,40.10100461897673,10.0,0.03960144544524788,360.0,2.5
small,43,1300,0.3465033173561096,0.3298090100288391,0.07195086777210236,0.04399295896291733,0.013579140417277813,43.41100939799799,10.0,0.12584983910095238,360.0,2.6666667461395264
small,43,1400,0.3407324552536011,0.32563889026641846,0.06278657913208008,0.04458402842283249,0.009762240573763847,46.69644793798216,10.0,0.1677558901454147,360.0,2.75
small,43,1500,0.31545257568359375,0.3132275938987732,0.008908504620194435,1.3046760559082031,0.003553759539499879,49.92033693694975,6.0,0.07314160893748699,360.0,2.6666667461395264
small,43,1600,0.3490053117275238,0.3332253396511078,0.06735087931156158,0.47426721453666687,0.05008462443947792,53.21433111897204,10.0,0.14894674381363218,360.0,3.1666667461395264
small,43,1700,0.33281394839286804,0.329772412776947,0.012413299642503262,0.3320254385471344,0.019999509677290916,56.47664170397911,8.0,0.060940690008441684,240.0,2.25
small,43,1800,0.35267242789268494,0.34106501936912537,0.04797177016735077,0.11153090000152588,0.007400841452181339,60.078629555995576,8.0,0.15803300232667877,240.0,2.8333334922790527
small,43,1900,0.3688547909259796,0.34982001781463623,0.08080320805311203,0.1099243015050888,0.02719196490943432,64.15333435300272,8.0,0.1649542971966494,360.0,3.1666667461395264
small,43,2000,0.325025737285614,0.32110410928726196,0.01595083251595497,0.10063629597425461,0.0007096899207681417,67.54265562200453,8.0,0.07931091162726042,240.0,2.25
small,43,2100,0.3280494511127472,0.3208920955657959,0.02925506792962551,0.0697653666138649,0.021073857322335243,71.03336909599602,8.0,0.15326580231170325,240.0,2.4166667461395264
small,43,2200,0.3408966362476349,0.320787250995636,0.08602356910705566,0.10584574937820435,0.02073429524898529,74.43477736896602,10.0,0.13935661875249158,360.0,2.4166667461395264
foundation,43,0,0.4329880475997925,0.4286941885948181,0.017463315278291702,0.02677140384912491,0.00016370955563616008,0.04740146500989795,8.0,0.028462981129600644,360.0,3.5
foundation,43,100,0.4147813320159912,0.41173815727233887,0.012362184002995491,0.026225803419947624,4.378769881441258e-05,3.784068322973326,8.0,0.028814814106298523,360.0,2.4166667461395264
foundation,43,200,0.3480372428894043,0.3359633684158325,0.050444357097148895,1.0037437677383423,0.1236574575304985,7.413752114982344,8.0,0.1696730537353725,360.0,2.9166667461395264
foundation,43,300,0.38267040252685547,0.3816802203655243,0.003958007786422968,0.8806607127189636,0.00902920588850975,11.143251059984323,8.0,0.031958273640498205,240.0,2.5833334922790527
foundation,43,400,0.3730166256427765,0.36240601539611816,0.04465271532535553,0.016373533755540848,0.0007309246575459838,14.854898479010444,10.0,0.042915433872953566,360.0,2.5833334922790527
foundation,43,500,0.34759053587913513,0.3303738236427307,0.07257477939128876,0.02509400248527527,0.0017045759595930576,18.54637219198048,8.0,0.19291191694973275,360.0,2.5
foundation,43,600,0.3236697316169739,0.31689998507499695,0.0279177688062191,0.012011590413749218,0.0007712380611337721,22.222496489004698,8.0,0.09567121562724028,360.0,2.3333334922790527
foundation,43,700,0.3420889377593994,0.33676260709762573,0.02161700278520584,0.005656097084283829,0.00018118438310921192,25.95547694101697,10.0,0.08454739120100448,240.0,2.8333334922790527
foundation,43,800,0.3377363085746765,0.32346588373184204,0.060072969645261765,0.005847501568496227,0.0008516613743267953,31.21701470797416,8.0,0.1986355859094673,360.0,2.1666667461395264
foundation,43,900,0.32634299993515015,0.32591861486434937,0.0017005435656756163,0.009090451523661613,5.021513061365113e-06,34.87841425498482,6.0,0.047072703689106404,360.0,2.4166667461395264
foundation,43,1000,0.32709813117980957,0.3193407952785492,0.03157144412398338,0.013432489708065987,5.121037975186482e-05,38.59547878301237,6.0,0.17333455025141847,240.0,3.0
foundation,43,1100,0.3340776860713959,0.3261098265647888,0.032724715769290924,0.030067645013332367,0.00037016262649558485,42.27412259601988,8.0,0.10582692423007785,360.0,2.5
foundation,43,1200,0.3776196837425232,0.36880454421043396,0.03662220388650894,0.15705066919326782,0.0001092951133614406,45.9158912919811,10.0,0.03960144544524788,360.0,2.5
foundation,43,1300,0.34592941403388977,0.3297600746154785,0.06967239081859589,0.03580045700073242,0.00044896473991684616,49.61260916397441,10.0,0.12584983910095238,360.0,2.6666667461395264
foundation,43,1400,0.34049350023269653,0.3255591094493866,0.062109239399433136,0.06415819376707077,0.00037477328442037106,53.341900096973404,10.0,0.1677558901454147,360.0,2.75
foundation,43,1500,0.31662440299987793,0.3132287263870239,0.013771893456578255,0.2978273630142212,0.00047426612582057714,57.015855963982176,6.0,0.07314160893748699,360.0,2.6666667461395264
foundation,43,1600,0.34787052869796753,0.33308646082878113,0.062108397483825684,0.963136613368988,0.010803945362567902,60.7170519179781,10.0,0.14894674381363218,360.0,3.1666667461395264
foundation,43,1700,0.33284232020378113,0.3297692537307739,0.012396249920129776,1.0848073959350586,0.00040927366353571415,64.42761346901534,8.0,0.060940690008441684,240.0,2.25
foundation,43,1800,0.35321423411369324,0.3410571217536926,0.05036591738462448,0.2546670436859131,0.000267360417637974,68.13064395298716,8.0,0.15803300232667877,240.0,2.8333334922790527
foundation,43,1900,0.3717762231826782,0.3496904969215393,0.09431533515453339,0.7150563597679138,0.00814555212855339,71.86018617299851,8.0,0.1649542971966494,360.0,3.1666667461395264
foundation,43,2000,0.3252277672290802,0.32109618186950684,0.016662687063217163,1.003257155418396,0.000505974399857223,75.58127195900306,8.0,0.07931091162726042,240.0,2.25
foundation,43,2100,0.327900230884552,0.32086893916130066,0.028565004467964172,1.053232192993164,0.00047915897448547184,79.2791142979986,8.0,0.15326580231170325,240.0,2.4166667461395264
foundation,43,2200,0.34081634879112244,0.32082226872444153,0.08529257774353027,1.3623075485229492,0.009583880193531513,83.01460375700844,10.0,0.13935661875249158,360.0,2.4166667461395264
