name,factor,rank,N,bs,L,final_train_error,final_test_error,min_loss,epochs_run,output_even_defect,last_layer_active_even_mean,mean_layer_active_even,mean_minima,mirror_distance_p20,mirror_mismatch_best20,mirror_corr_best20
rank5_f2_N512_bs1_L2,2,5,512,1,2,0.0013269005910161282,0.0013314932584762573,0.0012749244613591351,492,3.1934778235154226e-05,0.0011989121558144689,1.5450458052218892,0.1,0.015865826234221458,0.9123415437962995,0.08508865214791683
rank5_f2_N512_bs2_L1,2,5,512,2,1,0.0017113895130856926,0.0017158875707536936,0.0016997485727999195,631,0.0003748921153601259,3.106022596359253,3.106022596359253,0.0,0.0184760931879282,0.7424870298678986,0.2703031100486661
rank5_f2_N256_bs2_L2,2,5,256,2,2,0.0020336120093027432,0.0017889462178573012,0.001975322242937949,472,0.00014919867680873722,0.006638772785663605,1.579420331865549,0.1,0.015865826234221458,0.9766778404812094,0.024635044496689802
rank5_f2_N512_bs8_L2,2,5,512,8,2,0.0019711736406407,0.001974819926545024,0.001967687593150913,667,0.00020770433184225112,0.12042132765054703,2.255599219352007,0.5,0.015865826234221458,0.7800229917810991,0.22795300238192825
rank5_f2_N512_bs8_L4,2,5,512,8,4,0.0020541519520520524,0.002054620534181595,0.002053666558367695,899,0.0002148457570001483,0.0003550969122443348,0.5193815013408312,0.25,0.01708667352795601,0.9128788507755585,0.09564692613739828
rank5_f2_N256_bs4_L2,2,5,256,4,2,0.003032509531976757,0.0028116018511354923,0.003026874307579419,762,0.0010953745804727077,0.08645927160978317,1.7232512794435024,0.2,0.015865826234221458,0.8790318458195573,0.1301909942853097
rank5_f2_N256_bs2_L3,2,5,256,2,3,0.003506608681540513,0.003328805323690176,0.0034418100437605403,569,0.0006429846980609,0.00031872032559476793,0.6648522784137944,0.26666666666666666,0.017331264913082123,0.7389894936029499,0.2737590481516437
rank5_f2_N512_bs16_L2,2,5,512,16,2,0.0037164694804232568,0.003720182692632079,0.0037159305975364987,1022,0.00030694337328895926,0.011734030209481716,1.7533274996094406,1.1,0.015865826234221458,0.7963005092246183,0.21086695227181168
rank5_f2_N256_bs1_L2,2,5,256,1,2,0.00426424306784734,0.0038688809145241976,0.003970740510040958,523,7.444887887686491e-05,0.0007901947828941047,1.3395418306754436,0.4,0.015865826234221458,1.0558455805051414,-0.06402483364034837
rank5_f2_N256_bs1_L1,2,5,256,1,1,0.0042585288641761865,0.0040258560329675674,0.004256438542062719,624,0.00040139423799701035,0.0006290693418122828,0.0006290693418122828,0.2,0.0184760931879282,0.656462101846384,0.36012306865739196
rank5_f2_N512_bs8_L1,2,5,512,8,1,0.004459324824438227,0.004462546668946743,0.004457790086235036,818,0.0014624639879912138,0.0018914226675406098,0.0018914226675406098,0.6,0.0184760931879282,0.653841570209497,0.3579727428162096
rank5_f2_N256_bs2_L1,2,5,256,2,1,0.00499412204291616,0.004623443819582462,0.004972601416276312,601,0.0006368490285240114,0.17316453158855438,0.17316453158855438,0.0,0.0184760931879282,0.7077305142277088,0.30192066576943366
rank5_f2_N256_bs4_L3,2,5,256,4,3,0.006418656774258125,0.006292553152889013,0.006409676421753829,644,0.0011722438503056765,0.0006858633714728057,1.0679652772184152,0.13333333333333333,0.017331264913082123,0.7789909963354249,0.2321315895305304
rank5_f2_N512_bs4_L1,2,5,512,4,1,0.009928746063565086,0.009936552494764328,0.009863126893151275,730,0.0013102752855047584,2.6260368824005127,2.6260368824005127,0.4,0.0184760931879282,0.7996818898106455,0.210812903566552
rank5_f2_N512_bs16_L4,2,5,512,16,4,0.010033450904302299,0.01002674549818039,0.010029212855442893,4009,0.00044753128895536065,0.00033530176733620465,0.3573364128897083,0.1,0.01708667352795601,0.9382009553804523,0.06580892107878945
rank5_f2_N256_bs4_L1,2,5,256,4,1,0.053737447582534514,0.05356748402118683,0.05373102736120927,968,0.0035645165480673313,2.6815860271453857,2.6815860271453857,0.0,0.0184760931879282,0.8461575739056,0.16134387201447492
rank5_f2_N128_bs2_L1,2,5,128,2,1,0.2967270162262139,0.2984168827533722,0.29671125781169394,601,0.0036021179985255003,1.2491446733474731,1.2491446733474731,1.2,0.0184760931879282,0.8774460633400407,0.1280223102378655
rank5_f2_N128_bs1_L2,2,5,128,1,2,0.4094831274203936,0.41113442182540894,0.40947965710131484,691,0.013607009314000607,0.012058612890541553,0.4602220938540995,0.1,0.015865826234221458,0.918829047451121,0.08818176253004635
rank5_f3_N768_bs4_L4,3,5,768,4,4,0.0004849132388559478,0.0005259740282781422,0.0004794674072149026,779,0.00010230689804302529,0.00018183275824412704,1.5525978550867876,0.75,0.01708667352795601,0.817528271642002,0.19511557264255983
rank5_f3_N768_bs4_L3,3,5,768,4,3,0.0009914158024078763,0.0010721753351390362,0.0009744118219501274,583,9.746942669153214e-05,0.0009723310358822346,1.140379437400649,0.4666666666666666,0.017331264913082123,0.6572664946400814,0.3572866509229766
rank5_f3_N768_bs8_L3,3,5,768,8,3,0.0015269660407284391,0.0015991920372471213,0.0015230034655360214,706,0.0004721515579149127,0.00024272936570923775,0.10794459141228192,0.20000000000000004,0.017331264913082123,0.5756459199320191,0.43950534982260586
rank5_f3_N384_bs2_L2,3,5,384,2,2,0.0020602703816840298,0.001954760868102312,0.0020092364077552993,701,0.00011248281225562096,0.0008597145788371563,1.5795959120150656,0.2,0.015865826234221458,0.938875430470487,0.06284439205878296
rank5_f3_N768_bs1_L3,3,5,768,1,3,0.0026731321678958517,0.0027908487245440483,0.0026690693668780623,802,0.0012782124103978276,0.00011188004282303154,0.0016690099049204339,0.5333333333333333,0.017331264913082123,0.6957267617385737,0.31749080375255895
rank5_f3_N768_bs2_L2,3,5,768,2,2,0.0026797657129016272,0.002855949103832245,0.0025853380963263652,458,6.545068754348904e-05,0.0015452351653948426,1.6425519211334176,0.1,0.015865826234221458,0.9932339993440811,0.0028087639218109654
rank5_f3_N768_bs2_L1,3,5,768,2,1,0.00310229850870695,0.0032084090635180473,0.003070329410500191,708,0.0006177379982545972,0.015367734245955944,0.015367734245955944,0.2,0.0184760931879282,0.5876462822992333,0.4290241960756212
rank5_f3_N768_bs8_L2,3,5,768,8,2,0.003206682320372541,0.0033852579072117805,0.003187278312301108,732,0.00012072693061782047,0.009035998024046421,1.4831128981895745,0.1,0.015865826234221458,0.8946567688968668,0.11239006168104013
rank5_f3_N768_bs4_L2,3,5,768,4,2,0.0033868378090033957,0.0035975275095552206,0.0032763287478682437,541,0.00010684531298466027,0.00824595708400011,2.028394228313118,0.0,0.015865826234221458,0.8298910411396109,0.1788335112220762
rank5_f3_N768_bs2_L3,3,5,768,2,3,0.003606046713737432,0.003781470935791731,0.003558270249875907,562,0.0005351376603357494,0.00011703694326570258,0.019933553245209623,0.26666666666666666,0.017331264913082123,0.62558120103468,0.3890593120135883
rank5_f3_N768_bs1_L2,3,5,768,1,2,0.004600017894381765,0.004850808065384626,0.0044802730210688445,519,0.00014034021296538413,0.000772957515437156,1.2537201665400062,0.2,0.015865826234221458,0.9556530567422582,0.040993932158994585
rank5_f3_N768_bs1_L1,3,5,768,1,1,0.008360823004572157,0.00856728758662939,0.008272688420730848,681,0.0006354434881359339,0.03320927917957306,0.03320927917957306,0.0,0.0184760931879282,0.586888401442996,0.4272988389307549
rank5_f4_N1024_bs4_L3,4,5,1024,4,3,0.00141923283931078,0.0015903136227279902,0.0014153061339143846,739,0.000268103729467839,0.00012358433741610497,0.5966720560051423,0.4666666666666666,0.017331264913082123,0.588839783962551,0.4249593478218903
rank5_f4_N1024_bs2_L3,4,5,1024,2,3,0.0055956786922669866,0.0059412503615021706,0.005503486960145576,612,0.0013149022124707699,4.054631426697597e-05,0.0008841000344546046,0.6,0.017331264913082123,0.6253354829214106,0.38823128783951916
rank5_f5_N1280_bs4_L3,5,5,1280,4,3,0.002844931493849856,0.003262016922235489,0.0028048788565115503,713,0.0007988938596099615,6.243507232284173e-05,0.0015132175297670376,0.6,0.017331264913082123,0.5576747178375916,0.45627091728321295
rank10_f1_N256_bs2_L2,1,10,256,2,2,1.820300595706259e-05,1.6420257452409714e-05,1.8202707361095194e-05,1540,1.203063948196359e-05,0.26745861768722534,1.6974426209926605,1.35,0.015865826234221458,0.8697904907626569,0.1367030637119164
rank10_f1_N128_bs1_L2,1,10,128,1,2,5.2777525762215394e-05,3.870451473630965e-05,5.277423088578814e-05,835,2.1804036805406213e-05,0.11671402305364609,1.3976006619632244,0.5,0.015865826234221458,0.8966788570141936,0.1059001719304806
rank10_f1_N256_bs1_L2,1,10,256,1,2,4.4860794968997614e-05,3.940178794437088e-05,4.4827219215740066e-05,556,2.2280953999143094e-05,0.09571880847215652,1.520268652588129,0.95,0.015865826234221458,0.9288128173659388,0.07394893135332496
rank10_f1_N256_bs4_L2,1,10,256,4,2,5.634074152993662e-05,5.140923894941807e-05,5.633519204906179e-05,1016,5.56523009436205e-05,0.3980964124202728,0.8445047587156296,0.8500000000000001,0.015865826234221458,0.8700106761299077,0.1328563658976616
rank10_f1_N256_bs2_L1,1,10,256,2,1,0.00012883545748465508,0.00011708173406077549,0.00012878848641373342,573,7.236247620312497e-05,2.168994903564453,2.168994903564453,0.1,0.0184760931879282,0.8723359020730589,0.13111582149963627
rank10_f1_N128_bs2_L2,1,10,128,2,2,0.00016588803870831725,0.00013120837684255093,0.00016586299904375323,622,8.36079052533023e-05,0.1039927750825882,1.177083171904087,0.35,0.015865826234221458,0.8790767785117476,0.12397410979292844
rank10_f1_N256_bs8_L2,1,10,256,8,2,0.00023472665333201803,0.0002225452772108838,0.0002347183432220845,1625,0.00011153230298077688,0.2755291759967804,1.4925594478845596,1.4000000000000001,0.015865826234221458,0.8933928158941082,0.1084783024455156
rank10_f1_N256_bs1_L1,1,10,256,1,1,0.00035494645670398894,0.0003227384004276246,0.00032786515276516173,487,0.0002136968105332926,1.916479468345642,1.916479468345642,0.6,0.0184760931879282,0.9404930301458294,0.06060180317395599
rank10_f1_N128_bs4_L2,1,10,128,4,2,0.0003991003910641666,0.00032755531719885767,0.00039904945367652545,814,8.332324796356261e-05,0.5972996950149536,1.7918971180915833,0.9500000000000001,0.015865826234221458,0.8981681177466099,0.10385117214228179
rank10_f1_N64_bs1_L2,1,10,64,1,2,0.0008132519967485319,0.0004565752169582993,0.0008064905519256094,500,8.831251761876047e-05,0.32669225335121155,1.584523394703865,0.9,0.015865826234221458,0.9058533948809998,0.09757256704854869
rank10_f1_N256_bs4_L1,1,10,256,4,1,0.0005380786246860225,0.0005023793200962245,0.000537879243381667,652,0.00017746932280715555,1.4970649480819702,1.4970649480819702,0.6,0.0184760931879282,0.8463039738014742,0.15476467275751968
rank10_f1_N16_bs16_L2,1,10,16,16,2,0.00022130727302283049,0.0005179004510864615,0.00022130727302283049,10000,0.000396223011193797,0.5446835160255432,0.755185455083847,1.5,0.015865826234221458,0.8859448972607014,0.11635530445780708
rank10_f1_N128_bs2_L1,1,10,128,2,1,0.001009716835756791,0.0008050678297877312,0.0009867841206308015,573,0.00019998932839371264,1.5737746953964233,1.5737746953964233,0.4,0.0184760931879282,0.856253510784724,0.1454957847482435
rank10_f1_N64_bs2_L2,1,10,64,2,2,0.001566146467098406,0.0010852182749658823,0.0015555379603142683,499,0.0004033173026982695,0.23948204517364502,1.4265181422233582,1.5499999999999998,0.015865826234221458,0.9076613198933629,0.09394468295126884
rank10_f1_N128_bs1_L1,1,10,128,1,1,0.0016308007027705396,0.001299598952755332,0.0015181364156411793,438,3.285360071458854e-05,2.865241289138794,2.865241289138794,0.0,0.0184760931879282,0.9243475699543195,0.07573717236162614
rank10_f1_N256_bs16_L2,1,10,256,16,2,0.0013810290329274721,0.0013202469563111663,0.0013809203046548646,812,0.0005001326208002865,0.6747771501541138,0.9225926399230957,0.7000000000000001,0.015865826234221458,0.9209567580344289,0.08070140061512894
rank10_f1_N128_bs8_L2,1,10,128,8,2,0.001890536765131401,0.001653072307817638,0.0018895584871643223,631,0.0005592138622887433,0.8449456095695496,1.4742561280727386,0.75,0.015865826234221458,0.9172134309167811,0.08453940717953608
rank10_f1_N256_bs8_L1,1,10,256,8,1,0.0018265774372139276,0.0017230298835784197,0.0018246969880237884,520,0.0005605265032500029,1.930572271347046,1.930572271347046,0.6,0.0184760931879282,0.8759599203658609,0.12506656962396903
rank10_f1_N64_bs1_L1,1,10,64,1,1,0.0032268253811640335,0.002112393034622073,0.003121391865879064,445,0.00015284774417523295,1.7207587957382202,1.7207587957382202,0.5,0.0184760931879282,0.9059529134877427,0.09475288697887232
rank10_f1_N64_bs4_L2,1,10,64,4,2,0.0033501036577945342,0.002550802193582058,0.003345732939123991,567,0.0024398399982601404,0.6664003133773804,1.3661077618598938,1.2,0.015865826234221458,0.9238369193782804,0.07753479397294778
rank10_f1_N256_bs16_L1,1,10,256,16,1,0.002672991147846915,0.0025553202722221613,0.0026722089296526974,706,0.0008865411509759724,1.369969367980957,1.369969367980957,0.2,0.0184760931879282,0.8764751465616364,0.12452685387417259
rank10_f1_N128_bs4_L1,1,10,128,4,1,0.0031026244938630043,0.0026414766907691956,0.003077740730759615,456,0.0015733432956039906,1.9815925359725952,1.9815925359725952,0.3,0.0184760931879282,0.8834277162673607,0.11766816667123062
rank10_f1_N32_bs1_L1,1,10,32,1,1,0.005310475728571351,0.002672548172995448,0.005308986602058252,555,0.0002290405536768958,2.375338315963745,2.375338315963745,0.3,0.0184760931879282,0.9038652536393068,0.09642912541916551
rank10_f1_N128_bs16_L2,1,10,128,16,2,0.0032505378912901506,0.0029193030204623938,0.0032501807727385312,858,0.0010070278076454997,0.6501465439796448,1.2562213242053986,1.3499999999999999,0.015865826234221458,0.9261593560831592,0.07507979857044694
rank10_f1_N128_bs8_L1,1,10,128,8,1,0.0033936731560970657,0.002971773501485586,0.003368197074451018,526,0.0007198087405413389,1.2998082637786865,1.2998082637786865,0.2,0.0184760931879282,0.8750758148930105,0.12595893860433077
rank10_f1_N64_bs2_L1,1,10,64,2,1,0.004978602088300477,0.0035161515697836876,0.004924866967758845,512,0.0011972973588854074,2.1477084159851074,2.1477084159851074,0.5,0.0184760931879282,0.8958172680771456,0.10519087041411537
rank10_f1_N32_bs2_L1,1,10,32,2,1,0.006368358861323031,0.003732777666300535,0.006363699269513745,593,0.0019530784338712692,2.6398422718048096,2.6398422718048096,0.1,0.0184760931879282,0.8930173290368902,0.10792623501401366
rank10_f1_N64_bs4_L1,1,10,64,4,1,0.005230551878867118,0.003937923349440098,0.005228200690908125,552,0.0015298048965632915,2.300476551055908,2.300476551055908,0.3,0.0184760931879282,0.8801746493129774,0.12075322408639542
rank10_f1_N128_bs16_L1,1,10,128,16,1,0.004721754448837601,0.0042624324560165405,0.004720898112282157,759,0.0010778403375297785,1.5235023498535156,1.5235023498535156,0.2,0.0184760931879282,0.8798879963110572,0.1210313408612109
rank10_f1_N64_bs8_L1,1,10,64,8,1,0.006069564318750054,0.0049745673313736916,0.0060689899837598205,685,0.0008739728946238756,0.9457331895828247,0.9457331895828247,0.6,0.0184760931879282,0.8761205161357754,0.12490603277377298
rank10_f1_N64_bs8_L2,1,10,64,8,2,0.006058634113287553,0.0050477394834160805,0.005873301313840784,597,0.008066677488386631,0.40391436219215393,1.5731391459703445,1.5,0.015865826234221458,0.9295577822567531,0.07163341790747803
rank10_f1_N32_bs1_L2,1,10,32,1,2,0.008225481305839555,0.005971913691610098,0.00810513132091728,923,0.0021545677445828915,0.1867620199918747,1.060473345220089,1.6,0.015865826234221458,0.9306378517128311,0.07038113562322891
rank10_f1_N32_bs4_L2,1,10,32,4,2,0.008713772520422935,0.006780658848583698,0.008712574403034523,835,0.0012344856513664126,0.20992758870124817,0.9298011809587479,1.5,0.015865826234221458,0.9327440305331024,0.06826791313461322
rank10_f1_N64_bs16_L2,1,10,64,16,2,0.008380442624911666,0.007400276605039835,0.008379612467251718,1146,0.006469469051808119,0.4305364489555359,1.4310848414897919,1.15,0.015865826234221458,0.9275120264890203,0.07368345926557276
rank10_f1_N32_bs2_L2,1,10,32,2,2,0.011099511619249824,0.008098860271275043,0.011099113304226194,772,0.0036599594168365,0.040783289819955826,1.0249969381839037,1.7,0.015865826234221458,0.9234083695426204,0.07820870478821336
rank10_f1_N32_bs4_L1,1,10,32,4,1,0.021769425831735134,0.020766427740454674,0.021767455618828535,940,0.0026774497237056494,1.2575680017471313,1.2575680017471313,0.6,0.0184760931879282,0.8951868863282324,0.10568198736551693
rank10_f2_N512_bs2_L3,2,10,512,2,3,1.9263328795687124e-05,1.9382012396818027e-05,1.926228257591832e-05,1042,4.098236331628868e-06,0.0005221911706030369,0.9113517293396095,0.13333333333333333,0.017331264913082123,0.6999983388216605,0.30780238275502075
rank10_f2_N512_bs4_L4,2,10,512,4,4,7.835201127459612e-05,7.872968126321211e-05,7.834023922903555e-05,861,2.3983406208571978e-05,0.00016343037714250386,0.8717800974918646,0.47500000000000003,0.01708667352795601,0.8091326214734245,0.19296076069637924
rank10_f2_N512_bs2_L2,2,10,512,2,2,0.00032378085289888614,0.0003250280860811472,0.00032188411924433113,670,4.595302016241476e-05,0.0664687529206276,1.6753953881561756,0.35,0.015865826234221458,0.8581710006871244,0.1468780753693269
rank10_f2_N512_bs1_L2,2,10,512,1,2,0.0005312705489378196,0.0005330360145308077,0.0005168161160518546,541,1.815648647607304e-05,0.003976906184107065,1.4651132051367313,0.30000000000000004,0.015865826234221458,0.9172758556535344,0.08276202501830905
