architecture,affine_depth,width,rank_ratio,grid_size,target_kind,powerlaw_alpha,powerlaw_max_frequency,optimizer,learning_rate,steps,record_every,seed,bias_scale,tag,rank,stable,elapsed_seconds,final_loss,final_parameter_displacement,final_feature_displacement,t50_1,final_relative_error_1,t50_4,final_relative_error_4,t50_8,final_relative_error_8,t50_16,final_relative_error_16,t50_2,final_relative_error_2,t50_3,final_relative_error_3,t50_5,final_relative_error_5,t50_6,final_relative_error_6,t50_7,final_relative_error_7,t50_9,final_relative_error_9,t50_10,final_relative_error_10,t50_11,final_relative_error_11,t50_12,final_relative_error_12,t50_13,final_relative_error_13,t50_14,final_relative_error_14,t50_15,final_relative_error_15,t50_17,final_relative_error_17,t50_18,final_relative_error_18,t50_19,final_relative_error_19,t50_20,final_relative_error_20,t50_21,final_relative_error_21,t50_22,final_relative_error_22,t50_23,final_relative_error_23,t50_24,final_relative_error_24
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.01,1500,12,6,0.1,powerlaw_fc_d5_muon_p1_3_s6,128,True,10.027056302991696,0.0024838256649672985,0.5998554825782776,9.06588077545166,12.0,0.04003477096557617,60.0,0.0670908536319164,168.0,0.05042914541182342,552.0,0.09812527894973755,12.0,0.0919321185166817,24.0,0.09046502533917357,84.0,0.04186374137313999,108.0,0.0403109997193087,144.0,0.053140556042395294,204.0,0.06771195224358584,228.0,0.051667496014713654,264.0,0.03332538517592579,312.0,0.028860534926145497,372.0,0.009031943124711742,420.0,0.03454727064659775,480.0,0.0828592805266019,612.0,0.12124287954797183,672.0,0.18965736070770833,720.0,0.256744450796184,816.0,0.35848222368070387,1056.0,0.4323401211441944,1392.0,0.47310217783127584,,0.5180523969536286,,0.683053795754218
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.01,1500,12,7,0.1,powerlaw_fc_d5_muon_p1_3_s7,128,True,10.440573090105318,0.002840996254235506,0.5757346153259277,8.645580291748047,12.0,0.04169619083404541,48.0,0.07778750513143246,132.0,0.08171624794667963,372.0,0.06758153438568115,24.0,0.10069817000052103,24.0,0.1050001602851106,72.0,0.06444753016185337,96.0,0.06442053818239346,108.0,0.06066209337002258,156.0,0.062124487607999955,192.0,0.06075778251724433,216.0,0.056407151564051024,252.0,0.059031319326767556,264.0,0.05654971271664828,276.0,0.0409448990507521,336.0,0.050734956302808616,420.0,0.10344551098521927,432.0,0.12662341374271363,480.0,0.1657021001089998,492.0,0.24066002470183226,528.0,0.31201151941937516,576.0,0.3004694296612795,588.0,0.23314765611848737,588.0,0.26114922952321257
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p2_3,0.01,1500,12,0,0.1,powerlaw_fc_d5_muon_p2_3_s0,128,True,10.10320438502822,0.0033068833872675896,0.3204662799835205,8.605323791503906,12.0,0.04933977127075195,72.0,0.09031182840638752,192.0,0.04523266593986129,720.0,0.1615133285522461,12.0,0.09577691447877563,24.0,0.10331652618067234,108.0,0.0731864920010509,144.0,0.06066744863011413,180.0,0.054601033711957125,240.0,0.05821563130995659,300.0,0.05479517173375755,372.0,0.03661916032692015,408.0,0.01123914835303576,444.0,0.03220274023621562,516.0,0.05119365440552123,600.0,0.08703236681500626,804.0,0.22698174893230794,912.0,0.2935333971148459,1020.0,0.3250155000955896,1152.0,0.4105143653975928,,0.5198801489627647,,0.5689049122452471,,0.613369399688962,,0.7420527150389743
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p2_3,0.01,1500,12,1,0.1,powerlaw_fc_d5_muon_p2_3_s1,128,True,10.392250341014005,0.0031780418939888477,0.33696678280830383,8.813691139221191,12.0,0.04662454128265381,72.0,0.08284888594056351,216.0,0.052819431740821605,744.0,0.19727939367294312,12.0,0.09104630281780836,36.0,0.09758265293395714,108.0,0.07053443679801617,144.0,0.07228880064721488,180.0,0.047801957051735705,252.0,0.06439397738384413,324.0,0.01108078108272991,384.0,0.009110436247748214,432.0,0.008476823424794711,492.0,0.03146634092051584,564.0,0.05120747544581657,684.0,0.12276051766129903,804.0,0.2544266377656062,864.0,0.3124099356229923,972.0,0.3624869064637741,1188.0,0.4220505189730942,1440.0,0.4845246113311023,,0.5634520588587809,,0.6125996163516324,,0.7622156432847523
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p2_3,0.01,1500,12,2,0.1,powerlaw_fc_d5_muon_p2_3_s2,128,True,10.292652892996557,0.004375757649540901,0.32405224442481995,7.744113922119141,12.0,0.06281906366348267,60.0,0.1330743923088709,216.0,0.10728323970584576,576.0,0.16040492057800293,12.0,0.12063565071719687,24.0,0.13778101839200338,108.0,0.11840472075871626,132.0,0.09603452249958866,168.0,0.09805162813251263,228.0,0.08593154955623865,252.0,0.09102090858538456,288.0,0.09888741805059753,348.0,0.12397782172017666,384.0,0.11515598972520473,432.0,0.12590666731941444,516.0,0.14591118053137772,612.0,0.1941470927330102,636.0,0.19976208456530636,672.0,0.24924440628222547,732.0,0.29753530342048173,780.0,0.34874499138902704,816.0,0.3654448432423328,804.0,0.32493932324340075,828.0,0.3556489487632508
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p2_3,0.01,1500,12,3,0.1,powerlaw_fc_d5_muon_p2_3_s3,128,True,10.173727173940279,0.003106821561232209,0.31776168942451477,8.436958312988281,12.0,0.037093162536621094,72.0,0.10010810469947164,240.0,0.06874668793522441,840.0,0.22550946474075317,24.0,0.08936065161072611,36.0,0.10800305270526542,108.0,0.08858175935615707,144.0,0.07860164852564563,180.0,0.07697019697729639,288.0,0.06883226817389486,336.0,0.039276566033715904,384.0,0.015007529605360462,432.0,0.041314166609308256,516.0,0.07172663777430598,612.0,0.12996278955382579,756.0,0.1661976749481593,900.0,0.2842970054998134,984.0,0.35925008196732083,1104.0,0.41784829744269775,1356.0,0.47756947668793226,1500.0,0.4973334722743598,,0.5020507039278328,,0.5555315105099693,,0.7011595569653262
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p2_3,0.01,1500,12,4,0.1,powerlaw_fc_d5_muon_p2_3_s4,128,True,9.931630834005773,0.0034301760606467724,0.30912819504737854,7.696459770202637,12.0,0.05463266372680664,48.0,0.08889839169472617,180.0,0.05312617429342108,732.0,0.1733090877532959,12.0,0.09937177956512118,24.0,0.10777772195896007,84.0,0.07307184888208254,120.0,0.06646878434683183,144.0,0.06729427791871409,228.0,0.08008420756103346,276.0,0.0587715258599493,324.0,0.04706049322808751,372.0,0.014345183048703428,456.0,0.019949434489752105,564.0,0.08755166636375904,660.0,0.13672016348759047,792.0,0.23236862292952604,840.0,0.30684632936178624,972.0,0.41412317533941584,1332.0,0.49566472033024916,,0.5535516190564079,,0.5845575709718157,,0.645024710604872,,0.7814695136626534
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p2_3,0.01,1500,12,5,0.1,powerlaw_fc_d5_muon_p2_3_s5,128,True,10.184453368070535,0.003259186865761876,0.32766780257225037,8.27784252166748,12.0,0.04252779483795166,72.0,0.09194215280048591,240.0,0.05573508987314458,780.0,0.20019793510437012,12.0,0.0889746976633495,36.0,0.10670672433343982,120.0,0.07246175586024511,156.0,0.06061924292919493,204.0,0.053002872767668366,288.0,0.07194315996254586,336.0,0.03414925268140702,396.0,0.02233613453960797,456.0,0.007528020647387457,516.0,0.02859872400483378,612.0,0.09472932603480062,720.0,0.15398671695677296,852.0,0.24886249670771404,948.0,0.3174847417511743,1116.0,0.4016683696781652,1248.0,0.44255955156184495,,0.5003554490766228,,0.5212377509574517,,0.6075158564857118,,0.7522430682158604
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p2_3,0.01,1500,12,6,0.1,powerlaw_fc_d5_muon_p2_3_s6,128,True,9.83785190002527,0.004700624383985996,0.3220027983188629,8.21013069152832,12.0,0.07069289684295654,60.0,0.13530421347618826,204.0,0.09419676037357252,504.0,0.19738858938217163,12.0,0.1301528001483105,24.0,0.14231463770781116,108.0,0.11837709054151106,132.0,0.09926395463751113,180.0,0.10838890197222319,228.0,0.0895996957336127,240.0,0.10568315133411872,300.0,0.10895001457122981,336.0,0.1146770237652542,396.0,0.12357657980245607,444.0,0.1473685234609464,468.0,0.15433460702788088,576.0,0.22398241855642045,624.0,0.23721061106074082,672.0,0.277019086921548,768.0,0.3331972536845497,780.0,0.344159859614621,864.0,0.3536716249650107,852.0,0.3158628224548631,828.0,0.34173267040522665
fc,5,128,0.25,128,powerlaw,1.25,24,muon_p2_3,0.01,1500,12,7,0.1,powerlaw_fc_d5_muon_p2_3_s7,128,True,10.402292466023937,0.0031935214065015316,0.32292693853378296,8.512588500976562,12.0,0.044981956481933594,60.0,0.09078909931892487,228.0,0.056595572903051075,732.0,0.18012434244155884,12.0,0.08412670496714705,36.0,0.100471593134108,108.0,0.08054303733193574,144.0,0.07233154909897342,168.0,0.07659871511652667,264.0,0.06380524822660419,312.0,0.054438436644967364,372.0,0.017973016807985593,432.0,0.02459278210694501,480.0,0.047511257129633354,540.0,0.07796813684627062,672.0,0.11493389831380886,768.0,0.21757862187816487,828.0,0.27085874759849704,948.0,0.3534507367410082,1224.0,0.4401129112310653,1500.0,0.4998193810387151,,0.5539976478026037,,0.6075840627606952,,0.7254885675541742
fc,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.3,1500,12,0,0.1,powerlaw_fc_d5_mup_gd_s0,128,True,2.1268163069617003,0.000319463899359107,0.14529187977313995,5.854155540466309,12.0,0.0067234039306640625,96.0,0.01669814279726,300.0,0.017655909005183105,792.0,0.14745908975601196,24.0,0.011906109217465604,60.0,0.014139912421714144,144.0,0.021021644627126218,192.0,0.01848822993787242,252.0,0.01801062183790065,360.0,0.014584633562136504,432.0,0.004719502908404757,504.0,0.01861575341031618,552.0,0.03727160391989718,588.0,0.04559181870348432,636.0,0.07507893412351017,696.0,0.09825920334397924,828.0,0.1741265881927948,888.0,0.2028949495037969,900.0,0.2562539842672728,984.0,0.3134059096123222,1092.0,0.3500328274438567,1104.0,0.38053253232829326,1272.0,0.43461970435718017,,0.5521056301121395
fc,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.3,1500,12,1,0.1,powerlaw_fc_d5_mup_gd_s1,128,True,2.1152115929871798,0.0002004403795581311,0.14459994435310364,6.172012805938721,24.0,0.005342245101928711,60.0,0.014412216256268338,228.0,0.03064251026956051,540.0,0.0944364070892334,24.0,0.00925451590984946,48.0,0.008860296967479843,108.0,0.010557911043760457,144.0,0.010982104930174066,192.0,0.016979253779672146,264.0,0.019975242984675262,312.0,0.029460886521421464,348.0,0.02541808268830095,384.0,0.03874520442604408,420.0,0.05670659299044745,456.0,0.0718315949551406,492.0,0.08467439023694535,624.0,0.1366949476736023,684.0,0.16707241892981645,744.0,0.20265348486970058,804.0,0.22799057714669918,852.0,0.2677906791564357,924.0,0.2853910591132178,924.0,0.2956747032478848,936.0,0.39910656526624677
fc,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.3,1500,12,2,0.1,powerlaw_fc_d5_mup_gd_s2,128,True,2.184928271919489,0.00046405859757214785,0.14771996438503265,6.480658531188965,12.0,0.00920093059539795,108.0,0.02404433849270883,312.0,0.02772909385015563,804.0,0.16115736961364746,24.0,0.01742960992441168,60.0,0.021489342403036373,156.0,0.0323668569183474,204.0,0.02679535256086191,252.0,0.02420458771646637,372.0,0.01736904721683573,420.0,0.0103502856650717,492.0,0.009213688062908728,552.0,0.020223898984745935,600.0,0.05068868040078401,672.0,0.08191268192326119,732.0,0.1379080593460092,852.0,0.20029942351561975,900.0,0.23846354985891194,960.0,0.29307296227596863,1032.0,0.33295398012373484,1044.0,0.3591794778738482,1068.0,0.37594315241312715,1164.0,0.4107570776316338,1368.0,0.5356411697894495
fc,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.3,1500,12,3,0.1,powerlaw_fc_d5_mup_gd_s3,128,True,2.0608960379613563,0.0014545208541676402,0.15172459185123444,6.628408432006836,24.0,0.01591777801513672,108.0,0.0428566686192434,324.0,0.025068954269001305,792.0,0.1863236427307129,36.0,0.03722121493425538,48.0,0.04373284054967699,168.0,0.04601050219724318,204.0,0.04533544704269283,264.0,0.05178628876097772,384.0,0.026144932766294645,432.0,0.007071833889930034,480.0,0.012336565418548339,528.0,0.0392699629598518,576.0,0.06582027018588427,612.0,0.09536912922861837,696.0,0.14095345834685988,840.0,0.2496871068104142,888.0,0.2924875664826735,960.0,0.34849287231046594,972.0,0.40093263284977154,984.0,0.43830335472551774,984.0,0.4664364945502839,1104.0,0.5608990722766117,1308.0,0.7271896807398585
fc,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.3,1500,12,4,0.1,powerlaw_fc_d5_mup_gd_s4,128,True,2.015085819060914,0.0002251670230180025,0.14063607156276703,4.7865142822265625,12.0,0.004341602325439453,108.0,0.008632584691427232,288.0,0.012139555191604987,804.0,0.19169563055038452,24.0,0.005734461055090397,60.0,0.009053438530702338,156.0,0.014997588803395436,192.0,0.016630036598666152,240.0,0.006450486380698594,336.0,0.004273452938786327,408.0,0.019452165229912173,468.0,0.04077119733482348,528.0,0.056565195505289705,600.0,0.07828765405509366,672.0,0.1152346047742859,720.0,0.14855436428485141,864.0,0.240662882472467,948.0,0.27649976908280566,960.0,0.3219429541271892,1056.0,0.3366423949047557,1068.0,0.36785888999526034,1080.0,0.37287757531436716,1080.0,0.3613385822948465,1152.0,0.43443821861743237
fc,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.3,1500,12,5,0.1,powerlaw_fc_d5_mup_gd_s5,128,True,2.025163865997456,0.0003568890388123691,0.14676986634731293,5.596794128417969,12.0,0.009839415550231934,84.0,0.0275160929267904,204.0,0.02470042586092031,576.0,0.11564987897872925,24.0,0.017893292280193422,60.0,0.01629832958690543,108.0,0.020720483191299332,144.0,0.03192303921903323,180.0,0.03222867323847588,252.0,0.03048328609007746,312.0,0.027667075428708214,348.0,0.05499459546340708,396.0,0.06256093824561822,456.0,0.07620388676066847,492.0,0.09455520110378052,552.0,0.1194321108848845,624.0,0.12076405916319148,648.0,0.1253079074225702,720.0,0.17717464273389236,792.0,0.21438143819473968,828.0,0.23801135441393645,828.0,0.26103231229773693,864.0,0.27781094506252024,876.0,0.35165003412279605
fc,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.3,1500,12,6,0.1,powerlaw_fc_d5_mup_gd_s6,128,True,2.0615678970934823,0.00021213083527982235,0.14586977660655975,6.205289363861084,12.0,0.005214095115661621,120.0,0.0044108191697879995,288.0,0.014447542293255407,744.0,0.10939860343933105,24.0,0.007076333264050246,60.0,0.008281783682519321,156.0,0.01875942059345036,204.0,0.0038623823988945404,252.0,0.00650019827163512,336.0,0.01510356074196449,396.0,0.009172033057973766,468.0,0.0045287003787252075,540.0,0.05049490327292192,600.0,0.09452853266952539,624.0,0.09830766398571765,684.0,0.10455949418129327,804.0,0.1277855579277348,864.0,0.2070921529065664,948.0,0.26838870842758294,1056.0,0.31350430620476316,1080.0,0.339684419987928,1104.0,0.3748570102600353,1128.0,0.40135146045706904,,0.5009894175146303
fc,5,128,0.25,128,powerlaw,1.25,24,mup_gd,0.3,1500,12,7,0.1,powerlaw_fc_d5_mup_gd_s7,128,True,2.0552995699690655,0.0004537196073215455,0.14620399475097656,5.899702072143555,24.0,0.009940624237060547,96.0,0.022927362713473117,300.0,0.016585918806997883,708.0,0.16912764310836792,24.0,0.016949311678787472,48.0,0.020862181631335325,144.0,0.028536618058276366,192.0,0.02860051263258377,252.0,0.024390540728297196,336.0,0.0029162051716713215,396.0,0.003935546181741712,432.0,0.0033300608604131805,492.0,0.0196467228393481,552.0,0.048666800811087325,600.0,0.08659710663182847,648.0,0.11511485393638135,780.0,0.2225505224950456,828.0,0.26549161440573593,900.0,0.3312548727330368,924.0,0.36116457466367213,924.0,0.3841246445462935,936.0,0.3896305758708257,1020.0,0.41546321678667675,1236.0,0.550988936006359
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p0,0.003,1500,12,0,0.1,powerlaw_mmnn_d5_muon_p0_s0,32,True,8.509707573917694,0.0002565834438428283,0.45434245467185974,12.753722190856934,72.0,0.013538599014282227,132.0,0.005421534825621447,192.0,0.008816374254808475,300.0,0.03997969627380371,84.0,0.01211014982683036,108.0,0.007503958840763523,156.0,0.00849500337532696,168.0,0.006728179209436075,180.0,0.004121179873103458,204.0,0.0028050018288494007,216.0,0.006769686293340486,228.0,0.011696556906337727,240.0,0.02592618630272787,252.0,0.028899334564651786,276.0,0.03219123725201878,288.0,0.04273848830198317,312.0,0.05138834135561739,324.0,0.06187597300820876,360.0,0.050568074898809184,360.0,0.07697906573294236,384.0,0.11035866660044069,408.0,0.13679694379488308,396.0,0.17557536799104617,408.0,0.13029832688892978
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p0,0.003,1500,12,1,0.1,powerlaw_mmnn_d5_muon_p0_s1,32,True,8.526192273944616,0.00025328766787424684,0.4647979140281677,12.84228229522705,72.0,0.013377606868743896,132.0,0.00793964043675332,180.0,0.008704603684171738,276.0,0.0418705940246582,84.0,0.011737947039378659,120.0,0.008000980810681952,144.0,0.007503769333090364,156.0,0.006813606148220323,168.0,0.009722844689350365,192.0,0.003831125739722332,204.0,0.007589348921678658,216.0,0.006650594271878701,240.0,0.023244734260940144,252.0,0.028962969470553917,252.0,0.0299532375592321,264.0,0.03086216899761482,288.0,0.05578407580249451,312.0,0.02976460806697475,336.0,0.06424971187160561,336.0,0.04445847985925447,360.0,0.08416049741014932,360.0,0.10784602150286644,336.0,0.11806950358119538,372.0,0.09643556263462215
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p0,0.003,1500,12,2,0.1,powerlaw_mmnn_d5_muon_p0_s2,32,True,8.552391450037248,2.1544121409533545e-05,0.46829211711883545,15.698744773864746,72.0,0.001231551170349121,132.0,0.001294684006828747,180.0,0.0011371208490517054,300.0,0.019126176834106445,84.0,0.0011153177619316256,108.0,0.0005810687839096415,156.0,0.0004969467917503872,156.0,0.0008680731171419897,180.0,0.0002300527376752006,192.0,7.680141386296626e-05,204.0,0.0006132395080338237,228.0,0.002591734318274361,240.0,0.004201332767692824,264.0,0.0011385480121091078,276.0,0.006059281859743901,288.0,0.01411483884777356,312.0,0.02084613339036811,324.0,0.035775095602664925,360.0,0.057981966358728786,384.0,0.04266575539361209,396.0,0.04353186564865294,408.0,0.07455523424142194,420.0,0.14514617510506436,420.0,0.13910325113890298
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p0,0.003,1500,12,3,0.1,powerlaw_mmnn_d5_muon_p0_s3,32,True,8.365063367062248,0.000481472525279969,0.482554167509079,16.46535873413086,84.0,0.015186548233032227,156.0,0.016531915626733035,228.0,0.0017472615720258303,372.0,0.05359911918640137,108.0,0.005309238331433426,132.0,0.01517772818276541,180.0,0.014076655837999493,192.0,0.013523392566858633,204.0,0.010755739733989885,240.0,0.005625419831298552,240.0,0.00688117842972561,264.0,0.004486087871673872,276.0,0.007231237122717703,312.0,0.001586350155075687,336.0,0.01037184996591253,348.0,0.031113780340334872,408.0,0.08267112313473804,408.0,0.062056769666623136,420.0,0.07080340276967168,432.0,0.10046559969183526,432.0,0.12279289955219574,468.0,0.15018839273931933,492.0,0.25484569525611556,588.0,0.313495626226443
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p0,0.003,1500,12,4,0.1,powerlaw_mmnn_d5_muon_p0_s4,32,True,8.581400901079178,4.2953928641509265e-05,0.45113080739974976,13.83035945892334,72.0,0.0030069351196289062,132.0,0.0012631239356003898,180.0,0.0022324360669870895,288.0,0.03200739622116089,72.0,0.0015542502024572507,108.0,0.002935149854128338,144.0,0.0009139768803732787,156.0,0.000627213152880088,168.0,0.008579301532653487,192.0,0.003465445689443601,204.0,0.0007754106184694314,216.0,0.008903833195523179,216.0,0.010198989166857159,240.0,0.017848654973373304,264.0,0.010492002221326745,288.0,0.034549902724351815,336.0,0.05291957641182045,348.0,0.05831825664016695,348.0,0.06073960296493887,348.0,0.08700488282166827,348.0,0.07029122321602291,372.0,0.0867399769019517,396.0,0.1851160842522355,468.0,0.22253937745098606
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p0,0.003,1500,12,5,0.1,powerlaw_mmnn_d5_muon_p0_s5,32,True,8.264208994922228,0.0007244800217449665,0.46583449840545654,16.74066925048828,72.0,0.021427273750305176,144.0,0.009491537464079254,216.0,0.006131110139232484,312.0,0.04395991563796997,96.0,0.014115155088905765,120.0,0.008170942135250582,168.0,0.01339191666484156,180.0,0.010260517286643884,204.0,0.01220332285163644,228.0,0.009544373306318441,240.0,0.0007828301783477048,264.0,0.009131373535277163,276.0,0.0353536185510474,288.0,0.05162380086049318,300.0,0.060806238372681606,300.0,0.053958066811454604,324.0,0.05429926324096197,348.0,0.06427922881906449,360.0,0.10504990673941433,384.0,0.08206795787491086,408.0,0.09503961389829596,408.0,0.1998617021147595,408.0,0.21083069429026036,444.0,0.2942241930978972
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p0,0.003,1500,12,6,0.1,powerlaw_mmnn_d5_muon_p0_s6,32,True,8.591222896007821,4.202306081424467e-05,0.4517047107219696,17.973928451538086,72.0,0.00373917818069458,132.0,0.005126001123863058,192.0,0.0034391572592068495,312.0,0.03449094295501709,84.0,0.002797779266969445,108.0,0.0037422885386038944,156.0,0.0058885157482475884,168.0,0.006936953972197907,180.0,0.00824370385254274,192.0,0.000314546252069745,204.0,0.0003698514455983233,216.0,0.0025459459539536526,240.0,0.0025894496100177084,264.0,0.009763159689629708,288.0,0.014862073925804443,300.0,0.02812853492535299,324.0,0.03729004833426388,324.0,0.0385595575076564,360.0,0.07082010138906515,372.0,0.09599670849663268,396.0,0.06479154362686715,444.0,0.1535872628769269,444.0,0.19951820979927584,444.0,0.15906680506046086
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p0,0.003,1500,12,7,0.1,powerlaw_mmnn_d5_muon_p0_s7,32,True,8.561375071993098,0.00013960470096208155,0.4681086242198944,9.625182151794434,72.0,0.009386181831359863,120.0,0.007046885891595564,180.0,0.009161008534493765,288.0,0.034204721450805664,72.0,0.007024914180789609,96.0,0.005121806903974081,144.0,0.00913606897935409,144.0,0.004737192807320304,156.0,0.01034678830340864,192.0,0.008430971522418703,204.0,0.002537821073840703,216.0,0.00021259819778994595,228.0,0.009462563325295065,240.0,0.010808445781233028,252.0,0.00851629964363407,264.0,0.03189060836698454,300.0,0.024313289349666624,312.0,0.042813182174721,324.0,0.05558490171110359,336.0,0.03519990409461413,360.0,0.07550067915329049,372.0,0.07275045532037155,360.0,0.15233447852040333,432.0,0.16031875708247406
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.003,1500,12,0,0.1,powerlaw_mmnn_d5_muon_p1_3_s0,32,True,8.199379576020874,0.0013240561820566654,0.20026202499866486,10.575929641723633,24.0,0.03582954406738281,72.0,0.021231542116788786,156.0,0.020386920149960904,432.0,0.11092299222946167,36.0,0.0589233805864478,48.0,0.03990386518909091,108.0,0.01575541435754777,132.0,0.02171724228739792,144.0,0.02134572982472417,192.0,0.026019846693627963,228.0,0.014475295973110279,240.0,0.0055181165231851315,252.0,0.0013098382743803852,288.0,0.012955756023603849,348.0,0.047054706812843676,396.0,0.07698226419021857,468.0,0.17294911569293142,492.0,0.21242365161661483,492.0,0.2147474230215806,600.0,0.26632522780720697,732.0,0.3518026390729127,1032.0,0.43804841194735566,1236.0,0.4509286972206403,,0.5020637631287155
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.003,1500,12,1,0.1,powerlaw_mmnn_d5_muon_p1_3_s1,32,True,8.323936708969995,0.0012546523939818144,0.19649574160575867,10.3272066116333,24.0,0.0356907844543457,60.0,0.03079427480396774,132.0,0.0292360054474941,336.0,0.10066866874694824,36.0,0.05409371695835634,48.0,0.04349522116812373,72.0,0.024711378394958666,84.0,0.027598239223939426,96.0,0.027074839603549655,156.0,0.030649254518898904,168.0,0.02911216720714262,204.0,0.024011272932740982,228.0,0.024473968854007412,240.0,0.0569862371361821,240.0,0.06352565415517158,300.0,0.0570059951221316,372.0,0.15192454788848478,420.0,0.17515647425219497,468.0,0.19531362888160517,456.0,0.2017331825398201,468.0,0.24703458024413474,528.0,0.30263869653614345,516.0,0.2908884428289687,564.0,0.2739125009332781
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.003,1500,12,2,0.1,powerlaw_mmnn_d5_muon_p1_3_s2,32,True,8.366490761982277,0.0012148409150540829,0.19737951457500458,13.07657527923584,24.0,0.03471219539642334,72.0,0.035437087342230805,132.0,0.02026488845326622,288.0,0.10004687309265137,36.0,0.05275957091657078,48.0,0.04091762569628824,84.0,0.028117805374995076,96.0,0.026471737060659178,120.0,0.029835970364986596,156.0,0.01680372452013569,180.0,0.020910241238133554,180.0,0.035422618735227555,216.0,0.03287276787678947,228.0,0.013762779049900208,240.0,0.034852947669188075,264.0,0.07264130870834298,312.0,0.11696114383108203,348.0,0.1346105101237576,396.0,0.1791772948579671,444.0,0.19808447302908766,516.0,0.2680621462884096,528.0,0.3209409705792649,504.0,0.30075471036139917,540.0,0.2738888530605791
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.003,1500,12,3,0.1,powerlaw_mmnn_d5_muon_p1_3_s3,32,True,8.549905044957995,0.0013719690032303333,0.21590541303157806,10.438789367675781,24.0,0.03053104877471924,84.0,0.032042293053530124,228.0,0.02080904200911005,588.0,0.11876070499420166,36.0,0.048123900051203775,60.0,0.03713894514904753,120.0,0.03375884052222556,156.0,0.0387922752637889,180.0,0.030724650026363157,252.0,0.02589092790007177,300.0,0.0046641874396694165,336.0,0.02321521756896409,348.0,0.003616585189509749,396.0,0.02258476560730009,456.0,0.05537991636242152,552.0,0.08531232616313374,636.0,0.1844082063060562,744.0,0.24558222837152172,780.0,0.28509043110431354,828.0,0.3352194651588235,1032.0,0.41800528333076675,1440.0,0.48763137587916733,1452.0,0.4920084828919563,,0.5996895530384356
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.003,1500,12,4,0.1,powerlaw_mmnn_d5_muon_p1_3_s4,32,True,8.575639606104232,0.0013890756526961923,0.19039183855056763,9.771012306213379,24.0,0.03637707233428955,72.0,0.03478220961006853,156.0,0.020703750837344815,408.0,0.12840700149536133,36.0,0.05854781689320494,48.0,0.045884021244425574,96.0,0.03333534852796597,108.0,0.027562277351265305,132.0,0.01931978461745159,168.0,0.019551088539569668,204.0,0.03493453432947689,240.0,0.02783751785223146,252.0,0.030292240537952236,276.0,0.051694056739263736,324.0,0.0838982710845228,384.0,0.120148950280654,444.0,0.1833665292476667,444.0,0.17634118268424182,456.0,0.18922291828937782,480.0,0.2241654785483163,564.0,0.27694402834353943,612.0,0.3182435201014981,636.0,0.31325325225037526,576.0,0.30800615351789223
mmnn,5,128,0.25,128,powerlaw,1.25,24,muon_p1_3,0.003,1500,12,5,0.1,powerlaw_mmnn_d5_muon_p1_3_s5,32,True,8.172653494984843,0.0013638529926538467,0.20633481442928314,11.91096305847168,24.0,0.032727599143981934,84.0,0.03013337799077471,192.0,0.02787945784652792,516.0,0.1356479525566101,36.0,0.047576901591717055,48.0,0.03913538732793152,120.0,0.03094824580675938,132.0,0.031697011778131085,168.0,0.03053326772951537,228.0,0.0022438530132057417,276.0,0.004090098994088021,300.0,0.01618519869550887,360.0,0.04592242349110219,396.0,0.029910872086217417,432.0,0.06866445817388632,480.0,0.10451902522407257,588.0,0.18566637164637875,648.0,0.235545803939123,720.0,0.26240498721978817,780.0,0.3089508837496013,900.0,0.38369525421539846,984.0,0.41203762148438494,1440.0,0.4859448793727669,,0.6167816714383912
