method,network_width,parameter_count,dataset_size,context_size,context_measurements,regime_class,risk_mean,risk_std,solver_risk_mean,solver_risk_std,n_holdout,n_seeds,training_seconds,transformed_mean_relative_residual,transformed_covariance_relative_residual,simultaneous_configurations,delta,hoeffding_slack,risk_ucb,solver_risk_ucb
context-PCG,128,199684,32768,24,576,ID,0.1223363366681706,0.13556087137674794,0.028709749674138637,0.03337206915315056,192,3,327.6769744529738,0.030853013515600904,0.0055271184680425745,540,0.05,0.1555174612810835,0.27785379794925413,0.18422721095522215
context-PCG,128,199684,32768,24,576,OOD,0.26714324453076177,0.1465230221045139,0.024381812602349374,0.03321152217763871,480,3,327.6769744529738,0.02632919968206499,0.003508671856252428,540,0.05,0.09835787871505426,0.365501123245816,0.12273969131740364
context-PCG,128,199684,32768,32,1024,All,0.21225028996602902,0.15091112210726143,0.05630655355962859,0.04849010112280986,672,3,327.6769744529738,0.0627218013969901,0.007980901093105737,540,0.05,0.08312757968209951,0.2953778696481285,0.1394341332417281
context-PCG,128,199684,32768,32,1024,ID,0.09856764895884496,0.10732072564081142,0.05756018940981553,0.045889217991337064,192,3,327.6769744529738,0.06376600156363561,0.009971074490143365,540,0.05,0.1555174612810835,0.25408511023992847,0.21307765069089904
context-PCG,128,199684,32768,32,1024,OOD,0.2577233463689026,0.14162548628422283,0.0558050992195538,0.049529759470486476,480,3,327.6769744529738,0.06230412133033189,0.007184831734290686,540,0.05,0.09835787871505426,0.35608122508395684,0.15416297793460806
context-PCG,128,199684,32768,48,2304,All,0.2023238267188628,0.1489770099006088,0.11558085571486736,0.06352490332139434,672,3,327.6769744529738,0.1369588486905697,0.013252635523843133,540,0.05,0.08312757968209951,0.2854514064009623,0.19870843539696686
context-PCG,128,199684,32768,48,2304,ID,0.10004699458580203,0.11532434404242214,0.1157879543080025,0.048340677053419746,192,3,327.6769744529738,0.1343361867863374,0.015292422012862466,540,0.05,0.1555174612810835,0.25556445586688553,0.271305415589086
context-PCG,128,199684,32768,48,2304,OOD,0.2432345595720871,0.14112754139539596,0.1154980162776133,0.06871042989716103,480,3,327.6769744529738,0.13800791345226265,0.012436720928235397,540,0.05,0.09835787871505426,0.34159243828714136,0.21385589499266755
context-PCG,256,563204,32768,8,64,All,0.48392788588265,0.2804093720170018,3.705267228982826e-06,2.7450241959437194e-06,672,3,327.8648070568452,3.705288482089418e-06,3.7427997799456746e-07,540,0.05,0.08312757968209951,0.5670554655647495,0.08313128494932849
context-PCG,256,563204,32768,8,64,ID,0.21661278443777257,0.22167885115732974,3.582725173544837e-06,3.054739973872551e-06,192,3,327.8648070568452,3.582747292470619e-06,4.5433191912340004e-07,540,0.05,0.1555174612810835,0.3721302457188561,0.15552104400625705
context-PCG,256,563204,32768,8,64,OOD,0.590853926460601,0.22461551369844224,3.754284051158021e-06,2.61269988228241e-06,480,3,327.8648070568452,3.754304957936938e-06,3.422592015430344e-07,540,0.05,0.09835787871505426,0.6892118051756553,0.09836163299910541
context-PCG,256,563204,32768,12,144,All,0.25955356334686475,0.16915752713015683,4.58067387264892e-06,2.8891888582352166e-06,672,3,327.8648070568452,4.580703190474164e-06,5.012095939975547e-07,540,0.05,0.08312757968209951,0.34268114302896424,0.08313216035597215
context-PCG,256,563204,32768,12,144,ID,0.13068195731642915,0.1349719046128019,4.693341328718004e-06,2.4947625518170853e-06,192,3,327.8648070568452,4.693369547818331e-06,6.454907928166165e-07,540,0.05,0.1555174612810835,0.28619941859751263,0.15552215462241223
context-PCG,256,563204,32768,12,144,OOD,0.31110220575903896,0.15329673735932423,4.535606890221286e-06,3.033889314305012e-06,480,3,327.8648070568452,4.535636647536497e-06,4.4349711446992994e-07,540,0.05,0.09835787871505426,0.4094600844740932,0.09836241432194448
context-PCG,256,563204,32768,16,256,All,0.24571197536669223,0.15896557029991643,2.2460696987682242e-05,0.00011386662387251997,672,3,327.8648070568452,2.2474168037010744e-05,9.156907134342283e-06,540,0.05,0.08312757968209951,0.32883955504879175,0.08315004037908719
context-PCG,256,563204,32768,16,256,ID,0.13082308843252954,0.14090810523907935,5.796594495780932e-05,0.00020567753078866256,192,3,327.8648070568452,5.8011458301377945e-05,2.809795722165495e-05,540,0.05,0.1555174612810835,0.28634054971361306,0.1555754272260413
context-PCG,256,563204,32768,16,256,OOD,0.29166753014035735,0.1416858562612966,8.25859779963141e-06,2.422698470794994e-05,480,3,327.8648070568452,8.259251931263864e-06,1.5804870994172165e-06,540,0.05,0.09835787871505426,0.3900254088554116,0.09836613731285389
context-PCG,256,563204,32768,24,576,All,0.22579661575170518,0.15756520710521776,0.024503286428021222,0.03035736689748261,672,3,327.8648070568452,0.026204964782426073,0.003590131217969206,540,0.05,0.08312757968209951,0.30892419543380467,0.10763086611012074
context-PCG,256,563204,32768,24,576,ID,0.12197785095213692,0.13478413298274747,0.025845810266023287,0.03093976273820117,192,3,327.8648070568452,0.027633216800495523,0.0044409871563099055,540,0.05,0.1555174612810835,0.27749531223322044,0.1813632715471068
context-PCG,256,563204,32768,24,576,OOD,0.26732412167153247,0.146580442891348,0.023966276892820392,0.030137141128669713,480,3,327.8648070568452,0.025633663975198288,0.0032497888426329257,540,0.05,0.09835787871505426,0.3656820003865867,0.12232415560787466
context-PCG,256,563204,32768,32,1024,All,0.2122708801135369,0.15110409934406901,0.05562358040728829,0.04433552657433145,672,3,327.8648070568452,0.06141547534449875,0.007797049154976812,540,0.05,0.08312757968209951,0.2953984597956364,0.13875116008938781
context-PCG,256,563204,32768,32,1024,ID,0.09882408791844832,0.10716394586432555,0.05436169428229212,0.04113855171976376,192,3,327.8648070568452,0.05959705648274389,0.009267790841477058,540,0.05,0.1555174612810835,0.25434154919953184,0.20987915556337564
context-PCG,256,563204,32768,32,1024,OOD,0.2576495969915723,0.14206650332838827,0.056128334857286764,0.045583001996624066,480,3,327.8648070568452,0.062142842889200696,0.007208752480376715,540,0.05,0.09835787871505426,0.35600747570662655,0.15448621357234102
context-PCG,256,563204,32768,48,2304,All,0.20240178986492974,0.14884522801788516,0.11549758011146213,0.061701550472153935,672,3,327.8648070568452,0.1365431636485958,0.01319172179050617,540,0.05,0.08312757968209951,0.28552936954702923,0.19862515979356166
context-PCG,256,563204,32768,48,2304,ID,0.10027741787089423,0.11557948798072025,0.11392630730346155,0.05032265770758426,192,3,327.8648070568452,0.13231918659099995,0.015123529122016964,540,0.05,0.1555174612810835,0.25579487915197774,0.26944376858454505
context-PCG,256,563204,32768,48,2304,OOD,0.24325153866254393,0.1409113182252751,0.11612608923466235,0.06574140022805453,480,3,327.8648070568452,0.13823275447163416,0.01241899885790185,540,0.05,0.09835787871505426,0.3416094173775982,0.2144839679497166
context-PCG,512,1781764,32768,8,64,All,0.48392863582136186,0.28040970010226457,3.4800009016034995e-06,2.714560886873486e-06,672,3,328.63862245401833,3.480020370031208e-06,3.6111507684650977e-07,540,0.05,0.08312757968209951,0.5670562155034614,0.08313105968300111
context-PCG,512,1781764,32768,8,64,ID,0.21661252293379993,0.22167832348565225,2.611505299321229e-06,2.3323677055880136e-06,192,3,328.63862245401833,2.6115175309667413e-06,4.0980759215732593e-07,540,0.05,0.1555174612810835,0.3721299842148834,0.15552007278638283
context-PCG,512,1781764,32768,8,64,OOD,0.5908550809763865,0.22461561961928825,3.827399142516408e-06,2.7803035641244017e-06,480,3,328.63862245401833,3.8274215056569956e-06,3.4163807072218333e-07,540,0.05,0.09835787871505426,0.6892129596914408,0.09836170611419678
context-PCG,512,1781764,32768,12,144,All,0.25955333907370365,0.1691578311230444,4.68533535250865e-06,3.259383867451454e-06,672,3,328.63862245401833,4.685367912992704e-06,5.317826501689231e-07,540,0.05,0.08312757968209951,0.34268091875580314,0.08313226501745202
context-PCG,512,1781764,32768,12,144,ID,0.13068195731642915,0.1349719046128019,4.637513584530561e-06,3.513500932196734e-06,192,3,328.63862245401833,4.637547371899586e-06,7.056890583001518e-07,540,0.05,0.1555174612810835,0.28619941859751263,0.15552209879466805
context-PCG,512,1781764,32768,12,144,OOD,0.31110189177661346,0.15329731306461972,4.704464059699886e-06,3.1556603346411434e-06,480,3,328.63862245401833,4.704496129429951e-06,4.622200869164317e-07,540,0.05,0.09835787871505426,0.4094597704916677,0.09836258317911396
context-PCG,512,1781764,32768,16,256,All,0.2457109695680808,0.15896561711256904,6.137506913982856e-05,0.0003830654597322252,672,3,328.63862245401833,6.152588858907997e-05,3.522383223907721e-05,540,0.05,0.08312757968209951,0.3288385492501803,0.08318895475123934
context-PCG,512,1781764,32768,16,256,ID,0.13082437422910623,0.14090906988296098,0.0001968094293135972,0.0006996409588590793,192,3,328.63862245401833,0.00019733697243158382,0.00011972125693541034,540,0.05,0.1555174612810835,0.28634183551018977,0.15571427071039712
context-PCG,512,1781764,32768,16,256,OOD,0.2916656077036706,0.14168659004147377,7.201325070321109e-06,8.847513855448765e-06,480,3,328.63862245401833,7.201455052078421e-06,1.4248623605439548e-06,540,0.05,0.09835787871505426,0.39002348641872486,0.09836508004012458
context-PCG,512,1781764,32768,24,576,All,0.22564750626988855,0.15737592290945443,0.025341163950448307,0.02909262581647218,672,3,328.63862245401833,0.026984365942379983,0.0037518415747168996,540,0.05,0.08312757968209951,0.30877508595198805,0.10846874363254781
context-PCG,512,1781764,32768,24,576,ID,0.12196582985940867,0.13489872527041935,0.031062476644312578,0.034747397352956254,192,3,328.63862245401833,0.03346649033483113,0.005438224227342845,540,0.05,0.1555174612810835,0.2774832911404922,0.1865799379253961
context-PCG,512,1781764,32768,24,576,OOD,0.26712017683408057,0.14630775087972786,0.0230526388729026,0.026188370756964296,480,3,328.63862245401833,0.024391516185399528,0.0030772885136665213,540,0.05,0.09835787871505426,0.3654780555491348,0.12141051758795686
context-PCG,512,1781764,32768,32,1024,All,0.2124268980779797,0.15119251008305876,0.05388112811458315,0.04237967812085993,672,3,328.63862245401833,0.05921044001055024,0.007252697486494801,540,0.05,0.08312757968209951,0.2955544777600792,0.13700870779668267
context-PCG,512,1781764,32768,32,1024,ID,0.09884457561678883,0.10701852807709564,0.05470843427041056,0.04138506347778156,192,3,328.63862245401833,0.060011428957902006,0.008929525156418046,540,0.05,0.1555174612810835,0.25436203689787235,0.21022589555149407
context-PCG,512,1781764,32768,32,1024,OOD,0.2578598270624561,0.14218116272162343,0.053550205652252186,0.04280915422101699,480,3,328.63862245401833,0.05889004443160952,0.006581966418525502,540,0.05,0.09835787871505426,0.35621770577751033,0.15190808436730646
context-PCG,512,1781764,32768,48,2304,All,0.2024265499246516,0.14891037264605078,0.11578468856517612,0.06137443214376606,672,3,328.63862245401833,0.13676224457560146,0.012932974204886658,540,0.05,0.08312757968209951,0.2855541296067511,0.19891226824727565
context-PCG,512,1781764,32768,48,2304,ID,0.10002884550559592,0.11540525877811413,0.1161327730801802,0.04778755581358503,192,3,328.63862245401833,0.13474921535816972,0.015002080980290535,540,0.05,0.1555174612810835,0.25554630678667944,0.27165023436126373
context-PCG,512,1781764,32768,48,2304,OOD,0.24338563169227384,0.1409533553761027,0.11564545475917451,0.066075919921772,480,3,328.63862245401833,0.1375674562625742,0.012105331494725107,540,0.05,0.09835787871505426,0.3417435104073281,0.21400333347422879
hybrid-PCG,32,33347,32768,8,64,All,0.4839280713972451,0.28041020105930065,3.26845096196249e-06,2.6158461601161068e-06,672,3,115.9095038700034,3.2684684773290736e-06,3.6615854775725493e-07,540,0.05,0.08312757968209951,0.5670556510793446,0.08313084813306147
hybrid-PCG,32,33347,32768,8,64,ID,0.21661278443777254,0.22167885115732974,2.1605429367520414e-06,1.970303550052957e-06,192,3,115.9095038700034,2.160551466623417e-06,4.252508114532816e-07,540,0.05,0.1555174612810835,0.37213024571885606,0.15551962182402027
hybrid-PCG,32,33347,32768,8,64,OOD,0.5908541861810341,0.22461683962907994,3.7116141720466693e-06,2.7108370082486897e-06,480,3,115.9095038700034,3.7116352816113364e-06,3.4252164227884425e-07,540,0.05,0.09835787871505426,0.6892120648960884,0.09836159032922631
hybrid-PCG,32,33347,32768,12,144,All,0.25954523576663596,0.16916045047899694,4.452279257629729e-06,3.423035230772139e-06,672,3,115.9095038700034,4.452310780542862e-06,5.510634291105987e-07,540,0.05,0.08312757968209951,0.34267281544873546,0.08313203196135714
hybrid-PCG,32,33347,32768,12,144,ID,0.13068195731642915,0.1349719046128019,4.548921668333778e-06,4.203607388958648e-06,192,3,115.9095038700034,4.548959939990975e-06,8.352913016077915e-07,540,0.05,0.1555174612810835,0.28619941859751263,0.15552201020275186
hybrid-PCG,32,33347,32768,12,144,OOD,0.31109054714671874,0.15330518446114785,4.41362229334811e-06,3.0598349224664705e-06,480,3,115.9095038700034,4.413651116763617e-06,4.3737228011172155e-07,540,0.05,0.09835787871505426,0.409448425861773,0.09836229233734761
hybrid-PCG,32,33347,32768,16,256,All,0.24571055875361336,0.15896538847591066,3.312336355293206e-05,0.00018121712744254177,672,3,115.9095038700034,3.3157315779451376e-05,1.0269973578985603e-05,540,0.05,0.08312757968209951,0.32883813843571286,0.08316070304565244
hybrid-PCG,32,33347,32768,16,256,ID,0.13082308843252954,0.14090810523907935,0.00010211400427507693,0.00032950987563842155,192,3,115.9095038700034,0.00010223266781039075,3.3744822248786556e-05,540,0.05,0.1555174612810835,0.28634054971361306,0.15561957528535858
hybrid-PCG,32,33347,32768,16,256,OOD,0.29166554688204693,0.1416862150974695,5.527107264074109e-06,6.101588105933905e-06,480,3,115.9095038700034,5.527174967075629e-06,8.800341110652236e-07,540,0.05,0.09835787871505426,0.3900234255971012,0.09836340582231834
hybrid-PCG,32,33347,32768,24,576,All,0.22581395823595765,0.15768825209973994,0.02556668087683251,0.033862078710778086,672,3,115.9095038700034,0.027584850899518683,0.0037131719798198857,540,0.05,0.08312757968209951,0.3089415379180572,0.10869426055893203
hybrid-PCG,32,33347,32768,24,576,ID,0.12232404102963952,0.13549235278587893,0.03117237873176844,0.03834647366386793,192,3,115.9095038700034,0.0339172804197005,0.004886210055853198,540,0.05,0.1555174612810835,0.277841502310723,0.18668984001285197
hybrid-PCG,32,33347,32768,24,576,OOD,0.26720992511848496,0.14663592806432815,0.023324401734858138,0.03165882255399506,480,3,115.9095038700034,0.025051879091445954,0.0032439567494065608,540,0.05,0.09835787871505426,0.3655678038335392,0.1216822804499124
hybrid-PCG,32,33347,32768,32,1024,All,0.21248958836763093,0.15089492415190972,0.06236174412767922,0.0591217507546684,672,3,115.9095038700034,0.07127447256096357,0.0077965025675872,540,0.05,0.08312757968209951,0.2956171680497304,0.14548932380977872
hybrid-PCG,32,33347,32768,32,1024,ID,0.09905959237613954,0.10710007854092075,0.07035442459027157,0.05781595576083775,192,3,115.9095038700034,0.08018451401100411,0.009488839473609258,540,0.05,0.1555174612810835,0.25457705365722305,0.2258718858713551
hybrid-PCG,32,33347,32768,32,1024,OOD,0.2578615867642275,0.14178150340106857,0.05916467194264228,0.05939458667462889,480,3,115.9095038700034,0.06771045598094735,0.0071195678051783765,540,0.05,0.09835787871505426,0.35621946547928174,0.15752255065769655
hybrid-PCG,32,33347,32768,48,2304,All,0.20208318773185552,0.1488711475535414,0.1455848852274752,0.08680945023361727,672,3,115.9095038700034,0.18380377185253777,0.014244039418762003,540,0.05,0.08312757968209951,0.285210767413955,0.2287124649095747
hybrid-PCG,32,33347,32768,48,2304,ID,0.10010388858675906,0.11528500958951468,0.16947074737455262,0.069655414662084,192,3,115.9095038700034,0.2126967251533642,0.017302968612057105,540,0.05,0.1555174612810835,0.2556213498678426,0.32498820865563616
hybrid-PCG,32,33347,32768,48,2304,OOD,0.2428749073898941,0.14110469245216217,0.13603054036864423,0.09111359080060043,480,3,115.9095038700034,0.1722465905322072,0.013020467741443961,540,0.05,0.09835787871505426,0.34123278610494834,0.2343884190836985
hybrid-PCG,64,74883,32768,8,64,All,0.48392797247580316,0.2804101390932346,3.204887957814662e-06,2.5758047369788505e-06,672,3,111.91858960303944,3.2049048541387445e-06,3.687277958308059e-07,540,0.05,0.08312757968209951,0.5670555521579027,0.08313078457005732
