method,network_width,parameter_count,dataset_size,context_size,context_measurements,regime_class,n_tasks,n_seeds,training_seconds,average_precision_mean,average_precision_std,auc_mean,auc_std,iou_top7_mean,iou_top7_std,centroid_error_mean,centroid_error_std,area_matched_iou_mean,area_matched_iou_std,exact_score_correlation_mean,exact_score_correlation_std,relative_score_error_mean,relative_score_error_std,transformed_mean_relative_residual_mean,transformed_mean_relative_residual_std,transformed_covariance_relative_residual_mean,transformed_covariance_relative_residual_std,posterior_std_mean_mean,posterior_std_mean_std,uq_error_correlation_mean,uq_error_correlation_std,numerical_coverage_95_mean,numerical_coverage_95_std,average_precision_ci95,auc_ci95,iou_top7_ci95,centroid_error_ci95,area_matched_iou_ci95,exact_score_correlation_ci95,relative_score_error_ci95,transformed_mean_relative_residual_ci95,transformed_covariance_relative_residual_ci95,posterior_std_mean_ci95,uq_error_correlation_ci95,numerical_coverage_95_ci95,localization_risk_mean,localization_risk_ci95
looped-Richardson,64,66435,32768,48,2304,OOD,480,3,78.52399109496037,0.2269150258580798,0.1515841952449008,0.8996456721521552,0.04621200898495824,0.10556857886971228,0.10947396146755907,0.0929023095493903,0.0511445053225293,0.08675225863207164,0.13587852575287215,0.9045970430877694,0.0393871225118284,0.2846915638074278,0.05569970961695178,0.37929427896936735,0.10286790823859866,0.1138824003282934,0.04764657653596481,0.05867403587326403,0.0070688874932257695,-0.48978188805592215,0.3272674254176887,0.1026652826617161,0.07063702234271607,0.013560926905826918,0.004134188758953197,0.009793688498688133,0.004575456545406747,0.012155876493781137,0.003523625194241499,0.004982971275936348,0.009202702051656495,0.004262527110251899,0.0006323922256292971,0.02927778603552492,0.006319283453576661,0.7730849741419202,0.013560926905826918
looped-Richardson,128,149251,128,8,64,All,168,3,1.0158495910000056,0.47799740401452756,0.22592481136996442,0.9078538177537974,0.09525494816112572,0.2639560966786554,0.12313506893989974,0.1428969562042593,0.07335379656434038,0.3211460081429892,0.16454028333824838,0.34321194870535954,0.3597410031413288,0.37600612221285695,0.1404555218273394,0.393599219309787,0.20058882711855544,0.03788654127579533,0.03621760376222957,0.07159728261952594,0.017927466174892145,0.7885503543062055,0.1001877661722459,0.09286169615335803,0.14974019769402608,0.034163736129260436,0.014404194449692563,0.01862015056253487,0.011092361811469198,0.024881334584347426,0.05439905706536185,0.02123930238785954,0.03033249742957281,0.005476727636349452,0.002710942725375589,0.015150121786684366,0.02264330584561065,0.5220025959854724,0.034163736129260436
looped-Richardson,128,149251,128,8,64,ID,48,3,1.0158495910000056,0.5695086528538702,0.23188742269615722,0.9638940030961222,0.03425070658931305,0.26544235813966627,0.15848244947860538,0.141232823060515,0.07709842473584096,0.3727308096954364,0.17838088404396302,0.21393301362096284,0.448173585528513,0.4238318394248684,0.17934804679792152,0.5087614374545714,0.28138325434384787,0.05895530253959195,0.05755041143758093,0.07632426188016928,0.0214439148735868,0.7871279047048247,0.07022045800085176,0.07775297462649174,0.10981087468948808,0.0656013302985043,0.009689580787944642,0.044834943585469,0.0218112701749136,0.05046424319632208,0.1267890387217977,0.05073785511773266,0.07960378184402803,0.016281105312375924,0.006066518512124933,0.019865482161411183,0.031065675650342864,0.4304913471461298,0.0656013302985043
looped-Richardson,128,149251,128,8,64,OOD,120,3,1.0158495910000056,0.4413929044787904,0.21369086195542902,0.8854377436168674,0.10245299754652443,0.26336159209425103,0.1065684072968294,0.143562609461757,0.07212432184678673,0.30051208752201036,0.1546731140378254,0.39492352273911824,0.3047047541444644,0.3568758353280524,0.11700173870302982,0.34753433205187323,0.1330592007481451,0.029459036770276677,0.01679346675150641,0.06970649091526862,0.016024853670347408,0.7891193341467577,0.110171310835564,0.09890518476410454,0.1630179933920561,0.038234146439065586,0.01833116716114927,0.019067507393998057,0.012904678553280933,0.02767453150870807,0.05451859795983638,0.020934267241291726,0.023807311739566666,0.003004732449114268,0.002867210119749785,0.019712148630620232,0.0291676198716187,0.5586070955212096,0.038234146439065586
looped-Richardson,128,149251,128,12,144,All,168,3,1.0158495910000056,0.599739114884317,0.216174979603653,0.952262835966055,0.053390562543303294,0.340562464766887,0.14359905442823037,0.10376907781132359,0.08484186024244543,0.41671268204674466,0.1728338593066226,0.4127453221029206,0.33294293422676297,0.45141194636623067,0.09784557906963509,0.5393363161101228,0.14491226404533653,0.05639251290510094,0.019924061236225924,0.091001828068069,0.013132732210888386,0.6276627610929166,0.11387546018810125,0.04065688686595028,0.03497955205806457,0.032689393060213935,0.008073575803656438,0.02171465884667142,0.01282955558737645,0.026135466608330965,0.050346725895449994,0.01479594261683693,0.021913238836930898,0.003012862405727528,0.0019858960828092443,0.017219937685788875,0.005289512821478095,0.40026088511568303,0.032689393060213935
looped-Richardson,128,149251,128,12,144,ID,48,3,1.0158495910000056,0.5284993861643724,0.22950650394843283,0.9567612229073892,0.040424659191799175,0.26139833360689896,0.18262400259780576,0.14890578535657062,0.11970005104925083,0.34188271327839176,0.17894072913695946,0.055072339824737214,0.3953436239694434,0.5472597430149714,0.08579226362277392,0.6853179720540842,0.1585223720272746,0.0668011247956504,0.02869527966354519,0.09933003596961493,0.012884217852193706,0.6844326591913544,0.08108526142450295,0.026041666196154698,0.02682359474799359,0.06492776449934483,0.011436202054479226,0.05166462835956174,0.03386333978069549,0.05062262428674361,0.11184335638336856,0.024270771383527973,0.04484623773963725,0.008117941444727512,0.0036449662561782907,0.0229391527802665,0.00758843872770989,0.4715006138356276,0.06492776449934483
looped-Richardson,128,149251,128,12,144,OOD,120,3,1.0158495910000056,0.6282350063722949,0.20472346855589854,0.9504634811895214,0.057823056176695926,0.3722281172308822,0.11057502649661832,0.08571439479322479,0.05737688472012535,0.4466446695540858,0.16159212494751643,0.5558145150141941,0.1469374703646199,0.4130728277067343,0.0730793180659958,0.4809436537325382,0.08666427402340053,0.052229068148881154,0.013064996288000086,0.08767054490745063,0.01171768512443096,0.6049548018535417,0.11739477665728722,0.04650297513386851,0.036225838445061734,0.036629676181063296,0.01034585745587583,0.01978438252758357,0.01026602725325814,0.028912499636656364,0.026290449240073392,0.01307554905733463,0.01550620608539232,0.002337624439015244,0.0020965598850352317,0.02100459065410253,0.0064816249010934066,0.3717649936277051,0.036629676181063296
looped-Richardson,128,149251,128,16,256,All,168,3,1.0158495910000056,0.6193524604811892,0.23039226091302017,0.9449480865905574,0.07552154352943019,0.35736539486225893,0.15946885637923805,0.10435781670024703,0.10588430633386896,0.4314153287516649,0.18158919490722747,0.3742695572696808,0.3609212636247788,0.4842471501656941,0.08301221274597863,0.5930413843265602,0.12172895006515506,0.07071867092911681,0.017309735813802837,0.0979717588939127,0.006474200671465747,0.521496520228203,0.1805189568273939,0.05622874041381731,0.04027412145981929,0.03483929171093495,0.011420162617681043,0.024114447178861336,0.01601153711221376,0.027459424669282348,0.05457753284885758,0.012552881264180958,0.0184075210867732,0.0026175312185680033,0.0009790110348953098,0.02729758617472654,0.0060901432208696855,0.3806475395188108,0.03483929171093495
looped-Richardson,128,149251,128,16,256,ID,48,3,1.0158495910000056,0.5348607442446145,0.25964831965578317,0.9390702378788865,0.08581088554168088,0.2799404593015346,0.21492888228021684,0.14871835270120448,0.12690268215888725,0.34780316052236765,0.2115072242597983,0.03846443475220048,0.44432854790744136,0.5554452786842982,0.07980513916971119,0.6995895418028036,0.15167479042330295,0.07819103278840576,0.0232197373613095,0.10114629473537201,0.0063758031710286186,0.6027569825758446,0.10798010733095491,0.041586946448660414,0.04089913261018724,0.0734549333514712,0.024276039554775915,0.06080373154014321,0.035900975875606346,0.0598357389023531,0.12570127130406844,0.022577004105350667,0.04290904572928528,0.006568901591871581,0.0018037251217757867,0.030547748576979235,0.011570431358835764,0.4651392557553855,0.0734549333514712
looped-Richardson,128,149251,128,16,256,OOD,120,3,1.0158495910000056,0.653149146975819,0.2093631340604122,0.9472992260752255,0.07124808776217283,0.38833536908654864,0.11856588218653258,0.08661360229986405,0.09089547747558845,0.4648601960433838,0.15703154805037914,0.5085916062766729,0.20286170580171597,0.45576789875825247,0.06551776306482675,0.5504221213360627,0.07278727422341251,0.06772972618540124,0.013266868974991228,0.09670194455732897,0.00608900383702059,0.48899233528914643,0.1933842636062186,0.06208545799988007,0.03865920885367576,0.037459817670056204,0.01274790038317361,0.021214128019860855,0.01626326444027029,0.02809650889500202,0.03629656455838165,0.011722615204308909,0.013023295783882602,0.0023737440456555914,0.001089461019728751,0.03460083499159274,0.0069170101098574716,0.34685085302418095,0.037459817670056204
looped-Richardson,128,149251,128,24,576,All,168,3,1.0158495910000056,0.6499777014755947,0.22330418950441439,0.9481183077738745,0.06369113113467927,0.3574309123097515,0.15492905643250887,0.08880145190605179,0.10549348851366744,0.46147271377325244,0.17605691679700014,0.34145650600563,0.3752089961788375,0.4765293766700086,0.07878826128521615,0.6110579461923668,0.12351981270378694,0.0916000865843324,0.01953035227652957,0.09437719745827569,0.002679958168822011,0.4242270806088784,0.214711193836352,0.09398536015249274,0.06639099924026065,0.03376745281107892,0.009631199799016785,0.023427950965722057,0.015952438703309424,0.02662284860485892,0.0567380849453822,0.011914146800917496,0.01867833046914679,0.002953326806564115,0.0004052559927433596,0.03246804335364299,0.010039466518300857,0.35002229852440525,0.03376745281107892
looped-Richardson,128,149251,128,24,576,ID,48,3,1.0158495910000056,0.5740209993275214,0.2593767294944684,0.9288259556300371,0.07452666436162947,0.27835571258435915,0.21137178293606296,0.15719118803584323,0.15868002982864943,0.38374571063107893,0.19294450938603885,-0.030620900891451832,0.42786700213905127,0.5443405744930109,0.07582040871882145,0.7133178487420082,0.14941542653209988,0.09864800811434782,0.03072690208113474,0.09533990252142148,0.0023904303926448114,0.5582990306972393,0.13602263950037705,0.0645992755623107,0.06253321446021268,0.07337810005162648,0.021083714968185917,0.059797422330841274,0.04489083938892841,0.054584316572018,0.12104427314254633,0.02144971735810072,0.04226986799740141,0.008692690742074143,0.0006762566590295469,0.038481026690398795,0.01769074841892923,0.4259790006724786,0.07337810005162648
looped-Richardson,128,149251,128,24,576,OOD,120,3,1.0158495910000056,0.6803603823348241,0.2003720175416853,0.9558352486314095,0.0573494040312864,0.3890609921999085,0.1118387807315272,0.06144555745413523,0.05506206508686364,0.4925635150301218,0.15932246188359087,0.4902874687644628,0.2169882796014311,0.4494048975408077,0.06200212378292946,0.5701539851725101,0.0817843651283491,0.08878091797232623,0.011590655207469554,0.09399211543301737,0.0027016598163899794,0.37059830057353405,0.21734279494131908,0.10573979398856556,0.06444838735308256,0.03585110280746461,0.010261110334155001,0.020010496850106977,0.009851853469558337,0.028506405388360582,0.03882412931430103,0.011093587524318415,0.014633079599798328,0.0020738313490426263,0.0004833882745530719,0.03888756015685619,0.0115312796123839,0.3196396176651759,0.03585110280746461
looped-Richardson,128,149251,128,32,1024,All,168,3,1.0158495910000056,0.6368043960165073,0.24412499366551443,0.928866105176458,0.10279083323674916,0.36780364547317657,0.16593251126694125,0.10612795301408148,0.1316263261469997,0.45819284306571445,0.1941728132518292,0.27654819359825,0.37932684872853156,0.4549947443107764,0.07563641717295021,0.617458259775525,0.11881568499804693,0.10183310180547687,0.013836953302665253,0.08695067731397488,0.0014548426808204515,0.44027116304007985,0.18894190900192206,0.10094751960700485,0.07051648062638072,0.03691591824542208,0.01554375051554863,0.02509186350898936,0.019904175406331246,0.0293622852451945,0.05736077541958858,0.011437533497938183,0.01796698505877452,0.0020923864829128745,0.00021999735733205757,0.028571282117084717,0.010663310604423748,0.3631956039834927,0.03691591824542208
looped-Richardson,128,149251,128,32,1024,ID,48,3,1.0158495910000056,0.5432637849572707,0.27904368149321707,0.9002925443856049,0.1276580053739894,0.2824669691686987,0.21913275249064268,0.18827767068675405,0.175991111289291,0.37111613268173627,0.21023046690710595,-0.0910917080203561,0.415699801820614,0.5185867995023727,0.0778187935566617,0.7150223615268866,0.14699449648914595,0.0993039642150203,0.015747833425557755,0.0868525650973121,0.0013072345449709174,0.573011815075039,0.1465339169335235,0.06478528728136244,0.060821715572950234,0.0789419128666288,0.03611465804577291,0.061993013282980736,0.04978817258414825,0.05947454216373239,0.11760215231677074,0.02201506368989577,0.04158498293752694,0.004455087775025586,0.00036981878605213923,0.041454684229620224,0.01720656259072266,0.4567362150427293,0.0789419128666288
looped-Richardson,128,149251,128,32,1024,OOD,120,3,1.0158495910000056,0.674220640440202,0.21895548004391,0.940295529492799,0.08905246318426673,0.4019383159949677,0.12474634556123348,0.07326806594501245,0.09093942586461086,0.49302352721930576,0.17655976032740422,0.4236041542456925,0.23948212143187161,0.42955792223413786,0.05790535212281108,0.5784326190749804,0.07682566042518618,0.1028447568416595,0.012927872246769601,0.08698992220064,0.0015132560968548932,0.3871749022260962,0.17795472500001705,0.1154124125372618,0.0691287764400131,0.039176106133077766,0.015933507343224265,0.022319953227205862,0.016271127804787927,0.03159054940314816,0.042848788275626305,0.01036058206892814,0.013745854755301424,0.0023130898350328965,0.0002707558698463515,0.0318401402517317,0.01236870747478277,0.325779359559798,0.039176106133077766
looped-Richardson,128,149251,128,48,2304,All,168,3,1.0158495910000056,0.619214703367838,0.26150599109722034,0.9134676368666038,0.11892013135698898,0.34941445884474837,0.16994106940779902,0.11883539039297912,0.13152779528358008,0.44207677500063847,0.20168120113415533,0.171386575481035,0.36840670090134425,0.4157950115345773,0.07754165667399879,0.6285604965828714,0.11750124239262881,0.12129772494414019,0.027503999051464632,0.07342899426640495,0.0010629245034369384,0.5310084096957989,0.13474140820042052,0.06652392989919804,0.039873627122272944,0.039544225452228916,0.0179827791533891,0.025698026779648487,0.019889275836876944,0.030497683260191043,0.05570946033560865,0.011725638638680246,0.017768218619372587,0.004159080007175287,0.0001607325554043704,0.020375229650655878,0.006029581555303921,0.380785296632162,0.039544225452228916
looped-Richardson,128,149251,128,48,2304,ID,48,3,1.0158495910000056,0.5034039121899198,0.2918537628879974,0.8560148430577739,0.15736725390225167,0.2656500954573318,0.22493380923500858,0.19302898835546023,0.175545918505543,0.3395094412879946,0.2128383148963752,-0.178627936627613,0.362956276466252,0.4822209011763334,0.08152960949759737,0.7233954792221388,0.14490595428898478,0.12316698192929225,0.04395974738449685,0.07277818179378902,0.0009452227135058117,0.6103632724367564,0.10711339763048301,0.03980654674766503,0.03691997234913179,0.08256590579802135,0.04451945293702762,0.06363414170272327,0.04966222681911452,0.06021230661565139,0.10268092292170887,0.02306485957527783,0.04099413094080324,0.012436284273114129,0.0002674050481624972,0.03030255498832965,0.010444720427379942,0.49659608781008024,0.08256590579802135
looped-Richardson,128,149251,128,48,2304,OOD,120,3,1.0158495910000056,0.6655390198390054,0.23399468806402055,0.9364487543901359,0.09056169231447622,0.382920204199715,0.1287781148725323,0.08915795120798668,0.09485690870776459,0.483103708485696,0.18234516598357164,0.3113923803244942,0.26316576596517316,0.3892246556778749,0.0576279353420831,0.5906265035271645,0.0774826652914007,0.12055002215007936,0.01721590227517567,0.07368931925545132,0.0009967301016213439,0.499266464599416,0.13187435617869167,0.07721088315981126,0.035913148399177273,0.04186696186975597,0.016203542697317084,0.0230413282867013,0.016972054420587288,0.032625689816000454,0.04708632995153521,0.010310945908907314,0.013863407841269434,0.0030803157544799535,0.0001783376430647927,0.0235953161476098,0.006425677553158247,0.33446098016099457,0.04186696186975597
looped-Richardson,128,149251,256,8,64,All,168,3,2.021322494954802,0.5097111342070265,0.2249530649895325,0.9169130976689284,0.08933511089155025,0.2706242122677206,0.12019351579186695,0.13809296953314468,0.06907155819369137,0.34416981416995956,0.17154000868371486,0.40247389289049884,0.34693375892583483,0.36636971522654804,0.1375793666966542,0.39678740611166824,0.20421374246558877,0.03782154065612255,0.03581937812328036,0.07059228910310633,0.01670927092201109,0.7766344763696983,0.11757431905032294,0.09608843383639824,0.15620284185799146,0.034016791281882536,0.013509012742205142,0.018175336887798533,0.010444813360060392,0.025939814032575066,0.052462380392853177,0.02080437802361767,0.030880647279321525,0.005416509037221407,0.002526730549116674,0.017779269072997095,0.023620569336841216,0.4902888657929735,0.034016791281882536
looped-Richardson,128,149251,256,8,64,ID,48,3,2.021322494954802,0.6312014314045912,0.21487416172282572,0.9712895369762037,0.02948305286417343,0.27645620133644894,0.14852591204944346,0.1403691571904346,0.07291751777124988,0.4369563590389744,0.18535455519057978,0.26756841491342687,0.42177767771542884,0.4134469327982515,0.17655953429760723,0.509949705718706,0.28636330956093703,0.05795426777331154,0.0568059688710562,0.07459224838142589,0.020298140238318326,0.7826091104410273,0.0744046099655227,0.08197810241351054,0.1192381009249133,0.06078825100515862,0.008340803768754623,0.04201822289865662,0.020628484771796518,0.052437106144054245,0.11932159332591726,0.049948980380812066,0.08101264759190917,0.01607050129544808,0.005742376998014512,0.021049185580346387,0.033732653336662644,0.3687985685954088,0.06078825100515862
looped-Richardson,128,149251,256,8,64,OOD,120,3,2.021322494954802,0.46111501532800064,0.2108197462911779,0.8951625219460181,0.0958480819435721,0.26829141664022926,0.10743218560945834,0.13718249447022873,0.06776699410620775,0.3070551962223537,0.15120922363478992,0.45643608408132763,0.29727741746549946,0.34753882819786663,0.11401434005095054,0.35152248626885313,0.13749604490892972,0.029768449809246963,0.017238452672945898,0.0689923053917785,0.014834237093951383,0.7742446227411667,0.1311221245526609,0.10173256640555332,0.1688586267681427,0.03772043866632344,0.01714939781420536,0.01922205694372486,0.012125053699921276,0.02705476287795513,0.0531896788116932,0.020399753802156972,0.02460116388569229,0.0030843505325828463,0.0026541817847141047,0.023460724832461487,0.03021264177735076,0.5388849846719994,0.03772043866632344
looped-Richardson,128,149251,256,12,144,All,168,3,2.021322494954802,0.6528785830264837,0.1887075069658584,0.9668137920346712,0.03801617065245406,0.3556048112389148,0.13643727368504077,0.08344560512618734,0.07402704255647746,0.4550458451885853,0.15725551905028162,0.5429211242689789,0.30302761644763165,0.42916619245495113,0.09987339876110998,0.5467132106423378,0.14770522904794267,0.05671958844842651,0.019008035792477052,0.0872378554638652,0.012593923423228454,0.547807422487937,0.15888854781570394,0.04008746265372745,0.03472781761328071,0.028535836478070207,0.005748702034716142,0.02063167382151063,0.011194168241165797,0.023779752321696296,0.045823012821919515,0.015102584000920329,0.02233558341603533,0.0028743435269989845,0.0019044188819028025,0.024026694494603637,0.005251446222709719,0.3471214169735163,0.028535836478070207
looped-Richardson,128,149251,256,12,144,ID,48,3,2.021322494954802,0.656591084993799,0.18317702295648736,0.9804854616472101,0.017775973899654417,0.2852620985348881,0.1732360875682338,0.13068402861244974,0.10338612286194718,0.4331994387629569,0.16208608126083615,0.22457103447638546,0.38102105216729093,0.526924122745792,0.08811451869033643,0.6958029996603727,0.1553915361689722,0.06615786968419944,0.024392837045024478,0.09549021457011497,0.012090044713870127,0.6461010809791485,0.11443868332289524,0.025536776728889248,0.026167298684090512,0.0518210787215083,0.005028852024875888,0.049008771877529916,0.029248102873760295,0.045854416897439305,0.10779147744749294,0.024927741131836222,0.04396051916610333,0.006900773406779344,0.00342029337933309,0.03237489026486815,0.007402771500220249,0.34340891500620097,0.0518210787215083
looped-Richardson,128,149251,256,12,144,OOD,120,3,2.021322494954802,0.6513935822395577,0.1916097564820888,0.9613451241896557,0.04240078059079458,0.3837418963205254,0.10712866849735854,0.06455023573168238,0.04699699289682438,0.4637844077588368,0.155107481786814,0.6702611601860162,0.11956058869988655,0.3900630203386148,0.07439695321489533,0.4870772950351238,0.0923465652304824,0.05294427595411734,0.01489071082740487,0.08393691182136531,0.011242545927959636,0.5084899590914524,0.15748084823300165,0.04590773702366273,0.03608994563902033,0.034283335382015175,0.0075864622352324355,0.019167750841888802,0.00840882896053692,0.027752249760070177,0.021392103597044874,0.013311303898581855,0.01652289698238677,0.002664286217702314,0.0020115466961202386,0.02817689889773911,0.006457310593038032,0.3486064177604423,0.034283335382015175
looped-Richardson,128,149251,256,16,256,All,168,3,2.021322494954802,0.6680202187431794,0.19902426732478176,0.9648785233225574,0.05033810536164275,0.372544514953217,0.15016769072686778,0.08727687109993501,0.09648471552584494,0.4698137186802668,0.16810322149664275,0.5583670399119892,0.33586659406084934,0.4627142825296947,0.0866994591481152,0.6064065879299527,0.12197956443125366,0.07266519047940766,0.01671923295364887,0.09393841218912881,0.007062099781660802,0.38907010288277954,0.2415553283320544,0.053897897403831316,0.03858703036649404,0.030095908948525436,0.007611991522285292,0.022707950180522518,0.014590156529261787,0.025420112412024486,0.05078883379186815,0.013110456646726595,0.018445418310286087,0.002528236980473729,0.0010679115409952832,0.036527340435572424,0.005835025889626217,0.3319797812568206,0.030095908948525436
looped-Richardson,128,149251,256,16,256,ID,48,3,2.021322494954802,0.6454455544619441,0.1960545814772003,0.9741340946905622,0.05084881704584856,0.3038761808674072,0.19906413426489283,0.1279822780246225,0.11707818172717292,0.4225393178210772,0.1848482225148671,0.25078328284488793,0.45620009129128236,0.5374336161961158,0.08492944015136637,0.7134895399212837,0.14759041851675228,0.07928378166009976,0.01880021181375969,0.09790307593842344,0.0068518644032945514,0.5295953333264346,0.17927789556862195,0.04020514375588386,0.039656631991610555,0.0554641610419433,0.014385213322603401,0.05631556843687949,0.033121608670843454,0.052293863803809355,0.12905975030056333,0.024026677215422638,0.04175357025162367,0.0053186106022331085,0.0019384036212695328,0.05071800922048382,0.011218925906200038,0.35455444553805593,0.0554641610419433
looped-Richardson,128,149251,256,16,256,OOD,120,3,2.021322494954802,0.6770500844556735,0.20029759669535682,0.9611762947753556,0.0498641363021486,0.4000118485875409,0.11546720067865303,0.07099470833006,0.08194404316077393,0.4887234790239427,0.15779685580360547,0.6814005427388298,0.15061362013047383,0.43282654906312623,0.06743296269102193,0.5635734071334203,0.07617049627330191,0.07001775400713081,0.015098046141182802,0.09235254668941097,0.006524670706697099,0.33286001070531757,0.24091302738804846,0.05937499886301031,0.036912596260433216,0.03583778722854558,0.008921826005978349,0.020659703551466867,0.014661649624828719,0.028233439826161402,0.026948195889571733,0.012065287896523814,0.013628631014915212,0.0027013832122880182,0.001167411713274717,0.043104809835782715,0.00660450146512057,0.3229499155443265,0.03583778722854558
looped-Richardson,128,149251,256,24,576,All,168,3,2.021322494954802,0.6837710573336797,0.19783083196515758,0.9695611691915426,0.03336048870917748,0.3671031996663631,0.14770921438660709,0.07568872800523721,0.08787025814145925,0.48742881615522565,0.1687975841458126,0.5536746284098422,0.36044005532423085,0.4651019582081409,0.08092168302740024,0.6284968514172804,0.12280655620929617,0.09527783783241392,0.014735157629429056,0.0922312009192648,0.0031406688479923292,0.27151429519942233,0.30658132043416647,0.09119138534394244,0.06424654824700686,0.029915440896051276,0.005044682460914655,0.022336186068119847,0.013287501689395725,0.02552511204522284,0.054504765837109545,0.012236757040184443,0.01857047375999429,0.0022282105007515726,0.0004749234098794644,0.04636039428321756,0.009715188465654034,0.3162289426663203,0.029915440896051276
looped-Richardson,128,149251,256,24,576,ID,48,3,2.021322494954802,0.6569730316217269,0.22020548922381192,0.9725368602812964,0.028111342127505948,0.2916500694622089,0.19703998730048064,0.13946053214992082,0.13176162795496152,0.45420115573214637,0.19190252925289192,0.18497880212214465,0.4708860397677907,0.5362465406457583,0.07879851566157048,0.7307381704449654,0.14417367427292818,0.0989718331644932,0.018354148950378055,0.09402594994753595,0.002779420021070666,0.4913772889408319,0.2050503134011481,0.06308460667545049,0.061029094139923384,0.06229649225539651,0.00795274456285264,0.055742933957435944,0.03727557957064358,0.05428953869194032,0.13321442909060968,0.022292228672185825,0.04078696772925093,0.0051924186902511564,0.0007863024597045303,0.058009068283389295,0.01726523032574105,0.34302696837827307,0.06229649225539651
looped-Richardson,128,149251,256,24,576,OOD,120,3,2.021322494954802,0.6944902676184609,0.18805897608610744,0.968370892755641,0.03528054848364994,0.39728445174802485,0.10986099299511026,0.05018000634736376,0.04101369296589808,0.5007198803244574,0.15753417610079826,0.7011529589249211,0.1340927218528607,0.43664412523309387,0.062281570132819944,0.5876003238062064,0.08397663796456085,0.09380023969958222,0.012804199053747637,0.09151330130795633,0.0029953913370800514,0.18356909770285854,0.29664945203862925,0.10243409681133922,0.06225260990347962,0.03364802015893731,0.006312491066912254,0.01965662572409072,0.007338280769311024,0.028186440463943488,0.02399223212831873,0.011143586820337933,0.015025326979434,0.002290961893157802,0.0005359435119322729,0.05307732154068068,0.011138405177850395,0.3055097323815391,0.03364802015893731
looped-Richardson,128,149251,256,32,1024,All,168,3,2.021322494954802,0.6848901564260552,0.21261418587112627,0.9539474244353979,0.07164119741561144,0.38037196533492396,0.15683495792915284,0.08512323764928922,0.10614952122080239,0.4897842370056633,0.1809449908329736,0.4913619399213522,0.3839445124104542,0.4498586764647847,0.07623227997060748,0.6374465791242463,0.11778764146949647,0.10894500827860261,0.011651652895712192,0.08594434158433047,0.0013558873318382366,0.29750251965084795,0.28046434003809256,0.10194970623290694,0.07142537432649906,0.0321509395067901,0.010833387221393917,0.02371615621163939,0.016051642186817133,0.027362009879500084,0.05805904597520515,0.01152763825121856,0.01781152710961958,0.001761931292915822,0.00020503359832432642,0.042411055468529246,0.010800751040257696,0.3151098435739448,0.0321509395067901
looped-Richardson,128,149251,256,32,1024,ID,48,3,2.021322494954802,0.6672314751500906,0.23818687877272995,0.951501044783113,0.08616301522899467,0.30533607591271295,0.2091535407623347,0.15666633207971847,0.15237152326421868,0.46411811668548264,0.20040276282431904,0.10990961127836986,0.48905355658399047,0.5152942035347223,0.07915979431405912,0.7348312040170034,0.14166501701302017,0.10614769378056126,0.00798206113173896,0.08630625996738668,0.0013309335397377311,0.51364267691252,0.2054010561261516,0.06507759169714211,0.06119818586653768,0.06738345670266749,0.02437565761795845,0.059169877999937684,0.04310615258698069,0.05669426864085301,0.1383540492455363,0.022394434992546546,0.040077264496537854,0.0022581381201177936,0.0003765232703461295,0.05810829397267086,0.017313066651141518,0.3327685248499094,0.06738345670266749
looped-Richardson,128,149251,256,32,1024,OOD,120,3,2.021322494954802,0.691953628936441,0.20212723478258848,0.954925976296312,0.06532322827067247,0.41038632110380835,0.11858219328037882,0.05650599987711753,0.06125776411278422,0.5000506851337356,0.17237623580612468,0.6439428713785451,0.17390454037766434,0.42368446563680967,0.05711883978651994,0.5984927291671435,0.07866507646645006,0.11006393407781914,0.012686168795554897,0.08579957423110798,0.0013440208325642545,0.21104645674617914,0.2595082103062796,0.11669855204721287,0.07008862039201101,0.036165151019011736,0.011687808513282789,0.02121704644484633,0.010960404680788103,0.030842021891422437,0.031115470275022147,0.010219857156469508,0.014074968043724205,0.00226984360043023,0.0002404758390657566,0.04643191020989769,0.012540445348286198,0.30804637106355903,0.036165151019011736
looped-Richardson,128,149251,256,48,2304,All,168,3,2.021322494954802,0.6547055104642693,0.23634588132458292,0.9427469981016482,0.08514489630800147,0.36547999306965373,0.16074295130619,0.09413925232227134,0.11230326107576916,0.4643426429998188,0.1904862736710216,0.38908373760012177,0.3949406973409856,0.41548575797960874,0.0769583493411182,0.6517446181249051,0.11558827708554507,0.13016785818728657,0.018052041609335788,0.07323502664942112,0.0009743633038928072,0.4218371606011274,0.19193175751357594,0.06818664843047455,0.04178086031554939,0.035739582013363635,0.012875379877849586,0.024307112351951765,0.01698219400774541,0.028804816746249774,0.05972185918335714,0.011637432488669736,0.017478945203233186,0.0027297806840960734,0.0001473405714333761,0.029023398885487536,0.0063179881767677455,0.3452944895357307,0.035739582013363635
