method,network_width,parameter_count,dataset_size,depth,context_size,context_measurements,regime_class,n_tasks,average_precision_mean,average_precision_std,transformed_mean_relative_residual_mean,mean_relative_residual_mean,mean_relative_residual_std,covariance_relative_residual_mean,transformed_covariance_relative_residual_mean,relative_score_error_mean,numerical_coverage_95_mean,average_precision_ci95,mean_relative_residual_ci95
population-PCG,128,149251,32768,8,24,576,OOD,120,0.7461571841668627,0.13366237102440698,0.6406734431783359,1.9762649019559224,0.7468011642564628,0.10760311267028248,0.08826845403139785,0.03076472954514121,0.5873192892720301,0.023915232595232917,0.13361968225389925
population-PCG,128,149251,32768,8,32,1024,All,168,0.7945707953758232,0.14759948887677812,0.8284773227004778,2.848716360827287,1.7472920244617995,0.12239086993836927,0.10668658784457612,0.034062601282216914,0.4793944254162766,0.022319593674651802,0.26422075248177107
population-PCG,128,149251,32768,8,32,1024,ID,48,0.900204089464499,0.1105336122741731,0.8960483483970165,4.3150031591455145,2.432765608646361,0.1313787948650618,0.11746042299394803,0.03270828914052492,0.33274871669709677,0.03127013929248783,0.6882333607233478
population-PCG,128,149251,32768,8,32,1024,OOD,120,0.7523174777403526,0.13945035534781516,0.8014489124218623,2.2622016414999964,0.8560890965437861,0.11879569996769225,0.10237705378482735,0.034604326138893714,0.5380527089039485,0.02495083439019578,0.15317377440767485
population-PCG,128,149251,32768,8,48,2304,All,168,0.8035974510301406,0.14089885201251132,1.1481631259833063,3.8111978889930818,2.5976397258965447,0.1512723547583889,0.1423542469385124,0.041657162098480076,0.3866693924535953,0.02130634157391666,0.39280802146643806
population-PCG,128,149251,32768,8,48,2304,ID,48,0.8923114821813928,0.11459295281480203,1.2476049078007538,6.1270113835732145,3.5884382911285395,0.14356168569065628,0.13916466742133096,0.03732051591699317,0.3183460799821963,0.03241853335588142,1.0151750485431774
population-PCG,128,149251,32768,8,48,2304,OOD,120,0.7681118385696396,0.13501654388175427,1.1083864132563273,2.8848724911610284,1.1641146815809615,0.15435662238548195,0.14363007874538497,0.04339182057107484,0.4139987174421549,0.02415752486200483,0.2082865444041132
population-PCG,128,149251,32768,16,8,64,All,168,0.5113359772537779,0.2753509762351086,6.727686074184259e-06,2.2926567556592866e-05,2.6717863417119406e-05,1.0865838482521623e-06,7.029633527129894e-07,1.922199698840237e-06,1.0,0.04163782648744142,4.0402027125093255e-06
population-PCG,128,149251,32768,16,8,64,ID,48,0.7639285889874764,0.23405296095598863,8.89488022555914e-06,4.294997264271696e-05,4.1647037882307164e-05,1.4253549274201305e-06,1.0030705238269395e-06,1.995676387404425e-06,1.0,0.06621396460615882,1.1782014980827287e-05
population-PCG,128,149251,32768,16,8,64,OOD,120,0.4102989325602985,0.22075828505050923,5.860808413634307e-06,1.4917205522143225e-05,9.503946576183102e-06,9.510754165849751e-07,5.829204842674092e-07,1.892809023414562e-06,1.0,0.039498668876251,1.700471802199162e-06
population-PCG,128,149251,32768,16,12,144,All,168,0.737164167163102,0.16527189566863776,0.04277495306586482,0.13233357551542296,0.26547942719023276,0.00844022024198018,0.007735593877939726,0.002091714100869225,0.9512193249095053,0.02499196701313103,0.040145077662240784
population-PCG,128,149251,32768,16,12,144,ID,48,0.849640899165601,0.153950976429233,0.046251374444381065,0.2458187059656893,0.39611482566714734,0.006962057453430699,0.006875193291762075,0.002043718271314263,0.8694993574172258,0.04355298246487747,0.1120615306021753
population-PCG,128,149251,32768,16,12,144,OOD,120,0.6921734743621022,0.14774156530532173,0.04138438451445832,0.08693952333531642,0.17223104002211817,0.009031485357399973,0.008079754112410787,0.002110912432691209,0.9839073119064172,0.02643432007962346,0.0308160430694118
population-PCG,128,149251,32768,16,16,256,All,168,0.7491359525072082,0.17027772282986803,0.21435749666055748,0.6358136449541364,0.36697445870456663,0.02868367001203638,0.02731119520363526,0.01109863638772536,0.7986212216672444,0.025748934595433905,0.05549288056206719
population-PCG,128,149251,32768,16,16,256,ID,48,0.864213321804081,0.14898202889019574,0.22134706742751098,0.7502202888329824,0.4014724662808688,0.023637742230979055,0.029880691261496353,0.010835166705267766,0.6073022851099571,0.042147259097243844,0.11357721587494646
population-PCG,128,149251,32768,16,16,256,OOD,120,0.703105004788459,0.15634938382997376,0.2115616683537761,0.5900509874025981,0.3434243390979593,0.03070204112445931,0.026283396780490822,0.011204024260708398,0.8751487962901592,0.02797445422939863,0.06144641072461685
population-PCG,128,149251,32768,16,24,576,All,168,0.780746113398357,0.15958275084554635,0.3421375325304411,0.9724220227272737,0.45700248372166696,0.03640751344417883,0.035914118058003784,0.013897001712826873,0.7189853493833825,0.02413166999060098,0.06910667389566459
population-PCG,128,149251,32768,16,24,576,ID,48,0.8742470760328523,0.16216078640790035,0.3383006025105715,1.0926954591025908,0.522996479372164,0.029387113715832386,0.039546498718361,0.012688439038659701,0.5246067106102904,0.04587555110545532,0.14795655749386527
population-PCG,128,149251,32768,16,24,576,OOD,120,0.7433457283445588,0.14288510727896836,0.34367230453838904,0.9243126481771469,0.42058759602446766,0.039215673335517405,0.0344611657938609,0.014380426782493742,0.7967368048926194,0.025565389486823947,0.07525266915816055
population-PCG,128,149251,32768,16,32,1024,All,168,0.7950183538410601,0.15654993986478286,0.4355213857655014,1.1526479490456127,0.5869023877706728,0.04046239474389165,0.040658191533847886,0.017720042641961992,0.6288948491925285,0.02367305655435003,0.08874978444309019
population-PCG,128,149251,32768,16,32,1024,ID,48,0.899391184200223,0.11332215532884689,0.4316987603281935,1.3791598031918209,0.789142217851398,0.031198665266856506,0.03964059419619535,0.016374313777002148,0.45756270332882804,0.032059022673286586,0.22324962123364747
population-PCG,128,149251,32768,16,32,1024,OOD,120,0.753269221697395,0.15221587243785606,0.4370504359404246,1.0620432073871295,0.45657640100252755,0.044167886534705714,0.0410652304689089,0.018258334187945927,0.6974277075380086,0.02723487520188393,0.0816918833908455
population-PCG,128,149251,32768,16,48,2304,All,168,0.8077036768240591,0.14538735853336002,0.6447447392025164,1.5269046230685144,0.6881367958354959,0.05237302133658276,0.055926192651635794,0.025245522847399067,0.4573463223475431,0.02198508133456044,0.10405817657300517
population-PCG,128,149251,32768,16,48,2304,ID,48,0.8969279667171342,0.11126253403139857,0.6114465668797493,1.6054369695484638,0.6718650949699368,0.0415005978235664,0.05251444200985129,0.022482950783645064,0.29961202549748117,0.03147635244713646,0.19007173178560322
population-PCG,128,149251,32768,16,48,2304,OOD,120,0.772013960866829,0.14240293363681011,0.6580640081316232,1.4954916844765345,0.6948158210747264,0.0567219907417893,0.057290892908349586,0.02635055167290067,0.5204400410875678,0.025479117675878744,0.12431832418127299
population-PCG,128,149251,32768,32,8,64,All,168,0.5113361001099379,0.27535084427577217,5.912914926702635e-06,2.132623863984458e-05,2.1942470218268413e-05,1.0773566962996028e-06,6.871941981805614e-07,1.911075895755232e-06,1.0,0.0416378065329091,3.3180807278998053e-06
population-PCG,128,149251,32768,32,8,64,ID,48,0.7639285889874764,0.23405296095598863,6.2195681511667544e-06,3.805047606893614e-05,3.3241476754981396e-05,1.3453714888811419e-06,7.473382028777564e-07,1.9722455378475465e-06,1.0,0.06621396460615882,9.404068020847107e-06
population-PCG,128,149251,32768,32,8,64,OOD,120,0.4102991045589225,0.22075813345006004,5.790253636916986e-06,1.4636543668207953e-05,9.016872357360607e-06,9.701507792669872e-07,6.631365963016833e-07,1.8866080389183063e-06,1.0,0.03949864175148899,1.6133231668352546e-06
population-PCG,128,149251,32768,32,12,144,All,168,0.7382334207554566,0.16517203894392957,7.949888661024614e-06,5.594901982757347e-05,5.408636350435263e-05,1.8917333913951291e-06,8.855416221684837e-07,2.7525635816787254e-06,1.0,0.02497686695053509,8.178792934469258e-06
population-PCG,128,149251,32768,32,12,144,ID,48,0.8500356493655409,0.1541485703770452,8.347894199308334e-06,0.00010628632071527364,7.3880313379606e-05,2.5668834950920427e-06,1.1248898399429663e-06,3.5455661446803788e-06,1.0,0.04360888211516768,2.0900861220589424e-05
population-PCG,128,149251,32768,32,12,144,OOD,120,0.6935125293114229,0.14779257698176432,7.790686445711127e-06,3.5814099472493406e-05,2.2773354839225772e-05,1.6216733499163637e-06,7.898023350586906e-07,2.435362556478064e-06,1.0,0.026443447226612158,4.0746701841343746e-06
population-PCG,128,149251,32768,32,16,256,All,168,0.747578492975497,0.17018949004235176,0.0007045105004746717,0.0034340188077142723,0.011374069324620179,0.00017740929244305985,0.0002148446132239325,2.2012695117788015e-05,0.9999848153619539,0.02573559227303746,0.0017199558595001625
population-PCG,128,149251,32768,32,16,256,ID,48,0.8611704376528427,0.14978076842939408,0.002175436675121484,0.011174438743031085,0.01904341160944105,0.0004444976474075925,0.0006031353969101605,6.18965158546696e-05,0.9999468537668387,0.04237322381634844,0.0053874122213098214
population-PCG,128,149251,32768,32,16,256,OOD,120,0.7021417151045589,0.1565264715231793,0.00011614003061594662,0.0003378508335875468,0.0021180484318069053,7.057395045724678e-05,5.952829974944126e-05,6.0591668230353805e-06,1.0,0.02800613923797887,0.0003789669486364343
population-PCG,128,149251,32768,32,24,576,All,168,0.7779747921453157,0.15973254701651504,0.06264290523124921,0.22436615211301522,0.2953010454036439,0.007479707684459315,0.007014693628402011,0.0020511769211484713,0.9415770737188203,0.024154321760573107,0.04465462174202825
population-PCG,128,149251,32768,32,24,576,ID,48,0.8718318334794141,0.16170818017034555,0.08607532715541306,0.40954142787571374,0.44731470521733935,0.008130983202136073,0.009166106105112658,0.002568347434741208,0.8157153427600861,0.04574750806224162,0.1265460600801574
population-PCG,128,149251,32768,32,24,576,OOD,120,0.7404319756116763,0.1431904354987649,0.053269936461583664,0.15029604180793585,0.15487379190392875,0.007219197477388611,0.006154128637717751,0.0018443087157113765,0.991921766102314,0.02562001963694293,0.027710437334766632
population-PCG,128,149251,32768,32,32,1024,All,168,0.7897163465927722,0.159602980441588,0.1282880243933981,0.430444609506854,0.48604285483656023,0.012317533071230428,0.011599723288478903,0.003544171641676337,0.9112761098714102,0.024134729055149837,0.07349807991189158
population-PCG,128,149251,32768,32,32,1024,ID,48,0.8950499286824769,0.11983088255263313,0.17810812126845119,0.7995874284145733,0.745108278438151,0.013987169353640598,0.014864983580385597,0.004214873013552225,0.7336575190226237,0.033900352226506655,0.21079234791452572
population-PCG,128,149251,32768,32,32,1024,OOD,120,0.7475829137568903,0.15430845760170891,0.10835998564337686,0.2827874819437663,0.18788578039882595,0.011649678558266359,0.010293619171716227,0.0032758910929259815,0.9823235462109248,0.02760928619381326,0.033617031518573655
population-PCG,128,149251,32768,32,48,2304,All,168,0.8046462357055093,0.14722147363187205,0.2209890099863211,0.673281703410404,0.5682563816373403,0.017181797099987087,0.016468585898456605,0.0053274198954957695,0.8540299961432105,0.022262431236398563,0.08593018605749901
population-PCG,128,149251,32768,32,48,2304,ID,48,0.8969013826798798,0.11150467655330798,0.26644515106454486,1.12741106779625,0.8167256178012529,0.018604702005783666,0.01911337533965702,0.00532994207848479,0.6695631292338172,0.031544854961737714,0.2310530100928922
population-PCG,128,149251,32768,32,48,2304,OOD,120,0.7677441769157611,0.1438743710223577,0.20280655355503158,0.4916299576560656,0.2706520804111636,0.016612635137668454,0.015410670121976435,0.005326411022300162,0.9278167429069678,0.025742391228898886,0.048425801561119496
population-PCG,128,149251,32768,48,8,64,All,168,0.5113361001099379,0.27535084427577217,5.9129722837423874e-06,2.132634086731974e-05,2.194258460286538e-05,1.110679864355223e-06,7.556940828022464e-07,1.9110924327492285e-06,1.0,0.0416378065329091,3.318098024827771e-06
population-PCG,128,149251,32768,48,8,64,ID,48,0.7639285889874764,0.23405296095598863,6.219581209758e-06,3.805076541851748e-05,3.324158395201424e-05,1.3716669139777575e-06,8.060345851509018e-07,1.9722345380538777e-06,1.0,0.06621396460615882,9.404098347062634e-06
population-PCG,128,149251,32768,48,8,64,OOD,120,0.4102991045589225,0.22075813345006004,5.790328713336142e-06,1.4636571046840648e-05,9.016910912262117e-06,1.006285044506209e-06,7.355578818627843e-07,1.8866355906273687e-06,1.0,0.03949864175148899,1.6133300651824125e-06
population-PCG,128,149251,32768,48,12,144,All,168,0.7382334207554566,0.16517203894392957,7.423831681037319e-06,5.491858168429643e-05,5.089616223342326e-05,1.9430109723489728e-06,1.0065916669077524e-06,2.7597154746401774e-06,1.0,0.02497686695053509,7.696379366174688e-06
population-PCG,128,149251,32768,48,12,144,ID,48,0.8500356493655407,0.1541485703770452,7.29935441275605e-06,0.00010389643735680867,6.943063506087856e-05,2.6277045132398293e-06,1.0787375520256621e-06,3.5484217685658828e-06,1.0,0.04360888211516768,1.9642039962778406e-05
population-PCG,128,149251,32768,48,12,144,OOD,120,0.6935125293114229,0.14779257698176432,7.473622588349826e-06,3.532743941529154e-05,1.9409305111050574e-05,1.6691335559926302e-06,9.777333128605883e-07,2.4442329570698953e-06,1.0,0.026443447226612158,3.4727653167087527e-06
population-PCG,128,149251,32768,48,16,256,All,168,0.7476036108014555,0.17021150418802544,9.408907754418361e-06,8.679927707686409e-05,8.34938903151163e-05,2.735649576921094e-06,1.1348276548314322e-06,3.41703192539117e-06,1.0,0.025738921192332984,1.2625719237450109e-05
population-PCG,128,149251,32768,48,16,256,ID,48,0.8611704376528427,0.14978076842939408,1.0920211195752927e-05,0.00016405988871305644,0.00012025015604546637,3.941143548994812e-06,1.5157033933140458e-06,4.967766223273884e-06,1.0,0.04237322381634844,3.401896538184281e-05
population-PCG,128,149251,32768,48,16,256,OOD,120,0.7021768800609006,0.15657035041771358,8.804386377884535e-06,5.5895032422387155e-05,2.6479781418441023e-05,2.2534519880916075e-06,9.824773594383866e-07,2.7967382062380846e-06,1.0,0.028013990168354912,4.737834042890855e-06
population-PCG,128,149251,32768,48,24,576,All,168,0.7779139861118154,0.15961282507339833,0.0038021054617959453,0.013446376997048223,0.03035624397249264,0.0007397893545902761,0.0007492752195836705,7.331384072712261e-05,1.0,0.02413621773362396,0.004590388734477731
population-PCG,128,149251,32768,48,24,576,ID,48,0.8715532522193148,0.16139025519383407,0.004097900613288608,0.022258829377278713,0.03765169877535485,0.0012445703566991244,0.0014053845823826109,6.876100647918655e-05,1.0,0.045657566567563826,0.010651727027464933
population-PCG,128,149251,32768,48,24,576,OOD,120,0.7404582796688156,0.14322526034301697,0.00368378740119888,0.009921396044956026,0.026257049099919067,0.0005378769537467368,0.0004868314744640943,7.513497442629703e-05,1.0,0.025626250592177362,0.004697982174611821
population-PCG,128,149251,32768,48,32,1024,All,168,0.7901512063689815,0.16034855932231587,0.028583571301039307,0.10310965284276916,0.1773768352798726,0.002812391290284498,0.0027324710550016454,0.000649098586490805,0.9782859546442827,0.024247473467727987,0.026822443091571342
population-PCG,128,149251,32768,48,32,1024,ID,48,0.8951262664117908,0.11945809187309987,0.04507092559166869,0.22743058209501513,0.27887049822218896,0.003937576580938132,0.004003780505930333,0.0009891922480467481,0.924426012362043,0.033794889134908496,0.07889291903663667
population-PCG,128,149251,32768,48,32,1024,OOD,120,0.7481611823518578,0.15563958937553193,0.021988629584787554,0.05338128114187077,0.0686294635280593,0.0023623171740230443,0.0022239472746301697,0.0005130611218684278,0.9998299315571785,0.027847455887661274,0.012279369059373412
population-PCG,128,149251,32768,48,48,2304,All,168,0.8036941845912967,0.14671033846196968,0.08198556660984949,0.27691297382781543,0.36538518680559584,0.006571846214813197,0.006211434041601667,0.001485921675425909,0.948744226424467,0.022185138764779174,0.05525255518361561
