seed,method,network_width,parameter_count,dataset_size,context_size,context_measurements,depth,batch_size,inference_ms
17,looped-Richardson,128,149251,32768,32,1024,8,8,23.784288798924536
17,looped-Richardson,128,149251,32768,48,2304,8,8,70.06205240031704
17,looped-HB,128,149251,32768,8,64,16,8,19.77692260406912
17,looped-HB,128,149251,32768,12,144,16,8,16.95846760412678
17,looped-HB,128,149251,32768,16,256,16,8,17.129357799421996
17,looped-HB,128,149251,32768,24,576,16,8,17.529320996254683
17,looped-HB,128,149251,32768,32,1024,16,8,33.09094819705933
17,looped-HB,128,149251,32768,48,2304,16,8,75.80026059877127
17,looped-Chebyshev,128,149251,32768,8,64,16,8,18.38676379993558
17,looped-Chebyshev,128,149251,32768,12,144,16,8,16.529210400767624
17,looped-Chebyshev,128,149251,32768,16,256,16,8,15.859807806555182
17,looped-Chebyshev,128,149251,32768,24,576,16,8,16.65215879911557
17,looped-Chebyshev,128,149251,32768,32,1024,16,8,30.511413398198783
17,looped-Chebyshev,128,149251,32768,48,2304,16,8,61.42513540107757
17,looped-Richardson,128,149251,32768,8,64,16,8,16.30052221007645
17,looped-Richardson,128,149251,32768,12,144,16,8,17.282084794715047
17,looped-Richardson,128,149251,32768,16,256,16,8,16.484133200719953
17,looped-Richardson,128,149251,32768,24,576,16,8,17.371684801764786
17,looped-Richardson,128,149251,32768,32,1024,16,8,33.151476806961
17,looped-Richardson,128,149251,32768,48,2304,16,8,81.88194440444931
17,looped-HB,128,149251,32768,8,64,32,8,19.86793860560283
17,looped-HB,128,149251,32768,12,144,32,8,17.66544299898669
17,looped-HB,128,149251,32768,16,256,32,8,17.668877996038646
17,looped-HB,128,149251,32768,24,576,32,8,18.13619219465181
17,looped-HB,128,149251,32768,32,1024,32,8,33.35949199972674
17,looped-HB,128,149251,32768,48,2304,32,8,83.7808364070952
17,looped-Chebyshev,128,149251,32768,8,64,32,8,20.23323979228735
17,looped-Chebyshev,128,149251,32768,12,144,32,8,17.989061994012445
17,looped-Chebyshev,128,149251,32768,16,256,32,8,18.06077900109813
17,looped-Chebyshev,128,149251,32768,24,576,32,8,18.49299279274419
17,looped-Chebyshev,128,149251,32768,32,1024,32,8,35.20125960931182
17,looped-Chebyshev,128,149251,32768,48,2304,32,8,86.23771939892322
17,looped-Richardson,128,149251,32768,8,64,32,8,19.80056579923257
17,looped-Richardson,128,149251,32768,12,144,32,8,17.55252960138023
17,looped-Richardson,128,149251,32768,16,256,32,8,17.5840851967223
17,looped-Richardson,128,149251,32768,24,576,32,8,18.106299196369942
17,looped-Richardson,128,149251,32768,32,1024,32,8,33.253935794346035
17,looped-Richardson,128,149251,32768,48,2304,32,8,83.71431879932061
17,looped-HB,128,149251,32768,8,64,48,8,19.569296995177865
17,looped-HB,128,149251,32768,12,144,48,8,16.83721779845655
17,looped-HB,128,149251,32768,16,256,48,8,17.7608375903219
17,looped-HB,128,149251,32768,24,576,48,8,17.412621609400958
17,looped-HB,128,149251,32768,32,1024,48,8,31.347895797807723
17,looped-HB,128,149251,32768,48,2304,48,8,64.77375879185274
17,looped-Chebyshev,128,149251,32768,8,64,48,8,18.43253599945456
17,looped-Chebyshev,128,149251,32768,12,144,48,8,17.671751999296248
17,looped-Chebyshev,128,149251,32768,16,256,48,8,20.69725919282064
17,looped-Chebyshev,128,149251,32768,24,576,48,8,21.537447604350746
17,looped-Chebyshev,128,149251,32768,32,1024,48,8,37.04695060150698
17,looped-Chebyshev,128,149251,32768,48,2304,48,8,85.05427360069007
17,looped-Richardson,128,149251,32768,8,64,48,8,19.99345280928537
17,looped-Richardson,128,149251,32768,12,144,48,8,17.94458479853347
17,looped-Richardson,128,149251,32768,16,256,48,8,17.90374960983172
17,looped-Richardson,128,149251,32768,24,576,48,8,17.829472606536
17,looped-Richardson,128,149251,32768,32,1024,48,8,33.92264540307224
17,looped-Richardson,128,149251,32768,48,2304,48,8,82.92561459820718
17,looped-HB,128,149251,32768,8,64,64,8,22.87990079494193
17,looped-HB,128,149251,32768,12,144,64,8,20.48155360389501
17,looped-HB,128,149251,32768,16,256,64,8,20.673278800677508
17,looped-HB,128,149251,32768,24,576,64,8,21.503895393107086
17,looped-HB,128,149251,32768,32,1024,64,8,35.24997979402542
17,looped-HB,128,149251,32768,48,2304,64,8,79.00654419790953
17,looped-Chebyshev,128,149251,32768,8,64,64,8,23.08337979484349
17,looped-Chebyshev,128,149251,32768,12,144,64,8,20.95542559400201
17,looped-Chebyshev,128,149251,32768,16,256,64,8,20.99746239837259
17,looped-Chebyshev,128,149251,32768,24,576,64,8,21.42554380698129
17,looped-Chebyshev,128,149251,32768,32,1024,64,8,34.33466259157285
17,looped-Chebyshev,128,149251,32768,48,2304,64,8,66.08052620431408
17,looped-Richardson,128,149251,32768,8,64,64,8,17.687767802271992
17,looped-Richardson,128,149251,32768,12,144,64,8,20.73340100469068
17,looped-Richardson,128,149251,32768,16,256,64,8,20.78572320751846
17,looped-Richardson,128,149251,32768,24,576,64,8,21.344089799094945
17,looped-Richardson,128,149251,32768,32,1024,64,8,36.35526780271903
17,looped-Richardson,128,149251,32768,48,2304,64,8,86.05444539571181
17,exact,0,0,0,8,64,0,8,14.886312594171612
17,exact,0,0,0,12,144,0,8,10.137748590204865
17,exact,0,0,0,16,256,0,8,9.97425758978352
17,exact,0,0,0,24,576,0,8,10.439474391750991
17,exact,0,0,0,32,1024,0,8,10.54091639816761
17,exact,0,0,0,48,2304,0,8,27.57171600824222
29,looped-HB,128,149251,32768,8,64,1,8,18.504361005034298
29,looped-HB,128,149251,32768,12,144,1,8,15.739286597818136
29,looped-HB,128,149251,32768,16,256,1,8,15.239624003879726
29,looped-HB,128,149251,32768,24,576,1,8,15.56118360022083
29,looped-HB,128,149251,32768,32,1024,1,8,31.777593004517257
29,looped-HB,128,149251,32768,48,2304,1,8,68.54217760264874
29,looped-Chebyshev,128,149251,32768,8,64,1,8,16.038859402760863
29,looped-Chebyshev,128,149251,32768,12,144,1,8,12.481569591909649
29,looped-Chebyshev,128,149251,32768,16,256,1,8,12.473034998402
29,looped-Chebyshev,128,149251,32768,24,576,1,8,12.909204594325274
29,looped-Chebyshev,128,149251,32768,32,1024,1,8,31.484498002100736
29,looped-Chebyshev,128,149251,32768,48,2304,1,8,77.36196120968089
29,looped-Richardson,128,149251,32768,8,64,1,8,19.217475806362927
29,looped-Richardson,128,149251,32768,12,144,1,8,16.48229359416291
29,looped-Richardson,128,149251,32768,16,256,1,8,17.104017199017107
29,looped-Richardson,128,149251,32768,24,576,1,8,16.99572899378836
29,looped-Richardson,128,149251,32768,32,1024,1,8,35.13913539936766
29,looped-Richardson,128,149251,32768,48,2304,1,8,79.42437919555232
29,looped-HB,128,149251,32768,8,64,2,8,17.79391859890893
29,looped-HB,128,149251,32768,12,144,2,8,15.500138199422508
29,looped-HB,128,149251,32768,16,256,2,8,15.063165395986289
29,looped-HB,128,149251,32768,24,576,2,8,16.085429000668228
29,looped-HB,128,149251,32768,32,1024,2,8,27.371998596936464
29,looped-HB,128,149251,32768,48,2304,2,8,59.28984540514648
29,looped-Chebyshev,128,149251,32768,8,64,2,8,18.21251380024478
29,looped-Chebyshev,128,149251,32768,12,144,2,8,17.03215519664809
29,looped-Chebyshev,128,149251,32768,16,256,2,8,16.6267222026363
29,looped-Chebyshev,128,149251,32768,24,576,2,8,16.792652592994273
29,looped-Chebyshev,128,149251,32768,32,1024,2,8,34.54395340522751
29,looped-Chebyshev,128,149251,32768,48,2304,2,8,78.09443019796163
29,looped-Richardson,128,149251,32768,8,64,2,8,18.37466659490019
29,looped-Richardson,128,149251,32768,12,144,2,8,16.61570540163666
29,looped-Richardson,128,149251,32768,16,256,2,8,16.52039459440857
29,looped-Richardson,128,149251,32768,24,576,2,8,17.253524996340275
29,looped-Richardson,128,149251,32768,32,1024,2,8,33.24984459904954
29,looped-Richardson,128,149251,32768,48,2304,2,8,77.19436360057443
29,looped-HB,128,149251,32768,8,64,4,8,19.326258392538875
29,looped-HB,128,149251,32768,12,144,4,8,16.59896420314908
29,looped-HB,128,149251,32768,16,256,4,8,17.08462400129065
29,looped-HB,128,149251,32768,24,576,4,8,17.09018819965422
29,looped-HB,128,149251,32768,32,1024,4,8,31.99965920066461
29,looped-HB,128,149251,32768,48,2304,4,8,91.36655180482194
29,looped-Chebyshev,128,149251,32768,8,64,4,8,19.10804338986054
29,looped-Chebyshev,128,149251,32768,12,144,4,8,16.904440196231008
29,looped-Chebyshev,128,149251,32768,16,256,4,8,16.707696998491883
29,looped-Chebyshev,128,149251,32768,24,576,4,8,17.647970002144575
29,looped-Chebyshev,128,149251,32768,32,1024,4,8,34.03763259993866
29,looped-Chebyshev,128,149251,32768,48,2304,4,8,72.20095640514046
29,looped-Richardson,128,149251,32768,8,64,4,8,17.77548879617825
29,looped-Richardson,128,149251,32768,12,144,4,8,15.070584195200354
29,looped-Richardson,128,149251,32768,16,256,4,8,15.720648400019854
29,looped-Richardson,128,149251,32768,24,576,4,8,15.916131192352625
29,looped-Richardson,128,149251,32768,32,1024,4,8,32.24789899541065
29,looped-Richardson,128,149251,32768,48,2304,4,8,59.23629479948431
29,looped-HB,128,149251,32768,8,64,8,8,19.19128199806437
29,looped-HB,128,149251,32768,12,144,8,8,16.799204202834517
29,looped-HB,128,149251,32768,16,256,8,8,17.18552679521963
29,looped-HB,128,149251,32768,24,576,8,8,16.264270595274866
29,looped-HB,128,149251,32768,32,1024,8,8,32.93635859154165
29,looped-HB,128,149251,32768,48,2304,8,8,71.86962160049006
29,looped-Chebyshev,128,149251,32768,8,64,8,8,18.446300004143268
29,looped-Chebyshev,128,149251,32768,12,144,8,8,15.689595800358802
29,looped-Chebyshev,128,149251,32768,16,256,8,8,15.86832560133189
29,looped-Chebyshev,128,149251,32768,24,576,8,8,14.245932805351911
29,looped-Chebyshev,128,149251,32768,32,1024,8,8,26.080613397061825
29,looped-Chebyshev,128,149251,32768,48,2304,8,8,65.64099580282345
29,looped-Richardson,128,149251,32768,8,64,8,8,19.0565882017836
29,looped-Richardson,128,149251,32768,12,144,8,8,17.0510754105635
29,looped-Richardson,128,149251,32768,16,256,8,8,17.030731204431504
29,looped-Richardson,128,149251,32768,24,576,8,8,17.125387000851333
29,looped-Richardson,128,149251,32768,32,1024,8,8,35.02653380855918
29,looped-Richardson,128,149251,32768,48,2304,8,8,78.73332439921796
29,looped-HB,128,149251,32768,8,64,16,8,18.315225397236645
29,looped-HB,128,149251,32768,12,144,16,8,15.515158406924456
29,looped-HB,128,149251,32768,16,256,16,8,16.1246674018912
29,looped-HB,128,149251,32768,24,576,16,8,16.306894598528743
29,looped-HB,128,149251,32768,32,1024,16,8,32.681726990267634
29,looped-HB,128,149251,32768,48,2304,16,8,64.90682139992714
29,looped-Chebyshev,128,149251,32768,8,64,16,8,15.45102639356628
29,looped-Chebyshev,128,149251,32768,12,144,16,8,13.099382992368191
29,looped-Chebyshev,128,149251,32768,16,256,16,8,13.10588460182771
29,looped-Chebyshev,128,149251,32768,24,576,16,8,14.45312739815563
29,looped-Chebyshev,128,149251,32768,32,1024,16,8,32.639303198084235
29,looped-Chebyshev,128,149251,32768,48,2304,16,8,79.5454125967808
29,looped-Richardson,128,149251,32768,8,64,16,8,19.18877400457859
29,looped-Richardson,128,149251,32768,12,144,16,8,17.233438603579998
29,looped-Richardson,128,149251,32768,16,256,16,8,17.004579794593155
29,looped-Richardson,128,149251,32768,24,576,16,8,17.387381196022034
29,looped-Richardson,128,149251,32768,32,1024,16,8,34.91683539468795
29,looped-Richardson,128,149251,32768,48,2304,16,8,78.06461220607162
29,looped-HB,128,149251,32768,8,64,32,8,18.41652099974453
29,looped-HB,128,149251,32768,12,144,32,8,22.43480299366638
29,looped-HB,128,149251,32768,16,256,32,8,25.200057798065245
29,looped-HB,128,149251,32768,24,576,32,8,24.40044799586758
29,looped-HB,128,149251,32768,32,1024,32,8,40.79983700066805
29,looped-HB,128,149251,32768,48,2304,32,8,63.41539080021903
29,looped-Chebyshev,128,149251,32768,8,64,32,8,17.316400806885213
29,looped-Chebyshev,128,149251,32768,12,144,32,8,16.399385000113398
29,looped-Chebyshev,128,149251,32768,16,256,32,8,15.78008719952777
29,looped-Chebyshev,128,149251,32768,24,576,32,8,17.635490803513676
29,looped-Chebyshev,128,149251,32768,32,1024,32,8,36.23835101025179
29,looped-Chebyshev,128,149251,32768,48,2304,32,8,89.58514960249886
29,looped-Richardson,128,149251,32768,8,64,32,8,23.53239159565419
29,looped-Richardson,128,149251,32768,12,144,32,8,17.728878592606634
29,looped-Richardson,128,149251,32768,16,256,32,8,17.720015393570065
29,looped-Richardson,128,149251,32768,24,576,32,8,17.79722700593993
29,looped-Richardson,128,149251,32768,32,1024,32,8,35.669022193178535
29,looped-Richardson,128,149251,32768,48,2304,32,8,80.92643319396302
29,looped-HB,128,149251,32768,8,64,48,8,20.417374605312943
29,looped-HB,128,149251,32768,12,144,48,8,17.74611440487206
29,looped-HB,128,149251,32768,16,256,48,8,18.16453339997679
29,looped-HB,128,149251,32768,24,576,48,8,18.345150002278388
29,looped-HB,128,149251,32768,32,1024,48,8,37.50954119022936
29,looped-HB,128,149251,32768,48,2304,48,8,81.89381220145151
29,looped-Chebyshev,128,149251,32768,8,64,48,8,22.72802599472925
29,looped-Chebyshev,128,149251,32768,12,144,48,8,21.277645404916257
29,looped-Chebyshev,128,149251,32768,16,256,48,8,20.88626279728487
29,looped-Chebyshev,128,149251,32768,24,576,48,8,21.99066940229386
29,looped-Chebyshev,128,149251,32768,32,1024,48,8,35.74507400626317
29,looped-Chebyshev,128,149251,32768,48,2304,48,8,76.87164199305698
29,looped-Richardson,128,149251,32768,8,64,48,8,19.365598808508366
29,looped-Richardson,128,149251,32768,12,144,48,8,16.679997195024043
29,looped-Richardson,128,149251,32768,16,256,48,8,17.699684796389192
29,looped-Richardson,128,149251,32768,24,576,48,8,15.7033080002293
29,looped-Richardson,128,149251,32768,32,1024,48,8,26.93614059826359
29,looped-Richardson,128,149251,32768,48,2304,48,8,66.45657659973949
29,looped-HB,128,149251,32768,8,64,64,8,17.693669791333377
29,looped-HB,128,149251,32768,12,144,64,8,18.00523860147223
29,looped-HB,128,149251,32768,16,256,64,8,17.99569020513445
29,looped-HB,128,149251,32768,24,576,64,8,18.572662607766688
29,looped-HB,128,149251,32768,32,1024,64,8,33.84156619431451
29,looped-HB,128,149251,32768,48,2304,64,8,83.22227199096233
29,looped-Chebyshev,128,149251,32768,8,64,64,8,24.54636240145192
29,looped-Chebyshev,128,149251,32768,12,144,64,8,21.450304007157683
29,looped-Chebyshev,128,149251,32768,16,256,64,8,21.504054206889123
29,looped-Chebyshev,128,149251,32768,24,576,64,8,21.986272593494505
29,looped-Chebyshev,128,149251,32768,32,1024,64,8,40.167741395998746
29,looped-Chebyshev,128,149251,32768,48,2304,64,8,84.50478540034965
29,looped-Richardson,128,149251,32768,8,64,64,8,23.01208359422162
29,looped-Richardson,128,149251,32768,12,144,64,8,23.906213394366205
29,looped-Richardson,128,149251,32768,16,256,64,8,19.88886659964919
29,looped-Richardson,128,149251,32768,24,576,64,8,20.34674659371376
29,looped-Richardson,128,149251,32768,32,1024,64,8,36.32647680351511
29,looped-Richardson,128,149251,32768,48,2304,64,8,77.41705060470849
29,exact,0,0,0,8,64,0,8,26.822424202691764
29,exact,0,0,0,12,144,0,8,18.402463803067803
29,exact,0,0,0,16,256,0,8,19.41066239960492
29,exact,0,0,0,24,576,0,8,11.399550398346037
29,exact,0,0,0,32,1024,0,8,12.00023019919172
29,exact,0,0,0,48,2304,0,8,36.41280400333926
43,looped-HB,128,149251,32768,8,64,1,8,22.81707320362329
43,looped-HB,128,149251,32768,12,144,1,8,19.742917793337256
43,looped-HB,128,149251,32768,16,256,1,8,21.600120200309902
43,looped-HB,128,149251,32768,24,576,1,8,20.28347779996693
43,looped-HB,128,149251,32768,32,1024,1,8,39.153477596119046
43,looped-HB,128,149251,32768,48,2304,1,8,79.39997100038454
43,looped-Chebyshev,128,149251,32768,8,64,1,8,21.698798006400462
43,looped-Chebyshev,128,149251,32768,12,144,1,8,19.200423394795507
43,looped-Chebyshev,128,149251,32768,16,256,1,8,20.15007580630481
43,looped-Chebyshev,128,149251,32768,24,576,1,8,19.640272203832865
43,looped-Chebyshev,128,149251,32768,32,1024,1,8,39.400207391008735
43,looped-Chebyshev,128,149251,32768,48,2304,1,8,80.18459659069777
43,looped-Richardson,128,149251,32768,8,64,1,8,18.912343599367887
43,looped-Richardson,128,149251,32768,12,144,1,8,16.51594740105793
43,looped-Richardson,128,149251,32768,16,256,1,8,16.75170660018921
43,looped-Richardson,128,149251,32768,24,576,1,8,17.165292194113135
43,looped-Richardson,128,149251,32768,32,1024,1,8,32.04839120153338
43,looped-Richardson,128,149251,32768,48,2304,1,8,78.14954380737618
43,looped-HB,128,149251,32768,8,64,2,8,15.592229401227089
43,looped-HB,128,149251,32768,12,144,2,8,12.52620400628075
43,looped-HB,128,149251,32768,16,256,2,8,12.715425598435104
43,looped-HB,128,149251,32768,24,576,2,8,13.002711802255362
43,looped-HB,128,149251,32768,32,1024,2,8,28.76165099442005
43,looped-HB,128,149251,32768,48,2304,2,8,79.98908719746396
43,looped-Chebyshev,128,149251,32768,8,64,2,8,18.25185399502516
43,looped-Chebyshev,128,149251,32768,12,144,2,8,16.651041596196592
43,looped-Chebyshev,128,149251,32768,16,256,2,8,16.313023399561644
43,looped-Chebyshev,128,149251,32768,24,576,2,8,17.501648201141506
43,looped-Chebyshev,128,149251,32768,32,1024,2,8,31.95487121120096
43,looped-Chebyshev,128,149251,32768,48,2304,2,8,81.26351040555164
43,looped-Richardson,128,149251,32768,8,64,2,8,19.037809397559613
43,looped-Richardson,128,149251,32768,12,144,2,8,16.59449900034815
43,looped-Richardson,128,149251,32768,16,256,2,8,16.93344060331583
43,looped-Richardson,128,149251,32768,24,576,2,8,15.792563604190946
43,looped-Richardson,128,149251,32768,32,1024,2,8,32.10716100875288
43,looped-Richardson,128,149251,32768,48,2304,2,8,74.00275300024077
43,looped-HB,128,149251,32768,8,64,4,8,19.32234939886257
43,looped-HB,128,149251,32768,12,144,4,8,16.85737679945305
43,looped-HB,128,149251,32768,16,256,4,8,16.948551405221224
43,looped-HB,128,149251,32768,24,576,4,8,17.355350602883846
43,looped-HB,128,149251,32768,32,1024,4,8,35.00822740606964
43,looped-HB,128,149251,32768,48,2304,4,8,82.25125999888405
43,looped-Chebyshev,128,149251,32768,8,64,4,8,19.271325005684048
43,looped-Chebyshev,128,149251,32768,12,144,4,8,16.888938006013632
43,looped-Chebyshev,128,149251,32768,16,256,4,8,16.919617995154113
43,looped-Chebyshev,128,149251,32768,24,576,4,8,17.27491000201553
43,looped-Chebyshev,128,149251,32768,32,1024,4,8,35.04385460400954
43,looped-Chebyshev,128,149251,32768,48,2304,4,8,81.95987739600241
43,looped-Richardson,128,149251,32768,8,64,4,8,19.21335239894688
43,looped-Richardson,128,149251,32768,12,144,4,8,16.91463040187955
43,looped-Richardson,128,149251,32768,16,256,4,8,16.928757599089295
43,looped-Richardson,128,149251,32768,24,576,4,8,17.24294440355152
43,looped-Richardson,128,149251,32768,32,1024,4,8,35.14276879141107
43,looped-Richardson,128,149251,32768,48,2304,4,8,81.92644339287654
43,looped-HB,128,149251,32768,8,64,8,8,19.102417991962284
43,looped-HB,128,149251,32768,12,144,8,8,16.93802960216999
43,looped-HB,128,149251,32768,16,256,8,8,16.780738008674234
43,looped-HB,128,149251,32768,24,576,8,8,17.23396119195968
43,looped-HB,128,149251,32768,32,1024,8,8,34.741876006592065
43,looped-HB,128,149251,32768,48,2304,8,8,81.10417959978804
43,looped-Chebyshev,128,149251,32768,8,64,8,8,19.22243000008166
43,looped-Chebyshev,128,149251,32768,12,144,8,8,16.854027600493282
43,looped-Chebyshev,128,149251,32768,16,256,8,8,16.4369125966914
43,looped-Chebyshev,128,149251,32768,24,576,8,8,17.510543204843998
43,looped-Chebyshev,128,149251,32768,32,1024,8,8,41.649196203798056
43,looped-Chebyshev,128,149251,32768,48,2304,8,8,75.39678680477664
43,looped-Richardson,128,149251,32768,8,64,8,8,22.026350593660027
43,looped-Richardson,128,149251,32768,12,144,8,8,16.24230940360576
43,looped-Richardson,128,149251,32768,16,256,8,8,15.640395402442664
43,looped-Richardson,128,149251,32768,24,576,8,8,15.52082640118897
43,looped-Richardson,128,149251,32768,32,1024,8,8,29.66574960155413
43,looped-Richardson,128,149251,32768,48,2304,8,8,60.61692680232227
43,looped-HB,128,149251,32768,8,64,16,8,18.86496840743348
43,looped-HB,128,149251,32768,12,144,16,8,16.552419995423406
43,looped-HB,128,149251,32768,16,256,16,8,15.72020499734208
43,looped-HB,128,149251,32768,24,576,16,8,16.530777397565544
43,looped-HB,128,149251,32768,32,1024,16,8,32.82423720229417
43,looped-HB,128,149251,32768,48,2304,16,8,67.82757879700512
43,looped-Chebyshev,128,149251,32768,8,64,16,8,16.718230000697076
43,looped-Chebyshev,128,149251,32768,12,144,16,8,13.119781401474029
43,looped-Chebyshev,128,149251,32768,16,256,16,8,13.13682880718261
43,looped-Chebyshev,128,149251,32768,24,576,16,8,13.560323393903673
43,looped-Chebyshev,128,149251,32768,32,1024,16,8,32.76533699827269
43,looped-Chebyshev,128,149251,32768,48,2304,16,8,81.2397304107435
43,looped-Richardson,128,149251,32768,8,64,16,8,19.17792099993676
43,looped-Richardson,128,149251,32768,12,144,16,8,16.770744998939335
43,looped-Richardson,128,149251,32768,16,256,16,8,17.008795402944088
43,looped-Richardson,128,149251,32768,24,576,16,8,17.22639739746228
43,looped-Richardson,128,149251,32768,32,1024,16,8,34.99635140178725
43,looped-Richardson,128,149251,32768,48,2304,16,8,91.55178680084646
43,looped-HB,128,149251,32768,8,64,32,8,19.26539819687605
43,looped-HB,128,149251,32768,12,144,32,8,17.495254206005484
43,looped-HB,128,149251,32768,16,256,32,8,17.4297480029054
43,looped-HB,128,149251,32768,24,576,32,8,18.281512206885964
43,looped-HB,128,149251,32768,32,1024,32,8,33.50641300203279
43,looped-HB,128,149251,32768,48,2304,32,8,83.61577580217272
43,looped-Chebyshev,128,149251,32768,8,64,32,8,21.575585193932056
43,looped-Chebyshev,128,149251,32768,12,144,32,8,21.8735393951647
43,looped-Chebyshev,128,149251,32768,16,256,32,8,26.19996319990605
43,looped-Chebyshev,128,149251,32768,24,576,32,8,18.4666236047633
43,looped-Chebyshev,128,149251,32768,32,1024,32,8,26.882421411573887
43,looped-Chebyshev,128,149251,32768,48,2304,32,8,65.19236679887399
43,looped-Richardson,128,149251,32768,8,64,32,8,20.095771993510425
43,looped-Richardson,128,149251,32768,12,144,32,8,20.15911699272692
43,looped-Richardson,128,149251,32768,16,256,32,8,22.130941203795373
43,looped-Richardson,128,149251,32768,24,576,32,8,17.90431720437482
43,looped-Richardson,128,149251,32768,32,1024,32,8,34.378024796023965
