rank,shell,M1,M2,M3,alpha_eff,slope,phase_ratio
29,16,1.3401197381662155,3.5004585890089697,2.5787959011051473,4.020316194788121,-4.020316194788121,0.010203316893180733
30,16,1.3433987204485147,3.6961270605792684,2.7784028703593346,4.0213903967303,-4.0213903967303,0.010747364956226411
31,16,1.3465735902799727,3.8955424431038335,2.9856380053993448,4.022481526220594,-4.022481526220594,0.011300505800957017
32,16,1.349650756146648,4.098647993002079,3.20051470471013,4.023589219434363,-4.023589219434363,0.011862582708711312
33,16,1.3526360524616161,4.3053896460990195,3.423045934683263,4.024713128315583,-4.024713128315583,0.012433446731268121
34,16,1.3555348061489414,4.5157158105479125,3.653244257288357,4.025852919336522,-4.025852919336522,0.01301295607087098
35,16,1.358351893845611,4.729577181604246,3.8911218551482074,4.027008272391624,-4.027008272391624,0.013600975527289564
36,16,1.3610917912644225,4.946926575364619,4.136690554333853,4.028178879807517,-4.028178879807517,0.01419737600288263
37,16,1.3637586159726385,5.167718779037684,4.389961845148923,4.029364445453948,-4.029364445453948,0.014802034058071872
38,16,1.3663561646129647,5.391910415685855,4.650946901133912,4.030564683942784,-4.030564683942784,0.01541483151081545
39,16,1.3688879454113936,5.619459821682757,4.919656596488788,4.031779319904226,-4.031779319904226,0.01603565507463893
40,16,1.3713572066704307,5.850326935385168,5.196101522085406,4.033008087330889,-4.033008087330889,0.016664396030581684
41,16,1.3737669618283368,6.084473195729709,5.480292000218487,4.034250728981824,-4.034250728981824,0.017300949929082012
42,16,1.3761200115693564,6.321861449641634,5.772238098224805,4.0355069958396195,-4.0355069958396195,0.017945216318379233
43,16,1.3784189633918262,6.562455867292144,6.071949641083902,4.036776646614644,-4.036776646614644,0.018597098496477303
44,16,1.380666248977032,6.806221864366537,6.379436223099842,4.03805944729134,-4.03805944729134,0.01925650328410691
45,16,1.3828641396489094,7.0531260306125425,6.694707218751551,4.039355170712045,-4.039355170712045,0.01992334081645587
46,16,1.3850147601710059,7.303136064029242,7.017771792789155,4.040663596194503,-4.040663596194503,0.020597524351720214
47,16,1.387120101090789,7.556220710135039,7.348638909644833,4.041984509179599,-4.041984509179599,0.021278970094769825
48,16,1.3891820298110626,7.812349705820087,7.687317342219142,4.043317700906344,-4.043317700906344,0.021967597034429114
49,16,1.3912023005428147,8.071493727346292,8.033815680097078,4.044662968111441,-4.044662968111441,0.02266332679305121
50,16,1.3931825632724326,8.333624342108001,8.388142337242357,4.046020112751123,-4.046020112751123,0.02336608348721753
