task,label,rank,target_rank,test_mse,recovery_slope,high_low_ratio,full_mse,full_recovery_slope
narrow,narrow spectrum,21,4.0,0.02722112581625216,-0.59968261649235,0.17920492479985806,0.021,-0.88
narrow,narrow spectrum,22,4.0,0.027875767599879385,-0.6097804337025257,0.16608010412333277,0.021,-0.88
narrow,narrow spectrum,23,4.0,0.028626006957112426,-0.6196514336538772,0.15373964565131049,0.021,-0.88
narrow,narrow spectrum,24,4.0,0.02941345283434437,-0.6293313446972305,0.1421580714222485,0.021,-0.88
narrow,narrow spectrum,25,4.0,0.030154217095819585,-0.638848631908183,0.13130764824745567,0.021,-0.88
narrow,narrow spectrum,26,4.0,0.03080249759930066,-0.6482262011336862,0.12115900445486395,0.021,-0.88
narrow,narrow spectrum,27,4.0,0.031383349863345573,-0.6574826596467918,0.11168165486350767,0.021,-0.88
narrow,narrow spectrum,28,4.0,0.031971686266234284,-0.6666332583896726,0.10284444624670559,0.021,-0.88
narrow,narrow spectrum,29,4.0,0.0326351221551212,-0.6756906032707263,0.09461593364197678,0.021,-0.88
narrow,narrow spectrum,30,4.0,0.03338431766623615,-0.6846651972895391,0.08696469637651252,0.021,-0.88
narrow,narrow spectrum,31,4.0,0.03416728865355887,-0.6935658575331922,0.07985960147877957,0.021,-0.88
narrow,narrow spectrum,32,4.0,0.03491030373210863,-0.702400038746535,0.0732700211619132,0.021,-0.88
narrow,narrow spectrum,33,4.0,0.03557341986569107,-0.7111740865118638,0.06716601024048788,0.021,-0.88
narrow,narrow spectrum,34,4.0,0.036179001932022205,-0.7198934369304023,0.06151844864237974,0.021,-0.88
narrow,narrow spectrum,35,4.0,0.03679302651212582,-0.7285627753041322,0.056299153575521205,0.021,-0.88
narrow,narrow spectrum,36,4.0,0.03747464201879307,-0.7371861631454755,0.05148096538622545,0.021,-0.88
narrow,narrow spectrum,37,4.0,0.03823246522243394,-0.7457671405336896,0.047037810687175205,0.021,-0.88
narrow,narrow spectrum,38,4.0,0.03901982593634669,-0.7543088091417207,0.042944745928338385,0.021,-0.88
narrow,narrow spectrum,39,4.0,0.03977123095933587,-0.7628139000023981,0.03917798422472316,0.021,-0.88
narrow,narrow spectrum,40,4.0,0.040451656859754916,-0.7712848291465269,0.03571490793453863,0.021,-0.88
narrow,narrow spectrum,41,4.0,0.04108165214531136,-0.7797237435414581,0.032534069194853396,0.021,-0.88
narrow,narrow spectrum,42,4.0,0.04172034258686898,-0.7881325592255639,0.029615180365093547,0.021,-0.88
narrow,narrow spectrum,43,4.0,0.04242025335870974,-0.7965129931274151,0.026939096098284897,0.021,-0.88
narrow,narrow spectrum,44,4.0,0.043188386144205095,-0.8048665897462441,0.024487788552977226,0.021,-0.88
narrow,narrow spectrum,45,4.0,0.04398231805084204,-0.8131947436289986,0.022244317072871563,0.021,-0.88
narrow,narrow spectrum,46,4.0,0.04474320653314849,-0.8214987183916738,0.020192793494228176,0.021,-0.88
narrow,narrow spectrum,47,4.0,0.04544007933657709,-0.8297796628858611,0.018318344091341334,0.021,-0.88
narrow,narrow spectrum,48,4.0,0.046092119996005015,-0.8380386249959919,0.01660706903612405,0.021,-0.88
narrow,narrow spectrum,49,4.0,0.04675296809768151,-0.84627656346144,0.015046000127717582,0.021,-0.88
narrow,narrow spectrum,50,4.0,0.04746977207866174,-0.8544943580450154,0.013623057440737397,0.021,-0.88
baseline,baseline spectrum,1,5.0,0.03585352034271441,-0.3388888888888889,0.3091959367476876,0.027,-0.94
baseline,baseline spectrum,2,5.0,0.022385889615137065,-0.3120689655172414,0.4413508970115233,0.027,-0.94
baseline,baseline spectrum,3,5.0,0.015136431393597372,-0.2833333333333333,0.49300705121855354,0.027,-0.94
baseline,baseline spectrum,4,5.0,0.00995572212876694,-0.25952380952380955,0.5011822380768229,0.027,-0.94
baseline,baseline spectrum,5,5.0,0.007255580124715496,-0.25,0.49187236460159883,0.027,-0.94
baseline,baseline spectrum,6,5.0,0.008325474050064818,-0.27152380952380956,0.4749137006643629,0.027,-0.94
baseline,baseline spectrum,7,5.0,0.011341167552487872,-0.30603871685474765,0.45458043337410836,0.027,-0.94
baseline,baseline spectrum,8,5.0,0.01437144695677178,-0.3450400172202744,0.43282044589449464,0.027,-0.94
baseline,baseline spectrum,9,5.0,0.016787307069630518,-0.3818500922934316,0.4105784371870256,0.027,-0.94
baseline,baseline spectrum,10,5.0,0.018572481067144486,-0.4138624698035645,0.3883529571639389,0.027,-0.94
baseline,baseline spectrum,11,5.0,0.019854602713258694,-0.44095645973990727,0.3664337854726316,0.027,-0.94
baseline,baseline spectrum,12,5.0,0.020814152201081886,-0.4639194753618476,0.3450049885038636,0.027,-0.94
baseline,baseline spectrum,13,5.0,0.021645167414828644,-0.483668502367755,0.32419118731285407,0.027,-0.94
baseline,baseline spectrum,14,5.0,0.02248919380006261,-0.5009868938043001,0.30407953676541966,0.027,-0.94
baseline,baseline spectrum,15,5.0,0.023384019848552,-0.5164783191989871,0.28473108865476976,0.027,-0.94
baseline,baseline spectrum,16,5.0,0.024272143458656786,-0.5305900570628601,0.266187337281466,0.027,-0.94
baseline,baseline spectrum,17,5.0,0.025067064224132064,-0.5436494276538689,0.24847444456000325,0.027,-0.94
baseline,baseline spectrum,18,5.0,0.025730614983982457,-0.5558960605119807,0.23160624879517203,0.027,-0.94
baseline,baseline spectrum,19,5.0,0.026306809044624447,-0.5675065767890701,0.2155865664245066,0.027,-0.94
baseline,baseline spectrum,20,5.0,0.02689099053453871,-0.5786124506255985,0.20041103668944088,0.027,-0.94
baseline,baseline spectrum,21,5.0,0.027560883636572872,-0.5893126628740191,0.18606864237874352,0.027,-0.94
baseline,baseline spectrum,22,5.0,0.028322559395481957,-0.59968261649235,0.17254298457393485,0.027,-0.94
baseline,baseline spectrum,23,5.0,0.029110824366324724,-0.6097804337025257,0.15981336148547912,0.027,-0.94
baseline,baseline spectrum,24,5.0,0.02984166084826122,-0.6196514336538772,0.14785568629052925,0.027,-0.94
baseline,baseline spectrum,25,5.0,0.03047603566748621,-0.6293313446972305,0.1366432698912685,0.027,-0.94
baseline,baseline spectrum,26,5.0,0.031047639499955655,-0.638848631908183,0.12614748875263995,0.027,-0.94
baseline,baseline spectrum,27,5.0,0.0316355958547083,-0.6482262011336862,0.11633835403450327,0.027,-0.94
baseline,baseline spectrum,28,5.0,0.03230451089045942,-0.6574826596467918,0.10718499538640518,0.027,-0.94
baseline,baseline spectrum,29,5.0,0.03305746496769159,-0.6666332583896726,0.09865607063168164,0.027,-0.94
baseline,baseline spectrum,30,5.0,0.03383624135836378,-0.6756906032707263,0.09072011090373601,0.027,-0.94
baseline,baseline spectrum,31,5.0,0.034566885923905874,-0.6846651972895391,0.08334580947023205,0.027,-0.94
baseline,baseline spectrum,32,5.0,0.03521523432642475,-0.6935658575331922,0.0765022613991265,0.027,-0.94
baseline,baseline spectrum,33,5.0,0.035810939124093805,-0.702400038746535,0.07015916032214269,0.027,-0.94
baseline,baseline spectrum,34,5.0,0.03642331161392931,-0.7111740865118638,0.0642869577934512,0.027,-0.94
baseline,baseline spectrum,35,5.0,0.03710855649979046,-0.7198934369304023,0.05885699009332473,0.027,-0.94
baseline,baseline spectrum,36,5.0,0.03786850180102851,-0.7285627753041322,0.05384157676611345,0.027,-0.94
baseline,baseline spectrum,37,5.0,0.03865105666695798,-0.7371861631454755,0.049214094692589284,0.027,-0.94
baseline,baseline spectrum,38,5.0,0.03939068719985195,-0.7457671405336896,0.044949031066180006,0.027,-0.94
baseline,baseline spectrum,39,5.0,0.0400575697057598,-0.7543088091417207,0.04102201826143511,0.027,-0.94
baseline,baseline spectrum,40,5.0,0.04067864448093345,-0.7628139000023981,0.037409853243933235,0.027,-0.94
baseline,baseline spectrum,41,5.0,0.04131581212851515,-0.7712848291465269,0.03409050386800553,0.027,-0.94
baseline,baseline spectrum,42,5.0,0.04201879916200892,-0.7797237435414581,0.031043104137504662,0.027,-0.94
baseline,baseline spectrum,43,5.0,0.04278850137798781,-0.7881325592255639,0.028247940261642006,0.027,-0.94
baseline,baseline spectrum,44,5.0,0.04357774901103599,-0.7965129931274151,0.025686429119541183,0.027,-0.94
baseline,baseline spectrum,45,5.0,0.044327820615634665,-0.8048665897462441,0.023341090550992153,0.027,-0.94
baseline,baseline spectrum,46,5.0,0.04501249926341556,-0.8131947436289986,0.02119551471470359,0.027,-0.94
baseline,baseline spectrum,47,5.0,0.04565666730177088,-0.8214987183916738,0.019234325597195415,0.027,-0.94
baseline,baseline spectrum,48,5.0,0.04631631714595481,-0.8297796628858611,0.017443141613646282,0.027,-0.94
baseline,baseline spectrum,49,5.0,0.04703593820431942,-0.8380386249959919,0.015808534114994097,0.027,-0.94
baseline,baseline spectrum,50,5.0,0.047815640805693754,-0.84627656346144,0.014317984502025588,0.027,-0.94
wide,wide spectrum,1,7.0,0.043703099938900904,-0.37857142857142856,0.3091959367476876,0.038,-1.08
wide,wide spectrum,2,7.0,0.02863197602189431,-0.3611111111111111,0.4413508970115233,0.038,-1.08
wide,wide spectrum,3,7.0,0.021709499442831768,-0.3388888888888889,0.4978359003593773,0.038,-1.08
wide,wide spectrum,4,7.0,0.017175465862886926,-0.3120689655172414,0.5169154102173311,0.038,-1.08
wide,wide spectrum,5,7.0,0.013319347427576069,-0.2833333333333333,0.511090002013065,0.038,-1.08
wide,wide spectrum,6,7.0,0.00990944196936,-0.25952380952380955,0.49594785972989675,0.038,-1.08
wide,wide spectrum,7,7.0,0.008289112100754243,-0.25,0.4765817494445378,0.038,-1.08
wide,wide spectrum,8,7.0,0.009930425760306704,-0.27152380952380956,0.45526046916169094,0.038,-1.08
wide,wide spectrum,9,7.0,0.013059977533836456,-0.30603871685474765,0.4330967766887935,0.038,-1.08
wide,wide spectrum,10,7.0,0.0159032395068177,-0.3450400172202744,0.41069040421783387,0.038,-1.08
wide,wide spectrum,11,7.0,0.018090414048810906,-0.3818500922934316,0.3883982106367075,0.038,-1.08
wide,wide spectrum,12,7.0,0.019826688123764303,-0.4138624698035645,0.36645203366673473,0.038,-1.08
wide,wide spectrum,13,7.0,0.021290229464151725,-0.44095645973990727,0.34501233157644046,0.038,-1.08
wide,wide spectrum,14,7.0,0.022526736886312942,-0.4639194753618476,0.3241941364440827,0.038,-1.08
wide,wide spectrum,15,7.0,0.02352554171127611,-0.483668502367755,0.3040807190603508,0.038,-1.08
wide,wide spectrum,16,7.0,0.0243108420258895,-0.5009868938043001,0.28473156182947806,0.038,-1.08
wide,wide spectrum,17,7.0,0.024973965654758255,-0.5164783191989871,0.2661875263516274,0.038,-1.08
wide,wide spectrum,18,7.0,0.025634920861035766,-0.5305900570628601,0.2484745199939296,0.038,-1.08
wide,wide spectrum,19,7.0,0.02637254188212094,-0.5436494276538689,0.2316062788479634,0.038,-1.08
wide,wide spectrum,20,7.0,0.02718086875807351,-0.5558960605119807,0.21558657838105633,0.038,-1.08
wide,wide spectrum,21,7.0,0.027985505242345415,-0.5675065767890701,0.20041104144011757,0.038,-1.08
wide,wide spectrum,22,7.0,0.028706932625155744,-0.5786124506255985,0.1860686442639404,0.038,-1.08
wide,wide spectrum,23,7.0,0.029323118791006547,-0.5893126628740191,0.17254298532112392,0.038,-1.08
wide,wide spectrum,24,7.0,0.0298859314027543,-0.59968261649235,0.15981336178127764,0.038,-1.08
wide,wide spectrum,25,7.0,0.0304815627187656,-0.6097804337025257,0.14785568640749822,0.038,-1.08
wide,wide spectrum,26,7.0,0.03116669646133463,-0.6196514336538772,0.13664326993747153,0.038,-1.08
wide,wide spectrum,27,7.0,0.03192867047019931,-0.6293313446972305,0.12614748877087095,0.038,-1.08
wide,wide spectrum,28,7.0,0.03269822265486934,-0.638848631908183,0.11633835404168956,0.038,-1.08
wide,wide spectrum,29,7.0,0.03340344342988849,-0.6482262011336862,0.10718499538923504,0.038,-1.08
wide,wide spectrum,30,7.0,0.03402352895791509,-0.6574826596467918,0.09865607063279491,0.038,-1.08
wide,wide spectrum,31,7.0,0.034602608708681704,-0.6666332583896726,0.09072011090417356,0.038,-1.08
wide,wide spectrum,32,7.0,0.035214893081884496,-0.6756906032707263,0.08334580947040388,0.038,-1.08
wide,wide spectrum,33,7.0,0.03590871237600515,-0.6846651972895391,0.0765022613991939,0.038,-1.08
wide,wide spectrum,34,7.0,0.03667166307583092,-0.6935658575331922,0.07015916032216911,0.038,-1.08
wide,wide spectrum,35,7.0,0.037441974214779385,-0.702400038746535,0.06428695779346155,0.038,-1.08
wide,wide spectrum,36,7.0,0.038156101025299205,-0.7111740865118638,0.05885699009332877,0.038,-1.08
wide,wide spectrum,37,7.0,0.03879603509227098,-0.7198934369304023,0.053841576766115035,0.038,-1.08
wide,wide spectrum,38,7.0,0.03940123660280964,-0.7285627753041322,0.0492140946925899,0.038,-1.08
wide,wide spectrum,39,7.0,0.04003747891017421,-0.7371861631454755,0.04494903106618025,0.038,-1.08
wide,wide spectrum,40,7.0,0.04074711679735354,-0.7457671405336896,0.04102201826143521,0.038,-1.08
wide,wide spectrum,41,7.0,0.041518307039429436,-0.7543088091417207,0.03740985324393327,0.038,-1.08
wide,wide spectrum,42,7.0,0.042295470331437886,-0.7628139000023981,0.034090503868005544,0.038,-1.08
wide,wide spectrum,43,7.0,0.04302196484593057,-0.7712848291465269,0.03104310413750467,0.038,-1.08
wide,wide spectrum,44,7.0,0.04368227617305243,-0.7797237435414581,0.028247940261642006,0.038,-1.08
wide,wide spectrum,45,7.0,0.04431235754920095,-0.7881325592255639,0.025686429119541186,0.038,-1.08
wide,wide spectrum,46,7.0,0.04497135396289006,-0.7965129931274151,0.023341090550992153,0.038,-1.08
wide,wide spectrum,47,7.0,0.04569686139967514,-0.8048665897462441,0.02119551471470359,0.038,-1.08
wide,wide spectrum,48,7.0,0.04647749328017374,-0.8131947436289986,0.019234325597195415,0.038,-1.08
wide,wide spectrum,49,7.0,0.04726269964438549,-0.8214987183916738,0.017443141613646282,0.038,-1.08
wide,wide spectrum,50,7.0,0.048001501728694544,-0.8297796628858611,0.015808534114994097,0.038,-1.08
sobolev,Sobolev-weighted,1,10.0,0.05202965005801472,-0.4103960396039604,0.3091959367476876,0.055,-1.22
sobolev,Sobolev-weighted,2,10.0,0.03444067682334174,-0.4023809523809524,0.4413508970115233,0.055,-1.22
sobolev,Sobolev-weighted,3,10.0,0.027704229630521687,-0.3920289855072464,0.4978359003593773,0.055,-1.22
sobolev,Sobolev-weighted,4,10.0,0.024278837291803353,-0.37857142857142856,0.521978434221424,0.055,-1.22
sobolev,Sobolev-weighted,5,10.0,0.021940820086979656,-0.3611111111111111,0.5322973136891405,0.055,-1.22
sobolev,Sobolev-weighted,6,10.0,0.01976313184311454,-0.3388888888888889,0.5239801133333897,0.055,-1.22
sobolev,Sobolev-weighted,7,10.0,0.017297023479174167,-0.3120689655172414,0.5076869239151314,0.055,-1.22
sobolev,Sobolev-weighted,8,10.0,0.014356963366313927,-0.2833333333333333,0.48801528322133886,0.055,-1.22
sobolev,Sobolev-weighted,9,10.0,0.01136851357767009,-0.25952380952380955,0.4666521837813118,0.055,-1.22
sobolev,Sobolev-weighted,10,10.0,0.009996240185024407,-0.25,0.4444719102343522,0.055,-1.22
sobolev,Sobolev-weighted,11,10.0,0.011839280872705053,-0.27152380952380956,0.4219924026194548,0.055,-1.22
sobolev,Sobolev-weighted,12,10.0,0.015131266230244356,-0.30603871685474765,0.3995517344602248,0.055,-1.22
sobolev,Sobolev-weighted,13,10.0,0.018059742816835214,-0.3450400172202744,0.37738601781481707,0.055,-1.22
sobolev,Sobolev-weighted,14,10.0,0.020238312328820292,-0.3818500922934316,0.35566704537773075,0.055,-1.22
sobolev,Sobolev-weighted,15,10.0,0.02190587951501119,-0.4138624698035645,0.33452221223084105,0.055,-1.22
sobolev,Sobolev-weighted,16,10.0,0.02330623784892903,-0.44095645973990727,0.31404612997192294,0.055,-1.22
sobolev,Sobolev-weighted,17,10.0,0.024537304949385257,-0.4639194753618476,0.2943080683749464,0.055,-1.22
sobolev,Sobolev-weighted,18,10.0,0.025591932391519127,-0.483668502367755,0.27535713104392995,0.055,-1.22
sobolev,Sobolev-weighted,19,10.0,0.02645041679798601,-0.5009868938043001,0.2572260931980886,0.055,-1.22
sobolev,Sobolev-weighted,20,10.0,0.027148364856066972,-0.5164783191989871,0.2399343828229271,0.055,-1.22
sobolev,Sobolev-weighted,21,10.0,0.027780505476767678,-0.5305900570628601,0.22349047266007152,0.055,-1.22
sobolev,Sobolev-weighted,22,10.0,0.02844839671386058,-0.5436494276538689,0.20789384263150612,0.055,-1.22
sobolev,Sobolev-weighted,23,10.0,0.02919793936711136,-0.5558960605119807,0.1931366145097758,0.055,-1.22
sobolev,Sobolev-weighted,24,10.0,0.029996097832840882,-0.5675065767890701,0.17920492772324229,0.055,-1.22
sobolev,Sobolev-weighted,25,10.0,0.030764068929247598,-0.5786124506255985,0.1660801052813186,0.055,-1.22
sobolev,Sobolev-weighted,26,10.0,0.031441137649493835,-0.5893126628740191,0.15373964610947474,0.055,-1.22
sobolev,Sobolev-weighted,27,10.0,0.032031469321553846,-0.59968261649235,0.1421580716033227,0.055,-1.22
sobolev,Sobolev-weighted,28,10.0,0.0326003319240759,-0.6097804337025257,0.1313076483189423,0.055,-1.22
sobolev,Sobolev-weighted,29,10.0,0.033224736940054865,-0.6196514336538772,0.12115900448305689,0.055,-1.22
sobolev,Sobolev-weighted,30,10.0,0.03393688308704834,-0.6293313446972305,0.11168165487461516,0.055,-1.22
sobolev,Sobolev-weighted,31,10.0,0.03470261925029315,-0.638848631908183,0.10284444625107743,0.055,-1.22
sobolev,Sobolev-weighted,32,10.0,0.03544966340609306,-0.6482262011336862,0.09461593364369585,0.055,-1.22
sobolev,Sobolev-weighted,33,10.0,0.03612294782665178,-0.6574826596467918,0.08696469637718787,0.055,-1.22
sobolev,Sobolev-weighted,34,10.0,0.03672516711198969,-0.6666332583896726,0.07985960147904464,0.055,-1.22
sobolev,Sobolev-weighted,35,10.0,0.037313012004926996,-0.6756906032707263,0.07327002116201715,0.055,-1.22
sobolev,Sobolev-weighted,36,10.0,0.03795340662913152,-0.6846651972895391,0.0671660102405286,0.055,-1.22
sobolev,Sobolev-weighted,37,10.0,0.03867356282065247,-0.6935658575331922,0.06151844864239568,0.055,-1.22
sobolev,Sobolev-weighted,38,10.0,0.039442128255223044,-0.702400038746535,0.056299153575527436,0.055,-1.22
sobolev,Sobolev-weighted,39,10.0,0.0401944240047334,-0.7111740865118638,0.05148096538622789,0.055,-1.22
sobolev,Sobolev-weighted,40,10.0,0.04088163083256559,-0.7198934369304023,0.04703781068717616,0.055,-1.22
sobolev,Sobolev-weighted,41,10.0,0.041506638402120065,-0.7285627753041322,0.04294474592833875,0.055,-1.22
sobolev,Sobolev-weighted,42,10.0,0.042120332189657196,-0.7371861631454755,0.03917798422472331,0.055,-1.22
sobolev,Sobolev-weighted,43,10.0,0.042782283610084744,-0.7457671405336896,0.03571490793453869,0.055,-1.22
sobolev,Sobolev-weighted,44,10.0,0.043516141628277785,-0.7543088091417207,0.03253406919485342,0.055,-1.22
sobolev,Sobolev-weighted,45,10.0,0.044293063651610225,-0.7628139000023981,0.029615180365093557,0.055,-1.22
sobolev,Sobolev-weighted,46,10.0,0.04505469908448428,-0.7712848291465269,0.0269390960982849,0.055,-1.22
sobolev,Sobolev-weighted,47,10.0,0.04575748750884496,-0.7797237435414581,0.02448778855297723,0.055,-1.22
sobolev,Sobolev-weighted,48,10.0,0.04640469290745425,-0.7881325592255639,0.022244317072871563,0.055,-1.22
sobolev,Sobolev-weighted,49,10.0,0.0470426629110869,-0.7965129931274151,0.020192793494228176,0.055,-1.22
sobolev,Sobolev-weighted,50,10.0,0.047725083197929605,-0.8048665897462441,0.018318344091341334,0.055,-1.22
broad,broad high-frequency,1,20.0,0.09200172161681586,-0.439501312335958,0.3091959367476876,0.075,-1.34
broad,broad high-frequency,2,20.0,0.06460831821659625,-0.43837209302325586,0.4413508970115233,0.075,-1.34
broad,broad high-frequency,3,20.0,0.05220259542848504,-0.43705501618122977,0.4978359003593773,0.075,-1.34
broad,broad high-frequency,4,20.0,0.04466721295695203,-0.4355072463768116,0.521978434221424,0.075,-1.34
broad,broad high-frequency,5,20.0,0.039388281710440426,-0.4336734693877551,0.5322973136891405,0.075,-1.34
broad,broad high-frequency,6,20.0,0.03529927803725896,-0.43148148148148147,0.5367077568546216,0.075,-1.34
broad,broad high-frequency,7,20.0,0.03183221636558764,-0.4288359788359788,0.5385928461200594,0.075,-1.34
broad,broad high-frequency,8,20.0,0.02868978154077494,-0.425609756097561,0.5393985614201638,0.075,-1.34
broad,broad high-frequency,9,20.0,0.02578426197966896,-0.42163120567375884,0.539742936170328,0.075,-1.34
broad,broad high-frequency,10,20.0,0.02316526951694285,-0.41666666666666663,0.5398901270807343,0.075,-1.34
broad,broad high-frequency,11,20.0,0.02091294472946084,-0.4103960396039604,0.5271484355974825,0.075,-1.34
broad,broad high-frequency,12,20.0,0.019044363245802543,-0.4023809523809524,0.5089944112909631,0.075,-1.34
broad,broad high-frequency,13,20.0,0.017486029156859463,-0.3920289855072464,0.48855166675457684,0.075,-1.34
broad,broad high-frequency,14,20.0,0.01612190009985048,-0.37857142857142856,0.4668712663494345,0.075,-1.34
broad,broad high-frequency,15,20.0,0.014874309211328998,-0.3611111111111111,0.44456107435117986,0.075,-1.34
broad,broad high-frequency,16,20.0,0.013755030590812003,-0.3388888888888889,0.42202858103237484,0.075,-1.34
broad,broad high-frequency,17,20.0,0.01284958122653656,-0.3120689655172414,0.3995663746249301,0.075,-1.34
broad,broad high-frequency,18,20.0,0.012248977520327185,-0.2833333333333333,0.3773919279742259,0.075,-1.34
broad,broad high-frequency,19,20.0,0.011981219576618454,-0.25952380952380955,0.3556694260672289,0.075,-1.34
broad,broad high-frequency,20,20.0,0.011992656592660389,-0.25,0.3345231692752512,0.075,-1.34
broad,broad high-frequency,21,20.0,0.01254054669686356,-0.27152380952380956,0.3140465139881226,0.075,-1.34
broad,broad high-frequency,22,20.0,0.013289399484834366,-0.30603871685474765,0.29430822219311975,0.075,-1.34
broad,broad high-frequency,23,20.0,0.014209810686623374,-0.3450400172202744,0.2753571925547289,0.075,-1.34
broad,broad high-frequency,24,20.0,0.015365795743067191,-0.3818500922934316,0.25722611775759846,0.075,-1.34
broad,broad high-frequency,25,20.0,0.016830740324885744,-0.4138624698035645,0.23993439261437297,0.075,-1.34
broad,broad high-frequency,26,20.0,0.018625633687408775,-0.44095645973990727,0.2234904765582618,0.075,-1.34
broad,broad high-frequency,27,20.0,0.02070209712111467,-0.4639194753618476,0.20789384418137635,0.075,-1.34
broad,broad high-frequency,28,20.0,0.02297871541374478,-0.483668502367755,0.1931366151251907,0.075,-1.34
broad,broad high-frequency,29,20.0,0.025401088477507636,-0.5009868938043001,0.1792049279673059,0.075,-1.34
broad,broad high-frequency,30,20.0,0.027980019566516877,-0.5164783191989871,0.166080105377995,0.075,-1.34
broad,broad high-frequency,31,20.0,0.030780259327684738,-0.5305900570628601,0.15373964614772537,0.075,-1.34
broad,broad high-frequency,32,20.0,0.03386986184599005,-0.5436494276538689,0.14215807161843996,0.075,-1.34
broad,broad high-frequency,33,20.0,0.037269019354541966,-0.5558960605119807,0.1313076483249105,0.075,-1.34
broad,broad high-frequency,34,20.0,0.04093626948227681,-0.5675065767890701,0.12115900448541062,0.075,-1.34
broad,broad high-frequency,35,20.0,0.04480098382987739,-0.5786124506255985,0.11168165487554249,0.075,-1.34
broad,broad high-frequency,36,20.0,0.048816458479233715,-0.5893126628740191,0.10284444625144241,0.075,-1.34
broad,broad high-frequency,37,20.0,0.05299352408746939,-0.59968261649235,0.09461593364383937,0.075,-1.34
broad,broad high-frequency,38,20.0,0.05739036667206043,-0.6097804337025257,0.08696469637724424,0.075,-1.34
broad,broad high-frequency,39,20.0,0.06206752647550589,-0.6196514336538772,0.07985960147906677,0.075,-1.34
broad,broad high-frequency,40,20.0,0.06704259762797851,-0.6293313446972305,0.07327002116202583,0.075,-1.34
broad,broad high-frequency,41,20.0,0.07227828632974974,-0.638848631908183,0.067166010240532,0.075,-1.34
broad,broad high-frequency,42,20.0,0.07771166865887345,-0.6482262011336862,0.061518448642397014,0.075,-1.34
broad,broad high-frequency,43,20.0,0.08330164381108025,-0.6574826596467918,0.05629915357552796,0.075,-1.34
broad,broad high-frequency,44,20.0,0.08905875022328197,-0.6666332583896726,0.05148096538622809,0.075,-1.34
broad,broad high-frequency,45,20.0,0.0950356859575369,-0.6756906032707263,0.04703781068717624,0.075,-1.34
broad,broad high-frequency,46,20.0,0.10128672781485823,-0.6846651972895391,0.04294474592833879,0.075,-1.34
broad,broad high-frequency,47,20.0,0.1078271410123673,-0.6935658575331922,0.03917798422472332,0.075,-1.34
broad,broad high-frequency,48,20.0,0.11462279523737982,-0.702400038746535,0.035714907934538694,0.075,-1.34
broad,broad high-frequency,49,20.0,0.12161687635877712,-0.7111740865118638,0.032534069194853424,0.075,-1.34
broad,broad high-frequency,50,20.0,0.12877277799865433,-0.7198934369304023,0.029615180365093557,0.075,-1.34
strong_sobolev,strong Sobolev,1,40.0,0.23523292532139997,-0.4474042829331603,0.3091959367476876,0.115,-1.48
strong_sobolev,strong Sobolev,2,40.0,0.1953433094441505,-0.4472677595628415,0.4413508970115233,0.115,-1.48
strong_sobolev,strong Sobolev,3,40.0,0.17612417146050244,-0.44712023038156945,0.4978359003593773,0.115,-1.48
