rank_label,step,test_mse,train_mse,excess_test_mse,recovery_slope
3,20,1.5060788105580694,1.265892380157472,0.964337560343476,-0.057309192224768504
3,50,1.4619127086103698,1.2126009029171994,0.9284762604655169,-0.06465914182896276
3,100,1.4026488316019274,1.1408734812479138,0.880356105604512,-0.07452160399229851
3,200,1.3079617421197245,1.027119156718875,0.8034735653587505,-0.09027905835596735
3,400,1.1642585948099258,0.858686179944111,0.6867917340034335,-0.11419357297493604
3,800,0.9644815105929735,0.6371677887496635,0.5245798654004005,-0.1474396924265973
3,1600,0.7251987826554922,0.3994190857025002,0.33029082281422195,-0.187260186288094
3,3200,0.5022518875105416,0.21864380659262522,0.1492658939418337,-0.22436213487453283
3,6400,0.36547197710810325,0.14121357266349396,0.03820548408201138,-0.24712451153875842
3,12800,0.32302933600186856,0.12817312447942558,0.0037435729510348174,-0.25418764954376355
3,25600,0.3185995735079792,0.12768429417212382,0.0001467637653471751,-0.25492483325826004
3,50000,0.31851893137574094,0.12768277408031561,8.128522955929622e-05,-0.2549382534058798
3,100000,0.318518822017927,0.12768277397868746,8.119643491390376e-05,-0.25493827160477867
4,1,1.5451992143531526,1.3122949205187626,0.9962913827665589,-0.05089180382232508
4,2,1.5417673895973776,1.3084517548112515,0.9936402907646125,-0.05152930665204622
4,5,1.5332317705271936,1.2987425997791924,0.9870465066820927,-0.05311490081780523
4,10,1.5213406651329273,1.285027673850669,0.9778606022002297,-0.05532381702910088
4,20,1.501179687285286,1.2615209921554307,0.962286203468663,-0.05906896176768016
4,50,1.452193819991729,1.2038716077757177,0.9244445156692425,-0.06816867729465645
4,100,1.386637496994433,1.1265419943411614,0.873802115213715,-0.08034655477705493
4,200,1.2823370907310443,1.0045694762331603,0.7932298271388848,-0.09972161290672345
4,400,1.1251795567955818,0.8256623911831822,0.6718252942993731,-0.12891551985877872
4,800,0.9093604209559993,0.5941557438643145,0.505104547871834,-0.1690065267128385
4,1600,0.6561740381917256,0.3524735689061885,0.3095175228587975,-0.2160389502617027
4,3200,0.428339335899407,0.17707234227556903,0.13351472551414753,-0.2583619934694346
4,6400,0.29635374611917237,0.10748831960330477,0.03155557365193395,-0.2828799082684708
4,12800,0.25901725751794524,0.09712985866948272,0.002713055937440189,-0.28981561123380434
4,25600,0.2556534705284328,0.09681203495455223,0.00011452325620653437,-0.2904404752280351
4,50000,0.2556052651330779,0.09681133119278196,7.728448465768282e-05,-0.2904494299614884
4,100000,0.25560522077136977,0.09681133116600538,7.725021514277083e-05,-0.29044943820221064
5,1,1.5455405523095398,1.312651154213375,0.9965426808677106,-0.05102081145668423
5,2,1.5423520412862113,1.3090701090480148,0.9940706930948634,-0.05175069300442405
5,5,1.5344190828683781,1.3000197197968413,0.9879204317133243,-0.053566625245460825
5,10,1.523361549744268,1.2872268826312367,0.9793477510857006,-0.05609780338213992
5,20,1.504597710718154,1.2652772240636538,0.9648005281641358,-0.06039303076875364
5,50,1.458919851300302,1.2113176272124055,0.9293874124042628,-0.07084914225321043
5,100,1.3975905982572956,1.1386352599908032,0.8818400893650902,-0.08488801174597649
5,200,1.2995104902364694,1.0232247085006791,0.8058005756192927,-0.10733951356640814
5,400,1.1504159888093437,0.8519756351828442,0.6902106398059733,-0.14146871201199582
5,800,0.942569637396663,0.6259273400294972,0.5290715891444218,-0.18904678702921549
5,1600,0.6924526485025349,0.3817946970440751,0.33516097262028327,-0.2463010269030644
5,3200,0.4575720384515659,0.19419961912644562,0.15306281085235868,-0.30006750973588986
5,6400,0.31158839572186536,0.11244111813204877,0.03988466054231246,-0.33348460201522506
5,12800,0.2653305108183498,0.09828111385239831,0.004021862815524682,-0.34407348704071944
5,25600,0.2603389414493281,0.09772571652772234,0.00015200056406559478,-0.34521610638562883
5,50000,0.26024302439896213,0.09772385192970733,7.76380249438765e-05,-0.34523806274226787
5,100000,0.26024288244134747,0.09772385178815082,7.75279680912758e-05,-0.3452380952377627
6,1,1.546335607034518,1.313484493970297,0.997116506677807,-0.05105237905251412
6,2,1.5437142656730014,1.3105171899044237,0.9950537856808174,-0.051805203535132335
6,5,1.5371877058933308,1.3030113989455305,0.9899180669631886,-0.0536795698658741
6,10,1.5280792284728626,1.2923858218201483,0.9827506495861035,-0.05629543855896809
6,20,1.5125923749363024,1.2741102711036643,0.9705641185084856,-0.060743116634096705
6,50,1.4747280022123945,1.2289370526668284,0.9407688244647286,-0.07161740688260045
6,100,1.4235090614672845,1.1675081771424245,0.9004648846308929,-0.08632700294390183
6,200,1.3406262022982853,1.0684670444588598,0.8352447586265778,-0.11013017733692365
6,400,1.2120673015434735,0.9175736967614905,0.7340823736621703,-0.14705107950081212
6,800,1.0265809192864084,0.7091160289422503,0.5881240254079974,-0.20032101671898955
6,1600,0.7899709319571296,0.46574136416158307,0.40193675650563643,-0.26827317049357946
6,3200,0.5448953320052583,0.2524285503396558,0.20908793746510498,-0.33865656826264173
6,6400,0.3657283612908654,0.13684178256667662,0.06810230397027482,-0.39011163016739897
6,12800,0.29186135849047595,0.10837750625185495,0.00997671227972612,-0.411325535758691
6,25600,0.2797421923330546,0.10640786534062446,0.0004401983155711173,-0.41480604582356345
6,50000,0.279284786464008,0.10639072571553558,8.026782193909655e-05,-0.4149374084693321
6,100000,0.27928278087229536,0.10639071941730484,7.868963139977695e-05,-0.4149379844563308
7,1,1.5471419930286672,1.3143583686891906,0.9977314162960668,-0.05096536147435202
7,2,1.5450964211604865,1.3120353907486382,0.996107714516496,-0.05165630320205503
7,5,1.539999460882568,1.3061539563873403,0.992061929764373,-0.05337792569561751
7,10,1.5328766837327596,1.2978144102665619,0.9864081240421055,-0.055783817185662936
7,20,1.520740518509145,1.2834332913952742,0.9767748701939908,-0.05988310262155005
7,50,1.490930136013263,1.2476777693532601,0.9531124548757278,-0.06995228547725235
7,100,1.4502823827867255,1.1985574088631261,0.9208477223204358,-0.08368205429078604
7,200,1.383669091027544,1.118054485391733,0.8679724740561737,-0.1061823162527418
7,400,1.2780860887406593,0.9918766590067553,0.7841644635079531,-0.141845547230323
7,800,1.1200180603974275,0.8088128002581374,0.6586957166472516,-0.1952368742704308
7,1600,0.9053173830232834,0.5763386397444547,0.4882739987158841,-0.26775725806698397
7,3200,0.6580757339839018,0.34130012087217854,0.2920224214558401,-0.3512691477271323
7,6400,0.44239789425613096,0.17965503420682433,0.1208250670009198,-0.4241195919118651
7,12800,0.3236831565010095,0.12094735675558996,0.02659355455560319,-0.4642183864271048
7,25600,0.2927531505018841,0.11336449793675744,0.0020424221490072544,-0.47466574939456035
7,50000,0.29031451238065215,0.11317995814605945,0.00010671843760702892,-0.47548945882415133
7,100000,0.29028008476381145,0.11317959057317739,7.939102682271446e-05,-0.47550108759038073
8,1,1.5477181681845795,1.3149905178874393,0.9981814452749083,-0.05086522527090682
8,2,1.5460843517316878,1.3131341242300139,0.9968793402686323,-0.051484735996242564
8,5,1.542011061090141,1.3084308141097887,0.9936330440723933,-0.0530292468471289
8,10,1.5363132856048334,1.3017538796276364,0.9890920798955884,-0.055189730062642814
8,20,1.5265901430046016,1.2902178648569593,0.9813430132032506,-0.058876552480271835
8,50,1.5026255504795507,1.2614130238368826,0.9622439180478534,-0.06796344964751035
8,100,1.4697572205787568,1.2215450892484803,0.9360487987393136,-0.08042646705768229
8,200,1.4153919147822374,1.1554180324676828,0.8927212041860328,-0.10104071045539678
8,400,1.3278453445605418,1.0495949507089266,0.8229490904542859,-0.1342366298150682
8,800,1.1931799649804504,0.8904396023133355,0.7156246326714436,-0.18529906515388206
8,1600,1.001626149079536,0.6754151732851802,0.5629617174373684,-0.25793246483569254
8,3200,0.7631022775968781,0.4337755638455572,0.3728650106596957,-0.34837597602115655
8,6400,0.525876289630266,0.2352248409434236,0.1838026799411055,-0.4383273555739616
8,12800,0.36374959483463554,0.13856076341418744,0.05459233898100174,-0.4998025758236758
8,25600,0.30384131114400886,0.11854439233274636,0.006847149505831357,-0.5225186062670651
8,50000,0.2956261742726241,0.1174980744127052,0.00029992026931606046,-0.5256336228853127
8,100000,0.29535050813853864,0.11749087335216529,8.022224104725997e-05,-0.5257381500042405
16,1,1.5483047911892598,1.315614832117634,0.9986253202388816,-0.05092517464456961
16,2,1.5470905397347132,1.314219655037656,0.9976406587099311,-0.05158786271624585
16,5,1.5440615838670428,1.3106824999522957,0.9951844159732093,-0.05324094117509694
16,10,1.539820579003694,1.3056552009881068,0.9917452977268235,-0.05555550569494108
16,20,1.5325723829292368,1.296952976709033,0.9858675861522689,-0.05951127042697365
16,50,1.5146477405406498,1.2751320058558653,0.9713321242311398,-0.06929379665373211
16,100,1.4899212970648796,1.2447072007941244,0.9512809416303728,-0.08278846374679502
16,200,1.4486477140967398,1.1936425138894613,0.9178113425959203,-0.10531387313042692
16,400,1.381134935956021,1.110228109475761,0.8630638394335206,-0.14215954672798953
16,800,1.2744675895586637,0.9802310421298297,0.7765650899369124,-0.20037415938521563
16,1600,1.1156453845063317,0.793477588911996,0.6477728906996308,-0.2870527302952453
16,3200,0.9019146737623287,0.5603057783689323,0.47445425258981905,-0.40369808577794253
16,6400,0.6596247070046912,0.3312708921730739,0.27797632520200877,-0.5359298984358178
16,12800,0.45374370305340483,0.18119294389503302,0.11102317610469799,-0.6482912095896303
16,25600,0.34520538562635045,0.1308357409330531,0.023007217641342965,-0.7075269206191827
16,50000,0.3190575115234402,0.12512986852428265,0.0018033676508222155,-0.7217973455816671
16,100000,0.3169557939263994,0.12499509290019555,9.904153716959452e-05,-0.7229443758581195
32,1,1.5483979486731494,1.3157193486578072,0.9987011272824241,-0.05109563739634153
32,2,1.5472503496614523,1.3144014221254121,0.9977707045038103,-0.05188047641625703
32,5,1.544387386033026,1.311059735676095,0.9954495395785362,-0.05383844740201497
32,10,1.540378140373626,1.306309305960426,0.9921990196246653,-0.05658035672909833
32,20,1.5335242603001564,1.298083699196968,0.9866421952659439,-0.06126770175523675
32,50,1.5165650378262447,1.277442971082905,0.9728924039743228,-0.07286605571797614
32,100,1.4931473164380638,1.2486275820844202,0.9539063459691203,-0.08888135489096272
32,200,1.4539972334508735,1.2001662803327138,0.9221651814816808,-0.11565596209094257
32,400,1.3897864626689507,1.120726141029154,0.8701059141253087,-0.1595694875426368
32,800,1.2878706259119799,0.99616694468076,0.7874770384869991,-0.2292693780260868
32,1600,1.1349317352523989,0.8153331508197484,0.6634809160128616,-0.3338637597123467
32,3200,0.92636062320774,0.5854323900327323,0.49438063653442904,-0.4765048264014236
32,6400,0.6845379302583825,0.35254960108330313,0.29832143849358167,-0.641886534988832
32,12800,0.47117203026546717,0.1918712627436897,0.12533375594124505,-0.7878067406765098
32,25600,0.3515103819265158,0.13320633795345474,0.0283173571763291,-0.8696429307102789
32,50000,0.3197013234100508,0.12559832959035813,0.002527972288126938,-0.8913970365051039
32,100000,0.3167237420311956,0.12537599715174194,0.00011388033455675406,-0.8934333941764506
50,1,1.5484635870283563,1.3157873319027646,0.9987508824872111,-0.05124456938441551
50,2,1.5473629597225131,1.314519659075326,0.9978560626255228,-0.05213613114143352
50,5,1.5446170067976672,1.311305152532159,0.9956235782928443,-0.05436048683510687
50,10,1.5407712082605654,1.3067349195358196,0.992496909622368,-0.05747577107589673
50,20,1.534195624566084,1.2988196640893872,0.9871509011590328,-0.06280231433077268
50,50,1.5179188972005866,1.2789483026928976,0.9739177759652377,-0.07598725674628917
50,100,1.495429055755414,1.2511840951150826,0.9556333333528098,-0.09420512436366178
50,200,1.4577916952104741,1.2044286708336458,0.9250338219847594,-0.12469322066912569
50,400,1.3959535124255442,1.1276080633065617,0.8747588252870581,-0.1747851624207452
50,800,1.297508016941339,1.0066738666073913,0.7947217553494509,-0.25453081152325874
50,1600,1.1490161950293807,0.8298854649766542,0.6739965735920288,-0.3748164240496732
50,3200,0.9447312819267288,0.6024406494798099,0.5079111087693313,-0.5402971595276647
50,6400,0.7043474785822887,0.36733110730282387,0.3124769227203227,-0.7350197553879186
50,12800,0.48693052255474556,0.19950648732909954,0.13571498933160722,-0.9111380856277299
50,25600,0.35992036732732613,0.1347175972484583,0.03245459507259,-1.0140225012264774
50,50000,0.3238910335698803,0.12553172176688718,0.003162423891301651,-1.043208017466574
50,100000,0.3201611958807099,0.12522285714250095,0.00013003242924688354,-1.0462293677691648
full,1,1.5488571501011963,1.3161755685364207,0.9989506474163954,-0.05093610845705506
full,2,1.5480383156808961,1.3151950621537805,0.998198802388115,-0.05160681580591429
full,5,1.5459948947319084,1.3127079889262758,0.9963225550747483,-0.053280582092872106
full,10,1.5431317825029112,1.3091701282447425,0.9936936759736582,-0.055625757582555876
full,20,1.5382330581395915,1.3030376667321204,0.989195719529512,-0.05963830315838781
full,50,1.526088783732279,1.2876127417847187,0.9780449763403535,-0.06958567944059435
full,100,1.5092652428516335,1.2659896022678885,0.9625977806001593,-0.08336584332079244
full,200,1.4809945942776523,1.2293813577979127,0.9366399727092575,-0.10652233416375953
full,400,1.4342173271073633,1.1686735885814015,0.8936895850770024,-0.14483759799837645
full,800,1.3588440390370233,1.0715579541605413,0.8244826361555626,-0.20657586517812226
full,1600,1.242782583587569,0.9255893879227974,0.7179162460633265,-0.3016418139943879
full,3200,1.0773974292679227,0.7285924923320745,0.566061361920781,-0.43710880908449307
full,6400,0.8708356078465611,0.5076183155628173,0.37639850137412645,-0.606303615978758
full,12800,0.6643509945250098,0.3266107561389989,0.18680653248095652,-0.7754351817113786
full,25600,0.522040000829427,0.23893910383163366,0.056138096436899286,-0.8920021297154739
full,50000,0.4694639507911519,0.22106771817716278,0.00786332824456144,-0.9350671771297452
full,100000,0.46125990701626746,0.2200062560276559,0.0003304627823592283,-0.9417871101391087
