rank_label,step,test_mse,train_mse,recovery_slope
8,200,1.1579056534371062,0.9294089351449843,-0.10404792134708038
8,400,1.0949963992401028,0.838684365337217,-0.14096782522544815
8,800,0.997981766421147,0.702983757316197,-0.1979033423316357
8,1600,0.8629257059089916,0.5264790770108329,-0.2771644436742948
8,3200,0.705607762056286,0.34685178577984277,-0.3694905003017634
8,6400,0.5708348325875257,0.22727293006832797,-0.44858543895436126
16,1,1.248961639764636,1.061062572776176,-0.050989234859469955
16,2,1.2481678820222892,1.0599286148561606,-0.05174543950017295
16,5,1.2461216538062707,1.05695768283832,-0.05369485956921766
16,10,1.2431672306599602,1.0526039832239173,-0.05650950738258559
16,20,1.237981123753896,1.044865393694139,-0.06145025680816272
16,50,1.224758864231847,1.0248727435030218,-0.07404696418841467
16,100,1.2060371969746546,0.9963010464790822,-0.09188289939419635
16,200,1.1742058062833243,0.9475863310227908,-0.1222083300345891
16,400,1.1216157834720764,0.8676487885711922,-0.1723102908506939
16,800,1.0390063731022279,0.7451255302343848,-0.25101140600796795
16,1600,0.9202359824335506,0.5787285044784386,-0.3641627062223276
16,3200,0.7739183385754388,0.3961008145301703,-0.5035579844026598
16,6400,0.6359241682405098,0.25767131564455237,-0.6350235770263011
32,1,1.2490417211026439,1.0611476015323447,-0.05120546566607761
32,2,1.2483091257014,1.060080628482256,-0.05212703307798897
32,5,1.2464203495095365,1.0572848062789997,-0.05450301657974219
32,10,1.2436927048765245,1.0531866993258954,-0.05793425352279528
32,20,1.2389030791936908,1.0458994107226036,-0.0639593567886078
32,50,1.226682352200966,1.0270546331872676,-0.07933240407670097
32,100,1.2093554477151387,1.0000770745565284,-0.10112876055986804
32,200,1.1798306147024549,0.9539492791353397,-0.1382694850312718
32,400,1.1308620407817578,0.8778714985085153,-0.1998694375514048
32,800,1.053415881866612,0.7602066720589814,-0.29729273028942915
32,1600,0.9407337087533594,0.5978341938599674,-0.4390411202850787
32,3200,0.7990070779384257,0.4145605474103091,-0.6173259472677234
32,6400,0.6604858816938451,0.2687616992605293,-0.7915785020902697
50,1,1.2491188235938582,1.0612025983133084,-0.05138696062275602
50,2,1.248445139417418,1.060178956575949,-0.05244733107569068
50,5,1.2467081162286333,1.0574964322075344,-0.055181383811177584
50,10,1.2441992870458942,1.0535637550979302,-0.05913024951096992
50,20,1.2397929262417593,1.0465687397867156,-0.06606580620812305
50,50,1.2285444694010834,1.0284683849796021,-0.08377073634021191
50,100,1.2125819695259217,1.0025272881727605,-0.1088955111449875
50,200,1.1853427604813414,0.9580887565542623,-0.151769684893312
50,400,1.140049989507753,0.8845523788725665,-0.22305993891965092
50,800,1.0680963887521306,0.7701417660184959,-0.3363140049817458
50,1600,0.9625827766162406,0.6105935741613352,-0.5023911084733954
50,3200,0.8280505386471442,0.427158206493094,-0.7141431654438446
50,6400,0.6934353129797886,0.27650753050269494,-0.9260258440115773
full,1,1.2494042979006914,1.0616351223999367,-0.05115142419195198
full,2,1.2489487462462932,1.0609525286844304,-0.05203195356421219
full,5,1.2477736714524283,1.05916286041041,-0.05430323907181611
full,10,1.2460752466208858,1.0565368208845494,-0.05758610049117396
full,20,1.2430886875117397,1.0518590437692736,-0.06335877850079835
full,50,1.2354439504659052,1.0397134187253836,-0.07813518299207618
full,100,1.2245433108885575,1.0221998327485742,-0.09920487559795599
full,200,1.2057957173162837,0.9918926441529909,-0.1354418349859753
full,400,1.1741897230686926,0.9408256821438163,-0.19653261581353382
full,800,1.12274661431074,0.8587743272694477,-0.295966275694677
full,1600,1.0440318625741463,0.7376297030253629,-0.44811290992379804
full,3200,0.9359379274011113,0.5836270514636023,-0.6570461537481878
full,6400,0.8129738011243771,0.4330417492511957,-0.8947217803770429
