grid_size,width,rank_ratio,gamma,dt,steps,record_every,seed,frequencies,amplitudes,bias_scale_1,bias_scale_2,rank,tag,final_loss,final_relative_latent_displacement,final_gate_flip_fraction,t20_1,t50_1,t90_1,t20_4,t50_4,t90_4,t20_8,t50_8,t90_8,t20_16,t50_16,t90_16,t20_2,t50_2,t90_2,t20_6,t50_6,t90_6,t20_12,t50_12,t90_12,t20_24,t50_24,t90_24,t20_5,t50_5,t90_5,t20_9,t50_9,t90_9,t20_13,t50_13,t90_13,t20_21,t50_21,t90_21
128,128,0.25,1.0,5.0,5000,50,17,"(1, 4)","(1.0, 0.5)",0.35,0.15,32,fixed_gap_muP_p1_q4,8.886482646630611e-06,6.937338829040527,0.382568359375,250.0,250.0,250.0,500.0,1250.0,3750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,1.0,5.0,5000,50,11,"(2, 4)","(1.0, 0.5)",0.35,0.15,32,gap_control_muP_p2_q4,7.066512353048893e-06,9.6754789352417,0.32208251953125,,,,250.0,750.0,3750.0,,,,,,,250.0,250.0,250.0,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,1.0,5.0,5000,50,17,"(5, 8)","(1.0, 0.5)",0.35,0.15,32,fixed_gap_muP_p5_q8,0.004380198195576668,27.953481674194336,0.23388671875,,,,,,,3250.0,9750.0,,,,,,,,,,,,,,,,,1000.0,3250.0,11500.0,,,,,,,,,
128,128,0.25,1.0,5.0,5000,50,11,"(4, 8)","(1.0, 0.5)",0.35,0.15,32,gap_control_muP_p4_q8,0.005159270949661732,18.08131980895996,0.26312255859375,,,,500.0,1000.0,3000.0,2000.0,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,1.0,5.0,5000,50,17,"(9, 12)","(1.0, 0.5)",0.35,0.15,32,fixed_gap_muP_p9_q12,0.13809888064861298,31.192026138305664,0.1409912109375,,,,,,,,,,,,,,,,,,,23750.0,,,,,,,,,12000.0,,,,,,,,
128,128,0.25,1.0,5.0,5000,50,11,"(6, 12)","(1.0, 0.5)",0.35,0.15,32,gap_control_muP_p6_q12,0.03296750783920288,37.29061508178711,0.16436767578125,,,,,,,,,,,,,,,,2000.0,6250.0,22000.0,15250.0,,,,,,,,,,,,,,,,,
128,128,0.25,1.0,5.0,5000,50,17,"(13, 16)","(1.0, 0.5)",0.35,0.15,32,fixed_gap_muP_p13_q16,0.2715148329734802,11.103751182556152,0.12860107421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,1.0,5.0,5000,50,11,"(8, 16)","(1.0, 0.5)",0.35,0.15,32,gap_control_muP_p8_q16,0.1066398099064827,33.05333709716797,0.13446044921875,,,,,,,7000.0,22250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,1.0,5.0,5000,50,17,"(21, 24)","(1.0, 0.5)",0.35,0.15,32,fixed_gap_muP_p21_q24,0.30590349435806274,2.4067490100860596,0.0928955078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,1.0,5.0,5000,50,11,"(12, 24)","(1.0, 0.5)",0.35,0.15,32,gap_control_muP_p12_q24,0.2523691654205322,12.532628059387207,0.10009765625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,0,"(1, 2)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q2_s0,0.00011715199798345566,0.0004581942339427769,0.0001220703125,250.0,250.0,250.0,,,,,,,,,,250.0,250.0,250.0,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,1,"(1, 2)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q2_s1,8.400387014262378e-05,0.0003949665988329798,0.0001220703125,250.0,250.0,250.0,,,,,,,,,,250.0,250.0,250.0,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,2,"(1, 2)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q2_s2,0.00014366886171046644,0.000486033532069996,0.0001220703125,250.0,250.0,250.0,,,,,,,,,,250.0,250.0,250.0,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,0,"(1, 4)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q4_s0,0.0006536149885505438,0.000852320168633014,0.0003662109375,250.0,250.0,250.0,250.0,500.0,1250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,1,"(1, 4)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q4_s1,0.0004621384141501039,0.0008717807359062135,0.0001220703125,250.0,250.0,250.0,250.0,500.0,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,2,"(1, 4)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q4_s2,0.0006049040239304304,0.001014726352877915,0.00018310546875,250.0,250.0,250.0,250.0,500.0,1750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,0,"(1, 6)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q6_s0,0.001949186553247273,0.0015998015878722072,0.00018310546875,250.0,250.0,250.0,,,,,,,,,,,,,500.0,1250.0,7500.0,,,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,1,"(1, 6)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q6_s1,0.001652768813073635,0.0015306782443076372,0.00054931640625,250.0,250.0,250.0,,,,,,,,,,,,,250.0,1000.0,5250.0,,,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,2,"(1, 6)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q6_s2,0.0015818055253475904,0.001428075134754181,0.00030517578125,250.0,250.0,250.0,,,,,,,,,,,,,250.0,1000.0,4250.0,,,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,0,"(1, 8)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q8_s0,0.0035362420603632927,0.0021244273521006107,0.0006103515625,250.0,250.0,250.0,,,,1000.0,2750.0,21500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,1,"(1, 8)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q8_s1,0.002735735848546028,0.00211109290830791,0.00079345703125,250.0,250.0,250.0,,,,750.0,2000.0,14250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,2,"(1, 8)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q8_s2,0.0031422320753335953,0.0020393761806190014,0.00067138671875,250.0,250.0,250.0,,,,500.0,2000.0,16000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,0,"(1, 12)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q12_s0,0.005849663633853197,0.0025929156690835953,0.0009765625,250.0,250.0,250.0,,,,,,,,,,,,,,,,1000.0,4000.0,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,1,"(1, 12)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q12_s1,0.005451759323477745,0.0027343365363776684,0.000732421875,250.0,250.0,250.0,,,,,,,,,,,,,,,,1250.0,4000.0,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,2,"(1, 12)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q12_s2,0.008604057133197784,0.0025274225044995546,0.000732421875,250.0,250.0,250.0,,,,,,,,,,,,,,,,1250.0,4750.0,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,0,"(1, 16)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q16_s0,0.011542130261659622,0.0030028210021555424,0.00103759765625,250.0,250.0,250.0,,,,,,,2000.0,9000.0,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,1,"(1, 16)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q16_s1,0.009061554446816444,0.003116724081337452,0.00091552734375,250.0,250.0,250.0,,,,,,,1750.0,6500.0,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,2,"(1, 16)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q16_s2,0.0128434207290411,0.002920295810326934,0.00079345703125,250.0,250.0,250.0,,,,,,,2750.0,11000.0,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,0,"(1, 24)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q24_s0,0.030513465404510498,0.00247674947604537,0.0009765625,250.0,250.0,250.0,,,,,,,,,,,,,,,,,,,7500.0,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,1,"(1, 24)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q24_s1,0.02489132061600685,0.0032644320745021105,0.0009765625,250.0,250.0,250.0,,,,,,,,,,,,,,,,,,,6250.0,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,2,"(1, 24)","(1.0, 0.5)",0.35,0.15,32,gap_lazy_q24_s2,0.02934456244111061,0.002626012312248349,0.00091552734375,250.0,250.0,250.0,,,,,,,,,,,,,,,,,,,7250.0,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,17,"(1, 4)","(1.0, 0.5)",0.35,0.15,32,fixed_gap_lazy_p1_q4,0.0005156368133611977,0.0008202976314350963,0.00018310546875,250.0,250.0,250.0,250.0,500.0,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,11,"(2, 4)","(1.0, 0.5)",0.35,0.15,32,gap_control_lazy_p2_q4,0.0006254048203118145,0.0008339360356330872,0.0003662109375,,,,250.0,500.0,1750.0,,,,,,,250.0,250.0,250.0,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,17,"(5, 8)","(1.0, 0.5)",0.35,0.15,32,fixed_gap_lazy_p5_q8,0.005890987813472748,0.0027083582244813442,0.00079345703125,,,,,,,500.0,1750.0,12750.0,,,,,,,,,,,,,,,,250.0,750.0,2250.0,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,11,"(4, 8)","(1.0, 0.5)",0.35,0.15,32,gap_control_lazy_p4_q8,0.0052565825171768665,0.002274138620123267,0.00103759765625,,,,250.0,500.0,1750.0,750.0,2250.0,20750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,17,"(9, 12)","(1.0, 0.5)",0.35,0.15,32,fixed_gap_lazy_p9_q12,0.0189669206738472,0.005223784130066633,0.0018310546875,,,,,,,,,,,,,,,,,,,2000.0,7500.0,,,,,,,,1000.0,3000.0,16000.0,,,,,,
128,128,0.25,0.0001,5.0,5000,50,11,"(6, 12)","(1.0, 0.5)",0.35,0.15,32,gap_control_lazy_p6_q12,0.012726269662380219,0.0035223921295255423,0.000732421875,,,,,,,,,,,,,,,,500.0,1250.0,6000.0,2750.0,7000.0,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,17,"(13, 16)","(1.0, 0.5)",0.35,0.15,32,fixed_gap_lazy_p13_q16,0.05856575816869736,0.005829751957207918,0.0020751953125,,,,,,,,,,2500.0,12750.0,,,,,,,,,,,,,,,,,,,,2250.0,8750.0,,,,
128,128,0.25,0.0001,5.0,5000,50,11,"(8, 16)","(1.0, 0.5)",0.35,0.15,32,gap_control_lazy_p8_q16,0.021314026787877083,0.0043350886553525925,0.0018310546875,,,,,,,750.0,2000.0,15250.0,2250.0,8750.0,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,0.0001,5.0,5000,50,17,"(21, 24)","(1.0, 0.5)",0.35,0.15,32,fixed_gap_lazy_p21_q24,0.15283134579658508,0.005565861705690622,0.001953125,,,,,,,,,,,,,,,,,,,,,,19500.0,,,,,,,,,,,,8500.0,,
128,128,0.25,0.0001,5.0,5000,50,11,"(12, 24)","(1.0, 0.5)",0.35,0.15,32,gap_control_lazy_p12_q24,0.05109686404466629,0.00538970110937953,0.00152587890625,,,,,,,,,,,,,,,,,,,1500.0,5500.0,,6500.0,,,,,,,,,,,,,,
128,64,0.25,1.0,5.0,5000,50,7,"(1, 8)","(1.0, 0.5)",0.35,0.15,16,width_muP_n64,0.028669077903032303,6.853272914886475,0.407470703125,250.0,250.0,250.0,,,,12750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,128,0.25,1.0,5.0,5000,50,7,"(1, 8)","(1.0, 0.5)",0.35,0.15,32,width_muP_n128,0.022069528698921204,6.46717643737793,0.33843994140625,250.0,250.0,250.0,,,,10750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,256,0.25,1.0,5.0,5000,50,7,"(1, 8)","(1.0, 0.5)",0.35,0.15,64,width_muP_n256,0.023994354531168938,7.170036792755127,0.357147216796875,250.0,250.0,250.0,,,,11000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,512,0.25,1.0,5.0,5000,50,7,"(1, 8)","(1.0, 0.5)",0.35,0.15,128,width_muP_n512,0.018987344577908516,6.349875450134277,0.3710174560546875,250.0,250.0,250.0,,,,9250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,256,0.0625,1.0,5.0,5000,50,0,"(1, 8, 16)","(1.0, 0.5, 0.3)",0.35,0.15,16,rank_muP_rho0.0625_s0,0.0474102608859539,12.570883750915527,0.365478515625,250.0,250.0,250.0,,,,10500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,256,0.0625,1.0,5.0,5000,50,1,"(1, 8, 16)","(1.0, 0.5, 0.3)",0.35,0.15,16,rank_muP_rho0.0625_s1,0.05083435773849487,10.485164642333984,0.484344482421875,250.0,250.0,250.0,,,,14250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,256,0.0625,1.0,5.0,5000,50,2,"(1, 8, 16)","(1.0, 0.5, 0.3)",0.35,0.15,16,rank_muP_rho0.0625_s2,0.03994455933570862,13.276371002197266,0.375885009765625,250.0,250.0,250.0,,,,9000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,256,0.125,1.0,5.0,5000,50,0,"(1, 8, 16)","(1.0, 0.5, 0.3)",0.35,0.15,32,rank_muP_rho0.125_s0,0.04908875748515129,9.084420204162598,0.3380126953125,250.0,250.0,250.0,,,,12500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,256,0.125,1.0,5.0,5000,50,1,"(1, 8, 16)","(1.0, 0.5, 0.3)",0.35,0.15,32,rank_muP_rho0.125_s1,0.04464491084218025,8.69442367553711,0.378021240234375,250.0,250.0,250.0,,,,11250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,256,0.125,1.0,5.0,5000,50,2,"(1, 8, 16)","(1.0, 0.5, 0.3)",0.35,0.15,32,rank_muP_rho0.125_s2,0.03986871987581253,8.964422225952148,0.451416015625,250.0,250.0,250.0,,,,9750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,256,0.25,1.0,5.0,5000,50,0,"(1, 8, 16)","(1.0, 0.5, 0.3)",0.35,0.15,64,rank_muP_rho0.25_s0,0.046430908143520355,5.774792194366455,0.382720947265625,250.0,250.0,250.0,,,,11500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,256,0.25,1.0,5.0,5000,50,1,"(1, 8, 16)","(1.0, 0.5, 0.3)",0.35,0.15,64,rank_muP_rho0.25_s1,0.045496050268411636,6.208410739898682,0.3824462890625,250.0,250.0,250.0,,,,11750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,256,0.25,1.0,5.0,5000,50,2,"(1, 8, 16)","(1.0, 0.5, 0.3)",0.35,0.15,64,rank_muP_rho0.25_s2,0.04442812502384186,6.101267337799072,0.379119873046875,250.0,250.0,250.0,,,,11500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,256,0.5,1.0,5.0,5000,50,0,"(1, 8, 16)","(1.0, 0.5, 0.3)",0.35,0.15,128,rank_muP_rho0.5_s0,0.04276151955127716,6.615177154541016,0.319549560546875,250.0,250.0,250.0,,,,9750.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,256,0.5,1.0,5.0,5000,50,1,"(1, 8, 16)","(1.0, 0.5, 0.3)",0.35,0.15,128,rank_muP_rho0.5_s1,0.043159469962120056,5.993177890777588,0.35174560546875,250.0,250.0,250.0,,,,10000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,256,0.5,1.0,5.0,5000,50,2,"(1, 8, 16)","(1.0, 0.5, 0.3)",0.35,0.15,128,rank_muP_rho0.5_s2,0.04161792993545532,6.224511623382568,0.319854736328125,250.0,250.0,250.0,,,,9500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,256,1.0,1.0,5.0,5000,50,0,"(1, 8, 16)","(1.0, 0.5, 0.3)",0.35,0.15,256,rank_muP_rho1_s0,0.03978956490755081,6.677165508270264,0.27484130859375,250.0,250.0,250.0,,,,9000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,256,1.0,1.0,5.0,5000,50,1,"(1, 8, 16)","(1.0, 0.5, 0.3)",0.35,0.15,256,rank_muP_rho1_s1,0.041598983108997345,6.813718795776367,0.301910400390625,250.0,250.0,250.0,,,,9500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,256,1.0,1.0,5.0,5000,50,2,"(1, 8, 16)","(1.0, 0.5, 0.3)",0.35,0.15,256,rank_muP_rho1_s2,0.04138580709695816,6.732777118682861,0.29296875,250.0,250.0,250.0,,,,9500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
