budget,optimizer,depth_bin,gradient_norm,control_norm,polygon_gap
0.3,gradient_descent,0,1.8056253778110014e-13,8.50906811419567e-13,0.0
0.3,gradient_descent,1,3.596012037317691e-13,1.6946323274487454e-12,0.0
0.3,gradient_descent,2,7.161675267050589e-13,3.3749626809610867e-12,0.0
0.3,gradient_descent,3,1.4262909113872754e-12,6.7214421467457294e-12,0.0
0.3,gradient_descent,4,2.840544568456281e-12,1.3386158342382914e-11,0.0
0.3,gradient_descent,5,5.657116278602202e-12,2.6659343813005403e-11,0.0
0.3,gradient_descent,6,1.1266489350046548e-11,5.309369621489714e-11,0.0
0.3,gradient_descent,7,2.2437895802119565e-11,1.0573931119140764e-10,0.0
0.3,gradient_descent,8,4.4686430074884167e-11,2.1058625003842397e-10,0.0
0.3,gradient_descent,9,8.899574081638024e-11,4.193953129956221e-10,0.0
0.3,gradient_descent,10,1.77240443011908e-10,8.352513321489229e-10,0.0
0.3,gradient_descent,11,3.529852008473155e-10,1.6634541994276495e-09,0.0
0.3,gradient_descent,12,7.029918202947578e-10,3.312871737471018e-09,0.0
0.3,gradient_descent,13,1.4000521297307344e-09,6.597791037776666e-09,0.0
0.3,gradient_descent,14,2.7882928885728855e-09,1.3139920607428186e-08,0.0
0.3,gradient_descent,15,5.55306764575457e-09,2.616901125844042e-08,0.0
0.3,gradient_descent,16,1.1059312768904628e-08,5.2117369861564676e-08,3.700743415417188e-17
0.3,gradient_descent,17,2.202542289792723e-08,1.0379551926193906e-07,2.220446049250313e-16
0.3,gradient_descent,18,4.3865373399540206e-08,2.0671699384499e-07,9.992007221626409e-16
0.3,gradient_descent,19,8.736182035306122e-08,4.116954098560158e-07,3.92278802034222e-15
0.3,gradient_descent,20,1.7399030450051429e-07,8.199349490752938e-07,1.5580129778906365e-14
0.3,gradient_descent,21,3.4652447184470374e-07,1.6330078046072413e-06,6.17284001691587e-14
0.3,gradient_descent,22,6.901624243929937e-07,3.252412793476535e-06,2.448411843640012e-13
0.3,gradient_descent,23,1.374617907521913e-06,6.477931441281174e-06,9.713711316787037e-13
0.3,gradient_descent,24,2.7379995282657505e-06,1.2902911516946744e-05,3.853769155644689e-12
0.3,gradient_descent,25,5.454023052995707e-06,2.5702260404977304e-05,1.529136077020136e-11
0.3,gradient_descent,26,1.0865528206097261e-05,5.120415382867608e-05,6.068789915048001e-11
0.3,gradient_descent,27,2.1650268372876572e-05,0.0001020275914036838,2.409394535736927e-10
0.3,gradient_descent,28,4.315179322464013e-05,0.0002033542241432673,9.57079970831387e-10
0.3,gradient_descent,29,8.604550255775525e-05,0.0004054922195830893,3.805011676109397e-09
0.3,gradient_descent,30,0.0001716976503094499,0.0008091307418937834,1.514753530014919e-08
0.3,gradient_descent,31,0.00034299746002959465,0.0016163866471162452,6.042875259441398e-08
0.3,gradient_descent,32,0.0006864535599705292,0.0032349346496794384,2.4188472983836345e-07
0.3,gradient_descent,33,0.0013779637343479395,0.006493698758638817,9.73510516940242e-07
0.3,gradient_descent,34,0.0027800839554473805,0.013101235744018435,3.953357283759118e-06
0.3,gradient_descent,35,0.005657624864881185,0.02666174054232866,1.629739429239348e-05
0.3,gradient_descent,36,0.011687318748325808,0.05507686839358869,6.893222749089951e-05
0.3,gradient_descent,37,0.024770199053687485,0.11673036585558769,0.0003048139629759546
0.3,gradient_descent,38,0.05472496629546344,0.2578931773321045,0.0014560323836874851
0.3,gradient_descent,39,0.12835793899063833,0.6048909476412097,0.007970154715480682
0.3,exact_muon,0,1.8056253778110014e-13,0.10606601717798211,0.00014626700654785108
0.3,exact_muon,1,3.596012037317691e-13,0.10606601717798211,0.000330994962154089
0.3,exact_muon,2,7.161675267050589e-13,0.1060660171779821,0.00045553320589764024
0.3,exact_muon,3,1.4262909113872754e-12,0.1060660171779821,0.0005288398520988761
0.3,exact_muon,4,2.840544568456281e-12,0.10606601717798213,0.0005699701877912947
0.3,exact_muon,5,5.657116278602202e-12,0.1060660171779821,0.0005926457112001016
0.3,exact_muon,6,1.1266489350046548e-11,0.10606601717798211,0.0006051121527876532
0.3,exact_muon,7,2.2437895802119565e-11,0.1060660171779821,0.0006120140208621949
0.3,exact_muon,8,4.4686430074884167e-11,0.1060660171779821,0.0006158952452850475
0.3,exact_muon,9,8.899574081638024e-11,0.1060660171779821,0.0006181320615245381
0.3,exact_muon,10,1.77240443011908e-10,0.10606601717798211,0.0006194656981327965
0.3,exact_muon,11,3.529852008473155e-10,0.10606601717798211,0.0006202955805169053
0.3,exact_muon,12,7.029918202947578e-10,0.10606601717798211,0.0006208379315498039
0.3,exact_muon,13,1.4000521297307344e-09,0.10606601717798211,0.0006212108427453567
0.3,exact_muon,14,2.7882928885728855e-09,0.10606601717798211,0.0006214797313525885
0.3,exact_muon,15,5.55306764575457e-09,0.10606601717798213,0.0006216816008265033
0.3,exact_muon,16,1.1059312768904628e-08,0.10606601717798211,0.0006218379958183492
0.3,exact_muon,17,2.202542289792723e-08,0.10606601717798214,0.0006219619339162449
0.3,exact_muon,18,4.3865373399540206e-08,0.10606601717798211,0.0006220616267393156
0.3,exact_muon,19,8.736182035306122e-08,0.10606601717798211,0.0006221424852510538
0.3,exact_muon,20,1.7399030450051429e-07,0.1060660171779821,0.0006222082020871748
0.3,exact_muon,21,3.4652447184470374e-07,0.10606601717798211,0.0006222613291532916
0.3,exact_muon,22,6.901624243929937e-07,0.10606601717798211,0.0006223035675397467
0.3,exact_muon,23,1.374617907521913e-06,0.10606601717798211,0.0006223358761463885
0.3,exact_muon,24,2.7379995282657505e-06,0.1060660171779821,0.0006223584399800789
0.3,exact_muon,25,5.454023052995707e-06,0.10606601717798211,0.0006223704920818399
0.3,exact_muon,26,1.0865528206097261e-05,0.10606601717798211,0.0006223699344211076
0.3,exact_muon,27,2.1650268372876572e-05,0.10606601717798213,0.0006223526294661941
0.3,exact_muon,28,4.315179322464013e-05,0.10606601717798211,0.0006223110944576135
0.3,exact_muon,29,8.604550255775525e-05,0.10606601717798211,0.0006222320380996349
0.3,exact_muon,30,0.0001716976503094499,0.10606601717798211,0.000622091542360185
0.3,exact_muon,31,0.00034299746002959465,0.10606601717798211,0.0006218452856370978
0.3,exact_muon,32,0.0006864535599705292,0.10606601717798211,0.0006214081248462714
0.3,exact_muon,33,0.0013779637343479395,0.1060660171779821,0.0006206108634016309
0.3,exact_muon,34,0.0027800839554473805,0.10606601717798213,0.0006191095869101012
0.3,exact_muon,35,0.005657624864881185,0.10606601717798211,0.0006162045561389403
0.3,exact_muon,36,0.011687318748325808,0.1060660171779821,0.0006105218225401406
0.3,exact_muon,37,0.024770199053687485,0.10606601717798211,0.000599619296266729
0.3,exact_muon,38,0.05472496629546344,0.10606601717798211,0.0005800248189303803
0.3,exact_muon,39,0.12835793899063833,0.10606601717798211,0.0005488757249160944
0.3,newton_schulz_5,0,1.8056253778110014e-13,0.0001366167847991572,2.4241556909980016e-10
0.3,newton_schulz_5,1,3.596012037317691e-13,0.0002720805024948132,1.5038683261655212e-09
0.3,newton_schulz_5,2,7.161675267050589e-13,0.0005418641381033473,6.5820492019715475e-09
0.3,newton_schulz_5,3,1.4262909113872754e-12,0.0010791502536766806,2.6742163261594953e-08
0.3,newton_schulz_5,4,2.840544568456281e-12,0.0021491540597506297,1.0670515974512777e-07
0.3,newton_schulz_5,5,5.657116278602202e-12,0.004279862973023544,4.23820918323455e-07
0.3,newton_schulz_5,6,1.1266489350046548e-11,0.008521179090785216,1.6809182676139993e-06
0.3,newton_schulz_5,7,2.2437895802119565e-11,0.016951286501870756,6.656225365257266e-06
0.3,newton_schulz_5,8,4.4686430074884167e-11,0.03360860298206892,2.6221761125359382e-05
0.3,newton_schulz_5,9,8.899574081638024e-11,0.06575449112744812,0.00010122893596031801
0.3,newton_schulz_5,10,1.77240443011908e-10,0.12203699165381804,0.0003607887687446058
0.3,newton_schulz_5,11,3.529852008473155e-10,0.1838264809848664,0.0009446402447060853
0.3,newton_schulz_5,12,7.029918202947578e-10,0.13415385448645914,0.000978321578602263
0.3,newton_schulz_5,13,1.4000521297307344e-09,0.14760465893466346,0.0011004542181144068
0.3,newton_schulz_5,14,2.7882928885728855e-09,0.16772242064617288,0.0013394964358669492
0.3,newton_schulz_5,15,5.55306764575457e-09,0.13449714213795125,0.001200744392834611
0.3,newton_schulz_5,16,1.1059312768904628e-08,0.11747309188892767,0.000997269970942516
0.3,newton_schulz_5,17,2.202542289792723e-08,0.11053176617601113,0.0008452535380789975
0.3,newton_schulz_5,18,4.3865373399540206e-08,0.17640378885277147,0.0012508980748822118
0.3,newton_schulz_5,19,8.736182035306122e-08,0.1270227525271607,0.0010963848833700125
0.3,newton_schulz_5,20,1.7399030450051429e-07,0.10867433091834562,0.0008833122006977057
0.3,newton_schulz_5,21,3.4652447184470374e-07,0.10867433091834562,0.0007758715648720216
0.3,newton_schulz_5,22,6.901624243929937e-07,0.10867433091834564,0.000720289018965814
0.3,newton_schulz_5,23,1.374617907521913e-06,0.10867433091834564,0.000691002606853508
0.3,newton_schulz_5,24,2.7379995282657505e-06,0.10867433091834562,0.0006753526288481767
0.3,newton_schulz_5,25,5.454023052995707e-06,0.10867433091834561,0.0006668809392146683
0.3,newton_schulz_5,26,1.0865528206097261e-05,0.10867433091834561,0.0006622247034320979
0.3,newton_schulz_5,27,2.1650268372876572e-05,0.10867433091834565,0.0006596076995020553
0.3,newton_schulz_5,28,4.315179322464013e-05,0.10867433091834562,0.0006580798437741953
0.3,newton_schulz_5,29,8.604550255775525e-05,0.10867433091834562,0.0006571229000229181
0.3,newton_schulz_5,30,0.0001716976503094499,0.10867433091834562,0.0006564401442527382
0.3,newton_schulz_5,31,0.00034299746002959465,0.10867433091834562,0.0006558374883436358
0.3,newton_schulz_5,32,0.0006864535599705292,0.10867433091834557,0.0006551441597518748
0.3,newton_schulz_5,33,0.0013779637343479395,0.10867433091834555,0.0006541361431365486
0.3,newton_schulz_5,34,0.0027800839554473805,0.10867433091834557,0.000652423749108085
0.3,newton_schulz_5,35,0.005657624864881185,0.10867433091834557,0.0006492511836795334
0.3,newton_schulz_5,36,0.011687318748325808,0.10867433091834555,0.0006431552120238863
0.3,newton_schulz_5,37,0.024770199053687485,0.10867433091834554,0.0006315468331143936
0.3,newton_schulz_5,38,0.05472496629546344,0.10867433091834555,0.0006107526303399021
0.3,newton_schulz_5,39,0.12835793899063833,0.10867433091834557,0.0005777516719305265
1.0,gradient_descent,0,1.8056253778110014e-13,2.8363560380652232e-12,0.0
1.0,gradient_descent,1,3.596012037317691e-13,5.648774424829152e-12,0.0
1.0,gradient_descent,2,7.161675267050589e-13,1.1249875603203624e-11,0.0
1.0,gradient_descent,3,1.4262909113872754e-12,2.24048071558191e-11,0.0
1.0,gradient_descent,4,2.840544568456281e-12,4.462052780794306e-11,0.0
1.0,gradient_descent,5,5.657116278602202e-12,8.88644793766847e-11,0.0
1.0,gradient_descent,6,1.1266489350046548e-11,1.7697898738299047e-10,0.0
1.0,gradient_descent,7,2.2437895802119565e-11,3.524643706380255e-10,0.0
1.0,gradient_descent,8,4.4686430074884167e-11,7.019541667947466e-10,0.0
1.0,gradient_descent,9,8.899574081638024e-11,1.397984376652074e-09,0.0
1.0,gradient_descent,10,1.77240443011908e-10,2.7841711071630767e-09,0.0
1.0,gradient_descent,11,3.529852008473155e-10,5.544847331425499e-09,0.0
1.0,gradient_descent,12,7.029918202947578e-10,1.1042905791570063e-08,0.0
1.0,gradient_descent,13,1.4000521297307344e-09,2.199263679258889e-08,0.0
1.0,gradient_descent,14,2.7882928885728855e-09,4.3799735358093965e-08,3.700743415417188e-17
1.0,gradient_descent,15,5.55306764575457e-09,8.723003752813475e-08,1.4802973661668753e-16
1.0,gradient_descent,16,1.1059312768904628e-08,1.7372456620521559e-07,6.661338147750939e-16
1.0,gradient_descent,17,2.202542289792723e-08,3.459850642064636e-07,2.7755575615628914e-15
1.0,gradient_descent,18,4.3865373399540206e-08,6.890566461499667e-07,1.1028215377943221e-14
1.0,gradient_descent,19,8.736182035306122e-08,1.372318032853386e-06,4.363176486776865e-14
1.0,gradient_descent,20,1.7399030450051429e-07,2.733116496917646e-06,1.7293573980244523e-13
1.0,gradient_descent,21,3.4652447184470374e-07,5.443359348690805e-06,6.858957846134217e-13
1.0,gradient_descent,22,6.901624243929937e-07,1.0841375978255118e-05,2.7207495515805627e-12
1.0,gradient_descent,23,1.374617907521913e-06,2.159310480427058e-05,1.0793070141327613e-11
1.0,gradient_descent,24,2.7379995282657505e-06,4.3009705056489145e-05,4.281974774755781e-11
1.0,gradient_descent,25,5.454023052995707e-06,8.567420134992436e-05,1.69903979774233e-10
1.0,gradient_descent,26,1.0865528206097261e-05,0.00017068051276225362,6.743099042102093e-10
1.0,gradient_descent,27,2.1650268372876572e-05,0.00034009197134561266,2.6771050931628793e-09
1.0,gradient_descent,28,4.315179322464013e-05,0.000677847413810891,1.0634224093900949e-08
1.0,gradient_descent,29,8.604550255775525e-05,0.0013516407319436312,4.227793511576058e-08
1.0,gradient_descent,30,0.0001716976503094499,0.0026971024729792784,1.683063816463696e-07
1.0,gradient_descent,31,0.00034299746002959465,0.005387955490387485,6.714374596317185e-07
1.0,gradient_descent,32,0.0006864535599705292,0.010783115498931461,2.6877175202481376e-06
1.0,gradient_descent,33,0.0013779637343479395,0.02164566252879606,1.0818535928066217e-05
1.0,gradient_descent,34,0.0027800839554473805,0.043670785813394786,4.3954550675110816e-05
1.0,gradient_descent,35,0.005657624864881185,0.08887246847442887,0.00018154916269175203
1.0,gradient_descent,36,0.011687318748325808,0.1835895613119623,0.0007738669056043627
1.0,gradient_descent,37,0.024770199053687485,0.3891012195186257,0.003533700871951003
1.0,gradient_descent,38,0.05472496629546344,0.8596439244403483,0.01970957172545081
1.0,gradient_descent,39,0.12835793899063833,2.016303158804032,0.1830809042680386
1.0,exact_muon,0,1.8056253778110014e-13,0.35355339059327373,0.0016422735380225983
1.0,exact_muon,1,3.596012037317691e-13,0.35355339059327373,0.003986167108068465
1.0,exact_muon,2,7.161675267050589e-13,0.35355339059327373,0.006259738562734689
1.0,exact_muon,3,1.4262909113872754e-12,0.3535533905932737,0.008779220791065153
1.0,exact_muon,4,2.840544568456281e-12,0.3535533905932738,0.012359946244421938
1.0,exact_muon,5,5.657116278602202e-12,0.35355339059327373,0.01989243496771609
1.0,exact_muon,6,1.1266489350046548e-11,0.35355339059327373,0.051750430079305056
1.0,exact_muon,7,2.2437895802119565e-11,0.35355339059327373,0.1559740188344074
1.0,exact_muon,8,4.4686430074884167e-11,0.35355339059327373,0.23667988365061043
1.0,exact_muon,9,8.899574081638024e-11,0.35355339059327373,0.2779529457386899
1.0,exact_muon,10,1.77240443011908e-10,0.35355339059327373,0.2992886323781195
1.0,exact_muon,11,3.529852008473155e-10,0.35355339059327373,0.31142639084868023
1.0,exact_muon,12,7.029918202947578e-10,0.35355339059327373,0.3190840156161831
1.0,exact_muon,13,1.4000521297307344e-09,0.35355339059327373,0.32436453307563234
1.0,exact_muon,14,2.7882928885728855e-09,0.35355339059327373,0.32825726074572464
1.0,exact_muon,15,5.55306764575457e-09,0.35355339059327373,0.3312593598803138
1.0,exact_muon,16,1.1059312768904628e-08,0.3535533905932738,0.3336408363458747
1.0,exact_muon,17,2.202542289792723e-08,0.3535533905932738,0.3355617633500613
1.0,exact_muon,18,4.3865373399540206e-08,0.35355339059327373,0.3371259327056764
1.0,exact_muon,19,8.736182035306122e-08,0.3535533905932738,0.3384062541498592
1.0,exact_muon,20,1.7399030450051429e-07,0.35355339059327373,0.3394572603279688
1.0,exact_muon,21,3.4652447184470374e-07,0.35355339059327373,0.3403215928752324
1.0,exact_muon,22,6.901624243929937e-07,0.3535533905932738,0.34103362167317436
1.0,exact_muon,23,1.374617907521913e-06,0.35355339059327373,0.34162167499689317
1.0,exact_muon,24,2.7379995282657505e-06,0.35355339059327373,0.34210959459852236
1.0,exact_muon,25,5.454023052995707e-06,0.35355339059327373,0.3425179824078028
1.0,exact_muon,26,1.0865528206097261e-05,0.35355339059327373,0.3428653546476758
1.0,exact_muon,27,2.1650268372876572e-05,0.3535533905932738,0.3431693661853877
1.0,exact_muon,28,4.315179322464013e-05,0.35355339059327373,0.34344826939768475
1.0,exact_muon,29,8.604550255775525e-05,0.35355339059327373,0.3437228091742989
1.0,exact_muon,30,0.0001716976503094499,0.35355339059327373,0.344018818665561
1.0,exact_muon,31,0.00034299746002959465,0.35355339059327373,0.34437085058145406
1.0,exact_muon,32,0.0006864535599705292,0.35355339059327373,0.34482719711093424
1.0,exact_muon,33,0.0013779637343479395,0.3535533905932737,0.34545643511646995
1.0,exact_muon,34,0.0027800839554473805,0.35355339059327373,0.3463546671909487
1.0,exact_muon,35,0.005657624864881185,0.3535533905932738,0.3476496236878918
1.0,exact_muon,36,0.011687318748325808,0.35355339059327373,0.3494902595444609
1.0,exact_muon,37,0.024770199053687485,0.35355339059327373,0.35199725957111894
1.0,exact_muon,38,0.05472496629546344,0.35355339059327373,0.3551473972084785
1.0,exact_muon,39,0.12835793899063833,0.35355339059327373,0.3586351594822217
1.0,newton_schulz_5,0,1.8056253778110014e-13,0.00045538928266385727,2.6935062328684958e-09
