run_id,seed,K,prompt_len,design,cond,noise_var,prior_var,depth,precond,heads,d_head,capacity_rank,precond_rank,eta_mean,kappa_mean,eig_min_mean,eig_max_mean,contraction_radius_mean,contraction_radius_max,beta_mse_true,beta_mse_post,pred_mse_y,mean_mse_exact,var_mse_exact,exact_pred_mse_y,nll_iter,nll_exact,coverage_iter,width_iter,coverage_exact,width_exact,layer_first_beta_mse_post,layer_last_beta_mse_post,layer_first_resid_norm,layer_last_resid_norm
10003.5,0.0,8.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,4.0,4.0,16.0,8.0,0.0012125903740525246,2.301919162273407,504.22066497802734,1150.9923095703125,1.1388336389472897e-06,3.065187115680601e-06,0.0013493134174495935,1.120691462468625e-14,0.02135663735680282,1.4677384792440148e-14,1.300195574035351e-19,0.021356636192649603,-0.5045235678553581,-0.5045235715806484,0.9495849609375,0.5726530030369759,0.9495849609375,0.5726530104875565,4.210226188950533e-13,1.120691462468625e-14,2253.799072265625,6.111438506195555e-05
11003.5,0.0,8.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,4.0,8.0,32.0,8.0,0.0012125383509555832,2.2991902828216553,504.51943588256836,1150.6786499023438,1.1440409934948548e-06,2.9114382869011024e-06,0.0013482360081980005,1.1216490649792316e-14,0.021134974900633097,1.478903940499779e-14,1.308665903507894e-19,0.021134974667802453,-0.5094763338565826,-0.5094763189554214,0.94873046875,0.5726061388850212,0.94873046875,0.57260612398386,4.285950155164756e-13,1.1216490649792316e-14,2255.4468994140625,6.145812631075387e-05
12003.5,0.0,8.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,8.0,1.0,8.0,8.0,0.0012117569422116503,2.3055297136306763,503.9922790527344,1152.3300170898438,1.1366032026671746e-06,3.0093407872300304e-06,0.0013446569500956684,1.1220618347223404e-14,0.02162547968327999,1.448043650319284e-14,1.215492279309921e-19,0.021625479217618704,-0.49796169623732567,-0.4979616738855839,0.9478759765625,0.5725283399224281,0.9478759765625,0.5725283473730087,4.3522843884641685e-13,1.1220618347223404e-14,2256.9725036621094,6.19284505773976e-05
13003.5,0.0,8.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,8.0,2.0,16.0,8.0,0.0012129090900998563,2.3070432543754578,503.2480125427246,1151.4390563964844,1.1404526247815738e-06,2.944610912436474e-06,0.001338686837698333,1.121360946722223e-14,0.021391119807958603,1.4871629140761583e-14,1.2536087619363645e-19,0.021391119807958603,-0.5038590878248215,-0.5038590840995312,0.949951171875,0.5726461187005043,0.949951171875,0.5726461037993431,4.203089292624876e-13,1.121360946722223e-14,2237.3136596679688,6.207080059539294e-05
14003.5,0.0,8.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,8.0,4.0,32.0,8.0,0.001212317030876875,2.3039692640304565,503.9908447265625,1151.4610595703125,1.1389666809691334e-06,3.039194496068376e-06,0.0013426088844425976,1.1281218790039121e-14,0.0210730095859617,1.5071552844994358e-14,1.207021949837378e-19,0.021073009818792343,-0.5112257935106754,-0.5112257935106754,0.95068359375,0.5724593177437782,0.95068359375,0.5724593177437782,4.379532930157571e-13,1.1281218790039121e-14,2265.321563720703,6.179564434205531e-05
15003.5,0.0,8.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,8.0,8.0,64.0,8.0,0.0012127804948249832,2.304944097995758,503.6210479736328,1151.2968444824219,1.1481464810003672e-06,2.9004765735862748e-06,0.001356770793790929,1.1395119839851999e-14,0.02147603314369917,1.487159144779543e-14,1.113848325639405e-19,0.02147603314369917,-0.5016211941838264,-0.5016211867332458,0.948486328125,0.5723821371793747,0.948486328125,0.5723821371793747,4.344320211999587e-13,1.1395119839851999e-14,2255.0587768554688,6.180307809700025e-05
16003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,1.0,1.0,1.0,1.0,0.0022980149078648537,3.7003780007362366,186.84194946289062,685.7300033569336,0.5714508071541786,0.7009110748767853,0.0028863642073702067,1.5656862615287537e-05,0.023106791311874986,1.4940939763619099e-05,2.473768238864249e-11,0.02306986879557371,-0.4656393975019455,-0.4664348252117634,0.9481201171875,0.5925558879971504,0.947509765625,0.5926005691289902,0.09710760414600372,1.5656862615287537e-05,1663.625,13.148408770561218
17003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,1.0,2.0,2.0,2.0,0.002298002946190536,3.7139386236667633,186.34753799438477,686.314826965332,0.5726250261068344,0.7047187387943268,0.0028929875988978893,1.4021926176610577e-05,0.02326806797645986,1.4447969419961737e-05,9.683287700325283e-12,0.02324269525706768,-0.461841344833374,-0.4623950310051441,0.9495849609375,0.5925811603665352,0.94970703125,0.5926079973578453,0.08167972601950169,1.4021926176610577e-05,1661.5347290039062,12.853719115257263
18003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,1.0,4.0,4.0,4.0,0.002296944265253842,3.7052901089191437,186.7477035522461,686.3035583496094,0.5719049870967865,0.7004451751708984,0.0028820873121730983,1.3137494647708081e-05,0.022745609283447266,1.3208385894358798e-05,5.8587303845142324e-12,0.02276073512621224,-0.47388584539294243,-0.4735711067914963,0.9459228515625,0.5930494368076324,0.9456787109375,0.5930677354335785,0.06021078722551465,1.3137494647708081e-05,1668.8811950683594,12.636223793029785
19003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,1.0,8.0,8.0,8.0,0.0022994369792286307,3.7058722376823425,186.46783065795898,685.6246948242188,0.5720587819814682,0.6818428263068199,0.002903139218688011,1.3226742339611519e-05,0.02244930388405919,1.342967800610495e-05,5.7090857106915915e-12,0.0224279360845685,-0.47998955100774765,-0.4804610498249531,0.9530029296875,0.592619463801384,0.9534912109375,0.5926371589303017,0.04416228784248233,1.3226742339611519e-05,1665.5504302978516,12.676690697669983
20003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,2.0,1.0,2.0,2.0,0.0023000380024313927,3.7182125747203827,185.99748420715332,685.8376235961914,0.5730662420392036,0.6817851066589355,0.0029042384994681925,1.3888804005546262e-05,0.02400544984266162,1.399401458002103e-05,9.61474639054466e-12,0.024012366309762,-0.4459630623459816,-0.445814561098814,0.9439697265625,0.5927546992897987,0.944091796875,0.5927817672491074,0.08206837717443705,1.3888804005546262e-05,1667.4637145996094,12.900665044784546
21003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,2.0,2.0,4.0,4.0,0.0022980252106208354,3.710906684398651,186.4123764038086,686.2315063476562,0.5724740847945213,0.6924566403031349,0.0028925757214892656,1.3530662045013742e-05,0.02316053188405931,1.3528997214962146e-05,6.015770021884637e-12,0.0231822298374027,-0.46467964351177216,-0.46421969681978226,0.9461669921875,0.5925684869289398,0.9464111328125,0.5925871282815933,0.06015561008825898,1.3530662045013742e-05,1670.2693176269531,12.749546527862549
22003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,2.0,4.0,8.0,8.0,0.0022950317652430385,3.715829700231552,186.4610767364502,687.2988739013672,0.5729211643338203,0.6864997744560242,0.002895953948609531,1.3998507824908302e-05,0.02328014187514782,1.4314839063445106e-05,6.151104094392207e-12,0.02327274391427636,-0.4619722254574299,-0.4621342197060585,0.9508056640625,0.5928914770483971,0.9510498046875,0.592909462749958,0.04412699583917856,1.3998507824908302e-05,1665.8905639648438,12.942014217376709
23003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,2.0,8.0,16.0,16.0,0.0022978046035859734,3.7105685770511627,186.49918746948242,686.2256927490234,2.8088137469239882e-06,5.307073649873928e-06,0.002897778118494898,2.555481736492987e-14,0.022691603284329176,3.106633729766154e-14,3.083199928005653e-19,0.022691603982821107,-0.4744921587407589,-0.4744921550154686,0.9515380859375,0.5928343906998634,0.9515380859375,0.5928343906998634,2.009400051948898e-12,2.555481736492987e-14,1668.6913757324219,7.227721471281257e-05
24003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,4.0,1.0,4.0,4.0,0.002297686383826658,3.709770768880844,186.54616355895996,686.2169418334961,0.5722305253148079,0.6956752687692642,0.002890092320740223,1.3407079563876323e-05,0.02271794923581183,1.2756988667206315e-05,5.811810668138184e-12,0.02269575814716518,-0.4738992489874363,-0.47438568994402885,0.94921875,0.5926636904478073,0.9490966796875,0.5926817655563354,0.06018091458827257,1.3407079563876323e-05,1665.3975524902344,12.761492371559143
25003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,4.0,2.0,8.0,8.0,0.002298688457813114,3.7153505980968475,186.2330493927002,686.1334762573242,0.5727593749761581,0.688752681016922,0.002897171041695401,1.3556783187596011e-05,0.022751543438062072,1.2879638916274416e-05,6.3223113810212395e-12,0.022751246578991413,-0.4730078876018524,-0.47299397364258766,0.9517822265625,0.5927753373980522,0.9515380859375,0.5927935913205147,0.04383373586460948,1.3556783187596011e-05,1660.5972900390625,12.829585790634155
26003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,4.0,4.0,16.0,16.0,0.002297897241078317,3.6963797509670258,187.01289749145508,685.6868209838867,2.8008112451516354e-06,5.10375309659139e-06,0.002877978899050504,2.51038928109537e-14,0.022749320371076465,3.027630373852682e-14,2.7062702664774896e-19,0.022749321069568396,-0.47330406680703163,-0.47330404445528984,0.9503173828125,0.592515617609024,0.9503173828125,0.592515617609024,1.9854904938047813e-12,2.51038928109537e-14,1661.5004425048828,7.225247281894553e-05
27003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,4.0,8.0,32.0,16.0,0.002299623505678028,3.7093238532543182,186.36388206481934,685.6870269775391,2.8041779103205045e-06,5.113713314131019e-06,0.0028784934838768095,2.5354249703898944e-14,0.022222704719752073,3.203017905295752e-14,2.981555974335137e-19,0.02222270588390529,-0.4844626970589161,-0.4844626784324646,0.95361328125,0.5928157940506935,0.95361328125,0.5928157940506935,1.980624486034449e-12,2.5354249703898944e-14,1662.9107971191406,7.266743159561884e-05
28003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,8.0,1.0,8.0,8.0,0.0022985938703641295,3.706040322780609,186.55386543273926,685.832275390625,0.5720422491431236,0.6884668618440628,0.002901498373830691,1.3464134895002644e-05,0.023175988579168916,1.3360612797441718e-05,5.802366670904641e-12,0.023150730645284057,-0.46369482204318047,-0.4642467126250267,0.9498291015625,0.5928597375750542,0.9500732421875,0.592877708375454,0.04341353848576546,1.3464134895002644e-05,1660.8724822998047,12.58373773097992
29003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,8.0,2.0,16.0,16.0,0.0022977064072620124,3.7084529101848602,186.54725456237793,686.1839981079102,2.803088250402652e-06,5.022486448069685e-06,0.002876395854400471,2.5121674361857174e-14,0.023568036034703255,3.042218822303243e-14,2.829090043829363e-19,0.023568036500364542,-0.45571113377809525,-0.45571114495396614,0.94677734375,0.5928018465638161,0.94677734375,0.5928018540143967,2.0144643331915235e-12,2.5121674361857174e-14,1664.3051147460938,7.243917661980959e-05
30003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,8.0,4.0,32.0,16.0,0.002296729857334867,3.716530293226242,186.31514167785645,686.8029708862305,2.8026902043620794e-06,5.145162504049949e-06,0.0028804280736949295,2.4824379138139833e-14,0.022709720768034458,3.046649355188799e-14,3.0704944337968387e-19,0.02270972030237317,-0.4744027145206928,-0.4744027107954025,0.950439453125,0.5928072184324265,0.950439453125,0.5928072184324265,1.9890905871185194e-12,2.4824379138139833e-14,1659.578384399414,7.234852728288388e-05
31003.5,0.0,16.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,8.0,8.0,64.0,16.0,0.0022981455258559436,3.710330605506897,186.44864463806152,686.1026611328125,2.812556118669818e-06,5.413513576968398e-06,0.002876770216971636,2.5721711019384462e-14,0.023005768423900008,3.150143779387534e-14,2.964615315390051e-19,0.023005768889561296,-0.4683600068092346,-0.4683600105345249,0.95068359375,0.592595063149929,0.95068359375,0.592595063149929,2.03835735725251e-12,2.5721711019384462e-14,1666.8793640136719,7.332487803068943e-05
32003.5,0.0,32.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,1.0,1.0,1.0,1.0,0.0041381207993254066,7.613463997840881,56.66270589828491,427.6212463378906,0.7657857239246368,0.836021289229393,0.0076457850518636405,0.0009332510016974993,0.02683284622617066,0.0009391785497427918,1.9118874927670504e-08,0.026084532728418708,-0.3920751251280308,-0.4057476222515106,0.950439453125,0.6385734006762505,0.9541015625,0.6399163529276848,0.18481916561722755,0.0009332510016974993,1254.4125366210938,62.606882095336914
33003.5,0.0,32.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,1.0,2.0,2.0,2.0,0.004144353850279003,7.602587699890137,56.66259717941284,426.9189033508301,0.7654389217495918,0.8357985466718674,0.007365896657574922,0.0007105684344423935,0.0268904862459749,0.0006819797854404896,8.038551824185447e-09,0.02620118740014732,-0.3896513618528843,-0.4027897119522095,0.94580078125,0.6387014761567116,0.9503173828125,0.6395748034119606,0.16867953911423683,0.0007105684344423935,1250.0611267089844,60.58096170425415
34003.5,0.0,32.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,1.0,4.0,4.0,4.0,0.004138312477152795,7.625963628292084,56.58910083770752,427.68181228637695,0.766089677810669,0.8343352526426315,0.0072336767334491014,0.0005794559110654518,0.027606211369857192,0.000591704960243078,1.8945928575986315e-09,0.026997579727321863,-0.37714746594429016,-0.3883709944784641,0.9449462890625,0.6400632634758949,0.9478759765625,0.6404957845807076,0.14126909337937832,0.0005794559110654518,1252.8455963134766,60.554887771606445
35003.5,0.0,32.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,1.0,8.0,8.0,8.0,0.004139938275329769,7.621151268482208,56.60150861740112,427.4831886291504,0.7659396454691887,0.8378054350614548,0.007234964054077864,0.0005309889966156334,0.027617745334282517,0.0005286371088004671,4.224689001408599e-10,0.027058657258749008,-0.3761855810880661,-0.38658465445041656,0.945068359375,0.6395188719034195,0.948974609375,0.639697790145874,0.0988118750974536,0.0005309889966156334,1256.2964477539062,60.01006078720093
36003.5,0.0,32.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,2.0,1.0,2.0,2.0,0.004140560224186629,7.603848993778229,56.708470821380615,427.2966651916504,0.7654414251446724,0.8372304514050484,0.007375984569080174,0.0007234289805637673,0.028051611268892884,0.0007338677896768786,8.188686395627087e-09,0.027214183006435633,-0.3684995472431183,-0.38421400636434555,0.944580078125,0.6390952691435814,0.9483642578125,0.6399811804294586,0.17018664814531803,0.0007234289805637673,1256.5576934814453,61.406301498413086
37003.5,0.0,32.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,2.0,2.0,4.0,4.0,0.004144002858083695,7.626400411128998,56.52061891555786,427.06739807128906,0.766058474779129,0.8337862566113472,0.0072321254992857575,0.0005788203998235986,0.02737178816460073,0.0005945170632912777,1.8244079719176298e-09,0.026823647553101182,-0.38245318084955215,-0.392846904695034,0.9486083984375,0.6399388834834099,0.948486328125,0.6403648033738136,0.140965411439538,0.0005788203998235986,1253.7779235839844,60.54050016403198
38003.5,0.0,32.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,2.0,4.0,8.0,8.0,0.00414626399287954,7.609034597873688,56.59486532211304,426.7402648925781,0.765605054795742,0.8348737061023712,0.007213182165287435,0.0005322107972460799,0.027656461112201214,0.0005251208203844726,4.2707920533402444e-10,0.02714099339209497,-0.3763183541595936,-0.3861074782907963,0.94775390625,0.6401732042431831,0.9500732421875,0.6403521820902824,0.09849512204527855,0.0005322107972460799,1253.3639831542969,59.67537593841553
39003.5,0.0,32.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,2.0,8.0,16.0,16.0,0.0041418406763114035,7.620998680591583,56.571861267089844,427.2978286743164,0.7659585550427437,0.8342830985784531,0.0071575280744582415,0.0005183693574508652,0.026864918414503336,0.0005226825524005108,3.7707426417399326e-10,0.02632176480256021,-0.3904595449566841,-0.4006076864898205,0.94775390625,0.6398783400654793,0.9495849609375,0.6400296837091446,0.05914661381393671,0.0005183693574508652,1253.794189453125,59.18406391143799
40003.5,0.0,32.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,4.0,1.0,4.0,4.0,0.004143496858887374,7.5987260937690735,56.69362545013428,426.9444580078125,0.7653668224811554,0.836521290242672,0.007281587226316333,0.0005797254780190997,0.027638273779302835,0.0005933746579103172,1.828030615769194e-09,0.02702062181197107,-0.37736736238002777,-0.3888973072171211,0.95068359375,0.6394424885511398,0.9508056640625,0.6398665979504585,0.14124070294201374,0.0005797254780190997,1254.8881378173828,60.64511823654175
41003.5,0.0,32.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,4.0,2.0,8.0,8.0,0.00414189713774249,7.616639137268066,56.612298011779785,427.25186920166016,0.7657768726348877,0.8401441723108292,0.007193679455667734,0.0005454709607874975,0.02727154758758843,0.0005630312007269822,4.508385782753255e-10,0.026935077039524913,-0.3845970742404461,-0.39061417058110237,0.947998046875,0.6399078071117401,0.9508056640625,0.6400918960571289,0.09899941738694906,0.0005454709607874975,1255.357437133789,60.244226932525635
42003.5,0.0,32.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,4.0,4.0,16.0,16.0,0.004137863696087152,7.62737500667572,56.58405590057373,427.72398376464844,0.766120508313179,0.8338011875748634,0.0072049381560646,0.0005293121139402501,0.02733145118691027,0.0005346157449821476,3.513449739478425e-10,0.026863345643505454,-0.38225576281547546,-0.39088206365704536,0.948486328125,0.6394872069358826,0.9498291015625,0.6396359652280807,0.05911337723955512,0.0005293121139402501,1251.1702423095703,59.877418994903564
43003.5,0.0,32.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,4.0,8.0,32.0,32.0,0.004142977937590331,7.6226487159729,56.53881502151489,427.1835289001465,7.019709414635145e-06,1.1029188044631155e-05,0.0066952810157090425,6.929936022270246e-14,0.02642829017713666,8.316919608520809e-14,9.876404164985142e-19,0.026428289711475372,-0.39895981922745705,-0.39895983412861824,0.9517822265625,0.6402389109134674,0.9517822265625,0.640238918364048,1.0143728413659903e-11,6.929936022270246e-14,1250.2211303710938,9.26044140214799e-05
44003.5,0.0,32.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,8.0,1.0,8.0,8.0,0.004139808181207627,7.62996107339859,56.54070234298706,427.56300354003906,0.7662055939435959,0.832470566034317,0.007264497107826173,0.0005332667788024992,0.02791823004372418,0.0005555676252697594,4.4373993368651554e-10,0.027385293506085873,-0.37019747868180275,-0.3800931014120579,0.9437255859375,0.6396347880363464,0.947509765625,0.6398172751069069,0.09843735489994287,0.0005332667788024992,1253.5728302001953,59.929630756378174
45003.5,0.0,32.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,8.0,2.0,16.0,16.0,0.004139087337534875,7.60954225063324,56.67700672149658,427.50888442993164,0.7656712681055069,0.835793986916542,0.007236414239741862,0.0005315025773597881,0.027611061930656433,0.0005487614653247874,3.523487751566634e-10,0.026918294373899698,-0.37680214270949364,-0.38976839557290077,0.9449462890625,0.6400784552097321,0.94970703125,0.6402277424931526,0.059085506945848465,0.0005315025773597881,1250.1309509277344,59.55067729949951
46003.5,0.0,32.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,8.0,4.0,32.0,32.0,0.004137152049224824,7.630007743835449,56.58251762390137,427.82187271118164,7.011072682416852e-06,1.116367991471634e-05,0.0067219099146313965,6.965307948740996e-14,0.026449286844581366,8.225359158570882e-14,1.0177100861260419e-18,0.026449286146089435,-0.3981943801045418,-0.3981943801045418,0.9520263671875,0.6400711536407471,0.9520263671875,0.6400711610913277,1.0106914545733592e-11,6.965307948740996e-14,1250.4378051757812,9.285295345762279e-05
47003.5,0.0,32.0,128.0,isotropic,10.0,0.02,1.0,8.0,lowrank_spectral,8.0,8.0,64.0,32.0,0.004140450211707503,7.613243818283081,56.64544343948364,427.3688507080078,7.024333001481864e-06,1.0724347589530225e-05,0.006652870622929186,6.990594592721968e-14,0.026406583143398166,7.939420825555385e-14,9.64347010449021e-19,0.02640658477321267,-0.3993905745446682,-0.3993905372917652,0.950439453125,0.6396838054060936,0.950439453125,0.639683797955513,1.0214852401435603e-11,6.990594592721968e-14,1256.7417907714844,9.310552468377864e-05
