tag,K,prompt_len,design,cond,noise_var,prior_var,depth,heads,d_head,capacity_rank,attention,head_scheme,precond,temperature,eta_multiplier,scale_linear_by_m,seed,batch_size,eval_batches,beta_mse_post,beta_mse_true,pred_mse_y,mean_mse_exact,exact_pred_mse_y,nll_iter,nll_exact,coverage_iter,width_iter,coverage_exact,width_exact,contraction_radius_mean,contraction_radius_max,precond_rank,eta_mean,proj_rank,proj_max,proj_min_nonzero,capacity_ge_K,first_grad_mse,last_grad_mse,attn_rank_first,attn_rank_last,attn_effrank_first,attn_effrank_last,layer_first_beta_mse_post,layer_last_beta_mse_post,layer_decay_ratio,log10_beta_mse_post,log10_beta_mse_true
K8_H8_dh4,8,128,isotropic,10.0,0.02,1.0,16,8,4,32.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,5.391299142147241e-12,0.0013490277342498302,0.020700615597888827,1.2071787579975846e-11,0.020700631197541952,-0.5199852138757706,-0.5199848897755146,0.9554443359375,0.5726485103368759,0.9554443359375,0.5726485103368759,0.3894892819225788,0.5482283681631088,0.0,0.0012121452309656888,8.0,1.0,1.0,1.0,9.841811254851507e-09,2.7213100883827224e-08,1.0,1.0,1.7451806925237179,1.7451806925237179,0.0659221401438117,5.391299142147241e-12,8.178413982359507e-11,-11.26830657019705,-2.8699791217084907
K8_H8_dh8,8,128,isotropic,10.0,0.02,1.0,16,8,8,64.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,5.696514278081405e-12,0.0013414671993814409,0.021045349072664976,7.101505039401601e-12,0.021045348839834332,-0.5119043663144112,-0.5119043588638306,0.9527587890625,0.5727098286151886,0.9527587890625,0.5727098286151886,0.39052382856607437,0.5510402917861938,0.0,0.0012127631780458614,8.0,1.0,1.0,1.0,9.518518084838945e-09,2.691494516149362e-08,1.0,1.0,1.8663470447063446,1.8663470447063446,0.06565313693135977,5.696514278081405e-12,8.649423295200433e-11,-11.244390809741505,-2.8724199419274115
K8_H8_dh16,8,128,isotropic,10.0,0.02,1.0,16,8,16,128.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,7.137167267780298e-12,0.0013466917007463053,0.020974843762815,8.0124468529192e-12,0.020974846789613366,-0.5131831280887127,-0.5131830833852291,0.95263671875,0.5724166706204414,0.95263671875,0.5724166631698608,0.39120470359921455,0.5564692467451096,0.0,0.0012124743952881545,8.0,1.0,1.0,1.0,9.819088542251109e-09,2.7146520364951243e-08,1.0,1.0,1.8674756959080696,1.8674756959080696,0.0659635029733181,7.137167267780298e-12,1.083737799144727e-10,-11.146474124929671,-2.8707318162959936
K8_H8_dh32,8,128,isotropic,10.0,0.02,1.0,16,8,32,256.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,5.2996361910463e-12,0.0013417449226835743,0.021625299705192447,4.903315004457093e-12,0.021625288762152195,-0.49813734740018845,-0.49813760444521904,0.947998046875,0.57268837839365,0.947998046875,0.57268837839365,0.3904590420424938,0.5528765767812729,0.0,0.0012126916117267683,8.0,1.0,1.0,1.0,9.849601689815302e-09,2.738165827409489e-08,1.0,1.0,1.8650346174836159,1.8650346174836159,0.06600961554795504,5.2996361910463e-12,8.102824445772618e-11,-11.275753942784895,-2.8723300394578666
K16_H1_dh1,16,128,isotropic,10.0,0.02,1.0,16,1,1,1.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.9461243748664856,0.948803223669529,0.9822365641593933,0.9562082663178444,0.02284054458141327,20.23184633255005,-0.47121376171708107,0.2437744140625,0.5928589925169945,0.950439453125,0.5928589925169945,0.5723235607147217,0.6954855099320412,0.0,0.002298123697983101,1.0,1.0,1.0,0.0,171441.48046875,167839.16015625,1.0,1.0,1.0,1.0,0.946116179227829,0.9461243748664856,1.0000065399077123,-0.02405176870635188,-0.022823848411189576
K16_H1_dh2,16,128,isotropic,10.0,0.02,1.0,16,1,2,2.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.8904864639043808,0.8934148550033569,0.909545861184597,0.8869418203830719,0.022744808346033096,18.662214040756226,-0.4735684059560299,0.2515869140625,0.5927474349737167,0.9495849609375,0.5927474275231361,0.5733084380626678,0.6873290464282036,0.0,0.0022961192880757153,2.0,1.0,1.0,0.0,159423.20703125,152668.34375,2.0,2.0,1.9974937587976456,1.9974937587976456,0.8912320509552956,0.8904864639043808,0.9991654973293711,-0.05037267776874864,-0.0489468306952173
K16_H1_dh4,16,128,isotropic,10.0,0.02,1.0,16,1,4,4.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.7672135755419731,0.7704646214842796,0.8090864717960358,0.7870081514120102,0.02250213408842683,16.46971845626831,-0.47845129668712616,0.2724609375,0.5928880572319031,0.950439453125,0.5928880646824837,0.5719682648777962,0.6943699419498444,0.0,0.002297988801728934,4.0,1.0,1.0,0.0,134487.89453125,123304.91796875,4.0,4.0,3.9792873561382294,3.9792873561382294,0.7727287039160728,0.7672135755419731,0.9928607097963562,-0.11508372109963776,-0.11324729860281184
K16_H1_dh8,16,128,isotropic,10.0,0.02,1.0,16,1,8,8.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.5350896343588829,0.5382672697305679,0.5664557293057442,0.5371949225664139,0.023098981007933617,11.23192846775055,-0.46563370525836945,0.335693359375,0.5925171822309494,0.9503173828125,0.5925172120332718,0.5728313475847244,0.6967982053756714,0.0,0.0022970360587351024,8.0,1.0,1.0,0.0,91802.37890625,76318.6181640625,8.0,8.0,7.933855593204498,7.933855593204498,0.5608521476387978,0.5350896343588829,0.9540623761939604,-0.2715734620033973,-0.26900202740624723
K16_H1_dh16,16,128,isotropic,10.0,0.02,1.0,16,1,16,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,1.3991075409336418e-08,0.00289609280298464,0.022848904132843018,1.2894691980847028e-08,0.022848291555419564,-0.4705776497721672,-0.4705899693071842,0.94873046875,0.5927515551447868,0.94873046875,0.5927515551447868,0.5717694461345673,0.6880005225539207,0.0,0.0022978954948484898,16.0,1.0,1.0,1.0,2.7649539602325746e-09,7.835585180693272e-09,16.0,16.0,15.741127610206604,15.741127610206604,0.11855748947709799,1.3991075409336418e-08,1.1807853446422219e-07,-7.854148902635356,-2.538187525631529
K16_H1_dh32,16,128,isotropic,10.0,0.02,1.0,16,1,32,32.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,1.1776012387443302e-08,0.002869933028705418,0.022916089743375778,1.1327316529197162e-08,0.022916276939213276,-0.46935442090034485,-0.4693504385650158,0.9521484375,0.5925134420394897,0.9522705078125,0.5925134420394897,0.5712279081344604,0.6904002130031586,0.0,0.0022986384865362197,16.0,1.0,1.0,1.0,2.7803071789289646e-09,7.704123561325105e-09,16.0,16.0,15.726469278335571,15.726469278335571,0.11750912293791771,1.1776012387443302e-08,1.0017757848016953e-07,-7.929001746162534,-2.5421282376224674
K16_H2_dh1,16,128,isotropic,10.0,0.02,1.0,16,2,1,2.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.8898660764098167,0.8923194035887718,0.9049492925405502,0.8785111904144287,0.022918770788237453,18.515490531921387,-0.46869222074747086,0.2506103515625,0.5928697437047958,0.948486328125,0.5928697437047958,0.5723534747958183,0.6869081184267998,0.0,0.0022991324367467314,2.0,1.0,1.0,0.0,159793.859375,153004.892578125,1.0,1.0,1.0,1.0,0.8907180950045586,0.8898660764098167,0.9990420535468918,-0.050675349144597336,-0.04947966312751858
K16_H2_dh2,16,128,isotropic,10.0,0.02,1.0,16,2,2,4.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.7664691060781479,0.7692475244402885,0.778721809387207,0.7597713023424149,0.022149902768433094,15.851704120635986,-0.48600953817367554,0.27001953125,0.5927080512046814,0.9532470703125,0.5927080437541008,0.572613351047039,0.6903653964400291,0.0,0.0022967121039982885,4.0,1.0,1.0,0.0,135340.291015625,124040.2197265625,2.0,2.0,1.9963181540369987,1.9963181540369987,0.7716640383005142,0.7664691060781479,0.9932683915096459,-0.11550534548042207,-0.11393389270631124
K16_H2_dh4,16,128,isotropic,10.0,0.02,1.0,16,2,4,8.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.5278052985668182,0.5308875516057014,0.5364723913371563,0.5151334218680859,0.022953119361773133,10.60012936592102,-0.4686642289161682,0.3387451171875,0.5926009193062782,0.949462890625,0.5926009193062782,0.572347491979599,0.6911228969693184,0.0,0.002297229802934453,8.0,1.0,1.0,0.0,90279.4189453125,75282.9248046875,4.0,4.0,3.984862342476845,3.984862342476845,0.5532130375504494,0.5278052985668182,0.9540678623091046,-0.27752625426985184,-0.27499745799343667
K16_H2_dh8,16,128,isotropic,10.0,0.02,1.0,16,2,8,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,1.3937017095955184e-08,0.002859323110897094,0.022334074368700385,1.2038211094633766e-08,0.022334471810609102,-0.4824252463877201,-0.4824163094162941,0.9534912109375,0.5925770029425621,0.9534912109375,0.5925770103931427,0.5728153809905052,0.6923729255795479,0.0,0.0022975640022195876,16.0,1.0,1.0,1.0,2.770688956044154e-09,7.742023577783641e-09,8.0,8.0,7.930838257074356,7.930838257074356,0.11881864070892334,1.3937017095955184e-08,1.1719423833465892e-07,-7.855830167227154,-2.5437367654706953
K16_H2_dh16,16,128,isotropic,10.0,0.02,1.0,16,2,16,32.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,1.3256084008261837e-08,0.0028775953978765756,0.023382763378322124,1.3727258219020655e-08,0.02338316454552114,-0.4596819020807743,-0.459673460572958,0.947509765625,0.5924818515777588,0.947509765625,0.5924818515777588,0.5720905363559723,0.6929378435015678,0.0,0.002297950064530596,16.0,1.0,1.0,1.0,2.7209179354059643e-09,7.683581104700465e-09,8.0,8.0,8.364879667758942,8.364879667758942,0.11746590491384268,1.3256084008261837e-08,1.1281635515183226e-07,-7.877584752309831,-2.540970269753907
K16_H2_dh32,16,128,isotropic,10.0,0.02,1.0,16,2,32,64.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,1.3310041846459342e-08,0.002878022933145985,0.02299835067242384,1.2062856824535118e-08,0.02299769874662161,-0.46711036562919617,-0.4671239070594311,0.951171875,0.5925555378198624,0.951171875,0.592555545270443,0.572229340672493,0.6902755945920944,0.0,0.0022964896343182772,16.0,1.0,1.0,1.0,2.7666135216097842e-09,7.666280166240824e-09,8.0,8.0,8.368553698062897,8.368553698062897,0.1171232033520937,1.3310041846459342e-08,1.1353050863478955e-07,-7.875820579111515,-2.540905749767352
K16_H4_dh1,16,128,isotropic,10.0,0.02,1.0,16,4,1,4.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.7767811864614487,0.7799101993441582,0.7976782247424126,0.7755953520536423,0.022952500265091658,16.233542919158936,-0.46834244579076767,0.273193359375,0.5925477519631386,0.94677734375,0.5925477594137192,0.5725472941994667,0.6895517185330391,0.0,0.0022980250942055136,4.0,1.0,1.0,0.0,137175.65234375,125458.888671875,1.0,1.0,1.0,1.0,0.7816942557692528,0.7767811864614487,0.9937160553891917,-0.10970130152811894,-0.1079554000973248
K16_H4_dh2,16,128,isotropic,10.0,0.02,1.0,16,4,2,8.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,0.5392134934663773,0.5419569313526154,0.5461431220173836,0.524067685008049,0.023002594942227006,10.798266172409058,-0.4678777679800987,0.3314208984375,0.592620424926281,0.9482421875,0.592620424926281,0.5720074847340584,0.6960675269365311,0.0,0.0022991094447206706,8.0,1.0,1.0,0.0,91698.5517578125,76568.27734375,2.0,2.0,1.9961286038160324,1.9961286038160324,0.5644255355000496,0.5392134934663773,0.9553306969919744,-0.26823924840028535,-0.26603522493595494
K16_H4_dh4,16,128,isotropic,10.0,0.02,1.0,16,4,4,16.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,1.3575529589360258e-08,0.002875517966458574,0.02330503286793828,1.319467535232377e-08,0.023305007722228765,-0.4604435823857784,-0.4604441113770008,0.9462890625,0.5925280600786209,0.9464111328125,0.5925280675292015,0.5725755915045738,0.7006623595952988,0.0,0.002297152008395642,16.0,1.0,1.0,1.0,2.736543769366051e-09,7.755238229378847e-09,4.0,4.0,3.982033744454384,3.982033744454384,0.11793444119393826,1.3575529589360258e-08,1.1508526886614478e-07,-7.867243219326548,-2.5412839145522788
K16_H4_dh8,16,128,isotropic,10.0,0.02,1.0,16,4,8,32.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,1.2370322211019413e-08,0.0028886449872516096,0.022630578838288784,1.1473495931113575e-08,0.022631032625213265,-0.4760828725993633,-0.4760730639100075,0.953125,0.5926850363612175,0.953125,0.5926850363612175,0.5721183493733406,0.6842346340417862,0.0,0.0022988870041444898,16.0,1.0,1.0,1.0,2.7418255443834028e-09,7.69838537362233e-09,4.0,4.0,4.46355627477169,4.46355627477169,0.117348856292665,1.2370322211019413e-08,1.053722761743214e-07,-7.9076189881117624,-2.539305829409373
K16_H4_dh16,16,128,isotropic,10.0,0.02,1.0,16,4,16,64.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,1.353289513783551e-08,0.002891000476665795,0.022702562855556607,1.4175996598808638e-08,0.022702327696606517,-0.4742135815322399,-0.4742176756262779,0.951416015625,0.5925220549106598,0.951416015625,0.5925220549106598,0.5723711550235748,0.6865640133619308,0.0,0.0022978367924224585,16.0,1.0,1.0,1.0,2.7626432530514222e-09,7.723245820656643e-09,4.0,4.0,4.685236304998398,4.685236304998398,0.11826947797089815,1.353289513783551e-08,1.1442247803396147e-07,-7.8686092833814625,-2.5389518367232173
K16_H4_dh32,16,128,isotropic,10.0,0.02,1.0,16,4,32,128.0,linear,coordinate,scalar_opt,0.5,1.0,False,0,1024,8,1.2686983796861284e-08,0.0028806662594433874,0.022775258170440793,1.2609642108252217e-08,0.022774460492655635,-0.4727039597928524,-0.47272035479545593,0.947998046875,0.5925403386354446,0.947998046875,0.5925403535366058,0.5730005577206612,0.6880371868610382,0.0,0.0022945418022572994,16.0,1.0,1.0,1.0,2.7944709046767713e-09,7.719533456906902e-09,4.0,4.0,4.686200797557831,4.686200797557831,0.11904320027679205,1.2686983796861284e-08,1.066059978108069e-07,-7.896641614790821,-2.5405070541381685
