run,optimizer,target,freq,depth,rank,fix_wb,layer,top_k,target_alpha,alpha_hat,alpha_error,r2,top_singular,tail_ratio,test_mse,final_train_mse
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.7.weight,10,0.75,0.5564846612234918,0.19351533877650817,0.9280576379145505,1.7339198589324951,0.30674160377850596,0.014806576073169708,0.004917670041322708
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.8.weight,10,0.75,0.13359671448364882,0.6164032855163512,0.6174571920790578,4.486870765686035,0.6433275945437557,0.014806576073169708,0.004917670041322708
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.9.weight,10,0.75,0.5082640444397093,0.2417359555602907,0.9800449293189825,1.6161518096923828,0.3294412500927352,0.014806576073169708,0.004917670041322708
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.10.weight,10,0.75,0.15182705034327684,0.5981729496567232,0.7631465953011938,4.681052207946777,0.6421323051991329,0.014806576073169708,0.004917670041322708
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.11.weight,10,0.75,0.5433327132494493,0.20666728675055068,0.9880506044464666,1.7572903633117676,0.30863452957064685,0.014806576073169708,0.004917670041322708
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.12.weight,10,0.75,0.1317803537957796,0.6182196462042204,0.8907886312170971,4.665311336517334,0.7299185485655589,0.014806576073169708,0.004917670041322708
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,16,6,10,False,fcs.13.weight,1,0.75,nan,nan,nan,1.3910990953445435,nan,0.014806576073169708,0.004917670041322708
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L3_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,32,3,10,True,fcs.1.weight,10,0.75,0.8981952946796445,0.14819529467964454,0.9453536040120478,3.9526820182800293,0.14800337781795245,0.3386881947517395,0.2927825450897217
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L3_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,32,3,10,True,fcs.3.weight,10,0.75,0.7127608731274362,0.03723912687256381,0.9358622411858549,2.4482460021972656,0.24239450064107346,0.3386881947517395,0.2927825450897217
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L3_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,32,3,10,True,fcs.5.weight,10,0.75,0.8021135093071152,0.052113509307115224,0.9720376476045951,3.3664679527282715,0.1840721204476227,0.3386881947517395,0.2927825450897217
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L3_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,32,3,10,True,fcs.7.weight,1,0.75,nan,nan,nan,6.34423828125,nan,0.3386881947517395,0.2927825450897217
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L3_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,3,10,False,fcs.0.weight,1,0.75,nan,nan,nan,14.065890312194824,nan,0.1582106500864029,0.15810388326644897
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L3_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,3,10,False,fcs.1.weight,10,0.75,1.0406222666340035,0.2906222666340035,0.8647829435171789,3.7470226287841797,0.14422757555407933,0.1582106500864029,0.15810388326644897
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L3_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,3,10,False,fcs.2.weight,10,0.75,0.12964481776742867,0.6203551822325714,0.906288779816428,4.790977478027344,0.7346587796572468,0.1582106500864029,0.15810388326644897
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L3_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,3,10,False,fcs.3.weight,10,0.75,0.6278048763926176,0.12219512360738238,0.9248607463734344,1.9874029159545898,0.27979010222434425,0.1582106500864029,0.15810388326644897
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L3_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,3,10,False,fcs.4.weight,10,0.75,0.11341620848345921,0.6365837915165408,0.9737272732989479,4.805965423583984,0.7779931519895512,0.1582106500864029,0.15810388326644897
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L3_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,3,10,False,fcs.5.weight,10,0.75,0.714998589960126,0.035001410039874004,0.9681940538215859,2.521714448928833,0.2221404187281196,0.1582106500864029,0.15810388326644897
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L3_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,3,10,False,fcs.6.weight,10,0.75,0.15597452908403925,0.5940254709159607,0.9808471295228702,5.403559684753418,0.6920631382429103,0.1582106500864029,0.15810388326644897
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L3_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,3,10,False,fcs.7.weight,1,0.75,nan,nan,nan,3.674936294555664,nan,0.1582106500864029,0.15810388326644897
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,32,6,10,True,fcs.1.weight,10,0.75,0.956175214414798,0.20617521441479802,0.8922491685231211,3.326854944229126,0.1664793407062114,0.16722559928894043,0.16843819618225098
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,32,6,10,True,fcs.3.weight,10,0.75,0.6444103725771496,0.10558962742285039,0.9184862470062032,1.9514931440353394,0.2773203881097722,0.16722559928894043,0.16843819618225098
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,32,6,10,True,fcs.5.weight,10,0.75,0.5461274620409247,0.20387253795907534,0.8733442327991405,1.558396577835083,0.3542701099947561,0.16722559928894043,0.16843819618225098
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,32,6,10,True,fcs.7.weight,10,0.75,0.5717537048568397,0.17824629514316026,0.9453100852290169,1.7609952688217163,0.31669430736524784,0.16722559928894043,0.16843819618225098
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,32,6,10,True,fcs.9.weight,10,0.75,0.5187571387745393,0.23124286122546067,0.9280026169634719,1.5713528394699097,0.3601083202977529,0.16722559928894043,0.16843819618225098
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,32,6,10,True,fcs.11.weight,10,0.75,0.5066267202643806,0.2433732797356194,0.942636906651348,2.103174924850464,0.28300368820876304,0.16722559928894043,0.16843819618225098
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,32,6,10,True,fcs.13.weight,1,0.75,nan,nan,nan,2.800584316253662,nan,0.16722559928894043,0.16843819618225098
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,6,10,False,fcs.0.weight,1,0.75,nan,nan,nan,13.797642707824707,nan,0.0809338390827179,0.10958477854728699
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,6,10,False,fcs.1.weight,10,0.75,0.983923114264291,0.23392311426429102,0.8755349130344311,3.452619791030884,0.15523091894065782,0.0809338390827179,0.10958477854728699
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,6,10,False,fcs.2.weight,10,0.75,0.12136778891742875,0.6286322110825713,0.7890926037365714,4.705878734588623,0.7082762054658249,0.0809338390827179,0.10958477854728699
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,6,10,False,fcs.3.weight,10,0.75,0.6104762993415588,0.13952370065844122,0.9176300534937955,1.7527506351470947,0.2999847719580326,0.0809338390827179,0.10958477854728699
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,6,10,False,fcs.4.weight,10,0.75,0.13453642990636708,0.615463570093633,0.662702671480587,4.460045337677002,0.6656048772887662,0.0809338390827179,0.10958477854728699
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,6,10,False,fcs.5.weight,10,0.75,0.521314950053567,0.22868504994643302,0.923348729747813,1.5691450834274292,0.34928959276030214,0.0809338390827179,0.10958477854728699
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,6,10,False,fcs.6.weight,10,0.75,0.14842006061023963,0.6015799393897604,0.54677887713038,4.531880855560303,0.5953248001927971,0.0809338390827179,0.10958477854728699
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,6,10,False,fcs.7.weight,10,0.75,0.5247853647728944,0.2252146352271056,0.912161674648166,1.5291779041290283,0.35106664700062185,0.0809338390827179,0.10958477854728699
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,6,10,False,fcs.8.weight,10,0.75,0.16479551374971846,0.5852044862502815,0.5105123130576534,4.598266124725342,0.5445635465919427,0.0809338390827179,0.10958477854728699
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,6,10,False,fcs.9.weight,10,0.75,0.427616546550459,0.322383453449541,0.935286565825205,1.2714004516601562,0.42122082120642557,0.0809338390827179,0.10958477854728699
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,6,10,False,fcs.10.weight,10,0.75,0.10155631678380797,0.6484436832161921,0.8532612757373679,4.5505218505859375,0.7821986399437627,0.0809338390827179,0.10958477854728699
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,6,10,False,fcs.11.weight,10,0.75,0.5760930115270525,0.1739069884729475,0.991913964057036,2.0715479850769043,0.2649553984011523,0.0809338390827179,0.10958477854728699
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,6,10,False,fcs.12.weight,10,0.75,0.11681542832880264,0.6331845716711973,0.9743091400049447,4.932603359222412,0.7486743334737727,0.0809338390827179,0.10958477854728699
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,32,6,10,False,fcs.13.weight,1,0.75,nan,nan,nan,2.7490177154541016,nan,0.0809338390827179,0.10958477854728699
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L3_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,8,3,10,True,fcs.1.weight,10,0.75,1.005678228484502,0.25567822848450206,0.9107289759633198,3.8511221408843994,0.14529709040119793,0.008035481907427311,0.0033744212705641985
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L3_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,8,3,10,True,fcs.3.weight,10,0.75,0.5755060633242387,0.1744939366757613,0.9650252283631097,1.9405361413955688,0.285375918771216,0.008035481907427311,0.0033744212705641985
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L3_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,8,3,10,True,fcs.5.weight,10,0.75,0.6896675988709846,0.06033240112901539,0.9837271845629808,2.8221607208251953,0.20762904452134232,0.008035481907427311,0.0033744212705641985
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L3_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,8,3,10,True,fcs.7.weight,1,0.75,nan,nan,nan,3.5669119358062744,nan,0.008035481907427311,0.0033744212705641985
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L3_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,8,3,10,False,fcs.0.weight,1,0.75,nan,nan,nan,13.226022720336914,nan,0.002737291157245636,0.0015834028599783778
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L3_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,8,3,10,False,fcs.1.weight,10,0.75,1.0308704665909605,0.2808704665909605,0.8867313853549652,3.8337650299072266,0.14011852380870546,0.002737291157245636,0.0015834028599783778
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L3_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,8,3,10,False,fcs.2.weight,10,0.75,0.1344414451130694,0.6155585548869306,0.8112808544913754,4.8040852546691895,0.6786777572017437,0.002737291157245636,0.0015834028599783778
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L3_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,8,3,10,False,fcs.3.weight,10,0.75,0.5809155579185996,0.1690844420814004,0.9175070665736932,1.7556668519973755,0.3154369812162452,0.002737291157245636,0.0015834028599783778
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L3_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,8,3,10,False,fcs.4.weight,10,0.75,0.09508936408651845,0.6549106359134815,0.7728053795519266,4.460160255432129,0.7674966221682814,0.002737291157245636,0.0015834028599783778
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L3_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,8,3,10,False,fcs.5.weight,10,0.75,0.6654118753605887,0.08458812463941134,0.9621645465200818,2.251830577850342,0.2421411768640965,0.002737291157245636,0.0015834028599783778
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L3_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,8,3,10,False,fcs.6.weight,10,0.75,0.09693610164985156,0.6530638983501484,0.8358717463961859,4.468681812286377,0.7994012167734343,0.002737291157245636,0.0015834028599783778
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L3_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,8,3,10,False,fcs.7.weight,1,0.75,nan,nan,nan,1.7671023607254028,nan,0.002737291157245636,0.0015834028599783778
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,8,6,10,True,fcs.1.weight,10,0.75,1.052247778593364,0.30224777859336394,0.8640405183192612,3.8657071590423584,0.1428222676878326,0.005647844169288874,0.0029078114312142134
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,8,6,10,True,fcs.3.weight,10,0.75,0.6849703232719151,0.0650296767280849,0.9451264899376354,2.3742916584014893,0.2283649918797058,0.005647844169288874,0.0029078114312142134
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,8,6,10,True,fcs.5.weight,10,0.75,0.5994116712469162,0.1505883287530838,0.899609917415682,1.7639062404632568,0.3059039173414965,0.005647844169288874,0.0029078114312142134
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,8,6,10,True,fcs.7.weight,10,0.75,0.44342408662662225,0.30657591337337775,0.9419911786912221,1.3350831270217896,0.4144973042963409,0.005647844169288874,0.0029078114312142134
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,8,6,10,True,fcs.9.weight,10,0.75,0.39838300111065994,0.35161699888934006,0.9797864696893878,1.343380331993103,0.4011916755305849,0.005647844169288874,0.0029078114312142134
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,8,6,10,True,fcs.11.weight,10,0.75,0.41827299215311,0.33172700784689,0.9680169839992379,1.4696789979934692,0.3563721264790765,0.005647844169288874,0.0029078114312142134
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_fixWb_s0,ht_muon,chirp1d,8,6,10,True,fcs.13.weight,1,0.75,nan,nan,nan,1.1638236045837402,nan,0.005647844169288874,0.0029078114312142134
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,8,6,10,False,fcs.0.weight,1,0.75,nan,nan,nan,13.892325401306152,nan,0.0033037259709089994,0.0025196648202836514
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,8,6,10,False,fcs.1.weight,10,0.75,1.0087104182435058,0.2587104182435058,0.8744692376541412,3.5472261905670166,0.15590760810567084,0.0033037259709089994,0.0025196648202836514
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,8,6,10,False,fcs.2.weight,10,0.75,0.09843460978698915,0.6515653902130109,0.8412904531466298,4.619370937347412,0.7721023217181916,0.0033037259709089994,0.0025196648202836514
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,8,6,10,False,fcs.3.weight,10,0.75,0.6895227378205288,0.06047726217947125,0.9604054420070619,2.254347562789917,0.23670294251360063,0.0033037259709089994,0.0025196648202836514
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,8,6,10,False,fcs.4.weight,10,0.75,0.13228513252941007,0.6177148674705899,0.6657473400251308,4.503340244293213,0.6685108694879569,0.0033037259709089994,0.0025196648202836514
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,8,6,10,False,fcs.5.weight,10,0.75,0.5900478782809782,0.15995212171902184,0.9438899456846626,1.8228323459625244,0.2967451628162499,0.0033037259709089994,0.0025196648202836514
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,8,6,10,False,fcs.6.weight,10,0.75,0.14094174682988467,0.6090582531701153,0.6838118365806378,4.501499176025391,0.6451643947115658,0.0033037259709089994,0.0025196648202836514
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,8,6,10,False,fcs.7.weight,10,0.75,0.46523811713080254,0.28476188286919746,0.9255489671549163,1.3448741436004639,0.3981032160088913,0.0033037259709089994,0.0025196648202836514
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,8,6,10,False,fcs.8.weight,10,0.75,0.16523174573688615,0.5847682542631139,0.6110480339247328,4.524252891540527,0.5877494691740288,0.0033037259709089994,0.0025196648202836514
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,8,6,10,False,fcs.9.weight,10,0.75,0.45361432777668204,0.29638567222331796,0.9569788570055279,1.3625274896621704,0.39312991258103785,0.0033037259709089994,0.0025196648202836514
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_trainWb_s0,ht_muon,chirp1d,8,6,10,False,fcs.10.weight,10,0.75,0.19563864457936703,0.554361355420633,0.6022157672876393,4.555817127227783,0.5269680239381542,0.0033037259709089994,0.0025196648202836514
