method,seed,depth,task,auc,average_precision,iou_top7,centroid_error,relative_residual
heavy_ball,17,32,31,0.995443143812709,0.9616351771783858,0.660377358490566,0.009397170506417751,0.4201197326183319
heavy_ball,17,32,32,0.9997518795126914,0.9942261037110449,0.5694444444444444,0.005788242910057306,0.47931748628616333
heavy_ball,17,32,33,0.9962871962871963,0.9689605167371337,0.71,0.010200404562056065,0.3426044285297394
heavy_ball,17,32,34,0.9999405822935235,0.9983660130718954,0.4722222222222222,0.016403282061219215,0.5588569045066833
heavy_ball,17,32,35,0.9994012953790888,0.9908794296819942,0.7916666666666666,0.009530442766845226,0.45603713393211365
heavy_ball,17,32,36,1.0,1.0,0.4861111111111111,0.005333683453500271,0.5152034163475037
heavy_ball,17,32,37,0.9999028428191128,0.9982250910705668,0.7361111111111112,0.006555481348186731,0.46621203422546387
heavy_ball,17,32,38,0.9998577626057891,0.997152349311818,0.5972222222222222,0.01231863722205162,0.33635368943214417
heavy_ball,17,32,39,0.9950468742166743,0.9588712087941961,0.6306306306306306,0.006762516684830189,0.3748505115509033
heavy_ball,17,32,40,1.0,0.9999999999999999,0.6388888888888888,0.01303314883261919,0.48986372351646423
heavy_ball,17,32,41,0.9965381870092791,0.9666642784359505,0.7608695652173914,0.014109276235103607,0.3698100745677948
heavy_ball,17,32,42,0.9990416292303085,0.9879294669472605,0.8441558441558441,0.0009476597770117223,0.3028712868690491
heavy_ball,17,32,43,0.9998953427524856,0.9978723015759571,0.6805555555555556,0.0058492873795330524,0.5760871171951294
heavy_ball,17,32,44,0.9996734338431393,0.994473751329447,0.7916666666666666,0.007607071194797754,0.3239724636077881
heavy_ball,17,32,45,0.9996860282574569,0.9942227334410623,0.6805555555555556,0.011750049889087677,0.4909079968929291
heavy_ball,17,32,46,0.9995203659976387,0.9918770147041951,0.7777777777777778,0.014071885496377945,0.3488471508026123
heavy_ball,17,32,47,0.9969068413391557,0.9752005139190731,0.6666666666666666,0.002584633883088827,0.42431873083114624
heavy_ball,17,32,48,0.9987078513413734,0.9834720150915164,0.8421052631578947,0.011356179602444172,0.5076228976249695
heavy_ball,17,32,49,0.9990423051299134,0.9885168184574169,0.85,0.006395652890205383,0.3761874735355377
heavy_ball,17,32,50,0.9993965907376678,0.9925037375798904,0.8625,0.003918139263987541,0.4938714802265167
heavy_ball,17,32,51,0.9995203659976387,0.9920354060306992,0.7777777777777778,0.008876904845237732,0.4961731433868408
heavy_ball,17,32,52,0.9999272621472214,0.9983508554937126,0.5833333333333334,0.005092637147754431,0.5951812267303467
heavy_ball,17,32,53,0.9995305832147937,0.9938994421682262,0.8961038961038961,0.0022178846411406994,0.31301480531692505
heavy_ball,17,32,54,0.9996073391875491,0.9947375315695071,0.7808219178082192,0.004905619192868471,0.3816940188407898
heavy_ball,17,32,55,0.9976057257723775,0.9740569559047151,0.7816091954022989,0.011730127967894077,0.3206414580345154
heavy_ball,17,32,56,0.9962155118690159,0.9659629337812778,0.7040816326530612,0.008323139511048794,0.3811667859554291
heavy_ball,17,32,57,0.9992810368614344,0.989092101947138,0.7123287671232876,0.017931189388036728,0.4512501358985901
heavy_ball,17,32,58,0.9994634833344511,0.9921067044670155,0.8611111111111112,0.005872108042240143,0.2912813425064087
heavy_ball,17,32,59,0.999791280148423,0.9954490817036361,0.6111111111111112,0.008720112964510918,0.5066846609115601
heavy_ball,17,32,60,0.9964309319233312,0.9633124639859019,0.7311827956989247,0.006375918164849281,0.38472551107406616
heavy_ball,17,32,61,0.9998083189572551,0.9947466735225081,0.5138888888888888,0.011715495958924294,0.5477749705314636
heavy_ball,17,32,62,0.9974423031168214,0.9758292523423358,0.7802197802197802,0.005680757109075785,0.3439822793006897
heavy_ball,17,32,63,0.9991968301563504,0.9861520365324337,0.8055555555555556,0.01218351162970066,0.5035447478294373
heavy_ball,17,32,64,0.9996444065144727,0.992410453228118,0.5972222222222222,0.009006945416331291,0.3410128653049469
heavy_ball,17,32,65,0.9998357019633616,0.9954214373551666,0.5138888888888888,0.015496949665248394,0.5957173109054565
heavy_ball,17,32,66,0.9974990287490287,0.9744980845054667,0.7777777777777778,0.0031879122834652662,0.3446202576160431
heavy_ball,17,32,67,0.9997817864416643,0.9952629752188654,0.5833333333333334,0.009670316241681576,0.5791309475898743
heavy_ball,17,32,68,0.9990245776864757,0.9883814761232723,0.881578947368421,0.00806309375911951,0.3412793278694153
heavy_ball,17,32,69,0.9983662613981763,0.9829417334566911,0.813953488372093,0.0036994076799601316,0.4291326701641083
heavy_ball,17,32,70,0.9970566235683824,0.9773110179926368,0.6371681415929203,0.0048338123597204685,0.27263742685317993
heavy_ball,17,32,71,0.9974942053498715,0.9726730802179486,0.7640449438202247,0.015717361122369766,0.36611661314964294
heavy_ball,17,32,72,0.9967887371868487,0.9719982430237637,0.6893203883495146,0.00898516271263361,0.3115566670894623
heavy_ball,17,32,73,0.9983468238743586,0.9766830757974143,0.8533333333333334,0.005817969795316458,0.4467812180519104
heavy_ball,17,32,74,0.9970559010782762,0.9690330552453319,0.7472527472527473,0.013422214426100254,0.278750479221344
heavy_ball,17,32,75,0.9991488347547793,0.9864600923432414,0.8472222222222222,0.010584395378828049,0.32173147797584534
heavy_ball,17,32,76,0.9980413546883523,0.9787198025441528,0.7954545454545454,0.006261139176785946,0.3966822624206543
heavy_ball,17,32,77,0.9990327169274538,0.987987467713946,0.8717948717948718,0.011876481585204601,0.4627409279346466
heavy_ball,17,32,78,0.9986176614083591,0.9845501649376494,0.8518518518518519,0.006066891830414534,0.3718857765197754
heavy_ball,17,32,79,0.9958407010754123,0.9614019776651678,0.6732673267326733,0.011236019432544708,0.3361096978187561
heavy_ball,17,32,80,0.9997232880755608,0.9959920578903497,0.7777777777777778,0.00545167550444603,0.573864221572876
heavy_ball,17,32,81,0.9971190217109694,0.9754570994661562,0.6698113207547169,0.012966816313564777,0.3409373462200165
heavy_ball,17,32,82,0.9972330172547801,0.975797557961285,0.6698113207547169,0.0054949549958109856,0.3656603991985321
heavy_ball,17,32,83,0.9973993792858106,0.9737767397888899,0.7865168539325843,0.0026588684413582087,0.3573072850704193
heavy_ball,17,32,84,0.9996977208149447,0.9945327159515099,0.7083333333333334,0.004440652672201395,0.29626524448394775
heavy_ball,17,32,85,0.9967313585291113,0.9675586408873476,0.75,0.01718560792505741,0.3753146529197693
heavy_ball,17,32,86,0.999402560455192,0.9926376388604178,0.8961038961038961,0.008989661931991577,0.4646090567111969
heavy_ball,17,32,87,0.9990183479688728,0.986359708840271,0.7567567567567568,0.014610846526920795,0.3427557945251465
heavy_ball,17,32,88,0.9965490439919167,0.971146807444619,0.6857142857142857,0.007447800133377314,0.3708941340446472
heavy_ball,17,32,89,0.999886505504483,0.9976449275362318,0.625,0.009816342033445835,0.5456672310829163
heavy_ball,17,32,90,1.0,1.0000000000000002,0.6527777777777778,0.008179734461009502,0.343021422624588
heavy_ball,17,32,91,0.9991360276471153,0.9903021517577977,0.8860759493670886,0.00871197134256363,0.3613909184932709
heavy_ball,17,32,92,0.9976570635196113,0.9756709447993553,0.7954545454545454,0.001754750031977892,0.367045134305954
heavy_ball,17,32,93,0.9989506820566632,0.9878058312372254,0.8571428571428571,0.005205055233091116,0.29565396904945374
heavy_ball,17,32,94,0.9998719262295082,0.9976005634171907,0.6666666666666666,0.016800055280327797,0.4150923490524292
heavy_ball,17,32,95,0.9999045437189767,0.9983329995927002,0.75,0.008766534738242626,0.5637044310569763
heavy_ball,17,32,96,0.9989933473389355,0.9879660852213089,0.8701298701298701,0.0025846194475889206,0.31369417905807495
heavy_ball,17,32,97,0.9991698642266824,0.9866421155315475,0.7777777777777778,0.012319860979914665,0.3568881154060364
heavy_ball,17,32,98,0.9964386471149823,0.9684688096333108,0.6796116504854369,0.0032472170423716307,0.36903515458106995
heavy_ball,17,32,99,0.9967737582649443,0.967222847056205,0.7282608695652174,0.01019591186195612,0.3822925388813019
heavy_ball,17,32,100,0.9958540923171149,0.9637088941270354,0.7526881720430108,0.007085306569933891,0.37472233176231384
heavy_ball,17,32,101,0.9998040027004073,0.9960258156468093,0.6527777777777778,0.017200546339154243,0.33811450004577637
heavy_ball,17,32,102,0.9992318634423898,0.9900670343450539,0.8717948717948718,0.007570348680019379,0.3502115309238434
heavy_ball,17,32,103,0.9990978236731068,0.9894419433950626,0.8734177215189873,0.0028404209297150373,0.4071863889694214
heavy_ball,17,32,104,0.999671403926723,0.9930758461163867,0.5138888888888888,0.0037171088624745607,0.3547440767288208
heavy_ball,17,32,105,0.995108695652174,0.9582546410439909,0.6448598130841121,0.00382238975726068,0.4104170799255371
heavy_ball,17,32,106,0.9990214165396647,0.986401036005891,0.8513513513513513,0.010124629363417625,0.33944806456565857
heavy_ball,17,32,107,0.9987562677559142,0.9858577841730702,0.8214285714285714,0.011026468127965927,0.4371904134750366
heavy_ball,17,32,108,0.9998340563734206,0.9964099894827256,0.5972222222222222,0.007467358373105526,0.35899707674980164
heavy_ball,17,32,109,0.9992632777442905,0.991571085249747,0.8641975308641975,0.016955889761447906,0.32367098331451416
heavy_ball,17,32,110,0.9988474556489262,0.9863214926351868,0.8461538461538461,0.014228977262973785,0.3472242057323456
heavy_ball,17,32,111,0.9997752420470263,0.9965900149963944,0.8333333333333334,0.0016028922982513905,0.49324408173561096
heavy_ball,17,32,112,0.9988988899274036,0.9884015563382378,0.8452380952380952,0.005083955824375153,0.42693281173706055
heavy_ball,17,32,113,0.9958636382969674,0.9656338215127672,0.6893203883495146,0.005922656040638685,0.38782578706741333
heavy_ball,17,32,114,0.9990753911806544,0.9881917913318348,0.8717948717948718,0.003273544367402792,0.48891952633857727
heavy_ball,17,32,115,0.9975122018068161,0.978737798173457,0.6826923076923077,0.006683051120489836,0.3549191653728485
heavy_ball,17,32,116,0.9992314854499504,0.9895459159230728,0.881578947368421,0.006713187787681818,0.3787934184074402
heavy_ball,17,32,117,0.998041048359218,0.9776514884691366,0.7613636363636364,0.008106861263513565,0.31301653385162354
heavy_ball,17,32,118,0.9990469416785206,0.9885734955250431,0.8717948717948718,0.012791819870471954,0.4746711254119873
heavy_ball,17,32,119,0.9994467052188192,0.9913730966592982,0.8055555555555556,0.004510302096605301,0.5207644701004028
heavy_ball,17,32,120,0.9965820365820366,0.9685902147847456,0.71,0.003120559034869075,0.38905423879623413
heavy_ball,17,32,121,0.9994272623138603,0.9897066676533288,0.75,0.014154535718262196,0.48453381657600403
heavy_ball,17,32,122,0.9991710572532491,0.9894714552509608,0.8607594936708861,0.005245503969490528,0.4796730577945709
heavy_ball,17,32,123,0.9995142127470574,0.9943940533157628,0.8974358974358975,0.012554094195365906,0.3186526298522949
heavy_ball,17,32,124,0.9999199316750293,0.9979214778383754,0.5277777777777778,0.0021766338031738997,0.47228866815567017
heavy_ball,17,32,125,0.9996918189792097,0.9930438809905768,0.5972222222222222,0.0023651106748729944,0.5748003125190735
heavy_ball,17,32,126,0.9997906855049712,0.9962037962037962,0.6805555555555556,0.01153965387493372,0.549048900604248
heavy_ball,17,32,127,0.9998078893442623,0.9958195354293118,0.6666666666666666,0.005169147625565529,0.3523678183555603
heavy_ball,17,32,128,0.9996951219512196,0.9930207389509714,0.5555555555555556,0.012111945077776909,0.5363391041755676
heavy_ball,17,32,129,1.0,1.0,0.6111111111111112,0.007226370275020599,0.3905443251132965
heavy_ball,17,32,130,0.9995996583751469,0.9906234769260602,0.5277777777777778,0.002244254807010293,0.5544942617416382
heavy_ball,17,32,131,0.9995233231188287,0.9900851348654711,0.625,0.010702969506382942,0.5127442479133606
heavy_ball,17,32,132,0.9988612288135593,0.9871376039324853,0.8095238095238095,0.006391196511685848,0.35239410400390625
heavy_ball,17,32,133,0.999886505504483,0.99769211388259,0.625,0.004236024338752031,0.3393666744232178
heavy_ball,17,32,134,1.0,1.0,0.5,0.014515090733766556,0.37875333428382874
heavy_ball,17,32,135,0.9996650968079539,0.9930704211499446,0.6805555555555556,0.0026841117069125175,0.33602380752563477
heavy_ball,17,32,136,0.9996526313177678,0.9928210120821312,0.5694444444444444,0.009703838266432285,0.40749362111091614
heavy_ball,17,32,137,0.9995827210217892,0.9932887949774141,0.7916666666666666,0.019056765362620354,0.3509899377822876
heavy_ball,17,32,138,0.9996434937611408,0.9944439391966382,0.7638888888888888,0.016135890036821365,0.5125913619995117
heavy_ball,17,32,139,0.9972869651005055,0.9773721156110159,0.6792452830188679,0.005223131272941828,0.29169464111328125
heavy_ball,17,32,140,0.9960329704235906,0.963783016094561,0.7,0.007014919072389603,0.3760157525539398
heavy_ball,17,32,141,0.99912109375,0.9875521443835618,0.863013698630137,0.0034156213514506817,0.5106019973754883
heavy_ball,17,32,142,0.9981382978723404,0.9802361177776271,0.7931034482758621,0.013401204720139503,0.3555326759815216
heavy_ball,17,32,143,1.0,1.0,0.6944444444444444,0.0055624861270189285,0.585885763168335
heavy_ball,17,32,144,0.9999045437189767,0.9984306340238543,0.75,0.0012867775512859225,0.44790881872177124
heavy_ball,17,32,145,0.999930426716141,0.9984953287818901,0.6111111111111112,0.007634622044861317,0.5242415070533752
heavy_ball,17,32,146,1.0,1.0,0.6527777777777778,0.007252852898091078,0.4410211145877838
heavy_ball,17,32,147,0.9996157786885246,0.9930822006580047,0.6666666666666666,0.008750260807573795,0.39374423027038574
heavy_ball,17,32,148,0.9987421383647799,0.9826549247245419,0.8441558441558441,0.01332520879805088,0.33805644512176514
heavy_ball,17,32,149,0.9978777953605908,0.9787137237308086,0.8068181818181818,0.00704606669023633,0.3958877921104431
heavy_ball,17,32,150,0.9993727863046046,0.9886010831761144,0.7777777777777778,0.004142082296311855,0.32489725947380066
heavy_ball,17,32,151,0.9998698425094364,0.9968864468864469,0.5416666666666666,0.011632397770881653,0.5363844037055969
heavy_ball,17,32,152,0.9981933152664859,0.9782407339326066,0.8,0.009247918613255024,0.3321194052696228
heavy_ball,17,32,153,0.9970953637929453,0.9753601681837112,0.6728971962616822,0.0027929474599659443,0.27320972084999084
heavy_ball,17,32,154,0.9985729808988911,0.9833229288582912,0.8214285714285714,0.00645356485620141,0.37083256244659424
heavy_ball,17,32,155,0.9966703662597114,0.972170762444783,0.6635514018691588,0.0014048670418560505,0.35295528173446655
heavy_ball,17,32,156,0.9979989868287741,0.9784025710964473,0.7931034482758621,0.014884239993989468,0.4422791600227356
heavy_ball,17,32,157,1.0,1.0,0.5138888888888888,0.010954522527754307,0.4890799820423126
heavy_ball,17,32,158,0.9993497184576504,0.9921871330462187,0.9324324324324325,0.00442932965233922,0.29423293471336365
heavy_ball,17,32,159,0.9966930373016886,0.9723124544005081,0.7058823529411765,0.006617027800530195,0.30779194831848145
heavy_ball,17,32,160,1.0,1.0,0.5138888888888888,0.00517004169523716,0.5447710156440735
heavy_ball,17,32,161,0.9962121212121212,0.966190454510857,0.6699029126213593,0.0067690713331103325,0.36131587624549866
heavy_ball,17,32,162,0.9963966148014282,0.966646534393517,0.7,0.006036296486854553,0.3592821955680847
heavy_ball,17,32,163,0.9998911446143798,0.9981680697413263,0.7916666666666666,0.0015886736800894141,0.50807124376297
heavy_ball,17,32,164,0.9993211133740665,0.9854828048407424,0.5833333333333334,0.014773914590477943,0.3790661692619324
heavy_ball,17,32,165,0.996065671387861,0.9657586494536323,0.6730769230769231,0.01410583220422268,0.32839784026145935
heavy_ball,17,32,166,0.9995071868583162,0.99159169170263,0.6944444444444444,0.013677896000444889,0.402986079454422
heavy_ball,17,32,167,0.9999156545209177,0.9978632478632479,0.5,0.011669357307255268,0.36801770329475403
heavy_ball,17,32,168,0.9974315604836184,0.9718445357433861,0.7640449438202247,0.01862235739827156,0.437075674533844
heavy_ball,17,32,169,0.9964264254767401,0.9698325593976055,0.6826923076923077,0.010083585046231747,0.3545474112033844
heavy_ball,17,32,170,0.9999555437005423,0.9990648755178377,0.6388888888888888,0.004737866576761007,0.40474194288253784
heavy_ball,17,32,171,0.9999739685018874,0.9993589743589745,0.5416666666666666,0.008117005228996277,0.5884279012680054
heavy_ball,17,32,172,0.9989063446787757,0.9870808286931932,0.8571428571428571,0.003396837506443262,0.3414744734764099
heavy_ball,17,32,173,0.998640671120087,0.9850867259909528,0.8117647058823529,0.009158335626125336,0.33531156182289124
heavy_ball,17,32,174,0.9986328125,0.9808773604248946,0.8378378378378378,0.011874349787831306,0.44460758566856384
heavy_ball,17,32,175,0.9997822892287596,0.996508140949333,0.7916666666666666,0.012197822332382202,0.5037186145782471
heavy_ball,17,32,176,0.9998116169544741,0.996295421216278,0.6805555555555556,0.007340282667428255,0.41735196113586426
heavy_ball,17,32,177,0.9994954427083333,0.9928498223164162,0.8888888888888888,0.00048253932618536055,0.4097014367580414
heavy_ball,17,32,178,0.9992512728361784,0.9905299624706233,0.868421052631579,0.005722778383642435,0.44992539286613464
heavy_ball,17,32,179,0.9964023277856481,0.9692511362652816,0.6422018348623854,0.0049377246759831905,0.3483080565929413
heavy_ball,17,32,180,0.9954959463517165,0.9598700297279796,0.69,0.011367361061275005,0.4036519527435303
heavy_ball,17,32,181,0.9998302783435166,0.9963596522230862,0.5833333333333334,0.007919816300272942,0.5924383997917175
heavy_ball,17,32,182,0.9967859962855459,0.9708212195407628,0.7070707070707071,0.00620843842625618,0.4492456912994385
heavy_ball,17,32,183,0.9981746155041168,0.9768810805976302,0.7906976744186046,0.010761342011392117,0.2906453013420105
heavy_ball,17,32,184,0.9990517040149394,0.9877497597501443,0.8701298701298701,0.011469550430774689,0.44028550386428833
heavy_ball,17,32,185,0.9988176699230008,0.985751752131446,0.881578947368421,0.005622947122901678,0.39914992451667786
heavy_ball,17,32,186,0.999958932238193,0.9992078431372549,0.6944444444444444,0.0029011645819991827,0.38777485489845276
heavy_ball,17,32,187,0.9974136716899479,0.9703603301255987,0.7613636363636364,0.013438807800412178,0.2922435402870178
heavy_ball,17,32,188,0.9996240899018677,0.9940707961607815,0.7222222222222222,0.012082017958164215,0.5017760396003723
heavy_ball,17,32,189,0.9976447163947164,0.9765791208244273,0.7777777777777778,0.004628296941518784,0.3570862114429474
heavy_ball,17,32,190,0.9995732878173672,0.991444146368907,0.5972222222222222,0.00807121954858303,0.5540909171104431
heavy_ball,17,32,191,0.9988118489583334,0.9827324333697196,0.8378378378378378,0.011848635971546173,0.4803534746170044
heavy_ball,17,48,0,0.999446027223805,0.9902618198660567,0.7222222222222222,0.006794801913201809,0.23879005014896393
heavy_ball,17,48,1,0.9999786543715847,0.9995748299319731,0.6666666666666666,0.004875039216130972,0.3078422546386719
heavy_ball,17,48,2,1.0,1.0,0.4861111111111111,0.013575147837400436,0.2920563519001007
heavy_ball,17,48,3,0.9993201602057254,0.9919266725627451,0.881578947368421,0.007171046920120716,0.2169165015220642
heavy_ball,17,48,4,0.9998513453248105,0.9978035267686953,0.875,0.0030738944187760353,0.2556131184101105
heavy_ball,17,48,5,0.9998616874135546,0.9978443420378904,0.8333333333333334,0.007853982970118523,0.24357286095619202
heavy_ball,17,48,6,0.9996120647851809,0.991689068812095,0.5833333333333334,0.013330548070371151,0.23270638287067413
heavy_ball,17,48,7,0.9998932422333724,0.9973346828609985,0.5277777777777778,0.009072910062968731,0.32270169258117676
heavy_ball,17,48,8,0.9997988062504192,0.9968134104081525,0.8611111111111112,0.007428715005517006,0.29172283411026
heavy_ball,17,48,9,0.9969719757356996,0.9759357096613991,0.6605504587155964,0.012109230272471905,0.2684604823589325
heavy_ball,17,48,10,0.998458724053988,0.9814835234737056,0.8354430379746836,0.01133269164711237,0.2928811311721802
heavy_ball,17,48,11,0.9995305479176447,0.9933310576628226,0.8611111111111112,0.0024341330863535404,0.21341058611869812
heavy_ball,17,48,12,0.9990544079138783,0.9770523257975954,0.5833333333333334,0.012105193920433521,0.3189852833747864
heavy_ball,17,48,13,0.9970726814704236,0.9703382265942511,0.7263157894736842,0.008955459110438824,0.2622961103916168
heavy_ball,17,48,14,0.9995002498750624,0.9921539927578885,0.8055555555555556,0.0020240864250808954,0.3159617483615875
heavy_ball,17,48,15,0.9999718848403059,0.9992492492492493,0.5,0.009750137105584145,0.3763834536075592
heavy_ball,17,48,16,0.9997276271215294,0.9956058862298218,0.8472222222222222,0.005419623106718063,0.29747113585472107
heavy_ball,17,48,17,0.9995009279620706,0.9934041985417266,0.8783783783783784,0.0020708334632217884,0.21242481470108032
heavy_ball,17,48,18,1.0,1.0,0.7222222222222222,0.012126447632908821,0.21544480323791504
heavy_ball,17,48,19,0.9992460094649875,0.9893538881744428,0.8767123287671232,0.005891841370612383,0.29251131415367126
heavy_ball,17,48,20,0.9992578849721707,0.9825987877213361,0.6111111111111112,0.009097862988710403,0.2141200602054596
heavy_ball,17,48,21,0.9984821380170217,0.9825053416979517,0.8292682926829268,0.008546321652829647,0.27356478571891785
heavy_ball,17,48,22,0.9998904679755745,0.9970353507337859,0.5138888888888888,0.009869948029518127,0.36417707800865173
heavy_ball,17,48,23,0.9997680890538033,0.9950108325223959,0.6111111111111112,0.005301111377775669,0.244435653090477
heavy_ball,17,48,24,0.9975193067528736,0.9769078275699601,0.7319587628865979,0.004480317234992981,0.2342454046010971
heavy_ball,17,48,25,0.9996368176143458,0.992204757615793,0.625,0.009986459277570248,0.24379771947860718
heavy_ball,17,48,26,0.9980652526587755,0.9809332141221498,0.7888888888888889,0.0010388324735686183,0.2469222992658615
heavy_ball,17,48,27,0.9994299510428543,0.9919162647361626,0.8356164383561644,0.012167755514383316,0.24534104764461517
heavy_ball,17,48,28,0.999795720341147,0.9968081642033888,0.8472222222222222,0.00833895429968834,0.1891927868127823
heavy_ball,17,48,29,0.9997750787224472,0.9938345560120585,0.5,0.007204215042293072,0.36818358302116394
heavy_ball,17,48,30,0.9974912547259814,0.9762266854145724,0.7526881720430108,0.007777503691613674,0.2393469214439392
heavy_ball,17,48,31,0.996456939799331,0.9698855495606221,0.6761904761904762,0.001391753787174821,0.20515039563179016
heavy_ball,17,48,32,0.999975187951269,0.9994192799070848,0.5694444444444444,0.00787429977208376,0.2980865240097046
heavy_ball,17,48,33,0.997029757029757,0.975054548508691,0.71,0.010775000788271427,0.24082323908805847
heavy_ball,17,48,34,0.9999405822935235,0.9983660130718955,0.4722222222222222,0.014369961805641651,0.3671416640281677
heavy_ball,17,48,35,0.9995827210217892,0.9940343817289703,0.7916666666666666,0.009815648198127747,0.32927507162094116
heavy_ball,17,48,36,0.9998844431604796,0.9968682968682969,0.4861111111111111,0.006113354582339525,0.36632367968559265
heavy_ball,17,48,37,0.9998445485105804,0.9971773950770034,0.7361111111111112,0.010053372010588646,0.2298453450202942
heavy_ball,17,48,38,0.9995495815849986,0.9920825462804177,0.5972222222222222,0.016889259219169617,0.2325633466243744
heavy_ball,17,48,39,0.9959793452649521,0.9674460013422107,0.6454545454545455,0.006647219881415367,0.21912162005901337
heavy_ball,17,48,40,0.9999110874010848,0.9981691335183471,0.6388888888888888,0.0029962710104882717,0.35300782322883606
heavy_ball,17,48,41,0.9972638591482275,0.9740292528866306,0.7608695652173914,0.014109276235103607,0.22078470885753632
heavy_ball,17,48,42,0.9989068583408206,0.9855023510256395,0.8441558441558441,0.010118309408426285,0.2276313304901123
heavy_ball,17,48,43,0.9997906855049712,0.9954966877674888,0.6805555555555556,0.006544769741594791,0.33845198154449463
heavy_ball,17,48,44,0.999492008200439,0.9915142320622639,0.7916666666666666,0.0023980638943612576,0.2936890423297882
heavy_ball,17,48,45,0.9997906855049712,0.9959634197377805,0.6805555555555556,0.005658343899995089,0.20599371194839478
heavy_ball,17,48,46,0.9996494982290436,0.9943704177064343,0.7777777777777778,0.012890230864286423,0.2696003317832947
heavy_ball,17,48,47,0.9968967329775189,0.9747335412545929,0.6666666666666666,0.009428617544472218,0.20161224901676178
heavy_ball,17,48,48,0.9993846911149397,0.9917682597307499,0.8918918918918919,0.006006141193211079,0.2320624589920044
heavy_ball,17,48,49,0.9985009993337776,0.9821340686694332,0.8271604938271605,0.001267697080038488,0.3239455819129944
heavy_ball,17,48,50,0.9989577476377899,0.9873801269547821,0.8625,0.011725423857569695,0.20770283043384552
heavy_ball,17,48,51,0.9999815525383707,0.9996867167919798,0.7777777777777778,0.007793618831783533,0.2603306174278259
heavy_ball,17,48,52,0.9997817864416643,0.9950100516667245,0.5833333333333334,0.007783610373735428,0.24313144385814667
heavy_ball,17,48,53,0.9987482219061166,0.9839136193365468,0.8481012658227848,0.012390491552650928,0.24669072031974792
heavy_ball,17,48,54,0.9995716427500535,0.9936126803910932,0.8055555555555556,0.007551432121545076,0.24404661357402802
heavy_ball,17,48,55,0.998578799790021,0.9845906325002963,0.8235294117647058,0.0027354294434189796,0.2836606204509735
heavy_ball,17,48,56,0.9973712537533285,0.9761003449562119,0.7216494845360825,0.006693978328257799,0.2702893614768982
heavy_ball,17,48,57,0.9994559197870315,0.9910366043364885,0.7361111111111112,0.015068300999701023,0.3446769118309021
heavy_ball,17,48,58,0.9997820401046207,0.9965506079357376,0.8611111111111112,0.005239572841674089,0.2909170687198639
heavy_ball,17,48,59,0.9997680890538033,0.994976969275002,0.6111111111111112,0.009941719472408295,0.34095558524131775
heavy_ball,17,48,60,0.9972480922910533,0.9711959632740376,0.75,0.006544412113726139,0.24487003684043884
heavy_ball,17,48,61,0.9997535529450423,0.9934136329647165,0.5138888888888888,0.006971580442041159,0.3602837920188904
heavy_ball,17,48,62,0.9980965976683321,0.9816805789278689,0.8,0.0121990367770195,0.2157762199640274
heavy_ball,17,48,63,0.9996608838437925,0.9941046268359389,0.8055555555555556,0.008767463266849518,0.28686726093292236
heavy_ball,17,48,64,0.9997155252115781,0.9940091797896996,0.5972222222222222,0.013714275322854519,0.21069684624671936
heavy_ball,17,48,65,0.9998083189572551,0.9953600216758112,0.5138888888888888,0.017510689795017242,0.25815001130104065
heavy_ball,17,48,66,0.9981667637917637,0.980975336224645,0.7777777777777778,0.009543243795633316,0.2681349217891693
heavy_ball,17,48,67,0.9998545242944429,0.996900178511121,0.5833333333333334,0.011927220970392227,0.3070920407772064
heavy_ball,17,48,68,0.998492529151826,0.982406492971737,0.8571428571428571,0.009722592309117317,0.29423409700393677
heavy_ball,17,48,69,0.9982522796352583,0.9816027967006666,0.7931034482758621,0.009012364782392979,0.289167195558548
heavy_ball,17,48,70,0.9964057779547905,0.9725199848737662,0.6371681415929203,0.0048338123597204685,0.23410965502262115
heavy_ball,17,48,71,0.9983587045041659,0.9819687508837556,0.8045977011494253,0.007815496996045113,0.1858455091714859
heavy_ball,17,48,72,0.9971077368040492,0.9754967178634653,0.6893203883495146,0.00881534069776535,0.20933948457241058
heavy_ball,17,48,73,0.9984092078790998,0.9787900078562553,0.8289473684210527,0.019886726513504982,0.20964328944683075
heavy_ball,17,48,74,0.997718323335664,0.9753590150360214,0.7472527472527473,0.02041785791516304,0.24812617897987366
heavy_ball,17,48,75,0.9995744173773897,0.9933909477549514,0.8472222222222222,0.01169741339981556,0.3070794641971588
heavy_ball,17,48,76,0.9986239896861209,0.9843933096881441,0.7954545454545454,0.004660311155021191,0.23871701955795288
heavy_ball,17,48,77,0.998406827880512,0.9805682305679861,0.8481012658227848,0.01592574082314968,0.19405198097229004
heavy_ball,17,48,78,0.9984414809996205,0.9818750432079435,0.8292682926829268,0.003830305300652981,0.22082307934761047
heavy_ball,17,48,79,0.9968416018861419,0.9704981803571483,0.7070707070707071,0.0025046449154615402,0.21578022837638855
heavy_ball,17,48,80,0.9999446576151122,0.99909200968523,0.7777777777777778,0.0143621526658535,0.28854697942733765
heavy_ball,17,48,81,0.9966941292294937,0.9722359107440293,0.6698113207547169,0.0071818530559539795,0.23853519558906555
heavy_ball,17,48,82,0.9966526763044717,0.9710838958252401,0.6698113207547169,0.006529213394969702,0.24366621673107147
heavy_ball,17,48,83,0.9982826089623278,0.9823345280049408,0.7865168539325843,0.010309250093996525,0.2621670961380005
