task,n_ctx,depth,normalized,pred_mse,mean_mse,var_mse,exact_mse,kappa,resid_last
weak_inverse,32,16,1,0.8248352520167828,0.7793397456407547,0.0,0.03983463207259774,21.059282183647156,411.21082878112793
weak_inverse,32,32,0,0.04213409195654094,0.0008728034954401664,0.0,0.041283260798081756,21.006497979164124,2.0070768892765045
weak_inverse,32,32,1,0.6928870342671871,0.6527497321367264,0.0,0.041283260798081756,21.006497979164124,355.6068420410156
weak_inverse,32,64,0,0.04071180848404765,6.484883800794705e-05,0.0,0.040871702949516475,21.171721935272217,0.4180074888281524
weak_inverse,32,64,1,0.5588866397738457,0.518366601318121,0.0,0.040871702949516475,21.171721935272217,268.73936462402344
weak_inverse,64,1,0,0.2468942254781723,0.21714044827967882,0.0,0.027091058436781168,6.933987677097321,875.7348251342773
weak_inverse,64,1,1,1.0216379277408123,0.9966677725315094,0.0,0.027091058436781168,6.933987677097321,875.7348251342773
weak_inverse,64,2,0,0.1093969102948904,0.08106285869143903,0.0,0.02672461303882301,6.911797016859055,307.5709457397461
weak_inverse,64,2,1,0.9767498895525932,0.9436968192458153,0.0,0.02672461303882301,6.911797016859055,869.0458641052246
weak_inverse,64,4,0,0.04629374691285193,0.02163818059489131,0.0,0.02542011102195829,6.934975445270538,88.66001081466675
weak_inverse,64,4,1,1.0136739946901798,0.9877180866897106,0.0,0.02542011102195829,6.934975445270538,859.4364395141602
weak_inverse,64,8,0,0.029636184219270945,0.002007403483730741,0.0,0.02735730051063001,6.967707455158234,19.104800939559937
weak_inverse,64,8,1,1.0067073963582516,0.9865031652152538,0.0,0.02735730051063001,6.967707455158234,849.0068130493164
weak_inverse,64,16,0,0.0283765111817047,6.399171093107725e-05,0.0,0.02830893301870674,7.0069804191589355,2.352487675845623
weak_inverse,64,16,1,0.8873542100191116,0.8615307472646236,0.0,0.02830893301870674,7.0069804191589355,813.5316162109375
weak_inverse,64,32,0,0.025909470859915018,9.030685310662534e-08,0.0,0.025910498923622072,6.925015479326248,0.09007121808826923
weak_inverse,64,32,1,0.8382236324250698,0.8125002905726433,0.0,0.025910498923622072,6.925015479326248,751.962459564209
weak_inverse,64,64,0,0.0283661347348243,5.726235410591796e-12,0.0,0.0283661219291389,6.9425879418849945,0.00048580500197203946
weak_inverse,64,64,1,0.6530588008463383,0.6255719866603613,0.0,0.0283661219291389,6.9425879418849945,636.5197257995605
weak_inverse,128,1,0,0.1470841825939715,0.12329709390178323,0.0,0.022141246707178652,3.710256189107895,1655.5126571655273
weak_inverse,128,1,1,0.9968851432204247,0.9814817905426025,0.0,0.022141246707178652,3.710256189107895,1655.5126571655273
weak_inverse,128,2,0,0.04826030065305531,0.025257591041736305,0.0,0.023017978062853217,3.7153947353363037,483.5272846221924
weak_inverse,128,2,1,0.978997003287077,0.9490821920335293,0.0,0.023017978062853217,3.7153947353363037,1665.6376190185547
weak_inverse,128,4,0,0.025403614505194128,0.0025198894654749893,0.0,0.02213012590073049,3.7107414454221725,104.40066909790039
weak_inverse,128,4,1,1.0882796496152878,1.0460723228752613,0.0,0.02213012590073049,3.7107414454221725,1672.547508239746
weak_inverse,128,8,0,0.022809101967141032,4.5763487264594005e-05,0.0,0.0228674077661708,3.6847872138023376,8.963504195213318
weak_inverse,128,8,1,1.0125405676662922,0.9922867380082607,0.0,0.0228674077661708,3.6847872138023376,1633.7805099487305
weak_inverse,128,16,0,0.022389316116459668,6.401412711021237e-08,0.0,0.02239065058529377,3.719273805618286,0.21412819623947144
weak_inverse,128,16,1,0.9052926898002625,0.8905619382858276,0.0,0.02239065058529377,3.719273805618286,1589.0847778320312
weak_inverse,128,32,0,0.02228885714430362,1.6385867272414312e-13,0.0,0.02228885202202946,3.7167278826236725,0.0002769616421574028
weak_inverse,128,32,1,0.8740895055234432,0.8553343825042248,0.0,0.02228885202202946,3.7167278826236725,1542.851203918457
weak_inverse,128,64,0,0.022287805564701557,3.0039325519225224e-14,0.0,0.02228780637960881,3.7071053087711334,6.6312462422502e-05
weak_inverse,128,64,1,0.8092648163437843,0.7829722724854946,0.0,0.02228780637960881,3.7071053087711334,1427.968978881836
weak_inverse,256,1,0,0.08634161157533526,0.05966707644984126,0.0,0.02336195087991655,2.475646495819092,3216.1136474609375
weak_inverse,256,1,1,0.9754022918641567,0.9410102553665638,0.0,0.02336195087991655,2.475646495819092,3216.1136474609375
weak_inverse,256,2,0,0.03011801082175225,0.008292703336337581,0.0,0.02234492893330753,2.4868013709783554,737.6748313903809
weak_inverse,256,2,1,0.9977443143725395,0.9807100631296635,0.0,0.02234492893330753,2.4868013709783554,3231.734909057617
weak_inverse,256,4,0,0.02172457956476137,0.00021632510197377997,0.0,0.021593517914880067,2.4794276654720306,89.68303918838501
weak_inverse,256,4,1,0.9402771145105362,0.9240708202123642,0.0,0.021593517914880067,2.4794276654720306,3200.447525024414
weak_inverse,256,8,0,0.02132921398151666,5.195895731446853e-07,0.0,0.0213341728085652,2.47503562271595,3.1434264928102493
weak_inverse,256,8,1,1.0239455215632915,1.0059738345444202,0.0,0.0213341728085652,2.47503562271595,3239.029083251953
weak_inverse,256,16,0,0.021468511084094644,9.772175581755638e-12,0.0,0.021468546707183123,2.4763779044151306,0.006716461764881387
weak_inverse,256,16,1,1.0343181304633617,1.0163697488605976,0.0,0.021468546707183123,2.4763779044151306,3175.4033813476562
weak_inverse,256,32,0,0.02100206830073148,2.6385638736848432e-14,0.0,0.02100206888280809,2.4717619866132736,0.00011102160124210059
weak_inverse,256,32,1,0.9580184780061245,0.9336101226508617,0.0,0.02100206888280809,2.4717619866132736,3115.550811767578
weak_inverse,256,64,0,0.019995731650851667,2.578825858640197e-14,0.0,0.01999573182547465,2.469742015004158,0.00010985973085553269
weak_inverse,256,64,1,0.9009476713836193,0.8847362883388996,0.0,0.01999573182547465,2.469742015004158,3010.059310913086
weak_inverse,512,1,0,0.052180660888552666,0.032246117014437914,0.0,0.021311024203896523,1.8839513212442398,6354.6175537109375
weak_inverse,512,1,1,0.9955985844135284,0.973383292555809,0.0,0.021311024203896523,1.8839513212442398,6354.6175537109375
weak_inverse,512,2,0,0.02333852933952585,0.002033363445661962,0.0,0.020987235475331545,1.8867766708135605,1090.2903175354004
weak_inverse,512,2,1,1.0194765217602253,0.9897652864456177,0.0,0.020987235475331545,1.8867766708135605,6403.2618408203125
weak_inverse,512,4,0,0.02061105950269848,1.741657229104021e-05,0.0,0.020617979113012552,1.8868631646037102,74.63898754119873
weak_inverse,512,4,1,1.0710663944482803,1.0512807480990887,0.0,0.020617979113012552,1.8868631646037102,6398.545166015625
weak_inverse,512,8,0,0.020298529183492064,2.9164279047311226e-09,0.0,0.020298718707636,1.8856625258922577,0.6667730882763863
weak_inverse,512,8,1,0.9587026573717594,0.9404966123402119,0.0,0.020298718707636,1.8856625258922577,6352.585968017578
weak_inverse,512,16,0,0.020362959359772503,2.3038286502043842e-14,0.0,0.020362959476187825,1.8849317282438278,0.0003028707124030916
weak_inverse,512,16,1,0.9635073803365231,0.950606781989336,0.0,0.020362959476187825,1.8849317282438278,6359.491668701172
weak_inverse,512,32,0,0.020797820237930864,2.3213981464095118e-14,0.0,0.020797820994630456,1.8838870227336884,0.00019337335743330186
weak_inverse,512,32,1,0.9446003548800945,0.9345398396253586,0.0,0.020797820994630456,1.8838870227336884,6274.956329345703
weak_inverse,512,64,0,0.020234060706570745,2.3033719300392247e-14,0.0,0.02023405983345583,1.891962967813015,0.00019478633203107165
weak_inverse,512,64,1,0.9457481242716312,0.9171587191522121,0.0,0.02023405983345583,1.891962967813015,6139.1812744140625
