seed,method,depth,task,auc,average_precision,iou_top7,centroid_error,relative_residual
17,trained_pcg,1,20,0.9994415306915306,0.9942070192538514,0.8181818181818182,0.021606041118502617,2.6664857864379883
17,trained_pcg,1,21,0.9978133541585318,0.9487631897166148,0.5416666666666666,0.03240421041846275,3.4967312812805176
17,trained_pcg,1,22,0.9979547799981237,0.9646281287450151,0.7638888888888888,0.004808215424418449,3.339207172393799
17,trained_pcg,1,23,0.9983270293860925,0.9660639934734871,0.5833333333333334,0.00644839508458972,3.4166383743286133
17,trained_pcg,1,24,0.9994228708055074,0.9944439608842846,0.7912087912087912,0.02039697952568531,2.515070676803589
17,trained_pcg,1,25,0.9992287572932734,0.987752135840599,0.8611111111111112,0.00411841319873929,3.343364715576172
17,trained_pcg,1,26,0.9992019271980255,0.988900515250691,0.9066666666666666,0.0018884387100115418,2.9323713779449463
17,trained_pcg,1,27,0.9975563192058037,0.9563548384911349,0.75,0.0022030193358659744,2.959679126739502
17,trained_pcg,1,28,0.9980476376415462,0.9516057344742832,0.5416666666666666,0.023257263004779816,3.683824062347412
17,trained_pcg,1,29,0.9965446595113598,0.9119394757620771,0.4583333333333333,0.05581510439515114,3.552680730819702
17,trained_pcg,1,30,0.9990466101694915,0.987303012057609,0.8313253012048193,0.011336587369441986,2.7951762676239014
17,trained_pcg,1,31,0.9976780185758515,0.9435097182620953,0.5277777777777778,0.040493663400411606,3.460524320602417
17,trained_pcg,1,32,0.9997644370634724,0.9975673519515014,0.7912087912087912,0.012705264613032341,2.700425624847412
17,trained_pcg,1,33,0.9976056705307825,0.9481470066484231,0.5972222222222222,0.007582753896713257,3.915015459060669
17,trained_pcg,1,34,0.9974156189883995,0.9543488363265398,0.7361111111111112,0.009114919230341911,3.0474231243133545
17,trained_pcg,1,35,0.9987942454123515,0.9808490374404012,0.8493150684931506,0.006640654988586903,2.8512723445892334
17,trained_pcg,1,36,0.9983168575018373,0.9638893524949289,0.5972222222222222,0.00592862768098712,4.142911911010742
17,trained_pcg,1,37,0.9969377437527084,0.9155881235757805,0.4861111111111111,0.059859275817871094,3.455655097961426
17,trained_pcg,1,38,0.9977074111905573,0.9512510796280945,0.625,0.0060026198625564575,3.39555025100708
17,trained_pcg,1,39,0.9983350409836066,0.9677123158104601,0.6666666666666666,0.0010137687204405665,3.5114340782165527
17,trained_pcg,1,40,0.9997055901078277,0.9968050810462181,0.8275862068965517,0.003495774930343032,2.7978920936584473
17,trained_pcg,1,41,0.9992875675215855,0.9936678776521884,0.7058823529411765,0.027662543579936028,2.5298006534576416
17,trained_pcg,1,42,0.9982900336163846,0.9695719539156555,0.7123287671232876,0.010083393193781376,2.9392640590667725
17,trained_pcg,1,43,0.9985847895643613,0.9802156087542078,0.8666666666666667,0.015989895910024643,2.903024673461914
17,trained_pcg,1,44,0.9997560578955927,0.9969524554861465,0.875,0.0023966149892657995,2.912595510482788
17,trained_pcg,1,45,0.997991396216866,0.9721995630676293,0.84,0.01593322865664959,2.6798629760742188
17,trained_pcg,1,46,0.9980423199359925,0.9690543011015156,0.7972972972972973,0.017946939915418625,2.824735164642334
17,trained_pcg,1,47,0.9988302999111028,0.9831375939804912,0.8783783783783784,0.008795802481472492,2.6331400871276855
17,trained_pcg,1,48,0.9991161973825845,0.9922637999061052,0.7578947368421053,0.020384686067700386,2.488666296005249
17,trained_pcg,1,49,0.998399809338985,0.9747325957129791,0.821917808219178,0.005776214879006147,3.2325620651245117
17,trained_pcg,1,50,0.998778159602902,0.9771063421123938,0.75,0.004838327411562204,3.447272300720215
17,trained_pcg,1,51,0.9976766091051805,0.958082446068806,0.6805555555555556,0.0017487377626821399,3.1746695041656494
17,trained_pcg,1,52,0.9986001722864878,0.9802466096591882,0.8421052631578947,0.009619055315852165,2.666046142578125
17,trained_pcg,1,53,0.9983027834351663,0.963792211007857,0.5833333333333334,0.05345044657588005,3.367241144180298
17,trained_pcg,1,54,0.99991263991264,0.9991932728463924,0.7272727272727273,0.024680636823177338,2.550816059112549
17,trained_pcg,1,55,0.9997696102347265,0.9973635486661506,0.8987341772151899,0.00419226847589016,2.952346086502075
17,trained_pcg,1,56,0.998737897648686,0.9797876273249712,0.8333333333333334,0.004696321673691273,3.0560786724090576
17,trained_pcg,1,57,0.99953617321822,0.9958778742855587,0.6990291262135923,0.016715141013264656,2.5564701557159424
17,trained_pcg,1,58,0.9984871878850263,0.9791342570358373,0.8533333333333334,0.007168659474700689,2.7179489135742188
17,trained_pcg,1,59,0.9978114657841358,0.9439565390476352,0.5277777777777778,0.011941468343138695,3.8701136112213135
17,trained_pcg,1,60,0.9983978329451795,0.9767384689658991,0.8,0.010867208242416382,2.857011079788208
17,trained_pcg,1,61,0.9977812663526949,0.9559765960649844,0.6805555555555556,0.0017643163446336985,3.077256202697754
17,trained_pcg,1,62,0.9988933485291446,0.982469435481457,0.875,0.0026566495653241873,2.8473401069641113
17,trained_pcg,1,63,0.998546487620369,0.9794053419552369,0.8243243243243243,0.010579659603536129,3.0341527462005615
17,trained_pcg,1,64,0.9979791306375454,0.9645059427994036,0.7123287671232876,0.014532782137393951,3.0036704540252686
17,trained_pcg,1,65,0.9984440295189829,0.969661494728785,0.6388888888888888,0.013069791719317436,3.4170711040496826
17,trained_pcg,1,66,0.9981257321358844,0.9543811900017498,0.5416666666666666,0.003977824468165636,3.9916553497314453
17,trained_pcg,1,67,0.9995003568879371,0.9945260179141955,0.8,0.024924738332629204,2.6209394931793213
17,trained_pcg,1,68,0.999905774825389,0.9990059764343957,0.7912087912087912,0.003791344817727804,2.839254856109619
17,trained_pcg,1,69,0.9981897722130034,0.98122128735475,0.8395061728395061,0.02937360852956772,2.569061040878296
17,trained_pcg,1,70,0.9995451576786714,0.9955627116759853,0.782608695652174,0.015381903387606144,2.6008691787719727
17,trained_pcg,1,71,0.9979148482203473,0.9558411973066976,0.5833333333333334,0.04103630408644676,3.308544158935547
17,trained_pcg,1,72,0.9992669590818963,0.9927883225095782,0.8089887640449438,0.01923980936408043,2.5606889724731445
17,trained_pcg,1,73,0.99810535943727,0.9624178623410364,0.6527777777777778,0.009970505721867085,3.9627883434295654
17,trained_pcg,1,74,0.9982479784366577,0.9761112450202741,0.8205128205128205,0.019582096487283707,2.643766164779663
17,trained_pcg,1,75,0.9989399667856259,0.9892107928318938,0.7717391304347826,0.023962009698152542,2.5143675804138184
17,trained_pcg,1,76,0.9997739137583754,0.9980647784750737,0.6792452830188679,0.014377170242369175,2.4780569076538086
17,trained_pcg,1,77,0.9984871878850263,0.9788696931915535,0.8289473684210527,0.015773259103298187,2.9279911518096924
17,trained_pcg,1,78,0.9975564681724846,0.953893540558301,0.6944444444444444,0.0049331653863191605,3.1204440593719482
17,trained_pcg,1,79,0.9985421972424695,0.9765500815487712,0.7945205479452054,0.0060607739724218845,3.022995948791504
17,trained_pcg,1,80,0.9998313357157164,0.9984930366267404,0.6990291262135923,0.010189634747803211,2.5400710105895996
17,trained_pcg,1,81,0.998616440377804,0.9761439482955304,0.7777777777777778,0.014266479760408401,3.341141700744629
17,trained_pcg,1,82,0.9983367556468172,0.9705293560406685,0.6944444444444444,0.01580101065337658,3.148969888687134
17,trained_pcg,1,83,0.9981737012987013,0.9696802483514915,0.7777777777777778,0.011247952468693256,3.1641974449157715
17,trained_pcg,1,84,0.9979190530736923,0.9623108219659252,0.75,0.009130273945629597,2.8679018020629883
17,trained_pcg,1,85,0.9981851179673321,0.9562382596252502,0.5277777777777778,0.007390274200588465,4.156178951263428
17,trained_pcg,1,86,0.9998878912341136,0.9990492574534272,0.6728971962616822,0.016290733590722084,2.5226948261260986
17,trained_pcg,1,87,0.9990742848471053,0.9867824574257815,0.88,0.008014881052076817,3.094374895095825
17,trained_pcg,1,88,0.9991015274034142,0.9876192119097303,0.8933333333333333,0.00632929801940918,3.0394022464752197
17,trained_pcg,1,89,0.997946611909651,0.9619914636008284,0.6944444444444444,0.009701884351670742,3.099001407623291
17,trained_pcg,1,90,0.9997379197379198,0.9975818709135584,0.7272727272727273,0.014488047920167446,2.6281912326812744
17,trained_pcg,1,91,0.9992344009187188,0.9937680894743248,0.7058823529411765,0.028023602440953255,2.344646692276001
17,trained_pcg,1,92,0.9991612642215052,0.9938315856912067,0.6486486486486487,0.02509859949350357,2.3409643173217773
17,trained_pcg,1,93,0.9988147039099176,0.9837409566343254,0.8289473684210527,0.005449925549328327,2.9171266555786133
17,trained_pcg,1,94,0.999531408308004,0.9950584294733384,0.8571428571428571,0.0250703115016222,2.64935302734375
17,trained_pcg,1,95,0.9994238377527112,0.9932966555527165,0.8452380952380952,0.009922227822244167,2.743753433227539
17,trained_pcg,1,96,0.9992355992355992,0.9934385058590833,0.7272727272727273,0.02965313382446766,2.4457809925079346
17,trained_pcg,1,97,0.9997092294580638,0.997687024912068,0.6605504587155964,0.02155870757997036,2.440810203552246
17,trained_pcg,1,98,0.9978658536585365,0.9574995293571088,0.5555555555555556,0.06479943543672562,3.2733981609344482
17,trained_pcg,1,99,0.9984817813765182,0.9611622380694402,0.5,0.028403831645846367,3.778347969055176
17,trained_pcg,1,100,0.996776180698152,0.9386265649736106,0.6944444444444444,0.0037956570740789175,2.978607416152954
17,trained_pcg,1,101,0.9979174801509827,0.9502593481061197,0.5416666666666666,0.01482673455029726,3.9245617389678955
17,trained_pcg,1,102,0.9984765748654638,0.9724686757697236,0.7222222222222222,0.006750084459781647,3.62955379486084
17,trained_pcg,1,103,0.9994541484716157,0.9955005337095888,0.6666666666666666,0.025016598403453827,2.3352322578430176
17,trained_pcg,1,104,0.9980568563822553,0.9645630098691431,0.7361111111111112,0.004089140333235264,3.3734629154205322
17,trained_pcg,1,105,0.9985070694651795,0.975230999512973,0.8194444444444444,0.009530438110232353,2.8128809928894043
17,trained_pcg,1,106,0.9964284936518651,0.9277508864282653,0.6527777777777778,0.02133677527308464,3.0765671730041504
17,trained_pcg,1,107,0.9994487251769717,0.9943365311763591,0.8470588235294118,0.006272123660892248,2.692732572555542
17,trained_pcg,1,108,0.9981151506907876,0.9669504579098231,0.7361111111111112,0.00393779668956995,3.1477460861206055
17,trained_pcg,1,109,0.999294182043415,0.9908197771764772,0.8831168831168831,0.011084736324846745,2.657731056213379
17,trained_pcg,1,110,0.9985923929320155,0.9824040909427267,0.8441558441558441,0.019249193370342255,2.8460662364959717
17,trained_pcg,1,111,0.9995087792642141,0.9956997426875047,0.6923076923076923,0.021494444459676743,2.4954986572265625
17,trained_pcg,1,112,0.9985916437529341,0.978527601829328,0.8108108108108109,0.014513245783746243,2.9993460178375244
17,trained_pcg,1,113,0.9986349986349986,0.9883422142199241,0.7272727272727273,0.02402283251285553,2.387584924697876
17,trained_pcg,1,114,0.9985610979929161,0.9764031792127243,0.7777777777777778,0.007376831490546465,3.4978132247924805
17,trained_pcg,1,115,0.9992509686991343,0.9901617951450593,0.8831168831168831,0.015980273485183716,2.5840158462524414
17,trained_pcg,1,116,0.9997153790202713,0.9974268882966372,0.6990291262135923,0.006941486150026321,2.6229119300842285
17,trained_pcg,1,117,0.999563029661017,0.9950364257297952,0.9,0.0021505504846572876,2.6822080612182617
17,trained_pcg,1,118,0.9989577476377899,0.9859310883337785,0.8625,0.008057697676122189,2.7542428970336914
17,trained_pcg,1,119,0.9997118336152352,0.9968673878418672,0.8470588235294118,0.007994151674211025,2.5827009677886963
17,trained_pcg,1,120,0.9996703670622262,0.9970600334177707,0.7058823529411765,0.01787038892507553,2.5328621864318848
17,trained_pcg,1,121,0.9993397545440422,0.9920387448658132,0.8333333333333334,0.016944624483585358,2.7576959133148193
17,trained_pcg,1,122,0.9984342379958246,0.9774377596082058,0.8157894736842105,0.01685970649123192,2.697420835494995
17,trained_pcg,1,123,0.9986684847998717,0.9795315579108703,0.9027777777777778,0.002640313236042857,2.7685043811798096
17,trained_pcg,1,124,0.9987017945780833,0.9770716980646195,0.75,0.0052893394604325294,3.0950052738189697
17,trained_pcg,1,125,0.9981613891726251,0.9599440254792699,0.625,0.0048934887163341045,3.932311773300171
17,trained_pcg,1,126,0.9986069251892037,0.984738033789156,0.8414634146341463,0.019134102389216423,2.481203556060791
17,trained_pcg,1,127,0.9998701298701299,0.9987774284818104,0.72,0.005203254986554384,2.678281307220459
17,trained_pcg,1,128,0.9985700423880293,0.9765677118920337,0.8472222222222222,0.008325633592903614,2.7781567573547363
17,trained_pcg,1,129,0.9987679159063616,0.9834360230101906,0.8533333333333334,0.012580213136970997,2.8753740787506104
17,trained_pcg,1,130,0.9982084833582155,0.9719536504398112,0.7945205479452054,0.006683558691293001,3.3818564414978027
17,trained_pcg,1,131,0.9990320022392237,0.9904680054047865,0.782608695652174,0.018861688673496246,2.488158702850342
17,trained_pcg,1,132,0.9995981514968856,0.9949668008984363,0.8641975308641975,0.003085161792114377,2.997657060623169
17,trained_pcg,1,133,0.9976450614748487,0.9415436374917503,0.5138888888888888,0.023861883208155632,3.601710796356201
17,trained_pcg,1,134,0.9998102526801809,0.9983022153631812,0.6990291262135923,0.012543358840048313,2.5622565746307373
17,trained_pcg,1,135,0.9975372279495991,0.9571377743869232,0.726027397260274,0.015707144513726234,3.0318655967712402
17,trained_pcg,1,136,0.9984989210995403,0.9754332225502103,0.7638888888888888,0.007077320013195276,2.9156363010406494
17,trained_pcg,1,137,0.9999332732792847,0.9993729398976086,0.7422680412371134,0.018994510173797607,2.5965576171875
17,trained_pcg,1,138,0.999829548303003,0.9985465759422045,0.6605504587155964,0.0028601379599422216,2.6140120029449463
17,trained_pcg,1,139,0.9982768865121807,0.9533889995645556,0.4722222222222222,0.036107130348682404,3.687122344970703
17,trained_pcg,1,140,0.9987335359675785,0.9861259661110866,0.813953488372093,0.02950190380215645,2.620979070663452
17,trained_pcg,1,141,0.9981998953427524,0.9638101343397365,0.6805555555555556,0.005498078186064959,3.3179049491882324
17,trained_pcg,1,142,0.9983600156188989,0.9605733986916676,0.5416666666666666,0.029826147481799126,3.5756731033325195
17,trained_pcg,1,143,0.9991385675609156,0.9874571584854833,0.8918918918918919,0.009468447417020798,2.7016570568084717
17,trained_pcg,1,144,0.9988155303962589,0.9843922962829661,0.8421052631578947,0.006452173460274935,2.9626097679138184
17,trained_pcg,1,145,0.9996866407892608,0.9973985974680911,0.6666666666666666,0.022940270602703094,2.4638898372650146
17,trained_pcg,1,146,0.9995783392892909,0.9962476057029934,0.6990291262135923,0.026553312316536903,2.5422463417053223
17,trained_pcg,1,147,0.9982362322919598,0.9675303609343477,0.7638888888888888,0.00451588723808527,2.9991796016693115
17,trained_pcg,1,148,0.998960498960499,0.9839000478295653,0.8611111111111112,0.004911513067781925,2.846339225769043
17,trained_pcg,1,149,0.9979612640163099,0.9512758898330116,0.5972222222222222,0.007267345674335957,3.851982355117798
17,trained_pcg,1,150,0.9992013929801133,0.9907140872877653,0.8433734939759037,0.010485347360372543,2.617833137512207
17,trained_pcg,1,151,0.9995401337792642,0.996126303523317,0.6923076923076923,0.03491703420877457,2.4617412090301514
17,trained_pcg,1,152,0.9978342825058154,0.964105246482944,0.8513513513513513,0.012265780009329319,2.6864168643951416
17,trained_pcg,1,153,0.9980516707590477,0.9514002972963049,0.5277777777777778,0.004711097571998835,4.12293815612793
17,trained_pcg,1,154,0.9993223830433132,0.9921604155063941,0.8987341772151899,0.014483129605650902,2.5796897411346436
17,trained_pcg,1,155,0.9995773974354697,0.9961340401695933,0.7422680412371134,0.015196822583675385,2.447300910949707
17,trained_pcg,1,156,0.9979786636720943,0.9717888293666425,0.8026315789473685,0.023335380479693413,2.8083648681640625
17,trained_pcg,1,157,0.9994383932134253,0.9924770405902643,0.9324324324324325,0.004903556779026985,2.7135863304138184
17,trained_pcg,1,158,0.9984026064401847,0.9768790046730222,0.84,0.01631280779838562,2.766827344894409
17,trained_pcg,1,159,0.9996833839918946,0.9963584277765409,0.8352941176470589,0.010801330208778381,2.8068792819976807
17,trained_pcg,1,160,0.9992093861674204,0.9935233450580407,0.6990291262135923,0.02530723065137863,2.4806344509124756
17,trained_pcg,1,161,0.9986036838978015,0.9620340218995009,0.4722222222222222,0.05299122631549835,3.683504581451416
17,trained_pcg,1,162,0.9997213779128673,0.9969376359957949,0.8571428571428571,0.012662390246987343,2.787797451019287
17,trained_pcg,1,163,0.998671474663124,0.9824109800369185,0.8648648648648649,0.010798603296279907,2.8023788928985596
17,trained_pcg,1,164,0.9984804928131417,0.9730583892701086,0.6944444444444444,0.0006156510789878666,3.653388738632202
17,trained_pcg,1,165,0.9996550083273852,0.9963389319397044,0.8,0.0179720651358366,2.5709917545318604
17,trained_pcg,1,166,0.9992186042172048,0.9931966706037552,0.782608695652174,0.02975540980696678,2.4776575565338135
17,trained_pcg,1,167,0.9994763232656482,0.9936818766296505,0.8658536585365854,0.018819516524672508,2.6653428077697754
17,trained_pcg,1,168,0.9985341101296749,0.9849238874678787,0.8045977011494253,0.02680063433945179,2.5060884952545166
17,trained_pcg,1,169,0.999139239028945,0.9888395528690256,0.8461538461538461,0.01155881118029356,2.8325674533843994
17,trained_pcg,1,170,0.998675847457627,0.9850705076536055,0.8765432098765432,0.0206825640052557,2.5015735626220703
17,trained_pcg,1,171,0.9996310468781295,0.9969679701435595,0.6990291262135923,0.02057899534702301,2.4982800483703613
17,trained_pcg,1,172,0.9980983302411874,0.9592270423879545,0.6111111111111112,0.010724008083343506,4.015451908111572
17,trained_pcg,1,173,0.9975712177959369,0.9436283613093861,0.625,0.037695229053497314,3.170337677001953
17,trained_pcg,1,174,0.998652442448063,0.9803715038835286,0.8513513513513513,0.012438872829079628,2.740112781524658
17,trained_pcg,1,175,0.9995677977715232,0.9961080400017642,0.6990291262135923,0.02003398910164833,2.40738582611084
17,trained_pcg,1,176,0.9971253729393061,0.942706557154687,0.6527777777777778,0.015586853958666325,3.0405642986297607
17,trained_pcg,1,177,0.9996352707749767,0.9951335696891868,0.9459459459459459,0.00365520385093987,2.6383633613586426
17,trained_pcg,1,178,0.9985739596387364,0.9822492715709692,0.8354430379746836,0.016660301014780998,2.746973752975464
17,trained_pcg,1,179,0.9981817677104152,0.9773658614959801,0.8271604938271605,0.022293951362371445,2.559643507003784
17,trained_pcg,1,180,0.9985496107502355,0.9848713939119736,0.8160919540229885,0.03599431365728378,2.5188167095184326
17,trained_pcg,1,181,0.9977854142802597,0.962130158488236,0.75,0.0007168427109718323,3.067568063735962
17,trained_pcg,1,182,0.9992887624466571,0.9909670026528193,0.8717948717948718,0.001532029709778726,2.8619954586029053
17,trained_pcg,1,183,0.9981271369150024,0.9635251614185296,0.6527777777777778,0.0035138046368956566,3.2779319286346436
17,trained_pcg,1,184,0.9998600485165142,0.9985689530812116,0.782608695652174,0.007766841445118189,2.743100166320801
17,trained_pcg,1,185,0.9979359925788498,0.9547136844006922,0.6111111111111112,0.02417954057455063,3.166010618209839
17,trained_pcg,1,186,0.9996909027046014,0.9961336028428803,0.9090909090909091,0.00841494556516409,2.8339710235595703
17,trained_pcg,1,187,0.999465811965812,0.9944148270442972,0.8181818181818182,0.010080991312861443,2.638619899749756
17,trained_pcg,1,188,0.9995265151515151,0.9949607444036264,0.8181818181818182,0.023721404373645782,2.597346782684326
17,trained_pcg,1,189,0.9989984065558843,0.9863520589379421,0.88,0.011828777380287647,2.9087233543395996
17,trained_pcg,1,190,0.9985435663627152,0.9846036204949082,0.813953488372093,0.028829354792833328,2.5232038497924805
17,trained_pcg,1,191,0.9993833899401585,0.9952952170369146,0.6666666666666666,0.02196761965751648,2.3025197982788086
17,identity_cg,1,0,0.9990234375,0.9858486745464862,0.863013698630137,0.004776944871991873,2.3228204250335693
17,identity_cg,1,1,0.997979797979798,0.9575052179397634,0.625,0.003144355956465006,2.6880550384521484
17,identity_cg,1,2,0.9991462026345748,0.9895361076397314,0.8518518518518519,0.009174824692308903,2.1697604656219482
17,identity_cg,1,3,0.99814453125,0.9730943149556588,0.8378378378378378,0.01148214191198349,2.3089094161987305
17,identity_cg,1,4,0.9983397284533648,0.9724969863311549,0.7777777777777778,0.003710739081725478,2.4615256786346436
17,identity_cg,1,5,0.9981737012987013,0.9690532229727887,0.7777777777777778,0.011266580782830715,2.4344639778137207
17,identity_cg,1,6,0.9983666891700603,0.9648270515356954,0.6527777777777778,0.012033427134156227,2.6387150287628174
17,identity_cg,1,7,0.9980009995002499,0.9686477863525967,0.7808219178082192,0.0021079133730381727,2.3929481506347656
17,identity_cg,1,8,0.9977445394112061,0.9608766191970309,0.7222222222222222,0.007226156070828438,2.5052614212036133
17,identity_cg,1,9,0.998097287855394,0.9752942456279992,0.8289473684210527,0.016811620444059372,2.331171989440918
17,identity_cg,1,10,0.9997213779128673,0.9971302798683301,0.8571428571428571,0.0049262018874287605,2.169431686401367
17,identity_cg,1,11,0.9984502032520325,0.9636791431301654,0.5555555555555556,0.034452639520168304,2.8716495037078857
17,identity_cg,1,12,0.9995548747758009,0.9946378657131166,0.8433734939759037,0.00991920754313469,2.132874011993408
17,identity_cg,1,13,0.9981031000263458,0.9698044885506767,0.8194444444444444,0.006116683594882488,2.376126527786255
17,identity_cg,1,14,0.9999163879598663,0.999250019530996,0.6923076923076923,0.014058008790016174,1.9812899827957153
17,identity_cg,1,15,0.9983579638752053,0.9728672766342772,0.8055555555555556,0.0030525566544383764,2.404400587081909
17,identity_cg,1,16,0.9987677647252116,0.970525944373041,0.5138888888888888,0.016993951052427292,2.985532283782959
17,identity_cg,1,17,0.9987326542071068,0.9814049500548379,0.8513513513513513,0.00986865721642971,2.302929401397705
17,identity_cg,1,18,0.9982396236436756,0.9766300145087836,0.8552631578947368,0.007926825433969498,2.2560930252075195
17,identity_cg,1,19,0.9972124828502363,0.9454556649612419,0.6527777777777778,0.0029202927835285664,2.594003677368164
17,identity_cg,1,20,0.9996236402486403,0.995958466539111,0.8181818181818182,0.008819084614515305,2.076030969619751
17,identity_cg,1,21,0.9982298581283352,0.9601003234836479,0.5416666666666666,0.0557042621076107,2.9003748893737793
17,identity_cg,1,22,0.997560746786753,0.9601272351117773,0.7397260273972602,0.01368250884115696,2.413801431655884
17,identity_cg,1,23,0.998399767238871,0.9657206109880643,0.5833333333333334,0.02132263593375683,2.805643320083618
17,identity_cg,1,24,0.9997762152102988,0.9977321690148098,0.7912087912087912,0.008842770010232925,2.07110333442688
17,identity_cg,1,25,0.9987090067735229,0.9798178617588802,0.8611111111111112,0.00411841319873929,2.3497493267059326
17,identity_cg,1,26,0.9990836941903256,0.9875383482962288,0.9324324324324325,0.003920569084584713,2.2445664405822754
17,identity_cg,1,27,0.9976708667430317,0.960150054502674,0.75,0.002877374878153205,2.4738287925720215
17,identity_cg,1,28,0.9977352596641936,0.9444936881634789,0.5416666666666666,0.05047095566987991,2.821667194366455
17,identity_cg,1,29,0.9970339112619637,0.9261257006276863,0.4583333333333333,0.036639247089624405,3.022747039794922
17,identity_cg,1,30,0.9990333686440678,0.9876575788980212,0.8313253012048193,0.006620659492909908,2.1640782356262207
17,identity_cg,1,31,0.9977047080175083,0.9483353804299011,0.5277777777777778,0.01708228513598442,2.873265027999878
17,identity_cg,1,32,0.9996702118888614,0.99651551302668,0.7912087912087912,0.0017405294347554445,2.066425085067749
17,identity_cg,1,33,0.9972500770452551,0.9417348376065741,0.5972222222222222,0.025104934349656105,2.699859380722046
17,identity_cg,1,34,0.9980374249460778,0.965209552733924,0.7361111111111112,0.0015753012849017978,2.5319478511810303
17,identity_cg,1,35,0.9985299704342367,0.9775565392157757,0.8493150684931506,0.003391794627532363,2.338742733001709
17,identity_cg,1,36,0.9980323827134153,0.9576453825884654,0.5972222222222222,0.030153580009937286,2.742842197418213
17,identity_cg,1,37,0.9974866387404305,0.935231310403311,0.4861111111111111,0.060223452746868134,3.0187931060791016
17,identity_cg,1,38,0.9980024968789014,0.958493401501138,0.625,0.016804128885269165,2.658679723739624
17,identity_cg,1,39,0.9981642759562842,0.9644969448847321,0.6666666666666666,0.010942230001091957,2.592014789581299
17,identity_cg,1,40,0.9997055901078277,0.996760897116742,0.8275862068965517,0.003811030648648739,2.0746099948883057
17,identity_cg,1,41,0.9997235336650929,0.99757720949266,0.7058823529411765,0.013326494954526424,2.052870512008667
17,identity_cg,1,42,0.9983288964887395,0.9708438380601349,0.7361111111111112,0.005767226684838533,2.5525174140930176
17,identity_cg,1,43,0.9983694314545902,0.9782912877794596,0.8181818181818182,0.013578311540186405,2.263758420944214
17,identity_cg,1,44,0.9994036970781157,0.9928213648431123,0.875,0.010407674126327038,2.1457936763763428
17,identity_cg,1,45,0.9987347377744037,0.9825157917108596,0.8904109589041096,0.006750142201781273,2.325653314590454
17,identity_cg,1,46,0.9986381356076469,0.9794816052900379,0.821917808219178,0.004285221919417381,2.378652811050415
17,identity_cg,1,47,0.9988614919134734,0.9837710381642315,0.8783783783783784,0.00582051370292902,2.3661088943481445
17,identity_cg,1,48,1.0,1.0,0.7578947368421053,0.0097496397793293,2.1155033111572266
17,identity_cg,1,49,0.9979912500212791,0.9685829216246584,0.821917808219178,0.0009956047870218754,2.336664915084839
17,identity_cg,1,50,0.998663612065674,0.9756693010817078,0.75,0.00857890397310257,2.4736475944519043
17,identity_cg,1,51,0.9979068550497122,0.9615805212074675,0.6805555555555556,0.005803598556667566,2.5749292373657227
17,identity_cg,1,52,0.9988155303962589,0.9841336441664676,0.8181818181818182,0.010450450703501701,2.287630796432495
17,identity_cg,1,53,0.9983027834351663,0.9627078590251903,0.5833333333333334,0.03466981649398804,2.788835048675537
