seed,step,loss,relative_residual,gradient_norm,preconditioner_linear,preconditioner_quadratic,elapsed_seconds
17.0,950.0,0.31906944513320923,0.3579086661338806,0.11364288628101349,0.06779281795024872,1.2685635089874268,11.005203352950048
17.0,1000.0,0.31801629066467285,0.25307154655456543,0.11748963594436646,0.05083692446351051,0.8257538676261902,11.61582989100134
17.0,1050.0,0.3087053894996643,0.32041850686073303,0.12771227955818176,0.046066537499427795,0.7807612419128418,12.212219729961362
17.0,1100.0,0.3083108365535736,0.26092398166656494,0.04203018546104431,0.049849461764097214,1.1525037288665771,12.809623248991556
17.0,1150.0,0.3178364336490631,0.4193418025970459,0.10845527052879333,0.05403423309326172,1.6651296615600586,13.437948821985628
17.0,1200.0,0.30848759412765503,0.3419792652130127,0.1864928901195526,0.06414030492305756,2.622720718383789,14.049957629991695
17.0,1250.0,0.3344593644142151,0.2040957510471344,0.021150439977645874,0.06353022158145905,2.674368381500244,14.657968486950267
17.0,1300.0,0.3380805552005768,0.4148171842098236,0.10696391761302948,0.04558424651622772,1.36083984375,15.265200686000753
17.0,1350.0,0.30972686409950256,0.3040810823440552,0.1294451504945755,0.03622793033719063,1.03296959400177,15.871541387983598
17.0,1400.0,0.33677658438682556,0.2501371204853058,0.038873061537742615,0.030710123479366302,0.7979673147201538,16.477981320000254
17.0,1450.0,0.35632994771003723,0.3130235970020294,0.10986511409282684,0.04114266857504845,1.765858769416809,17.08402583800489
17.0,1500.0,0.3235694169998169,0.33611157536506653,0.08361557871103287,0.030543670058250427,0.9111679792404175,17.67850192898186
29.0,0.0,0.30503493547439575,0.28325363993644714,4.9797170504461974e-05,0.0026978349778801203,0.002697839867323637,0.028973254025913775
29.0,50.0,0.31996074318885803,0.33868375420570374,0.00011014045594492927,0.0035503855906426907,0.003804892534390092,0.6561984110157937
29.0,100.0,0.30611544847488403,0.2644735872745514,0.0008843745454214513,0.015668796375393867,0.02257160097360611,1.2675767380278558
29.0,150.0,0.3284364938735962,0.4439551830291748,0.06383804231882095,0.04891304299235344,0.12803241610527039,1.8795372580061667
29.0,200.0,0.3235393464565277,0.42539796233177185,0.11587408930063248,0.27049532532691956,1.6716587543487549,2.4816793919890188
29.0,250.0,0.29833531379699707,0.2542165219783783,0.24752774834632874,0.1013341024518013,0.5034470558166504,3.143118867999874
29.0,300.0,0.3113718032836914,0.27302372455596924,0.03156426548957825,0.055558741092681885,0.3292887806892395,3.8060537159908563
29.0,350.0,0.31862545013427734,0.30083391070365906,0.13196860253810883,0.05783854424953461,0.5011627674102783,4.497040195041336
29.0,400.0,0.3867502212524414,0.4288731515407562,0.10763505101203918,0.12686991691589355,2.5543313026428223,5.104639397992287
29.0,450.0,0.2986079156398773,0.22416774928569794,0.10013481974601746,0.06076352298259735,1.0283880233764648,5.714022484025918
29.0,500.0,0.32389867305755615,0.41137176752090454,0.01150279026478529,0.06494587659835815,1.4869909286499023,6.322375647025183
29.0,550.0,0.30721351504325867,0.30647537112236023,0.0035332567058503628,0.06752641499042511,2.0130491256713867,6.929835440008901
29.0,600.0,0.39891618490219116,0.3897380232810974,0.11308573931455612,0.10602214187383652,3.832000732421875,7.534576288016979
29.0,650.0,0.31729456782341003,0.3284780979156494,0.02952234260737896,0.040240250527858734,0.8373197913169861,8.132086567988154
29.0,700.0,0.32021617889404297,0.1672951579093933,0.004201272968202829,0.03962639719247818,0.8882659673690796,8.72870487300679
29.0,750.0,0.3170182704925537,0.36959773302078247,0.17515572905540466,0.06332750618457794,2.2193522453308105,9.352473178994842
29.0,800.0,0.304460734128952,0.28461378812789917,0.1372591108083725,0.03591831028461456,1.0007696151733398,9.970610705029685
29.0,850.0,0.31816214323043823,0.2127901315689087,0.005573181435465813,0.02897978201508522,0.960963785648346,10.578538219037
29.0,900.0,0.3226486146450043,0.36243534088134766,0.23393891751766205,0.028444143012166023,1.1163856983184814,11.18502419203287
29.0,950.0,0.3263923227787018,0.30904459953308105,0.041664883494377136,0.05272354930639267,3.3489508628845215,11.79874452704098
29.0,1000.0,0.34103912115097046,0.5125390291213989,0.10822875797748566,0.04824868589639664,3.150592088699341,12.404685354034882
29.0,1050.0,0.32157593965530396,0.3647802770137787,0.10565463453531265,0.03704629838466644,2.002534866333008,13.008819051028695
29.0,1100.0,0.3414497673511505,0.4172714650630951,0.13655947148799896,0.03967384994029999,2.6347784996032715,13.6096244599903
29.0,1150.0,0.32402199506759644,0.4048613905906677,0.06724387407302856,0.019342713057994843,0.6337781548500061,14.209870241000317
29.0,1200.0,0.3514593243598938,0.19000883400440216,0.016732627525925636,0.025966107845306396,1.5883442163467407,14.839648591994774
29.0,1250.0,0.3234454095363617,0.2523730993270874,0.0025946993846446276,0.01590670645236969,0.6808183193206787,15.453846201999113
29.0,1300.0,0.321020245552063,0.339013934135437,0.05180799961090088,0.018579792231321335,1.1520849466323853,16.063164939987473
29.0,1350.0,0.31565532088279724,0.3567466735839844,0.0744243860244751,0.01987024024128914,1.4572620391845703,16.670877522032242
29.0,1400.0,0.32214727997779846,0.39400243759155273,0.12624035775661469,0.02046108990907669,1.7249959707260132,17.279655758989975
29.0,1450.0,0.33228611946105957,0.1984037160873413,0.05335402488708496,0.018648013472557068,1.663973093032837,17.89158967602998
29.0,1500.0,0.31457555294036865,0.3939194083213806,0.11523529142141342,0.019642554223537445,1.7502671480178833,18.49489142699167
43.0,0.0,0.3438997268676758,0.2293330878019333,0.00033162871841341257,0.0027092425152659416,0.0027092418167740107,0.028888786968309432
43.0,50.0,0.36395880579948425,0.2893773317337036,0.00029247283237054944,0.0036534355022013187,0.004080397542566061,0.6402663459884934
43.0,100.0,0.31047195196151733,0.2776631712913513,0.02543785236775875,0.10458017885684967,0.28803521394729614,1.2513622419792227
43.0,150.0,0.32996347546577454,0.37351730465888977,0.030126577243208885,0.3428346514701843,2.007303476333618,1.8637742099817842
43.0,200.0,0.3275003135204315,0.44427525997161865,0.06117334961891174,0.14119215309619904,1.5921813249588013,2.4721726439893246
43.0,250.0,0.3216402232646942,0.3643418252468109,0.09207051247358322,0.18281899392604828,4.418150901794434,3.0750300729996525
43.0,300.0,0.3380596339702606,0.3995512127876282,0.06666868180036545,0.0795656144618988,2.0061960220336914,3.6711590659688227
43.0,350.0,0.3274053633213043,0.38908690214157104,0.08856341987848282,0.041543588042259216,0.8792774081230164,4.2719827860128134
43.0,400.0,0.3169364929199219,0.3450356125831604,0.13617359101772308,0.048310287296772,2.0666658878326416,4.8995504199992865
43.0,450.0,0.3502844572067261,0.2930793762207031,0.09820997714996338,0.04399855434894562,1.683556079864502,5.52805957297096
43.0,500.0,0.3174249529838562,0.3548949956893921,0.0239055547863245,0.030659720301628113,0.6637727618217468,6.155324010993354
43.0,550.0,0.33428215980529785,0.35565492510795593,0.010793808847665787,0.0437999926507473,1.1813859939575195,6.765522431989666
43.0,600.0,0.33669739961624146,0.2248603254556656,0.2655142545700073,0.048197001218795776,1.3912465572357178,7.377318885992281
43.0,650.0,0.3192215859889984,0.3130916953086853,0.1971108466386795,0.03580477461218834,1.0658180713653564,7.988264176005032
43.0,700.0,0.29918044805526733,0.2563497722148895,0.0640924796462059,0.03355938941240311,1.4466056823730469,8.5934298139764
43.0,750.0,0.3202909231185913,0.35442453622817993,0.029727673158049583,0.031808167695999146,1.5965235233306885,9.193288516020402
43.0,800.0,0.3398228883743286,0.3187660276889801,0.09222474694252014,0.029296446591615677,1.4072004556655884,9.79377760598436
43.0,850.0,0.34403425455093384,0.4019102156162262,0.14610254764556885,0.03229626640677452,1.7213313579559326,10.422679926967248
43.0,900.0,0.31919729709625244,0.21037012338638306,0.14983683824539185,0.02681925520300865,1.277612328529358,11.02858877799008
43.0,950.0,0.3421374261379242,0.30167919397354126,0.055417582392692566,0.020807858556509018,0.8809243440628052,11.644419819989707
43.0,1000.0,0.32541006803512573,0.33841565251350403,0.0784778892993927,0.03345421701669693,2.9009718894958496,12.258543572970666
43.0,1050.0,0.3017960488796234,0.2352614551782608,0.06752301007509232,0.02277539111673832,0.9871848821640015,12.891959018015768
43.0,1100.0,0.32495954632759094,0.47260063886642456,0.1462792605161667,0.02455049380660057,1.4672484397888184,13.526667010970414
43.0,1150.0,0.3778163194656372,0.26779472827911377,0.18118707835674286,0.0277484692633152,2.4624099731445312,14.134616549999919
43.0,1200.0,0.313067227602005,0.3602370619773865,0.19722877442836761,0.0175893846899271,0.7938554286956787,14.79263203497976
43.0,1250.0,0.3100247085094452,0.3521123230457306,0.12794744968414307,0.017571475356817245,1.0506991147994995,15.424585588974878
43.0,1300.0,0.3405584394931793,0.2119896113872528,0.08008892834186554,0.01451529748737812,1.0321710109710693,16.05064971698448
43.0,1350.0,0.3126547038555145,0.21892592310905457,0.12123465538024902,0.011282799765467644,0.7004464864730835,16.660482398001477
43.0,1400.0,0.32915523648262024,0.4494362771511078,0.0008554665255360305,0.017269283533096313,4.9391632080078125,17.27139311499195
43.0,1450.0,0.35015174746513367,0.4158840477466583,0.11562685668468475,0.012894416227936745,2.3672022819519043,17.889453105977736
43.0,1500.0,0.3271268904209137,0.21425294876098633,0.03833803907036781,0.011029448360204697,1.5801784992218018,18.5025875249994
