step,train_loss,eval_mse_y,eval_mse_exact_mean,rowcond_last_mse_exact,unprecond_last_mse_exact
10000,0.02891741693019867,0.02744561992585659,0.0022230129688978195,0.029411932453513145,0.257046639919281
10250,0.029444700106978416,0.024191737174987793,0.0022958354093134403,0.027410034090280533,0.2825177311897278
10500,0.023206301033496857,0.0252646803855896,0.001162626314908266,0.02665054053068161,0.30924752354621887
10750,0.027573347091674805,0.023996930569410324,0.0025787693448364735,0.028795192018151283,0.26730427145957947
11000,0.025836925953626633,0.026966236531734467,0.0019607306458055973,0.026668205857276917,0.3024069368839264
11250,0.027156425639986992,0.026677526533603668,0.0009351320913992822,0.03156073018908501,0.26695680618286133
11500,0.022197600454092026,0.026819467544555664,0.0012641691137105227,0.02903389371931553,0.2789750099182129
11750,0.0301600880920887,0.02539958618581295,0.001138749998062849,0.029458768665790558,0.311867356300354
12000,0.022624190896749496,0.026215190067887306,0.002075755037367344,0.027665026485919952,0.2979663610458374
12250,0.025237655267119408,0.026055246591567993,0.0026908982545137405,0.026863742619752884,0.258655846118927
12500,0.03638053685426712,0.026778649538755417,0.0015890361974015832,0.029447369277477264,0.2404441237449646
12750,0.025788573548197746,0.02603466622531414,0.001596097368746996,0.03304234519600868,0.28035104274749756
13000,0.029522592201828957,0.0274746622890234,0.0017244709888473153,0.0292395930737257,0.2870512008666992
13250,0.02680867910385132,0.025102566927671432,0.0019913476426154375,0.025360705330967903,0.30453959107398987
13500,0.028255484998226166,0.03016023524105549,0.005245712585747242,0.026476409286260605,0.302598774433136
13750,0.02683383971452713,0.024221690371632576,0.0016481499187648296,0.028167840093374252,0.28125837445259094
14000,0.02127036079764366,0.028571251779794693,0.0024903821758925915,0.031677909195423126,0.27552530169487
14250,0.023237168788909912,0.024674667045474052,0.0009839987615123391,0.027788987383246422,0.2654191255569458
14500,0.024742478504776955,0.024736367166042328,0.0010248951148241758,0.03173673152923584,0.2932945489883423
14750,0.021525941789150238,0.02787954732775688,0.0009464139584451914,0.029843376949429512,0.24972930550575256
15000,0.0237745251506567,0.02731870859861374,0.0008439801749773324,0.02477532997727394,0.263508677482605
15250,0.02624514326453209,0.026040995493531227,0.00141811347566545,0.026457415893673897,0.2261056751012802
15500,0.025976695120334625,0.024882586672902107,0.0013661007396876812,0.029934285208582878,0.29604101181030273
15750,0.028381235897541046,0.025779595598578453,0.0016440167091786861,0.032399728894233704,0.2879160940647125
16000,0.030547868460416794,0.023483294993638992,0.0005832759779877961,0.025941841304302216,0.32755741477012634
16250,0.02224232628941536,0.02339170128107071,0.0008567686309106648,0.02504866197705269,0.2696884274482727
16500,0.027360647916793823,0.02501058392226696,0.0012315220665186644,0.025379717350006104,0.28957608342170715
16750,0.020225889980793,0.026257585734128952,0.0010693426011130214,0.02970326505601406,0.31475645303726196
17000,0.03767896443605423,0.025617996230721474,0.001384527189657092,0.026196833699941635,0.3136909008026123
17250,0.024253571406006813,0.023333609104156494,0.000999334966763854,0.026481235399842262,0.23212990164756775
17500,0.018748819828033447,0.02910603955388069,0.0008033992489799857,0.03047492727637291,0.30389147996902466
17750,0.025815803557634354,0.026156695559620857,0.0021957270801067352,0.027768898755311966,0.30326730012893677
18000,0.026748474687337875,0.022595224902033806,0.0016749263741075993,0.029319707304239273,0.2813427448272705
18250,0.020541593432426453,0.026334788650274277,0.0010923927184194326,0.026802126318216324,0.28288334608078003
18500,0.023886574432253838,0.024830538779497147,0.0006848283228464425,0.025304023176431656,0.2856906056404114
18750,0.02183411456644535,0.025759777054190636,0.0009070183732546866,0.02386470139026642,0.2663879096508026
19000,0.026009576395154,0.02688286267220974,0.0006957428995519876,0.025258058682084084,0.29425400495529175
19250,0.023760158568620682,0.02481846697628498,0.000971537665463984,0.02684682421386242,0.28442642092704773
19500,0.020883677527308464,0.026885561645030975,0.0010425099171698093,0.026799410581588745,0.3109075725078583
19750,0.02060399204492569,0.027409013360738754,0.0008705175714567304,0.0290309377014637,0.2693023085594177
20000,0.025003228336572647,0.0243110042065382,0.000818614149466157,0.03089590184390545,0.2845439314842224
20250,0.027715979143977165,0.025305338203907013,0.003556512761861086,0.02800440788269043,0.3614874482154846
20500,0.01950129121541977,0.025943536311388016,0.000994708389043808,0.031870923936367035,0.253640353679657
20750,0.029838336631655693,0.027401167899370193,0.0015502485912293196,0.02945547364652157,0.2961408197879791
21000,0.024795183911919594,0.023136159405112267,0.0005098646506667137,0.02463754452764988,0.2981860637664795
21250,0.023363664746284485,0.025102773681282997,0.0010266081662848592,0.024394074454903603,0.2600290775299072
21500,0.028629664331674576,0.026828140020370483,0.002915346994996071,0.023099198937416077,0.26416313648223877
21750,0.023493308573961258,0.025775915011763573,0.0007583774859085679,0.027466803789138794,0.2853069603443146
22000,0.02732168138027191,0.025435542687773705,0.0006849982310086489,0.02835712395608425,0.30829373002052307
22250,0.02795877866446972,0.024536052718758583,0.0008453027112409472,0.02668878063559532,0.3022399842739105
22500,0.025030208751559258,0.029230274260044098,0.0011658784933388233,0.03365336358547211,0.3237520456314087
22750,0.026680748909711838,0.0282952468842268,0.0011552233481779695,0.02822723425924778,0.2944738268852234
23000,0.022558996453881264,0.026205796748399734,0.0010294991079717875,0.02723873406648636,0.29074135422706604
23250,0.027816908434033394,0.022789113223552704,0.0011284584179520607,0.028494760394096375,0.32234668731689453
23500,0.021769536659121513,0.02719210833311081,0.0015453235246241093,0.026797110214829445,0.2811528146266937
23750,0.027401287108659744,0.025548700243234634,0.0011841156519949436,0.03309125825762749,0.34569406509399414
24000,0.025337636470794678,0.02504553273320198,0.0007324449252337217,0.023934321478009224,0.1988164782524109
24250,0.019997190684080124,0.023579305037856102,0.0011880313977599144,0.02922460436820984,0.258182168006897
24500,0.026355816051363945,0.02430570498108864,0.0010761008597910404,0.029409360140562057,0.3055243492126465
24750,0.02599627897143364,0.024973521009087563,0.0008996913675218821,0.024987440556287766,0.2769567370414734
25000,0.028456388041377068,0.024388359859585762,0.0006971401162445545,0.02791968360543251,0.29397621750831604
25250,0.026536908000707626,0.026700269430875778,0.0007920797215774655,0.030430980026721954,0.30624648928642273
25500,0.030555758625268936,0.024521837010979652,0.0003419914864934981,0.026977479457855225,0.23859170079231262
25750,0.02482491359114647,0.023548182100057602,0.0005751268472522497,0.024491343647241592,0.2712596654891968
26000,0.025796610862016678,0.024480637162923813,0.00042881432455033064,0.027811508625745773,0.2803385257720947
26250,0.026805145666003227,0.024861009791493416,0.0014853213215246797,0.024655316025018692,0.23849645256996155
26500,0.02406276762485504,0.024515938013792038,0.0006031905068084598,0.028217831626534462,0.3100048899650574
26750,0.030091244727373123,0.02653217315673828,0.001167197828181088,0.024527832865715027,0.33511149883270264
27000,0.020830128341913223,0.023878194391727448,0.0005941230338066816,0.02504879981279373,0.3219238817691803
27250,0.031186554580926895,0.025030434131622314,0.0005309679545462132,0.031208086758852005,0.3040245473384857
27500,0.019741397351026535,0.023172713816165924,0.0013802074827253819,0.02607400342822075,0.317798912525177
27750,0.02742169052362442,0.024897560477256775,0.002587803639471531,0.02955661714076996,0.30069148540496826
28000,0.024425264447927475,0.02215338684618473,0.0006249528960324824,0.028176765888929367,0.2985057234764099
28250,0.021641522645950317,0.023092515766620636,0.0006898937281221151,0.026013024151325226,0.27614426612854004
28500,0.027712412178516388,0.023237962275743484,0.0011635744012892246,0.028477691113948822,0.2707770764827728
28750,0.026389937847852707,0.02444896101951599,0.0010945858666673303,0.02675558254122734,0.3026878535747528
29000,0.03312153369188309,0.026428060606122017,0.0011802602093666792,0.02693580463528633,0.2970740795135498
29250,0.025494080036878586,0.02065788209438324,0.0005781861254945397,0.024467531591653824,0.3038196861743927
29500,0.020957782864570618,0.02451644092798233,0.0011973625514656305,0.028364691883325577,0.2795194387435913
29750,0.030838744714856148,0.026212293654680252,0.00118955597281456,0.028807803988456726,0.31063735485076904
30000,0.02122637629508972,0.02253519371151924,0.0014390574069693685,0.026111997663974762,0.30328574776649475
