name,model,optimizer,dim,target,freq,depth,width,rank,steps,batch_size,lr,seed,fix_wb,nparams,ntrainable,final_train_mse,test_mse,test_max_error,grad_effective_rank,grad_top_singular,grad_spectral_slope,weight_effective_rank,weight_spectral_slope,elapsed_sec
mmnn_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_fixWb_s0,mmnn,muon,1,chirp1d,32,6,512,10,20000,1024,0.003,0,True,66109,31293,0.01373566035181284,0.016108881682157516,0.5621880292892456,2.040092523958955,0.8216324001550674,-1.636706418630913,6.936515076685965,-0.29666795051409794,101.90744519233704
mmnn_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_trainWb_s0,mmnn,muon,1,chirp1d,32,6,512,10,20000,1024,0.003,0,False,66109,66109,0.014569584280252457,0.006833748891949654,0.35860973596572876,2.098005104719245,0.4971465095212417,-1.8159412636251366,7.656567093565564,-0.20761461829963082,188.54618382453918
mmnn_muon_sumcos_d1_f8_r10_w512_L3_bs1024_steps20000_fixWb_s0,mmnn,muon,1,sumcos,8,3,512,10,20000,1024,0.003,0,True,33823,15903,0.0004576145438477397,0.0007554267067462206,0.11249017715454102,1.6230164192177852,0.08953265100717545,-2.148658112795697,5.957109249273227,-0.3168404796114131,61.50088906288147
mmnn_muon_sumcos_d1_f8_r10_w512_L3_bs1024_steps20000_trainWb_s0,mmnn,muon,1,sumcos,8,3,512,10,20000,1024,0.003,0,False,33823,33823,0.00034103140933439136,0.0007196901715360582,0.12163162231445312,1.449455938179724,0.029491961933672428,-1.8501378157199515,6.560834347725006,-0.2421597416814638,109.07621312141418
mmnn_muon_sumcos_d1_f8_r10_w512_L6_bs1024_steps20000_fixWb_s0,mmnn,muon,1,sumcos,8,6,512,10,20000,1024,0.003,0,True,66109,31293,0.00037597311893478036,0.0008230439852923155,0.15727806091308594,2.0659176512364588,0.029888960665890148,-1.6512626354620787,7.298821286662845,-0.2476839553901811,103.15217852592468
mmnn_muon_sumcos_d1_f8_r10_w512_L6_bs1024_steps20000_trainWb_s0,mmnn,muon,1,sumcos,8,6,512,10,20000,1024,0.003,0,False,66109,66109,0.001066444325260818,0.0008068017195910215,0.1556253433227539,1.5184449505540323,0.0377096700581855,-2.2680379316352695,7.227562379425023,-0.25288123557211956,188.637060880661
mmnn_muon_sumcos_d1_f16_r10_w512_L3_bs1024_steps20000_fixWb_s0,mmnn,muon,1,sumcos,16,3,512,10,20000,1024,0.003,0,True,33823,15903,0.002966316184028983,0.00380203896202147,0.3464087247848511,1.7212557566096844,0.4083985220640898,-2.2654219246717155,5.911495645310615,-0.350247561519701,64.08443474769592
mmnn_muon_sumcos_d1_f16_r10_w512_L3_bs1024_steps20000_trainWb_s0,mmnn,muon,1,sumcos,16,3,512,10,20000,1024,0.003,0,False,33823,33823,0.002111307345330715,0.004055937752127647,0.44341278076171875,2.2024838449007325,0.1597346441121772,-1.5879967589864934,6.462886126474189,-0.27097656390286523,108.8633201122284
mmnn_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,mmnn,muon,1,sumcos,16,6,512,10,20000,1024,0.003,0,True,66109,31293,0.002478317590430379,0.0017767910612747073,0.13787776231765747,1.9227639304953679,0.1884725447744131,-2.0880824437823544,6.896477271155814,-0.3283760335140162,104.03223919868469
mmnn_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,mmnn,muon,1,sumcos,16,6,512,10,20000,1024,0.003,0,False,66109,66109,0.004058097489178181,0.006517681293189526,0.6071462631225586,1.6456635897937584,0.1274069740237402,-2.055064858146626,7.063412437401316,-0.29802681465307895,190.5970540046692
mmnn_muon_sumcos_d1_f32_r10_w512_L3_bs1024_steps20000_fixWb_s0,mmnn,muon,1,sumcos,32,3,512,10,20000,1024,0.003,0,True,33823,15903,0.01162772998213768,0.021272197365760803,0.9757317304611206,1.2894741636751104,1.1228187996894121,-3.1507892919188456,5.1737176623419865,-0.5726558344519076,65.25094270706177
mmnn_muon_sumcos_d1_f32_r10_w512_L3_bs1024_steps20000_trainWb_s0,mmnn,muon,1,sumcos,32,3,512,10,20000,1024,0.003,0,False,33823,33823,0.017406318336725235,0.010584436357021332,0.8091394901275635,1.4455090439566156,0.8060217765159905,-2.4546295603951562,6.274508983179128,-0.347899146705059,111.95676445960999
mmnn_muon_sumcos_d1_f32_r10_w512_L6_bs1024_steps20000_fixWb_s0,mmnn,muon,1,sumcos,32,6,512,10,20000,1024,0.003,0,True,66109,31293,0.02114873379468918,0.014566254802048206,1.0129297971725464,1.7641767350759245,0.6956034020653793,-2.7571703911630383,5.671562762354876,-0.5272396609931502,108.81426787376404
mmnn_muon_sumcos_d1_f32_r10_w512_L6_bs1024_steps20000_trainWb_s0,mmnn,muon,1,sumcos,32,6,512,10,20000,1024,0.003,0,False,66109,66109,0.030430350452661514,0.014398075640201569,0.9106736183166504,1.506019062307286,0.4328380257024297,-2.4548243312742355,7.075320691366464,-0.32734685402811364,194.6049358844757
mmnn_lowrank_muon_chirp1d_d1_f8_r10_w512_L3_bs1024_steps20000_fixWb_s0,mmnn,lowrank_muon,1,chirp1d,8,3,512,10,20000,1024,0.003,0,True,33823,15903,0.0015289129223674536,0.0024901796132326126,0.17093008756637573,1.7492758883619706,0.2169569842517376,-2.878042759852408,3.5532082055067846,-0.8508381788994739,75.78271961212158
mmnn_lowrank_muon_chirp1d_d1_f8_r10_w512_L3_bs1024_steps20000_trainWb_s0,mmnn,lowrank_muon,1,chirp1d,8,3,512,10,20000,1024,0.003,0,False,33823,33823,0.00235836417414248,0.0011715240543708205,0.10036370158195496,1.5450314014758275,0.13809730694629252,-2.7005711421364382,5.533570024027839,-0.5016429228752249,139.9618980884552
mmnn_lowrank_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_fixWb_s0,mmnn,lowrank_muon,1,chirp1d,8,6,512,10,20000,1024,0.003,0,True,66109,31293,0.002982323057949543,0.006217715330421925,0.30826514959335327,1.536488750301184,0.21804509099040711,-2.9850193440077852,4.3018288015215544,-0.743014701864534,138.9874711036682
mmnn_lowrank_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_trainWb_s0,mmnn,lowrank_muon,1,chirp1d,8,6,512,10,20000,1024,0.003,0,False,66109,66109,0.0014860582305118442,0.001796331605874002,0.200524240732193,1.4540029935336487,0.051899018963532786,-2.817280976521008,6.342189485185117,-0.4260899428568192,254.6980333328247
mmnn_lowrank_muon_chirp1d_d1_f16_r10_w512_L3_bs1024_steps20000_fixWb_s0,mmnn,lowrank_muon,1,chirp1d,16,3,512,10,20000,1024,0.003,0,True,33823,15903,0.03626906871795654,0.04386996105313301,0.6651785969734192,1.215425793364382,2.1652996093034744,-2.9730833128152887,3.518563768097027,-0.8406431594830529,75.86543488502502
mmnn_lowrank_muon_chirp1d_d1_f16_r10_w512_L3_bs1024_steps20000_trainWb_s0,mmnn,lowrank_muon,1,chirp1d,16,3,512,10,20000,1024,0.003,0,False,33823,33823,0.008601410314440727,0.009874964132905006,0.4393949508666992,1.5612528023142345,0.6282166372984648,-2.5888126247139045,5.612872850122791,-0.46023534878542954,138.05223894119263
mmnn_lowrank_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,mmnn,lowrank_muon,1,chirp1d,16,6,512,10,20000,1024,0.003,0,True,66109,31293,0.014517688192427158,0.00573931448161602,0.34157896041870117,2.00052768190032,0.6707746343953269,-2.4992382414917373,3.8876394732420207,-0.8169497997016251,136.58161282539368
mmnn_lowrank_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,mmnn,lowrank_muon,1,chirp1d,16,6,512,10,20000,1024,0.003,0,False,66109,66109,0.010970881208777428,0.008554408326745033,0.25213637948036194,1.7461773295519254,0.38311474836830584,-2.852057611275743,6.105861727833598,-0.4593011399746892,255.30239367485046
mmnn_lowrank_muon_chirp1d_d1_f32_r10_w512_L3_bs1024_steps20000_fixWb_s0,mmnn,lowrank_muon,1,chirp1d,32,3,512,10,20000,1024,0.003,0,True,33823,15903,0.2374466508626938,0.25989681482315063,1.6275826692581177,1.2898888918627103,1.7635079771280289,-3.282013233885202,3.409569783709712,-0.9531396361768135,76.75376486778259
mmnn_lowrank_muon_chirp1d_d1_f32_r10_w512_L3_bs1024_steps20000_trainWb_s0,mmnn,lowrank_muon,1,chirp1d,32,3,512,10,20000,1024,0.003,0,False,33823,33823,0.057837940752506256,0.04830644279718399,0.9432785511016846,1.3002929091648276,1.3711327612400055,-3.103332990023926,5.332652569205221,-0.5380467720912011,137.8690061569214
mmnn_lowrank_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_fixWb_s0,mmnn,lowrank_muon,1,chirp1d,32,6,512,10,20000,1024,0.003,0,True,66109,31293,0.0722758024930954,0.050195761024951935,0.7104119658470154,1.1631104628031148,1.5722402334213257,-3.269016809208422,3.939253866471028,-0.7663987057508052,137.31378698349
mmnn_lowrank_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_trainWb_s0,mmnn,lowrank_muon,1,chirp1d,32,6,512,10,20000,1024,0.003,0,False,66109,66109,0.04644259810447693,0.025424739345908165,0.8001304864883423,1.760427949013153,0.6904337661606925,-3.0894611519691324,6.086165782552213,-0.4473618769234245,258.42700719833374
mmnn_lowrank_muon_sumcos_d1_f8_r10_w512_L3_bs1024_steps20000_fixWb_s0,mmnn,lowrank_muon,1,sumcos,8,3,512,10,20000,1024,0.003,0,True,33823,15903,0.00039504660526290536,0.002237089676782489,0.18264424800872803,1.125191388450411,0.07750356663018465,-2.900002915929104,3.182882389117983,-0.980898414369351,77.65090012550354
mmnn_lowrank_muon_sumcos_d1_f8_r10_w512_L3_bs1024_steps20000_trainWb_s0,mmnn,lowrank_muon,1,sumcos,8,3,512,10,20000,1024,0.003,0,False,33823,33823,0.0011945851147174835,0.0013305795146152377,0.10560727119445801,1.5024531852830687,0.0817267601378262,-3.399996229277111,5.439391620768204,-0.5241229827683811,140.23241424560547
mmnn_lowrank_muon_sumcos_d1_f8_r10_w512_L6_bs1024_steps20000_fixWb_s0,mmnn,lowrank_muon,1,sumcos,8,6,512,10,20000,1024,0.003,0,True,66109,31293,0.0020929481834173203,0.0014852124731987715,0.19834676384925842,1.5206989609221073,0.1410853692463466,-2.9702629987562474,4.628675548120387,-0.7492222329962334,135.84090757369995
mmnn_lowrank_muon_sumcos_d1_f8_r10_w512_L6_bs1024_steps20000_trainWb_s0,mmnn,lowrank_muon,1,sumcos,8,6,512,10,20000,1024,0.003,0,False,66109,66109,0.0015917314449325204,0.0022394147235900164,0.2367018461227417,1.2929719232234318,0.06054853538184294,-3.0131097770529416,6.210263538666892,-0.45472062309395,251.9602439403534
mmnn_lowrank_muon_sumcos_d1_f16_r10_w512_L3_bs1024_steps20000_fixWb_s0,mmnn,lowrank_muon,1,sumcos,16,3,512,10,20000,1024,0.003,0,True,33823,15903,0.013148565776646137,0.006688094697892666,0.2018871158361435,1.2266372752418713,0.8225924745202065,-3.754605076486215,2.9477793286741916,-1.0869763718111864,79.13326740264893
mmnn_lowrank_muon_sumcos_d1_f16_r10_w512_L3_bs1024_steps20000_trainWb_s0,mmnn,lowrank_muon,1,sumcos,16,3,512,10,20000,1024,0.003,0,False,33823,33823,0.004023742396384478,0.007381932809948921,0.581701397895813,1.3864435759142175,0.28685233229771256,-3.3422957877095345,5.311552756124067,-0.5739734773934638,141.99747824668884
mmnn_lowrank_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,mmnn,lowrank_muon,1,sumcos,16,6,512,10,20000,1024,0.003,0,True,66109,31293,0.007016876246780157,0.004509256221354008,0.1801903247833252,1.385860978008713,0.276352158082383,-3.15434565973827,3.5430907752957426,-0.8441703839133962,138.99689173698425
mmnn_lowrank_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,mmnn,lowrank_muon,1,sumcos,16,6,512,10,20000,1024,0.003,0,False,66109,66109,0.00959931593388319,0.011860465630888939,0.8421870470046997,1.5536517744022873,0.23666305474138685,-3.002032927220941,5.9814827801157415,-0.4742669565895632,260.7321512699127
mmnn_lowrank_muon_sumcos_d1_f32_r10_w512_L3_bs1024_steps20000_fixWb_s0,mmnn,lowrank_muon,1,sumcos,32,3,512,10,20000,1024,0.003,0,True,33823,15903,0.016388678923249245,0.023435762152075768,1.2085012197494507,1.375105473984509,0.7159617636352777,-3.75536688601905,2.8128774887530423,-1.1061565667298703,82.83025646209717
mmnn_lowrank_muon_sumcos_d1_f32_r10_w512_L3_bs1024_steps20000_trainWb_s0,mmnn,lowrank_muon,1,sumcos,32,3,512,10,20000,1024,0.003,0,False,33823,33823,0.025064481422305107,0.020617032423615456,1.25032639503479,1.20352039415135,0.8550907336175442,-3.482567569580238,5.09040334322891,-0.6033209112922747,147.48078417778015
mmnn_lowrank_muon_sumcos_d1_f32_r10_w512_L6_bs1024_steps20000_fixWb_s0,mmnn,lowrank_muon,1,sumcos,32,6,512,10,20000,1024,0.003,0,True,66109,31293,0.020267177373170853,0.014896208420395851,0.8626388907432556,1.533455003459242,0.8847351920391832,-2.962245165179762,4.19500948810115,-0.8215752245126144,141.56411862373352
mmnn_lowrank_muon_sumcos_d1_f32_r10_w512_L6_bs1024_steps20000_trainWb_s0,mmnn,lowrank_muon,1,sumcos,32,6,512,10,20000,1024,0.003,0,False,66109,66109,0.02437460608780384,0.02760583534836769,1.4940319061279297,1.3720666148462564,0.3744839924786772,-3.1869080031381434,6.111892085924844,-0.4660011316652539,264.6327519416809
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L3_bs1024_steps20000_fixWb_s0,mmnn,ht_muon,1,chirp1d,8,3,512,10,20000,1024,0.003,0,True,33823,15903,0.0033744212705641985,0.008035481907427311,0.3568183481693268,1.3932284039944076,0.4775312766432762,-2.7023213602854415,3.5588815560367912,-0.7480323492062978,78.35404515266418
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L3_bs1024_steps20000_trainWb_s0,mmnn,ht_muon,1,chirp1d,8,3,512,10,20000,1024,0.003,0,False,33823,33823,0.0015834028599783778,0.002737291157245636,0.13197824358940125,1.8338295011421626,0.1316683259792626,-2.830080286232917,5.6407567839822255,-0.422476731799249,143.1353280544281
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_fixWb_s0,mmnn,ht_muon,1,chirp1d,8,6,512,10,20000,1024,0.003,0,True,66109,31293,0.0029078114312142134,0.005647844169288874,0.22892767190933228,1.8211350860422475,0.22562465710299356,-2.72478960294977,4.676831852448961,-0.6270298056075552,139.9606065750122
mmnn_ht_muon_chirp1d_d1_f8_r10_w512_L6_bs1024_steps20000_trainWb_s0,mmnn,ht_muon,1,chirp1d,8,6,512,10,20000,1024,0.003,0,False,66109,66109,0.0025196648202836514,0.0033037259709089994,0.2542019188404083,1.5336405194910705,0.09219078559960638,-2.938207985718849,6.691267544452189,-0.34535710647529405,262.99700260162354
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L3_bs1024_steps20000_fixWb_s0,mmnn,ht_muon,1,chirp1d,16,3,512,10,20000,1024,0.003,0,True,33823,15903,0.07359780371189117,0.048812516033649445,0.8104215860366821,1.2701590998057317,2.0548421517014503,-3.228328313270589,3.129504029307127,-0.8134229057762888,79.59868550300598
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L3_bs1024_steps20000_trainWb_s0,mmnn,ht_muon,1,chirp1d,16,3,512,10,20000,1024,0.003,0,False,33823,33823,0.004652763716876507,0.01520137395709753,0.43953368067741394,1.5037736612470036,0.3825378092005849,-2.877672489012301,5.390719802397574,-0.4469049261597607,143.68911981582642
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,mmnn,ht_muon,1,chirp1d,16,6,512,10,20000,1024,0.003,0,True,66109,31293,0.020286090672016144,0.003897443413734436,0.21073633432388306,1.8954749721125272,1.2220331856182642,-2.7959856152787563,4.360144068717952,-0.6656903096602343,140.92865991592407
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,mmnn,ht_muon,1,chirp1d,16,6,512,10,20000,1024,0.003,0,False,66109,66109,0.004917670041322708,0.014806576073169708,0.3307431936264038,1.7603230617070955,0.2755648823721068,-2.823563385816616,6.329181796213095,-0.3829262370292111,263.3373463153839
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L3_bs1024_steps20000_fixWb_s0,mmnn,ht_muon,1,chirp1d,32,3,512,10,20000,1024,0.003,0,True,33823,15903,0.2927825450897217,0.3386881947517395,1.7190325260162354,1.1961215159968699,2.2470380663871765,-3.6077437927707705,3.282463853085009,-0.8020307183325409,78.93252611160278
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L3_bs1024_steps20000_trainWb_s0,mmnn,ht_muon,1,chirp1d,32,3,512,10,20000,1024,0.003,0,False,33823,33823,0.15810388326644897,0.1582106500864029,1.22964346408844,1.5508277692748926,1.3919920288026333,-3.112713710211724,5.591168516604755,-0.45724422326236525,143.1387484073639
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_fixWb_s0,mmnn,ht_muon,1,chirp1d,32,6,512,10,20000,1024,0.003,0,True,66109,31293,0.16843819618225098,0.16722559928894043,1.2079408168792725,1.6738337271628396,1.0079246035643987,-2.807310951028142,4.430310801450001,-0.6465460390662562,139.72106313705444
mmnn_ht_muon_chirp1d_d1_f32_r10_w512_L6_bs1024_steps20000_trainWb_s0,mmnn,ht_muon,1,chirp1d,32,6,512,10,20000,1024,0.003,0,False,66109,66109,0.10958477854728699,0.0809338390827179,1.075825810432434,1.1674165068233167,0.992335027882031,-3.411243558444022,6.598686744392351,-0.35680154951109205,260.16879510879517
mmnn_ht_muon_sumcos_d1_f8_r10_w512_L3_bs1024_steps20000_fixWb_s0,mmnn,ht_muon,1,sumcos,8,3,512,10,20000,1024,0.003,0,True,33823,15903,0.00449302326887846,0.0018262106459587812,0.16736316680908203,1.3408032223758217,0.6681375280022621,-3.5847513630277246,3.25719008510551,-0.8479707718450338,79.05005049705505
mmnn_ht_muon_sumcos_d1_f8_r10_w512_L3_bs1024_steps20000_trainWb_s0,mmnn,ht_muon,1,sumcos,8,3,512,10,20000,1024,0.003,0,False,33823,33823,0.001068759011104703,0.0015938379801809788,0.17196506261825562,1.2989005682201984,0.12611393979750574,-3.4207204778824103,5.647241597451473,-0.43572304294421366,145.16838335990906
mmnn_ht_muon_sumcos_d1_f8_r10_w512_L6_bs1024_steps20000_fixWb_s0,mmnn,ht_muon,1,sumcos,8,6,512,10,20000,1024,0.003,0,True,66109,31293,0.0010887387907132506,0.0015347364824265242,0.16938281059265137,1.6668834702143036,0.09139772291694369,-2.813241246204328,4.488809997471836,-0.6692896877183004,141.00265908241272
mmnn_ht_muon_sumcos_d1_f8_r10_w512_L6_bs1024_steps20000_trainWb_s0,mmnn,ht_muon,1,sumcos,8,6,512,10,20000,1024,0.003,0,False,66109,66109,0.0016438658349215984,0.002286978531628847,0.24668219685554504,1.6825284067956794,0.08575092435681395,-3.1715858559140155,6.718038565061461,-0.34951437167143706,262.666921377182
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L3_bs1024_steps20000_fixWb_s0,mmnn,ht_muon,1,sumcos,16,3,512,10,20000,1024,0.003,0,True,33823,15903,0.01080765575170517,0.010281398892402649,0.4554978609085083,1.3474771939444286,0.9337968602776527,-3.7921190179059443,2.75059851466473,-0.9676336018135375,82.82256197929382
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L3_bs1024_steps20000_trainWb_s0,mmnn,ht_muon,1,sumcos,16,3,512,10,20000,1024,0.003,0,False,33823,33823,0.016753489151597023,0.0014071622863411903,0.16995608806610107,1.4962592106381263,0.8371790507808328,-3.6988974891103807,5.437317994238434,-0.48222713063418227,148.02057886123657
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s0,mmnn,ht_muon,1,sumcos,16,6,512,10,20000,1024,0.003,0,True,66109,31293,0.008906521834433079,0.006576739717274904,0.2920389175415039,1.7569276768628774,0.45384247068847927,-3.0631248069564165,4.260377480446861,-0.6880139616068047,145.9109752178192
mmnn_ht_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s0,mmnn,ht_muon,1,sumcos,16,6,512,10,20000,1024,0.003,0,False,66109,66109,0.006900823675096035,0.010959887877106667,0.5686167478561401,1.618640208049743,0.2545981074550322,-2.7542774380797996,6.617139291986983,-0.3746705956646475,267.01957964897156
mmnn_ht_muon_sumcos_d1_f32_r10_w512_L3_bs1024_steps20000_fixWb_s0,mmnn,ht_muon,1,sumcos,32,3,512,10,20000,1024,0.003,0,True,33823,15903,0.023570403456687927,0.017225682735443115,0.8142683506011963,1.3037132679402248,1.7214045450091362,-4.18964716151655,2.4476221584815527,-1.0586311435838873,84.2742850780487
mmnn_ht_muon_sumcos_d1_f32_r10_w512_L3_bs1024_steps20000_trainWb_s0,mmnn,ht_muon,1,sumcos,32,3,512,10,20000,1024,0.003,0,False,33823,33823,0.011470552533864975,0.026258621364831924,1.1093335151672363,1.4463674602913472,0.48334340704604983,-3.4435904780257114,5.10722136906198,-0.5558078817392874,150.585684299469
mmnn_ht_muon_sumcos_d1_f32_r10_w512_L6_bs1024_steps20000_fixWb_s0,mmnn,ht_muon,1,sumcos,32,6,512,10,20000,1024,0.003,0,True,66109,31293,0.017321329563856125,0.012054506689310074,0.7141657471656799,1.3047484840243178,0.9626984191792352,-3.462899097315973,3.9239825655647222,-0.7320595848877818,144.86009168624878
mmnn_ht_muon_sumcos_d1_f32_r10_w512_L6_bs1024_steps20000_trainWb_s0,mmnn,ht_muon,1,sumcos,32,6,512,10,20000,1024,0.003,0,False,66109,66109,0.14559251070022583,0.13861969113349915,5.3369140625,1.6194202921376781,0.5861911387848002,-2.9343961295228116,6.844518494407292,-0.34341884401256073,267.34414935112
mmnn_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s1,mmnn,muon,1,chirp1d,16,6,512,10,20000,1024,0.003,1,True,66109,31293,0.0025799009017646313,0.002622806467115879,0.2386893928050995,1.806964354145165,0.14951384333627565,-1.9681171992907345,7.0710794309589105,-0.2822773295789583,108.37607550621033
mmnn_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s1,mmnn,muon,1,chirp1d,16,6,512,10,20000,1024,0.003,1,False,66109,66109,0.0030998822767287493,0.0014607460470870137,0.13369596004486084,1.9249136369723236,0.1171192186884582,-1.9046335338709948,7.554508397803802,-0.2160926671955916,191.88135290145874
mmnn_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s1,mmnn,muon,1,sumcos,16,6,512,10,20000,1024,0.003,1,True,66109,31293,0.004541359841823578,0.0034672245383262634,0.35189223289489746,1.9684414267053743,0.22996356657573155,-1.8594918904174846,6.798162075745905,-0.3368316730419985,108.16131281852722
mmnn_muon_sumcos_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s1,mmnn,muon,1,sumcos,16,6,512,10,20000,1024,0.003,1,False,66109,66109,0.0031775690149515867,0.00726585928350687,0.47781217098236084,1.7108214532976667,0.08720920823647507,-1.9732953421748662,7.400459135616997,-0.26024239500463997,193.99618268013
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_fixWb_s1,mmnn,ht_muon,1,chirp1d,16,6,512,10,20000,1024,0.003,1,True,66109,31293,0.0014549291227012873,0.004422508180141449,0.16945509612560272,2.308666023245269,0.15997474055205071,-1.813558278961356,6.9911739477584325,-0.2839172485086406,140.50133633613586
mmnn_ht_muon_chirp1d_d1_f16_r10_w512_L6_bs1024_steps20000_trainWb_s1,mmnn,ht_muon,1,chirp1d,16,6,512,10,20000,1024,0.003,1,False,66109,66109,0.004922395572066307,0.0014061781112104654,0.17779803276062012,2.543931085900275,0.16627644494708096,-1.5471672638986662,7.871488893876015,-0.17058967306410389,260.3931267261505
